"Status","Year","Parent_department","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Transport","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Male","White","120","120","39350","34700"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Asian","50","50","28920","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Female","Unknown","100","100","29750","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Female","White","590","550","30100","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Asian","60","60","28770","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Male","Unknown","70","70","31420","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Male","White","340","340","31270","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","White","110","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","White","90","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Asian","80","70","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Black","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","Unknown","330","320","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Female","White","440","420","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Asian","90","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","Unknown","310","310","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Male","White","340","330","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Female","White","60","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Asian","90","80","35790","33960"
"Leaver Dept.","2021","Home Office","Female","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","White","410","380","36510","30110"
"Leaver Dept.","2021","Home Office","Male","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Home Office","Male","White","300","290","35060","28810"
"Leaver Dept.","2021","Ministry of Defence","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Female","White","320","310","35960","32430"
"Leaver Dept.","2021","Ministry of Defence","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Male","White","330","330","38760","35430"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","White","110","110","43570","39600"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","White","110","110","38830","33210"
"Leaver Dept.","2021","Ministry of Justice","Female","Asian","90","90","27530","22620"
"Leaver Dept.","2021","Ministry of Justice","Female","Black","70","60","28750","26410"
"Leaver Dept.","2021","Ministry of Justice","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Female","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Female","Unknown","110","110","31460","28050"
"Leaver Dept.","2021","Ministry of Justice","Female","White","480","460","33020","26760"
"Leaver Dept.","2021","Ministry of Justice","Male","Asian","60","60","27760","22570"
"Leaver Dept.","2021","Ministry of Justice","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Male","Unknown","80","80","34060","30650"
"Leaver Dept.","2021","Ministry of Justice","Male","White","310","310","35130","30850"
"Leaver Dept.","2021","National Crime Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","Asian","[c]","[c]","[c]","[c]"
