"Status","Year","Region_ITL1","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North West (England)","SEO/HEO","Declared disabled","100","90","34150","33080"
"New entrant CS","2022","North West (England)","SEO/HEO","Declared non-disabled","670","660","34460","33080"
"New entrant CS","2022","North West (England)","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","SEO/HEO","Unknown","450","450","33820","33080"
"New entrant CS","2022","North West (England)","Unknown","Declared disabled","160","150","28710","26310"
"New entrant CS","2022","North West (England)","Unknown","Declared non-disabled","590","550","27910","24800"
"New entrant CS","2022","North West (England)","Unknown","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Unknown","630","570","27000","24800"
"New entrant CS","2022","Northern Ireland","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","AA/AO","Declared non-disabled","70","70","21120","21250"
"New entrant CS","2022","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","AA/AO","Unknown","150","150","21130","21250"
"New entrant CS","2022","Northern Ireland","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","EO","Declared non-disabled","80","80","26480","26590"
"New entrant CS","2022","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","EO","Unknown","70","70","25730","24880"
"New entrant CS","2022","Northern Ireland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SEO/HEO","Declared non-disabled","90","90","34110","33080"
"New entrant CS","2022","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SEO/HEO","Unknown","70","70","35360","33080"
"New entrant CS","2022","Overseas","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","AA/AO","Declared disabled","230","220","21450","21250"
"New entrant CS","2022","Scotland","AA/AO","Declared non-disabled","1710","1670","21540","21250"
"New entrant CS","2022","Scotland","AA/AO","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Scotland","AA/AO","Unknown","1330","1290","22030","21640"
"New entrant CS","2022","Scotland","EO","Declared disabled","150","140","27110","27230"
"New entrant CS","2022","Scotland","EO","Declared non-disabled","1090","1070","26910","27230"
"New entrant CS","2022","Scotland","EO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","EO","Unknown","730","700","27060","27230"
"New entrant CS","2022","Scotland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","G6/G7","Declared non-disabled","260","250","56190","53480"
"New entrant CS","2022","Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","G6/G7","Unknown","210","200","57310","53480"
"New entrant CS","2022","Scotland","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","SEO/HEO","Declared disabled","110","100","34610","33080"
"New entrant CS","2022","Scotland","SEO/HEO","Declared non-disabled","940","930","36120","33080"
"New entrant CS","2022","Scotland","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","SEO/HEO","Unknown","660","640","35280","33080"
"New entrant CS","2022","Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","AA/AO","Declared disabled","150","150","23450","21820"
"New entrant CS","2022","South East (England)","AA/AO","Declared non-disabled","1300","1250","24020","23880"
"New entrant CS","2022","South East (England)","AA/AO","Undeclared","60","60","21970","21260"
"New entrant CS","2022","South East (England)","AA/AO","Unknown","830","790","23010","21680"
"New entrant CS","2022","South East (England)","EO","Declared disabled","70","60","27400","27570"
"New entrant CS","2022","South East (England)","EO","Declared non-disabled","500","480","26880","27570"
"New entrant CS","2022","South East (England)","EO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","EO","Unknown","420","380","27080","26130"
"New entrant CS","2022","South East (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","G6/G7","Declared non-disabled","140","140","55810","52290"
"New entrant CS","2022","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","G6/G7","Unknown","80","70","60140","54420"
"New entrant CS","2022","South East (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","SEO/HEO","Declared disabled","50","50","32830","31610"
"New entrant CS","2022","South East (England)","SEO/HEO","Declared non-disabled","540","530","33260","32630"
"New entrant CS","2022","South East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","SEO/HEO","Unknown","190","180","35610","33000"
"New entrant CS","2022","South East (England)","Unknown","Declared disabled","140","130","29130","25900"
"New entrant CS","2022","South East (England)","Unknown","Declared non-disabled","460","430","28800","24800"
"New entrant CS","2022","South East (England)","Unknown","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Unknown","460","410","27940","26310"
"New entrant CS","2022","South West (England)","AA/AO","Declared disabled","120","120","20740","21260"
"New entrant CS","2022","South West (England)","AA/AO","Declared non-disabled","980","960","21180","21260"
"New entrant CS","2022","South West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","AA/AO","Unknown","570","550","21790","21260"
"New entrant CS","2022","South West (England)","EO","Declared disabled","80","80","25350","25880"
"New entrant CS","2022","South West (England)","EO","Declared non-disabled","620","610","24850","24920"
"New entrant CS","2022","South West (England)","EO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","EO","Unknown","340","330","23970","25000"
"New entrant CS","2022","South West (England)","G6/G7","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","G6/G7","Declared non-disabled","260","250","53470","50810"
"New entrant CS","2022","South West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","G6/G7","Unknown","100","90","57230","53500"
"New entrant CS","2022","South West (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","SEO/HEO","Declared disabled","100","100","34450","33370"
"New entrant CS","2022","South West (England)","SEO/HEO","Declared non-disabled","1030","1010","33730","33000"
"New entrant CS","2022","South West (England)","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","SEO/HEO","Unknown","380","370","35430","34000"
"New entrant CS","2022","South West (England)","Unknown","Declared disabled","130","120","28410","24800"
"New entrant CS","2022","South West (England)","Unknown","Declared non-disabled","490","460","29290","26810"
"New entrant CS","2022","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Unknown","330","300","28430","24800"
"New entrant CS","2022","Unknown","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Declared non-disabled","70","60","21270","21260"
"New entrant CS","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Unknown","60","40","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Declared non-disabled","60","60","34390","34500"
"New entrant CS","2022","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Unknown","110","80","29830","28000"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","340","310","22630","16190"
"New entrant CS","2022","Wales","AA/AO","Declared disabled","140","130","21270","21260"
"New entrant CS","2022","Wales","AA/AO","Declared non-disabled","1100","1060","21050","21260"
"New entrant CS","2022","Wales","AA/AO","Undeclared","60","50","21100","21260"
"New entrant CS","2022","Wales","AA/AO","Unknown","670","640","20690","21250"
"New entrant CS","2022","Wales","EO","Declared disabled","60","50","26140","26030"
"New entrant CS","2022","Wales","EO","Declared non-disabled","510","500","26620","26590"
"New entrant CS","2022","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","EO","Unknown","210","210","26080","26130"
"New entrant CS","2022","Wales","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","G6/G7","Declared non-disabled","140","130","55180","51380"
"New entrant CS","2022","Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","G6/G7","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Wales","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","SEO/HEO","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Wales","SEO/HEO","Declared non-disabled","520","500","34940","33080"
"New entrant CS","2022","Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","SEO/HEO","Unknown","220","220","34360","33080"
"New entrant CS","2022","Wales","Unknown","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Declared non-disabled","200","200","25780","23170"
"New entrant CS","2022","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Unknown","170","160","26420","24090"
"New entrant CS","2022","West Midlands (England)","AA/AO","Declared disabled","120","110","21460","21260"
"New entrant CS","2022","West Midlands (England)","AA/AO","Declared non-disabled","1000","970","21610","21260"
"New entrant CS","2022","West Midlands (England)","AA/AO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","AA/AO","Unknown","720","700","21340","21250"
"New entrant CS","2022","West Midlands (England)","EO","Declared disabled","110","100","26660","27570"
"New entrant CS","2022","West Midlands (England)","EO","Declared non-disabled","780","770","26860","27570"
"New entrant CS","2022","West Midlands (England)","EO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","EO","Unknown","440","430","26580","26590"
"New entrant CS","2022","West Midlands (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","G6/G7","Declared non-disabled","160","150","54810","50000"
"New entrant CS","2022","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","G6/G7","Unknown","100","90","58640","55480"
"New entrant CS","2022","West Midlands (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
