"Status","Year","Parent_department","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Defence","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Scotland","AA/AO","160","150","21810","20920"
"New entrant CS","2021","Ministry of Defence","Scotland","EO","40","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Scotland","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","South East (England)","AA/AO","370","360","23410","20920"
"New entrant CS","2021","Ministry of Defence","South East (England)","EO","220","210","26490","26350"
"New entrant CS","2021","Ministry of Defence","South East (England)","G6/G7","60","60","63140","56540"
"New entrant CS","2021","Ministry of Defence","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","South East (England)","SEO/HEO","240","240","35680","33540"
"New entrant CS","2021","Ministry of Defence","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","South West (England)","AA/AO","340","330","20560","20920"
"New entrant CS","2021","Ministry of Defence","South West (England)","EO","430","410","23380","24000"
"New entrant CS","2021","Ministry of Defence","South West (England)","G6/G7","120","110","58530","55000"
"New entrant CS","2021","Ministry of Defence","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","South West (England)","SEO/HEO","580","570","35310","33290"
"New entrant CS","2021","Ministry of Defence","South West (England)","Unknown","170","170","33500","27540"
"New entrant CS","2021","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","West Midlands (England)","AA/AO","70","60","22290","20920"
"New entrant CS","2021","Ministry of Defence","West Midlands (England)","EO","60","60","26370","26350"
"New entrant CS","2021","Ministry of Defence","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","West Midlands (England)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Yorkshire and The Humber","AA/AO","100","100","22430","20920"
"New entrant CS","2021","Ministry of Defence","Yorkshire and The Humber","EO","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","EO","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","SEO/HEO","90","90","34930","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Midlands (England)","AA/AO","520","510","20950","20600"
"New entrant CS","2021","Ministry of Justice","East Midlands (England)","EO","40","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Midlands (England)","Unknown","110","100","21970","22920"
"New entrant CS","2021","Ministry of Justice","East of England","AA/AO","600","590","22890","21500"
"New entrant CS","2021","Ministry of Justice","East of England","EO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East of England","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East of England","Unknown","190","180","21800","22920"
"New entrant CS","2021","Ministry of Justice","London","AA/AO","1110","1100","24640","22680"
"New entrant CS","2021","Ministry of Justice","London","EO","180","180","26490","26410"
"New entrant CS","2021","Ministry of Justice","London","G6/G7","130","130","60080","57240"
"New entrant CS","2021","Ministry of Justice","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","London","SEO/HEO","450","450","35260","33930"
"New entrant CS","2021","Ministry of Justice","London","Unknown","260","260","26330","26810"
"New entrant CS","2021","Ministry of Justice","North East (England)","AA/AO","200","200","21400","20600"
"New entrant CS","2021","Ministry of Justice","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North East (England)","Unknown","80","70","22510","22920"
"New entrant CS","2021","Ministry of Justice","North West (England)","AA/AO","540","530","20800","20600"
"New entrant CS","2021","Ministry of Justice","North West (England)","EO","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North West (England)","SEO/HEO","70","70","30150","27700"
"New entrant CS","2021","Ministry of Justice","North West (England)","Unknown","120","100","21580","22920"
"New entrant CS","2021","Ministry of Justice","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South East (England)","AA/AO","870","840","23890","22850"
"New entrant CS","2021","Ministry of Justice","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South East (England)","Unknown","230","210","22910","22920"
"New entrant CS","2021","Ministry of Justice","South West (England)","AA/AO","430","410","21490","20600"
"New entrant CS","2021","Ministry of Justice","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South West (England)","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South West (England)","Unknown","100","80","21600","22920"
"New entrant CS","2021","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wales","AA/AO","310","300","20750","20600"
"New entrant CS","2021","Ministry of Justice","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wales","Unknown","70","70","22160","22920"
"New entrant CS","2021","Ministry of Justice","West Midlands (England)","AA/AO","630","610","20760","19930"
"New entrant CS","2021","Ministry of Justice","West Midlands (England)","EO","70","60","23230","22570"
"New entrant CS","2021","Ministry of Justice","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Midlands (England)","SEO/HEO","70","70","32180","30990"
"New entrant CS","2021","Ministry of Justice","West Midlands (England)","Unknown","170","150","22310","22920"
"New entrant CS","2021","Ministry of Justice","Yorkshire and The Humber","AA/AO","480","470","21010","20600"
"New entrant CS","2021","Ministry of Justice","Yorkshire and The Humber","EO","70","70","22400","21170"
"New entrant CS","2021","Ministry of Justice","Yorkshire and The Humber","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Yorkshire and The Humber","SEO/HEO","100","100","30490","30640"
"New entrant CS","2021","Ministry of Justice","Yorkshire and The Humber","Unknown","110","100","22460","22920"
"New entrant CS","2021","National Crime Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","EO","180","180","32840","32260"
"New entrant CS","2021","National Crime Agency","London","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","SEO/HEO","110","100","43400","43420"
"New entrant CS","2021","National Crime Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","North West (England)","EO","160","160","29960","30640"
"New entrant CS","2021","National Crime Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","North West (England)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South East (England)","EO","60","60","31020","32770"
"New entrant CS","2021","National Crime Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South West (England)","EO","80","80","29940","28840"
"New entrant CS","2021","National Crime Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","West Midlands (England)","EO","50","50","31080","32600"
"New entrant CS","2021","National Crime Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Yorkshire and The Humber","EO","40","40","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","EO","50","50","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","EO","80","80","23950","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","East of England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","North West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","North West (England)","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scotland","AA/AO","890","850","20980","20760"
"New entrant CS","2021","Scottish Government","Scotland","EO","340","330","26510","26160"
"New entrant CS","2021","Scottish Government","Scotland","G6/G7","230","220","55690","52480"
"New entrant CS","2021","Scottish Government","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scotland","SEO/HEO","600","580","35190","33550"
"New entrant CS","2021","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","SCS","[c]","[c]","[c]","[c]"
