"Status","Year","Region_ITL3","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Perth and Kinross, and Stirling","Education Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Food Standards Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Forestry and Land Scotland","Eastern Scotland","130","120","32160","31060"
"In post","2022","Perth and Kinross, and Stirling","Ministry of Defence (excl. agencies)","Eastern Scotland","100","100","31880","26510"
"In post","2022","Perth and Kinross, and Stirling","Scottish Courts and Tribunals Service","Eastern Scotland","90","80","27810","23780"
"In post","2022","Perth and Kinross, and Stirling","Scottish Forestry","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Scottish Government (excl. agencies)","Eastern Scotland","120","110","36370","30040"
"In post","2022","Perth and Kinross, and Stirling","Scottish Prison Service","Eastern Scotland","690","650","31940","35000"
"In post","2022","Perth and Kinross, and Stirling","Social Security Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Cabinet Office (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Crown Prosecution Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Defence Equipment and Support","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","100","100","39160","36970"
"In post","2022","Peterborough","Department for Work and Pensions (excl. agencies)","East Anglia","220","190","27130","27570"
"In post","2022","Peterborough","Driver and Vehicle Standards Agency","East Anglia","30","30","[c]","[c]"
"In post","2022","Peterborough","Food Standards Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","HM Courts and Tribunals Service","East Anglia","80","70","26660","20970"
"In post","2022","Peterborough","HM Land Registry","East Anglia","300","270","30840","27130"
"In post","2022","Peterborough","HM Prison and Probation Service","East Anglia","200","190","34130","30450"
"In post","2022","Peterborough","Home Office","East Anglia","510","450","24930","21680"
"In post","2022","Peterborough","Ministry of Defence (excl. agencies)","East Anglia","160","150","25770","21380"
"In post","2022","Peterborough","Ministry of Justice (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Office for Standards in Education, Children's Services and Skills","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Planning Inspectorate","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Rural Payments Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","UK Health Security Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","Valuation Office Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Cabinet Office (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Companies House","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Defence Equipment and Support","Devon","80","80","29220","25750"
"In post","2022","Plymouth","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Department for Levelling Up, Housing and Communities (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Department for Work and Pensions (excl. agencies)","Devon","400","350","27700","27570"
"In post","2022","Plymouth","Driver and Vehicle Standards Agency","Devon","30","30","[c]","[c]"
"In post","2022","Plymouth","Food Standards Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Government Internal Audit Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Health and Safety Executive","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","HM Courts and Tribunals Service","Devon","70","60","24980","20970"
"In post","2022","Plymouth","HM Land Registry","Devon","930","850","34830","33840"
"In post","2022","Plymouth","HM Prison and Probation Service","Devon","150","130","29790","24850"
"In post","2022","Plymouth","HM Revenue and Customs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Home Office","Devon","100","90","29280","27330"
"In post","2022","Plymouth","Maritime and Coastguard Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Ministry of Defence (excl. agencies)","Devon","810","780","32040","26840"
"In post","2022","Plymouth","Ministry of Justice (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Office for Standards in Education, Children's Services and Skills","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Planning Inspectorate","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Submarine Delivery Agency","Devon","140","140","34910","34000"
"In post","2022","Plymouth","The Insolvency Service","Devon","60","50","29440","27570"
"In post","2022","Plymouth","UK Health Security Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","Valuation Office Agency","Devon","400","380","26250","22040"
"In post","2022","Portsmouth","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Crown Prosecution Service","Hampshire and Isle of Wight","110","100","42130","33290"
"In post","2022","Portsmouth","Defence Equipment and Support","Hampshire and Isle of Wight","90","80","32490","31700"
"In post","2022","Portsmouth","Department for Education (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","250","210","25390","27570"
"In post","2022","Portsmouth","Driver and Vehicle Licensing Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","HM Courts and Tribunals Service","Hampshire and Isle of Wight","110","90","26550","21490"
"In post","2022","Portsmouth","HM Prison and Probation Service","Hampshire and Isle of Wight","100","90","30050","28200"
"In post","2022","Portsmouth","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","950","830","29540","26820"
"In post","2022","Portsmouth","Home Office","Hampshire and Isle of Wight","460","440","29570","26410"
"In post","2022","Portsmouth","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","1700","1650","34080","33300"
"In post","2022","Portsmouth","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Office for Standards in Education, Children's Services and Skills","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","Submarine Delivery Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","UK Health Security Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Animal and Plant Health Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Defence Equipment and Support","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Department for Education (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Department for Work and Pensions (excl. agencies)","East Wales","80","80","27600","27570"
"In post","2022","Powys","Driver and Vehicle Licensing Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Driver and Vehicle Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Estyn","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","HM Courts and Tribunals Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","HM Prison and Probation Service","East Wales","30","30","[c]","[c]"
"In post","2022","Powys","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Ministry of Defence (excl. agencies)","East Wales","230","220","25200","21380"
"In post","2022","Powys","Office for Standards in Education, Children's Services and Skills","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Planning Inspectorate","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","UK Health Security Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Welsh Government (excl. agencies)","East Wales","200","180","36210","29430"
"In post","2022","Redbridge and Waltham Forest","Animal and Plant Health Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department for Education (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","870","790","29210","31060"
"In post","2022","Redbridge and Waltham Forest","Driver and Vehicle Standards Agency","Outer London - East and North East","50","50","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","HM Courts and Tribunals Service","Outer London - East and North East","100","90","27360","28310"
"In post","2022","Redbridge and Waltham Forest","HM Prison and Probation Service","Outer London - East and North East","150","140","33630","32090"
"In post","2022","Redbridge and Waltham Forest","Home Office","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Defence (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Justice (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","National Crime Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Planning Inspectorate","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","UK Health Security Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Valuation Office Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Defence Equipment and Support","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Work and Pensions (excl. agencies)","West Midlands","350","320","27380","27570"
"In post","2022","Sandwell","Driver and Vehicle Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","HM Prison and Probation Service","West Midlands","100","90","28530","25560"
"In post","2022","Sandwell","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Defence (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Rural Payments Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Animal and Plant Health Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Crown Office and Procurator Fiscal Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Education (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Work and Pensions (excl. agencies)","Southern Scotland","50","50","27590","27570"
"In post","2022","Scottish Borders","Driver and Vehicle Standards Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Food Standards Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Forestry and Land Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Scottish Courts and Tribunals Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Scottish Forestry","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Scottish Government (excl. agencies)","Southern Scotland","60","50","34870","30040"
"In post","2022","Scottish Borders","Scottish Public Pensions Agency","Southern Scotland","310","280","30290","25930"
"In post","2022","Scottish Borders","Social Security Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","UK Health Security Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Advisory, Conciliation and Arbitration Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Cabinet Office (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Charity Commission","Merseyside","350","330","31850","29160"
"In post","2022","Sefton","Crown Commercial Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Education (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Environment, Food and Rural Affairs (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Transport (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Work and Pensions (excl. agencies)","Merseyside","1010","920","26770","27570"
"In post","2022","Sefton","Department of Health and Social Care (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Driver and Vehicle Standards Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Food Standards Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Government Internal Audit Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Health and Safety Executive","Merseyside","950","900","39230","34880"
"In post","2022","Sefton","HM Courts and Tribunals Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","HM Prison and Probation Service","Merseyside","130","120","29170","25200"
"In post","2022","Sefton","HM Revenue and Customs (excl. agencies)","Merseyside","1140","1040","32360","28920"
"In post","2022","Sefton","Home Office","Merseyside","1450","1340","25770","24880"
"In post","2022","Sefton","Maritime and Coastguard Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Defence (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Justice (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Office for Standards in Education, Children's Services and Skills","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Planning Inspectorate","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","UK Health Security Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Valuation Office Agency","Merseyside","130","130","33890","31900"
"In post","2022","Sheffield","Cabinet Office (excl. agencies)","South Yorkshire","90","80","50450","49700"
"In post","2022","Sheffield","Crown Commercial Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Crown Prosecution Service","South Yorkshire","140","120","35150","28430"
"In post","2022","Sheffield","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Education (excl. agencies)","South Yorkshire","1190","1130","40650","36780"
"In post","2022","Sheffield","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","30","30","[c]","[c]"
"In post","2022","Sheffield","Department for Levelling Up, Housing and Communities (excl. agencies)","South Yorkshire","30","30","[c]","[c]"
"In post","2022","Sheffield","Department for Work and Pensions (excl. agencies)","South Yorkshire","2040","1850","34570","31990"
"In post","2022","Sheffield","Department of Health and Social Care (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Driver and Vehicle Standards Agency","South Yorkshire","30","30","[c]","[c]"
"In post","2022","Sheffield","Education and Skills Funding Agency","South Yorkshire","320","300","38790","36500"
"In post","2022","Sheffield","Food Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Government Internal Audit Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Health and Safety Executive","South Yorkshire","50","50","44830","42350"
"In post","2022","Sheffield","HM Courts and Tribunals Service","South Yorkshire","200","170","25270","20970"
"In post","2022","Sheffield","HM Prison and Probation Service","South Yorkshire","230","210","30460","28200"
"In post","2022","Sheffield","Home Office","South Yorkshire","2640","2450","28910","24890"
"In post","2022","Sheffield","Institute for Apprenticeships and Technical Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Ministry of Defence (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Ministry of Justice (excl. agencies)","South Yorkshire","110","110","50780","50430"
"In post","2022","Sheffield","National Crime Agency","South Yorkshire","100","90","35780","34140"
"In post","2022","Sheffield","Office for Standards in Education, Children's Services and Skills","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Planning Inspectorate","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Standards and Testing Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","The Insolvency Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","UK Health Security Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Valuation Office Agency","South Yorkshire","50","40","39290","38250"
"In post","2022","Shetland Islands","Crown Office and Procurator Fiscal Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Work and Pensions (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Education Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Food Standards Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Maritime and Coastguard Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Met Office","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Scottish Courts and Tribunals Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Scottish Government (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Social Security Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Animal and Plant Health Agency","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Shropshire","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Crown Prosecution Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Defence Equipment and Support","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Education (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","140","120","27860","27570"
"In post","2022","Shropshire","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Driver and Vehicle Licensing Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Estyn","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Food Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","HM Courts and Tribunals Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","HM Prison and Probation Service","Shropshire and Staffordshire","390","370","29290","27120"
"In post","2022","Shropshire","Home Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Medicines and Healthcare Products Regulatory Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Met Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","550","530","29080","29350"
"In post","2022","Shropshire","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","National Crime Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Planning Inspectorate","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Rural Payments Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","UK Health Security Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Valuation Office Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Welsh Government (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Cabinet Office (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Work and Pensions (excl. agencies)","West Midlands","190","180","27340","27570"
"In post","2022","Solihull","Department of Health and Social Care (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Driver and Vehicle Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Home Office","West Midlands","840","780","28550","25310"
"In post","2022","Solihull","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","UK Health Security Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Animal and Plant Health Agency","Dorset and Somerset","30","30","[c]","[c]"
"In post","2022","Somerset CC","Charity Commission","Dorset and Somerset","40","30","[c]","[c]"
"In post","2022","Somerset CC","Crown Prosecution Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Defence Equipment and Support","Dorset and Somerset","340","320","36050","34530"
"In post","2022","Somerset CC","Department for Education (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","30","30","[c]","[c]"
"In post","2022","Somerset CC","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","520","450","26490","27570"
"In post","2022","Somerset CC","Driver and Vehicle Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Education and Skills Funding Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Food Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","HM Courts and Tribunals Service","Dorset and Somerset","80","70","24340","20970"
"In post","2022","Somerset CC","HM Prison and Probation Service","Dorset and Somerset","140","130","29070","26310"
"In post","2022","Somerset CC","Home Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Ministry of Defence (excl. agencies)","Dorset and Somerset","290","280","25470","21380"
"In post","2022","Somerset CC","Ministry of Justice (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Planning Inspectorate","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Rural Payments Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","UK Health Security Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","UK Hydrographic Office","Dorset and Somerset","900","860","35250","33290"
"In post","2022","Somerset CC","Valuation Office Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Welsh Government (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Crown Commercial Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Crown Prosecution Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","310","260","28070","27570"
"In post","2022","South and West Derbyshire","Department of Health and Social Care (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Food Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Health and Safety Executive","Derbyshire and Nottinghamshire","330","300","42050","39390"
"In post","2022","South and West Derbyshire","HM Prison and Probation Service","Derbyshire and Nottinghamshire","460","430","29490","27120"
"In post","2022","South and West Derbyshire","Home Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Medicines and Healthcare Products Regulatory Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Planning Inspectorate","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Rural Payments Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","The Insolvency Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","UK Export Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","UK Health Security Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","Valuation Office Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
