"Status","Year","Function_of_post","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Bedfordshire and Hertfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","Department for Environment, Food and Rural Affairs","120","110","33040","29270"
"In post","2021","Analysis","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Department for Environment, Food and Rural Affairs","350","330","34300","30220"
"In post","2021","Analysis","East Anglia","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","United Kingdom Statistics Authority","1020","980","36210","36030"
