"Status","Year","Region_ITL3","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","Unknown","180","170","23890","22820"
"In post","2021","Aberdeen City and Aberdeenshire","AA/AO","White","330","310","25940","22230"
"In post","2021","Aberdeen City and Aberdeenshire","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","EO","Unknown","130","120","30480","29350"
"In post","2021","Aberdeen City and Aberdeenshire","EO","White","430","400","28800","27570"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","G6/G7","White","100","100","66370","61010"
"In post","2021","Aberdeen City and Aberdeenshire","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Unknown","100","90","45900","39500"
"In post","2021","Aberdeen City and Aberdeenshire","SEO/HEO","White","440","420","44040","38540"
"In post","2021","Angus and Dundee City","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","AA/AO","Undeclared","40","30","[c]","[c]"
"In post","2021","Angus and Dundee City","AA/AO","Unknown","240","220","21000","21010"
"In post","2021","Angus and Dundee City","AA/AO","White","790","720","21160","21010"
"In post","2021","Angus and Dundee City","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","EO","Unknown","50","50","27630","27950"
"In post","2021","Angus and Dundee City","EO","White","410","370","27420","27570"
"In post","2021","Angus and Dundee City","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","White","60","50","62350","61650"
"In post","2021","Angus and Dundee City","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","White","200","190","36940","34290"
"In post","2021","Antrim and Newtownabbey","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","White","140","130","20730","20310"
"In post","2021","Antrim and Newtownabbey","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","White","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","White","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
