"Status","Year","Region_ITL1","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Declared non-disabled","Ministry of Justice (excl. agencies)","160","150","37470","36050"
"In post","2022","East Midlands (England)","Declared non-disabled","National Crime Agency","70","60","41390","41830"
"In post","2022","East Midlands (England)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","170","160","48220","51360"
"In post","2022","East Midlands (England)","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","Office of the Public Guardian","250","230","25180","25120"
"In post","2022","East Midlands (England)","Declared non-disabled","Planning Inspectorate","40","30","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","Rural Payments Agency","100","90","24710","22430"
"In post","2022","East Midlands (England)","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Declared non-disabled","UK Health Security Agency","130","120","38440","33310"
"In post","2022","East Midlands (England)","Declared non-disabled","Valuation Office Agency","110","100","36620","33370"
"In post","2022","East Midlands (England)","Declared non-disabled","Vehicle Certification Agency","60","60","37310","34290"
"In post","2022","East Midlands (England)","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Department for Work and Pensions (excl. agencies)","230","210","25690","27570"
"In post","2022","East Midlands (England)","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","HM Courts and Tribunals Service","90","80","24150","20970"
"In post","2022","East Midlands (England)","Undeclared","HM Land Registry","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","HM Prison and Probation Service","550","510","30640","31650"
"In post","2022","East Midlands (England)","Undeclared","HM Revenue and Customs (excl. agencies)","220","210","35590","33370"
"In post","2022","East Midlands (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Ministry of Defence (excl. agencies)","130","130","27080","22330"
"In post","2022","East Midlands (England)","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Advisory, Conciliation and Arbitration Service","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Crown Prosecution Service","110","100","37710","38000"
"In post","2022","East Midlands (England)","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Department for Education (excl. agencies)","80","80","37860","36500"
"In post","2022","East Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Department for Work and Pensions (excl. agencies)","140","130","24750","27570"
"In post","2022","East Midlands (England)","Unknown","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Driver and Vehicle Standards Agency","110","110","30260","26700"
"In post","2022","East Midlands (England)","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","HM Courts and Tribunals Service","140","130","22450","20970"
"In post","2022","East Midlands (England)","Unknown","HM Land Registry","200","190","26290","22600"
"In post","2022","East Midlands (England)","Unknown","HM Prison and Probation Service","590","540","26080","24800"
"In post","2022","East Midlands (England)","Unknown","HM Revenue and Customs (excl. agencies)","1130","1070","29930","26820"
"In post","2022","East Midlands (England)","Unknown","Home Office","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Ministry of Defence (excl. agencies)","240","230","28080","22080"
"In post","2022","East Midlands (England)","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","National Crime Agency","110","100","36960","36410"
"In post","2022","East Midlands (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Office of the Public Guardian","60","60","21940","20970"
"In post","2022","East Midlands (England)","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","UK Health Security Agency","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","30","30","[c]","[c]"
"In post","2022","East of England","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Crown Prosecution Service","60","50","40860","34480"
"In post","2022","East of England","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","East of England","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Department for Work and Pensions (excl. agencies)","880","780","28110","27570"
"In post","2022","East of England","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2022","East of England","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","HM Courts and Tribunals Service","120","100","24740","20970"
"In post","2022","East of England","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","HM Prison and Probation Service","660","620","29750","28200"
"In post","2022","East of England","Declared disabled","HM Revenue and Customs (excl. agencies)","150","130","33930","33080"
"In post","2022","East of England","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Home Office","160","150","26790","25130"
"In post","2022","East of England","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Ministry of Defence (excl. agencies)","320","310","32280","29700"
"In post","2022","East of England","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Animal and Plant Health Agency","110","110","31800","29180"
"In post","2022","East of England","Declared non-disabled","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","340","330","33460","30220"
"In post","2022","East of England","Declared non-disabled","Crown Commercial Service","50","50","40470","38980"
"In post","2022","East of England","Declared non-disabled","Crown Prosecution Service","360","320","43100","39880"
"In post","2022","East of England","Declared non-disabled","Defence Equipment and Support","150","140","34410","33000"
"In post","2022","East of England","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Department for Education (excl. agencies)","60","60","50610","50630"
"In post","2022","East of England","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","150","140","37850","36310"
"In post","2022","East of England","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","70","60","42480","38160"
"In post","2022","East of England","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Department for Work and Pensions (excl. agencies)","3330","2980","28260","27570"
"In post","2022","East of England","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Driver and Vehicle Standards Agency","250","230","29620","27930"
"In post","2022","East of England","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Food Standards Agency","90","90","34060","29090"
"In post","2022","East of England","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Health and Safety Executive","100","100","43790","41480"
"In post","2022","East of England","Declared non-disabled","HM Courts and Tribunals Service","770","670","25870","21410"
"In post","2022","East of England","Declared non-disabled","HM Land Registry","200","180","32210","33840"
"In post","2022","East of England","Declared non-disabled","HM Prison and Probation Service","3990","3800","29930","28550"
"In post","2022","East of England","Declared non-disabled","HM Revenue and Customs (excl. agencies)","730","670","34410","33370"
"In post","2022","East of England","Declared non-disabled","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Home Office","1430","1290","27490","25310"
"In post","2022","East of England","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","90","80","51900","53100"
"In post","2022","East of England","Declared non-disabled","Met Office","30","30","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Ministry of Defence (excl. agencies)","2360","2290","32170","29670"
"In post","2022","East of England","Declared non-disabled","Ministry of Justice (excl. agencies)","80","70","40130","35080"
"In post","2022","East of England","Declared non-disabled","National Crime Agency","40","40","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","90","90","60460","51360"
"In post","2022","East of England","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Rural Payments Agency","60","50","25880","22430"
"In post","2022","East of England","Declared non-disabled","The Insolvency Service","70","70","34930","34790"
"In post","2022","East of England","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","UK Health Security Agency","220","200","38300","30460"
"In post","2022","East of England","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Declared non-disabled","Valuation Office Agency","120","110","35730","31900"
"In post","2022","East of England","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Department for Work and Pensions (excl. agencies)","180","170","28560","29050"
"In post","2022","East of England","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2022","East of England","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","HM Courts and Tribunals Service","60","50","25860","21490"
"In post","2022","East of England","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","HM Prison and Probation Service","650","590","31040","31650"
"In post","2022","East of England","Undeclared","HM Revenue and Customs (excl. agencies)","100","90","34080","33370"
"In post","2022","East of England","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Home Office","110","100","28640","27260"
"In post","2022","East of England","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Ministry of Defence (excl. agencies)","290","280","32880","33300"
"In post","2022","East of England","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2022","East of England","Unknown","Centre for Environment, Fisheries and Aquaculture Science","100","90","39580","37280"
"In post","2022","East of England","Unknown","Crown Commercial Service","90","90","37320","32370"
"In post","2022","East of England","Unknown","Crown Prosecution Service","100","90","36120","27050"
"In post","2022","East of England","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Department for Work and Pensions (excl. agencies)","100","100","26640","27570"
"In post","2022","East of England","Unknown","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"In post","2022","East of England","Unknown","Driver and Vehicle Standards Agency","60","60","26980","26700"
"In post","2022","East of England","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","HM Courts and Tribunals Service","70","70","23920","20970"
"In post","2022","East of England","Unknown","HM Land Registry","60","50","24800","22600"
"In post","2022","East of England","Unknown","HM Prison and Probation Service","760","710","26480","25480"
"In post","2022","East of England","Unknown","HM Revenue and Customs (excl. agencies)","300","280","32180","28920"
"In post","2022","East of England","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Home Office","230","210","26650","24880"
"In post","2022","East of England","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Medicines and Healthcare Products Regulatory Agency","190","190","43940","40850"
"In post","2022","East of England","Unknown","Ministry of Defence (excl. agencies)","590","570","31500","26930"
"In post","2022","East of England","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","National Crime Agency","120","110","37120","36410"
"In post","2022","East of England","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","East of England","Unknown","UK Health Security Agency","90","80","50620","40560"
"In post","2022","East of England","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Cabinet Office (excl. agencies)","500","490","48900","49700"
"In post","2022","London","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","London","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Crown Prosecution Service","210","190","46910","40800"
"In post","2022","London","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","500","490","48050","44360"
"In post","2022","London","Declared disabled","Department for Digital, Culture, Media and Sport","150","150","47480","40510"
"In post","2022","London","Declared disabled","Department for Education (excl. agencies)","190","180","48360","45250"
"In post","2022","London","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","300","290","43430","38750"
"In post","2022","London","Declared disabled","Department for International Trade","200","200","45650","39110"
"In post","2022","London","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","240","230","44360","39600"
"In post","2022","London","Declared disabled","Department for Transport (excl. agencies)","170","170","49210","46710"
"In post","2022","London","Declared disabled","Department for Work and Pensions (excl. agencies)","1580","1450","33420","31060"
"In post","2022","London","Declared disabled","Department of Health and Social Care (excl. agencies)","150","140","45730","40650"
"In post","2022","London","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Driver and Vehicle Standards Agency","50","40","[c]","[c]"
"In post","2022","London","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","390","380","46990","41000"
"In post","2022","London","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Government Legal Department","200","190","52720","51830"
"In post","2022","London","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","HM Courts and Tribunals Service","450","420","30170","24310"
"In post","2022","London","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","HM Prison and Probation Service","890","860","35720","33890"
"In post","2022","London","Declared disabled","HM Revenue and Customs (excl. agencies)","800","760","44180","39500"
"In post","2022","London","Declared disabled","HM Treasury (excl. agencies)","190","190","46760","43150"
"In post","2022","London","Declared disabled","Home Office","1170","1090","38620","35050"
"In post","2022","London","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2022","London","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Ministry of Defence (excl. agencies)","390","380","42260","37760"
"In post","2022","London","Declared disabled","Ministry of Justice (excl. agencies)","370","360","43580","41750"
"In post","2022","London","Declared disabled","National Crime Agency","80","80","41650","39840"
"In post","2022","London","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
