"Status","Year","Parent_department","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Statistics Authority","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Female","80","60","27050","23050"
"Leaver CS","2022","UK Statistics Authority","Unknown","Male","100","90","29320","23880"
"Leaver CS","2022","UK Supreme Court","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Heterosexual / straight","Female","110","90","39360","36080"
"Leaver CS","2022","Welsh Government","Heterosexual / straight","Male","90","80","45370","37410"
"Leaver CS","2022","Welsh Government","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Heterosexual / straight","Female","90","90","40700","33340"
"Leaver Dept.","2021","Attorney General's Departments","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Heterosexual / straight","Female","380","370","40370","34140"
"Leaver Dept.","2021","Cabinet Office","Heterosexual / straight","Male","260","260","44460","35790"
"Leaver Dept.","2021","Cabinet Office","LGBO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","LGBO","Male","50","50","43820","35140"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Female","60","60","42110","34280"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Female","300","290","36820","32000"
"Leaver Dept.","2021","Cabinet Office","Unknown","Male","270","270","37050","32000"
"Leaver Dept.","2021","Chancellor's other departments","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Female","180","180","43260","39250"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Male","180","170","46550","41460"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","90","80","39990","36740"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","90","80","37690","33940"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Female","70","70","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Heterosexual / straight","Female","110","110","44100","40510"
"Leaver Dept.","2021","Department for Education","Heterosexual / straight","Male","60","60","40190","36870"
"Leaver Dept.","2021","Department for Education","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","300","290","38650","35290"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","240","240","37820","34540"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Female","60","60","45880","38540"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Male","60","60","45120","38540"
"Leaver Dept.","2021","Department for International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Female","50","50","41100","37410"
"Leaver Dept.","2021","Department for International Trade","Unknown","Male","60","60","41290","38540"
"Leaver Dept.","2021","Department for Transport","Heterosexual / straight","Female","130","120","36890","34140"
"Leaver Dept.","2021","Department for Transport","Heterosexual / straight","Male","130","130","38530","34700"
"Leaver Dept.","2021","Department for Transport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Heterosexual / straight","Female","540","510","30000","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Heterosexual / straight","Male","340","340","31530","27570"
"Leaver Dept.","2021","Department for Work and Pensions","LGBO","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","LGBO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Female","210","200","29880","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Male","140","140","30030","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Female","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Male","150","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Female","890","840","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Male","770","760","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Heterosexual / straight","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Heterosexual / straight","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Heterosexual / straight","Female","510","480","36470","30110"
"Leaver Dept.","2021","Home Office","Heterosexual / straight","Male","330","320","34070","28670"
"Leaver Dept.","2021","Home Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","LGBO","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Heterosexual / straight","Female","320","310","35590","32160"
"Leaver Dept.","2021","Ministry of Defence","Heterosexual / straight","Male","330","320","38260","33540"
"Leaver Dept.","2021","Ministry of Defence","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Male","60","50","40440","40960"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Female","150","140","42930","38820"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Male","120","120","38600","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Heterosexual / straight","Female","600","580","31620","26410"
"Leaver Dept.","2021","Ministry of Justice","Heterosexual / straight","Male","360","350","34020","28900"
"Leaver Dept.","2021","Ministry of Justice","LGBO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","LGBO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Female","110","110","32370","30850"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Male","80","80","33730","30760"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
