"Status","Year","Region_ITL3","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Flintshire and Wrexham","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Department for Work and Pensions","20-29","50","50","22700","21010"
"In post","2021","Flintshire and Wrexham","Department for Work and Pensions","30-39","130","120","24680","26710"
"In post","2021","Flintshire and Wrexham","Department for Work and Pensions","40-49","150","140","25870","27570"
"In post","2021","Flintshire and Wrexham","Department for Work and Pensions","50-59","230","210","25880","27570"
"In post","2021","Flintshire and Wrexham","Department for Work and Pensions","60-64","70","50","23710","21010"
"In post","2021","Flintshire and Wrexham","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","HM Revenue and Customs","50-59","40","40","[c]","[c]"
"In post","2021","Flintshire and Wrexham","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","30-39","30","30","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","40-49","90","90","28890","27460"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","50-59","180","180","31390","28750"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","60-64","60","50","26660","28110"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Justice","20-29","250","250","24040","23970"
"In post","2021","Flintshire and Wrexham","Ministry of Justice","30-39","250","250","26720","25110"
"In post","2021","Flintshire and Wrexham","Ministry of Justice","40-49","180","170","29010","26060"
"In post","2021","Flintshire and Wrexham","Ministry of Justice","50-59","170","160","29010","24920"
"In post","2021","Flintshire and Wrexham","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Welsh Government","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department for Work and Pensions","20-29","190","190","24110","21010"
"In post","2021","Glasgow City","Department for Work and Pensions","30-39","400","370","25500","27570"
"In post","2021","Glasgow City","Department for Work and Pensions","40-49","580","530","25580","27570"
"In post","2021","Glasgow City","Department for Work and Pensions","50-59","1010","910","26100","27570"
"In post","2021","Glasgow City","Department for Work and Pensions","60-64","310","230","25440","26120"
"In post","2021","Glasgow City","Department for Work and Pensions","65+","80","60","24140","21010"
"In post","2021","Glasgow City","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","HM Revenue and Customs","20-29","240","230","26410","25560"
"In post","2021","Glasgow City","HM Revenue and Customs","30-39","410","390","28920","25560"
"In post","2021","Glasgow City","HM Revenue and Customs","40-49","330","310","30730","31810"
"In post","2021","Glasgow City","HM Revenue and Customs","50-59","430","390","32800","31810"
"In post","2021","Glasgow City","HM Revenue and Customs","60-64","170","130","30990","28130"
"In post","2021","Glasgow City","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Home Office","20-29","110","100","23590","24880"
"In post","2021","Glasgow City","Home Office","30-39","160","150","25970","24890"
"In post","2021","Glasgow City","Home Office","40-49","170","150","27970","25310"
"In post","2021","Glasgow City","Home Office","50-59","180","160","28410","25310"
"In post","2021","Glasgow City","Home Office","60-64","40","40","[c]","[c]"
"In post","2021","Glasgow City","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Ministry of Defence","20-29","80","80","25200","20920"
"In post","2021","Glasgow City","Ministry of Defence","30-39","150","140","26050","21130"
"In post","2021","Glasgow City","Ministry of Defence","40-49","190","180","26770","21580"
"In post","2021","Glasgow City","Ministry of Defence","50-59","420","400","27350","22080"
"In post","2021","Glasgow City","Ministry of Defence","60-64","80","70","27050","21830"
"In post","2021","Glasgow City","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Ministry of Justice","20-29","60","60","22570","19930"
"In post","2021","Glasgow City","Ministry of Justice","30-39","140","130","24750","22570"
"In post","2021","Glasgow City","Ministry of Justice","40-49","130","120","26170","22570"
"In post","2021","Glasgow City","Ministry of Justice","50-59","160","160","25950","22570"
"In post","2021","Glasgow City","Ministry of Justice","60-64","30","30","[c]","[c]"
"In post","2021","Glasgow City","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Office of Gas and Electricity Markets","20-29","170","160","27730","24650"
"In post","2021","Glasgow City","Office of Gas and Electricity Markets","30-39","190","180","38110","34910"
"In post","2021","Glasgow City","Office of Gas and Electricity Markets","40-49","100","100","44560","40000"
"In post","2021","Glasgow City","Office of Gas and Electricity Markets","50-59","50","40","[c]","[c]"
"In post","2021","Glasgow City","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Scottish Government","20-29","760","740","27260","26160"
"In post","2021","Glasgow City","Scottish Government","30-39","1200","1160","36240","33620"
"In post","2021","Glasgow City","Scottish Government","40-49","1100","1050","41960","38540"
"In post","2021","Glasgow City","Scottish Government","50-59","1190","1140","42200","35110"
"In post","2021","Glasgow City","Scottish Government","60-64","250","210","38490","33650"
"In post","2021","Glasgow City","Scottish Government","65+","60","40","34100","29040"
"In post","2021","Gloucestershire","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department for Work and Pensions","20-29","30","30","[c]","[c]"
"In post","2021","Gloucestershire","Department for Work and Pensions","30-39","50","50","26330","27570"
"In post","2021","Gloucestershire","Department for Work and Pensions","40-49","90","70","26500","27570"
"In post","2021","Gloucestershire","Department for Work and Pensions","50-59","140","120","27290","27570"
"In post","2021","Gloucestershire","Department for Work and Pensions","60-64","50","40","27420","27570"
"In post","2021","Gloucestershire","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","HM Land Registry","20-29","60","60","24610","22350"
"In post","2021","Gloucestershire","HM Land Registry","30-39","40","40","[c]","[c]"
"In post","2021","Gloucestershire","HM Land Registry","40-49","70","60","32670","27130"
"In post","2021","Gloucestershire","HM Land Registry","50-59","130","110","31540","27130"
"In post","2021","Gloucestershire","HM Land Registry","60-64","30","20","[c]","[c]"
"In post","2021","Gloucestershire","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Defence","30-39","60","60","29930","26670"
"In post","2021","Gloucestershire","Ministry of Defence","40-49","70","70","31830","26670"
"In post","2021","Gloucestershire","Ministry of Defence","50-59","160","150","30790","28410"
"In post","2021","Gloucestershire","Ministry of Defence","60-64","50","40","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Justice","30-39","40","30","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Justice","40-49","50","40","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Justice","50-59","60","50","29690","22260"
"In post","2021","Gloucestershire","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Department for Transport","50-59","30","30","[c]","[c]"
"In post","2021","Greater Manchester North East","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Department for Work and Pensions","20-29","110","110","26570","27570"
"In post","2021","Greater Manchester North East","Department for Work and Pensions","30-39","140","140","27570","27570"
"In post","2021","Greater Manchester North East","Department for Work and Pensions","40-49","170","160","26810","27570"
"In post","2021","Greater Manchester North East","Department for Work and Pensions","50-59","260","240","26460","27570"
"In post","2021","Greater Manchester North East","Department for Work and Pensions","60-64","60","40","27220","27570"
"In post","2021","Greater Manchester North East","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Ministry of Justice","20-29","70","60","24820","24120"
"In post","2021","Greater Manchester North East","Ministry of Justice","30-39","70","70","27510","26810"
"In post","2021","Greater Manchester North East","Ministry of Justice","40-49","80","80","31030","31650"
"In post","2021","Greater Manchester North East","Ministry of Justice","50-59","120","120","32080","31650"
"In post","2021","Greater Manchester North East","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Department for Work and Pensions","20-29","140","130","23490","21010"
"In post","2021","Greater Manchester North West","Department for Work and Pensions","30-39","200","190","24200","21010"
"In post","2021","Greater Manchester North West","Department for Work and Pensions","40-49","360","320","24330","21010"
"In post","2021","Greater Manchester North West","Department for Work and Pensions","50-59","540","480","24850","25700"
"In post","2021","Greater Manchester North West","Department for Work and Pensions","60-64","130","90","23910","21010"
"In post","2021","Greater Manchester North West","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Ministry of Justice","20-29","90","80","24330","24440"
"In post","2021","Greater Manchester North West","Ministry of Justice","30-39","110","110","26760","25400"
"In post","2021","Greater Manchester North West","Ministry of Justice","40-49","120","110","30390","30210"
"In post","2021","Greater Manchester North West","Ministry of Justice","50-59","170","150","28870","26120"
"In post","2021","Greater Manchester North West","Ministry of Justice","60-64","40","30","[c]","[c]"
"In post","2021","Greater Manchester North West","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","20-29","90","90","23100","21010"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","30-39","120","110","24430","21010"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","40-49","160","150","24130","21010"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","50-59","310","290","24670","21010"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","60-64","100","80","24200","21010"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Ministry of Defence","20-29","60","60","23860","21920"
"In post","2021","Greater Manchester South East","Ministry of Defence","30-39","90","80","27320","26510"
"In post","2021","Greater Manchester South East","Ministry of Defence","40-49","70","70","29200","22080"
"In post","2021","Greater Manchester South East","Ministry of Defence","50-59","100","100","27380","26350"
"In post","2021","Greater Manchester South East","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Ministry of Justice","30-39","30","30","[c]","[c]"
"In post","2021","Greater Manchester South East","Ministry of Justice","40-49","50","50","29860","28200"
"In post","2021","Greater Manchester South East","Ministry of Justice","50-59","60","60","27240","22260"
"In post","2021","Greater Manchester South East","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Cabinet Office","20-29","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","Cabinet Office","30-39","50","50","[c]","[c]"
"In post","2021","Greater Manchester South West","Cabinet Office","40-49","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","Cabinet Office","50-59","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Department for Work and Pensions","20-29","80","80","24630","27570"
"In post","2021","Greater Manchester South West","Department for Work and Pensions","30-39","110","100","25630","27570"
"In post","2021","Greater Manchester South West","Department for Work and Pensions","40-49","150","140","25380","27570"
"In post","2021","Greater Manchester South West","Department for Work and Pensions","50-59","210","200","25300","26120"
"In post","2021","Greater Manchester South West","Department for Work and Pensions","60-64","60","50","25210","25600"
"In post","2021","Greater Manchester South West","Department for Work and Pensions","65+","30","20","[c]","[c]"
"In post","2021","Greater Manchester South West","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","HM Revenue and Customs","20-29","780","770","26260","25560"
"In post","2021","Greater Manchester South West","HM Revenue and Customs","30-39","910","870","31140","25560"
"In post","2021","Greater Manchester South West","HM Revenue and Customs","40-49","820","790","32950","31810"
"In post","2021","Greater Manchester South West","HM Revenue and Customs","50-59","1030","960","32870","31810"
"In post","2021","Greater Manchester South West","HM Revenue and Customs","60-64","260","190","29160","28130"
"In post","2021","Greater Manchester South West","HM Revenue and Customs","65+","50","40","30650","28130"
"In post","2021","Greater Manchester South West","Home Office","20-29","140","140","27910","24890"
"In post","2021","Greater Manchester South West","Home Office","30-39","260","250","31780","27390"
"In post","2021","Greater Manchester South West","Home Office","40-49","220","210","36530","30980"
"In post","2021","Greater Manchester South West","Home Office","50-59","180","180","34360","30830"
"In post","2021","Greater Manchester South West","Home Office","60-64","30","30","[c]","[c]"
"In post","2021","Greater Manchester South West","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Ministry of Justice","20-29","120","110","22910","20650"
"In post","2021","Greater Manchester South West","Ministry of Justice","30-39","170","160","25920","22780"
"In post","2021","Greater Manchester South West","Ministry of Justice","40-49","120","110","28110","22920"
"In post","2021","Greater Manchester South West","Ministry of Justice","50-59","140","140","28810","22570"
"In post","2021","Greater Manchester South West","Ministry of Justice","60-64","40","30","[c]","[c]"
"In post","2021","Greater Manchester South West","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Department for Work and Pensions","20-29","50","50","25510","27570"
"In post","2021","Gwent Valleys","Department for Work and Pensions","30-39","170","150","25590","27570"
"In post","2021","Gwent Valleys","Department for Work and Pensions","40-49","170","150","25980","27570"
"In post","2021","Gwent Valleys","Department for Work and Pensions","50-59","230","210","26380","27570"
"In post","2021","Gwent Valleys","Department for Work and Pensions","60-64","60","40","25130","27570"
"In post","2021","Gwent Valleys","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Ministry of Justice","20-29","30","30","[c]","[c]"
"In post","2021","Gwent Valleys","Ministry of Justice","30-39","50","40","[c]","[c]"
