"Status","Year","Profession_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Tyneside","100","90","22920","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Unknown","320","310","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Aberdeen City and Aberdeenshire","70","70","31010","28650"
"New entrant CS","2021","Unknown","Scottish Government","Angus and Dundee City","60","50","28620","26160"
"New entrant CS","2021","Unknown","Scottish Government","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","City of Edinburgh","710","680","37100","30650"
"New entrant CS","2021","Unknown","Scottish Government","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Glasgow City","540","520","29280","26160"
"New entrant CS","2021","Unknown","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Food Standards Agency","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Food Standards Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Food Standards Agency","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Welsh Government","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Welsh Government","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Chancellor's other departments","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Chancellor's other departments","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","Sheffield","[c]","[c]","[c]","[c]"
