"Status","Year","Region_ITL1","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","South East (England)","50-59","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","50-59","UK Statistics Authority","70","50","27400","20230"
"Leaver CS","2022","South East (England)","50-59","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","50-59","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Department for Work and Pensions (excl. agencies)","110","100","28930","27570"
"Leaver CS","2022","South East (England)","60-64","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","HM Prison and Probation Service","90","70","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Home Office","50","30","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Ministry of Defence (excl. agencies)","180","170","32260","29200"
"Leaver CS","2022","South East (England)","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","UK Statistics Authority","40","30","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","60-64","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Department for Work and Pensions (excl. agencies)","90","60","27620","27570"
"Leaver CS","2022","South East (England)","65+","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","HM Prison and Probation Service","90","60","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","HM Revenue and Customs (excl. agencies)","40","20","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Home Office","30","20","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Ministry of Defence (excl. agencies)","150","130","28590","26670"
"Leaver CS","2022","South East (England)","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","UK Statistics Authority","70","40","22160","20100"
"Leaver CS","2022","South East (England)","65+","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","65+","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","16-19","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Defence Equipment and Support","220","220","24660","25310"
"Leaver CS","2022","South West (England)","20-29","Defence Science and Technology Laboratory","80","80","25240","25050"
"Leaver CS","2022","South West (England)","20-29","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Department for Work and Pensions (excl. agencies)","100","100","23290","21260"
"Leaver CS","2022","South West (England)","20-29","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","HM Courts and Tribunals Service","50","50","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","HM Prison and Probation Service","160","160","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Met Office","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Ministry of Defence (excl. agencies)","100","100","28670","26510"
"Leaver CS","2022","South West (England)","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Public Health England","50","50","22190","19630"
"Leaver CS","2022","South West (England)","20-29","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","UK Health Security Agency","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","20-29","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Defence Equipment and Support","120","120","34990","35100"
"Leaver CS","2022","South West (England)","30-39","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Department for Work and Pensions (excl. agencies)","80","70","25150","27570"
"Leaver CS","2022","South West (England)","30-39","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","HM Prison and Probation Service","140","130","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Ministry of Defence (excl. agencies)","120","110","31930","33000"
"Leaver CS","2022","South West (England)","30-39","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Submarine Delivery Agency","30","30","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","30-39","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Defence Equipment and Support","70","60","40080","37970"
"Leaver CS","2022","South West (England)","40-49","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Department for Work and Pensions (excl. agencies)","80","70","25880","27570"
"Leaver CS","2022","South West (England)","40-49","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","HM Prison and Probation Service","70","70","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Ministry of Defence (excl. agencies)","90","90","36380","33300"
"Leaver CS","2022","South West (England)","40-49","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","40-49","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Defence Equipment and Support","100","100","41780","40090"
"Leaver CS","2022","South West (England)","50-59","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Department for Work and Pensions (excl. agencies)","100","90","26570","27570"
"Leaver CS","2022","South West (England)","50-59","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","HM Courts and Tribunals Service","40","30","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","HM Land Registry","40","30","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","HM Prison and Probation Service","80","80","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Ministry of Defence (excl. agencies)","140","140","34680","33300"
"Leaver CS","2022","South West (England)","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","50-59","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Defence Equipment and Support","110","90","45720","40940"
"Leaver CS","2022","South West (England)","60-64","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Department for Work and Pensions (excl. agencies)","100","70","27190","27570"
"Leaver CS","2022","South West (England)","60-64","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","HM Prison and Probation Service","60","50","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Ministry of Defence (excl. agencies)","150","130","34020","33340"
"Leaver CS","2022","South West (England)","60-64","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","60-64","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Defence Equipment and Support","50","40","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Department for Work and Pensions (excl. agencies)","80","60","25300","27570"
"Leaver CS","2022","South West (England)","65+","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","HM Prison and Probation Service","50","30","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Ministry of Defence (excl. agencies)","140","120","30610","26670"
"Leaver CS","2022","South West (England)","65+","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","65+","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
