"Status","Year","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Psychology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South Nottinghamshire","70","60","32930","29750"
"In post","2021","Psychology","Staffordshire CC","80","80","30800","28380"
"In post","2021","Psychology","Suffolk","50","50","[c]","[c]"
"In post","2021","Psychology","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Wakefield","40","40","[c]","[c]"
"In post","2021","Psychology","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Wiltshire","40","40","[c]","[c]"
"In post","2021","Psychology","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","York","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Barnet","540","510","40860","40070"
"In post","2021","Science and Engineering","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","2560","2520","39010","39530"
"In post","2021","Science and Engineering","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Berkshire","50","50","42800","40000"
"In post","2021","Science and Engineering","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Birmingham","200","180","38410","36330"
"In post","2021","Science and Engineering","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Bristol, City of","240","220","35920","35610"
"In post","2021","Science and Engineering","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cambridgeshire CC","160","150","35530","33300"
"In post","2021","Science and Engineering","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cardiff and Vale of Glamorgan","70","60","44590","37910"
"In post","2021","Science and Engineering","Central Bedfordshire","30","30","[c]","[c]"
"In post","2021","Science and Engineering","Central Hampshire","650","630","41670","40580"
"In post","2021","Science and Engineering","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Clackmannanshire and Fife","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cornwall and Isles of Scilly","100","100","24690","22500"
"In post","2021","Science and Engineering","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Devon CC","760","720","39840","39650"
"In post","2021","Science and Engineering","Dorset CC","170","160","33700","29270"
"In post","2021","Science and Engineering","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Ayrshire and North Ayrshire mainland","60","60","21140","19860"
"In post","2021","Science and Engineering","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","130","130","45050","46010"
"In post","2021","Science and Engineering","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Flintshire and Wrexham","230","220","27260","28750"
"In post","2021","Science and Engineering","Glasgow City","80","80","40110","36710"
"In post","2021","Science and Engineering","Gloucestershire","30","30","[c]","[c]"
"In post","2021","Science and Engineering","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Hertfordshire","170","170","50740","45570"
"In post","2021","Science and Engineering","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Inverness and Nairn and Moray, Badenoch and Strathspey","60","50","26820","23800"
"In post","2021","Science and Engineering","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Lambeth","210","180","50900","45750"
"In post","2021","Science and Engineering","Leeds","70","70","45450","40560"
"In post","2021","Science and Engineering","Leicestershire CC and Rutland","60","60","40210","38510"
"In post","2021","Science and Engineering","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Lincolnshire","160","160","33890","33690"
"In post","2021","Science and Engineering","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Liverpool","30","30","[c]","[c]"
"In post","2021","Science and Engineering","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Manchester","190","180","32950","28590"
"In post","2021","Science and Engineering","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mid Lancashire","40","30","[c]","[c]"
"In post","2021","Science and Engineering","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Monmouthshire and Newport","370","350","48160","42820"
"In post","2021","Science and Engineering","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North and West Norfolk","70","60","31370","32170"
"In post","2021","Science and Engineering","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North Yorkshire CC","150","140","30380","28190"
"In post","2021","Science and Engineering","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Nottingham","50","50","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","130","120","44240","42350"
"In post","2021","Science and Engineering","Oxfordshire","260","250","43000","40130"
"In post","2021","Science and Engineering","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Plymouth","150","150","33200","30690"
"In post","2021","Science and Engineering","Portsmouth","130","120","33230","33300"
"In post","2021","Science and Engineering","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Sefton","100","100","37720","35910"
"In post","2021","Science and Engineering","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Somerset","140","130","37030","36530"
"In post","2021","Science and Engineering","South and West Derbyshire","220","200","43020","40020"
"In post","2021","Science and Engineering","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","South Hampshire","200","190","32900","28650"
"In post","2021","Science and Engineering","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Suffolk","430","400","32820","29510"
"In post","2021","Science and Engineering","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Tower Hamlets","150","150","51400","43080"
"In post","2021","Science and Engineering","Tyneside","60","50","34000","29960"
"In post","2021","Science and Engineering","Unknown","70","70","27510","27370"
"In post","2021","Science and Engineering","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","West Cumbria","80","80","42390","41400"
"In post","2021","Science and Engineering","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","West Kent","190","180","39550","37360"
"In post","2021","Science and Engineering","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","West Surrey","480","460","33650","29550"
"In post","2021","Science and Engineering","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Westminster","390","380","51770","45770"
"In post","2021","Science and Engineering","Wiltshire","2200","2130","38500","37320"
"In post","2021","Science and Engineering","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","York","200","190","37380","35510"
"In post","2021","Security","Aberdeen City and Aberdeenshire","90","90","40950","44070"
"In post","2021","Security","Antrim and Newtownabbey","80","80","21070","20310"
"In post","2021","Security","Ards and North Down","90","90","21100","20310"
"In post","2021","Security","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Security","Barnsley, Doncaster and Rotherham","80","80","39250","40190"
"In post","2021","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","180","180","31540","30820"
"In post","2021","Security","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Security","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Security","Berkshire","630","630","34920","39070"
"In post","2021","Security","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Security","Birmingham","50","50","[c]","[c]"
"In post","2021","Security","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Security","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Security","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Security","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2021","Security","Camden and City of London","50","40","[c]","[c]"
"In post","2021","Security","Cardiff and Vale of Glamorgan","70","70","24870","21130"
"In post","2021","Security","Causeway Coast and Glens","60","60","20500","20310"
"In post","2021","Security","Central Bedfordshire","30","30","[c]","[c]"
"In post","2021","Security","Central Hampshire","90","90","29420","22780"
"In post","2021","Security","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Security","City of Edinburgh","40","30","[c]","[c]"
"In post","2021","Security","Clackmannanshire and Fife","50","50","[c]","[c]"
"In post","2021","Security","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cornwall and Isles of Scilly","50","50","[c]","[c]"
"In post","2021","Security","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Security","Croydon","160","150","31070","28960"
"In post","2021","Security","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Security","Derby","50","50","[c]","[c]"
"In post","2021","Security","Devon CC","100","90","21540","19530"
"In post","2021","Security","Dorset CC","70","70","23290","19560"
"In post","2021","Security","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Security","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Security","Durham CC","40","40","[c]","[c]"
"In post","2021","Security","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"In post","2021","Security","East Cumbria","50","50","[c]","[c]"
"In post","2021","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","1050","1020","30720","28210"
"In post","2021","Security","East Kent","40","30","[c]","[c]"
"In post","2021","Security","East Riding of Yorkshire","50","50","[c]","[c]"
"In post","2021","Security","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","Essex Haven Gateway","210","200","40700","41070"
"In post","2021","Security","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Security","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Security","Glasgow City","30","30","[c]","[c]"
"In post","2021","Security","Gloucestershire","80","80","32990","39070"
"In post","2021","Security","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester South West","60","60","35490","31540"
"In post","2021","Security","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Security","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Security","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Security","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Security","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Security","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Security","Herefordshire, County of","80","80","35580","39070"
"In post","2021","Security","Hertfordshire","50","50","[c]","[c]"
"In post","2021","Security","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"In post","2021","Security","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Security","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Security","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Security","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Security","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lambeth","30","30","[c]","[c]"
"In post","2021","Security","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","60","50","20830","19560"
"In post","2021","Security","Lisburn and Castlereagh","70","70","23080","20310"
"In post","2021","Security","Liverpool","50","40","[c]","[c]"
"In post","2021","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Security","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Security","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mid Lancashire","40","40","[c]","[c]"
"In post","2021","Security","Milton Keynes","200","190","35940","33390"
"In post","2021","Security","Monmouthshire and Newport","40","40","[c]","[c]"
"In post","2021","Security","Newry, Mourne and Down","50","50","20680","20310"
"In post","2021","Security","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","North and West Norfolk","90","90","31060","28890"
"In post","2021","Security","North Hampshire","60","60","24930","19560"
"In post","2021","Security","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire CC","270","260","30730","28890"
"In post","2021","Security","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","80","80","37120","34350"
"In post","2021","Security","Oxfordshire","140","140","29280","21130"
"In post","2021","Security","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Security","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Security","Plymouth","340","320","28550","25680"
"In post","2021","Security","Portsmouth","420","410","30130","27750"
"In post","2021","Security","Powys","30","30","[c]","[c]"
"In post","2021","Security","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Security","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","Somerset","70","60","22860","19560"
"In post","2021","Security","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Hampshire","120","120","24680","19950"
"In post","2021","Security","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Security","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Security","Staffordshire CC","50","50","[c]","[c]"
"In post","2021","Security","Suffolk","70","70","25160","19560"
"In post","2021","Security","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Swansea","120","120","30490","26350"
"In post","2021","Security","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Security","Telford and Wrekin","110","100","30940","28130"
"In post","2021","Security","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Security","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Security","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Security","Warwickshire","60","60","25900","19560"
"In post","2021","Security","West Cumbria","40","40","[c]","[c]"
"In post","2021","Security","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Westminster","870","860","41310","38540"
"In post","2021","Security","Wiltshire","270","270","28530","24610"
"In post","2021","Security","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","York","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Monmouthshire and Newport","290","280","39020","37020"
"In post","2021","Social Research","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","South Hampshire","210","200","37370","37020"
"In post","2021","Social Research","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Tower Hamlets","80","80","49690","49430"
"In post","2021","Social Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Westminster","350","340","46840","42890"
"In post","2021","Social Research","York","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Bath and North East Somerset, North Somerset and South Gloucestershire","60","50","40280","37050"
"In post","2021","Statistics","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Bristol, City of","110","100","39210","32010"
"In post","2021","Statistics","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Cardiff and Vale of Glamorgan","80","80","39200","37410"
"In post","2021","Statistics","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","City of Edinburgh","30","30","[c]","[c]"
"In post","2021","Statistics","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Croydon","50","40","[c]","[c]"
"In post","2021","Statistics","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Leeds","50","40","[c]","[c]"
"In post","2021","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Manchester","80","80","36320","31810"
"In post","2021","Statistics","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Monmouthshire and Newport","310","300","41160","37020"
"In post","2021","Statistics","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","South Hampshire","130","130","41790","37520"
"In post","2021","Statistics","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Tower Hamlets","160","160","49390","43500"
"In post","2021","Statistics","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Westminster","670","650","46650","42850"
