"Status","Year","Region_ITL3","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Lewisham and Southwark","London","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Operational Delivery","1200","1150","32840","31060"
"In post","2022","Lewisham and Southwark","London","Other","60","60","30660","31060"
"In post","2022","Lewisham and Southwark","London","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Digital, Data and Technology","50","50","29360","26670"
"In post","2022","Lincolnshire CC","East Midlands (England)","Finance","110","110","29810","26670"
"In post","2022","Lincolnshire CC","East Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Human Resources","40","40","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Medicine","50","50","46980","39030"
"In post","2022","Lincolnshire CC","East Midlands (England)","Operational Delivery","1630","1510","27810","27520"
"In post","2022","Lincolnshire CC","East Midlands (England)","Other","550","530","24270","21170"
"In post","2022","Lincolnshire CC","East Midlands (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Project Delivery","50","40","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Property","60","60","29970","26670"
"In post","2022","Lincolnshire CC","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Science and Engineering","180","180","35020","33740"
"In post","2022","Lincolnshire CC","East Midlands (England)","Security","70","70","22390","20370"
"In post","2022","Lincolnshire CC","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Operational Delivery","110","100","27620","25260"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Other","150","140","23530","22580"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Property","40","40","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Security","70","70","23360","20560"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Commercial","190","190","35750","33910"
"In post","2022","Liverpool","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Counter Fraud","130","120","28310","27570"
"In post","2022","Liverpool","North West (England)","Digital, Data and Technology","240","240","38660","33980"
"In post","2022","Liverpool","North West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Finance","200","190","35650","33000"
"In post","2022","Liverpool","North West (England)","Human Resources","190","180","37100","31470"
"In post","2022","Liverpool","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Intelligence Analysis","90","80","28060","26160"
"In post","2022","Liverpool","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Legal","210","200","47610","48080"
"In post","2022","Liverpool","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Operational Delivery","8060","7390","26300","24890"
"In post","2022","Liverpool","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Other","350","330","28050","25310"
"In post","2022","Liverpool","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Policy","160","150","41660","37450"
"In post","2022","Liverpool","North West (England)","Project Delivery","510","500","43540","40520"
"In post","2022","Liverpool","North West (England)","Property","40","40","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Security","50","50","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Statistics","40","40","[c]","[c]"
"In post","2022","Liverpool","North West (England)","Tax","1440","1370","31800","26820"
"In post","2022","Liverpool","North West (England)","Unknown","450","440","34800","33080"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Operational Delivery","70","60","27090","27570"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","Unknown","250","230","30410","28980"
"In post","2022","Luton","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Operational Delivery","520","470","27160","27370"
"In post","2022","Luton","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Other","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Luton","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Commercial","150","150","38890","36500"
"In post","2022","Manchester","North West (England)","Communications","90","90","34440","30370"
"In post","2022","Manchester","North West (England)","Counter Fraud","110","100","34350","34050"
"In post","2022","Manchester","North West (England)","Digital, Data and Technology","880","860","44050","39000"
"In post","2022","Manchester","North West (England)","Economics","50","50","[c]","[c]"
"In post","2022","Manchester","North West (England)","Finance","350","330","40630","36500"
"In post","2022","Manchester","North West (England)","Human Resources","210","200","39670","34830"
"In post","2022","Manchester","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Intelligence Analysis","180","180","28450","26120"
"In post","2022","Manchester","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","International Trade","40","40","[c]","[c]"
"In post","2022","Manchester","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Legal","330","300","46130","48080"
"In post","2022","Manchester","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Operational Delivery","4660","4370","28730","26820"
"In post","2022","Manchester","North West (England)","Operational Research","60","50","44590","40520"
"In post","2022","Manchester","North West (England)","Other","200","200","28980","27570"
"In post","2022","Manchester","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Policy","630","620","40400","36500"
"In post","2022","Manchester","North West (England)","Project Delivery","240","230","43110","40180"
"In post","2022","Manchester","North West (England)","Property","240","240","38970","34000"
"In post","2022","Manchester","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Science and Engineering","140","130","35040","32310"
"In post","2022","Manchester","North West (England)","Security","60","60","44120","37290"
"In post","2022","Manchester","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","North West (England)","Statistics","100","90","38440","33370"
"In post","2022","Manchester","North West (England)","Tax","690","670","35360","33370"
"In post","2022","Manchester","North West (England)","Unknown","390","390","38530","33370"
"In post","2022","Manchester","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Operational Delivery","1210","1150","30840","29290"
"In post","2022","Medway","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Other","70","70","26120","23290"
"In post","2022","Medway","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Medway","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Operational Delivery","580","550","32220","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Other","30","30","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Property","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Operational Delivery","810","760","29850","29290"
"In post","2022","Mid Kent","South East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Counter Fraud","60","60","27810","27570"
"In post","2022","Mid Lancashire","North West (England)","Digital, Data and Technology","60","60","37320","33370"
"In post","2022","Mid Lancashire","North West (England)","Finance","50","50","35910","33370"
"In post","2022","Mid Lancashire","North West (England)","Human Resources","30","30","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Legal","130","120","49590","51470"
"In post","2022","Mid Lancashire","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Operational Delivery","4350","3880","26340","23840"
"In post","2022","Mid Lancashire","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Other","170","160","26940","21830"
"In post","2022","Mid Lancashire","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Policy","60","60","43870","40520"
"In post","2022","Mid Lancashire","North West (England)","Project Delivery","230","220","42460","40520"
"In post","2022","Mid Lancashire","North West (England)","Property","70","70","36020","32890"
"In post","2022","Mid Lancashire","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Security","40","40","[c]","[c]"
"In post","2022","Mid Lancashire","North West (England)","Tax","130","110","30050","21250"
"In post","2022","Mid Lancashire","North West (England)","Unknown","120","110","26050","21250"
"In post","2022","Mid Lancashire","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Commercial","70","70","43590","41580"
"In post","2022","Milton Keynes","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Digital, Data and Technology","110","110","44180","41610"
"In post","2022","Milton Keynes","South East (England)","Finance","70","70","39790","33260"
"In post","2022","Milton Keynes","South East (England)","Human Resources","50","50","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Legal","60","40","47730","53430"
"In post","2022","Milton Keynes","South East (England)","Operational Delivery","1180","1120","28500","27570"
"In post","2022","Milton Keynes","South East (England)","Other","30","30","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Project Delivery","60","60","36310","31450"
"In post","2022","Milton Keynes","South East (England)","Property","190","190","36630","34140"
"In post","2022","Milton Keynes","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Security","220","210","34770","33390"
"In post","2022","Milton Keynes","South East (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","Unknown","130","120","32560","26820"
"In post","2022","Monmouthshire and Newport","Wales","Commercial","100","100","36730","31470"
"In post","2022","Monmouthshire and Newport","Wales","Communications","70","70","37840","36840"
"In post","2022","Monmouthshire and Newport","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Digital, Data and Technology","690","670","43030","40140"
"In post","2022","Monmouthshire and Newport","Wales","Economics","130","130","33890","30710"
"In post","2022","Monmouthshire and Newport","Wales","Finance","80","70","37530","30820"
"In post","2022","Monmouthshire and Newport","Wales","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Human Resources","230","220","36230","31600"
"In post","2022","Monmouthshire and Newport","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Legal","70","70","47760","42540"
"In post","2022","Monmouthshire and Newport","Wales","Operational Delivery","3000","2750","28600","25570"
"In post","2022","Monmouthshire and Newport","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Other","100","90","36570","34290"
"In post","2022","Monmouthshire and Newport","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Policy","130","120","42760","40100"
"In post","2022","Monmouthshire and Newport","Wales","Project Delivery","180","170","43510","39910"
"In post","2022","Monmouthshire and Newport","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Science and Engineering","390","360","48590","43610"
"In post","2022","Monmouthshire and Newport","Wales","Security","50","50","37520","31090"
"In post","2022","Monmouthshire and Newport","Wales","Social Research","350","340","38940","38340"
"In post","2022","Monmouthshire and Newport","Wales","Statistics","350","340","42400","38340"
"In post","2022","Monmouthshire and Newport","Wales","Unknown","40","30","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Scotland","Operational Delivery","50","50","30250","27620"
"In post","2022","Na h-Eileanan Siar","Scotland","Other","70","70","22470","21260"
"In post","2022","Na h-Eileanan Siar","Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Scotland","Unknown","30","30","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","Security","60","60","20820","20560"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Counter Fraud","50","40","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Operational Delivery","720","640","26370","26130"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Other","40","40","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","East of England","Commercial","[c]","[c]","[c]","[c]"
