"Status","Year","Sexual_orientation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","Declared non-disabled","Greater Manchester","140","130","27050","27570"
"New entrant CS","2021","LGBO","Declared non-disabled","Hampshire and Isle of Wight","60","60","26080","27570"
"New entrant CS","2021","LGBO","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Inner London - East","150","140","33610","31060"
"New entrant CS","2021","LGBO","Declared non-disabled","Inner London - West","350","350","36500","33570"
"New entrant CS","2021","LGBO","Declared non-disabled","Kent","50","50","27710","29290"
"New entrant CS","2021","LGBO","Declared non-disabled","Lancashire","60","60","22250","21010"
"New entrant CS","2021","LGBO","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Merseyside","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Northumberland and Tyne and Wear","100","100","24470","21010"
"New entrant CS","2021","LGBO","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Outer London - South","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Outer London - West and North West","60","60","30640","31060"
"New entrant CS","2021","LGBO","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Shropshire and Staffordshire","50","50","24150","24120"
"New entrant CS","2021","LGBO","Declared non-disabled","South Yorkshire","40","30","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Surrey, East and West Sussex","90","90","26120","27570"
"New entrant CS","2021","LGBO","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","West Central Scotland","80","80","26410","23450"
"New entrant CS","2021","LGBO","Declared non-disabled","West Midlands","60","50","27240","26680"
"New entrant CS","2021","LGBO","Declared non-disabled","West Wales and The Valleys","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","West Yorkshire","100","100","26510","27570"
"New entrant CS","2021","LGBO","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Inner London - West","80","80","37270","32790"
"New entrant CS","2021","LGBO","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","East Wales","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Eastern Scotland","60","60","27440","21010"
"New entrant CS","2021","Undeclared","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","30460","27570"
"New entrant CS","2021","Undeclared","Declared non-disabled","Greater Manchester","60","60","29750","27570"
"New entrant CS","2021","Undeclared","Declared non-disabled","Hampshire and Isle of Wight","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Inner London - East","150","140","37240","31060"
"New entrant CS","2021","Undeclared","Declared non-disabled","Inner London - West","240","230","37480","33570"
"New entrant CS","2021","Undeclared","Declared non-disabled","Kent","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Northumberland and Tyne and Wear","60","50","26100","21010"
"New entrant CS","2021","Undeclared","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Outer London - West and North West","60","60","31680","31060"
"New entrant CS","2021","Undeclared","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Surrey, East and West Sussex","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","West Central Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","West Midlands","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","West Yorkshire","50","50","29970","27570"
"New entrant CS","2021","Undeclared","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Inner London - East","70","60","42690","36330"
"New entrant CS","2021","Undeclared","Undeclared","Inner London - West","100","100","38510","32560"
"New entrant CS","2021","Undeclared","Undeclared","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Eastern Scotland","60","60","24220","20850"
"New entrant CS","2021","Undeclared","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Inner London - East","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Inner London - West","70","70","36470","33210"
"New entrant CS","2021","Undeclared","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
