"Status","Year","Sexual_orientation","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Bedford","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bedford","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bedford","White","450","430","31150","29530"
"In post","2021","Heterosexual / straight","Belfast","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Belfast","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Belfast","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Belfast","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Belfast","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Belfast","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Belfast","White","1750","1630","30100","26550"
"In post","2021","Heterosexual / straight","Berkshire","Asian","240","220","30510","29290"
"In post","2021","Heterosexual / straight","Berkshire","Black","80","80","32840","29290"
"In post","2021","Heterosexual / straight","Berkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Berkshire","Mixed","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Berkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Berkshire","White","1540","1480","35270","31980"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","Asian","90","80","30910","31060"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","Black","220","220","31030","31060"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","Mixed","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Bexley and Greenwich","White","710","680","32420","31880"
"In post","2021","Heterosexual / straight","Birmingham","Asian","1930","1810","27110","25560"
"In post","2021","Heterosexual / straight","Birmingham","Black","600","570","28910","26550"
"In post","2021","Heterosexual / straight","Birmingham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Birmingham","Mixed","170","160","28480","26550"
"In post","2021","Heterosexual / straight","Birmingham","Other ethnicity","80","70","28830","25560"
"In post","2021","Heterosexual / straight","Birmingham","Undeclared","100","100","26860","26550"
"In post","2021","Heterosexual / straight","Birmingham","Unknown","110","100","32000","28130"
"In post","2021","Heterosexual / straight","Birmingham","White","4340","4040","34410","30730"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","Asian","100","90","25950","27570"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackburn with Darwen","White","230","210","27820","27570"
"In post","2021","Heterosexual / straight","Blackpool","Asian","70","70","29760","27570"
"In post","2021","Heterosexual / straight","Blackpool","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackpool","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackpool","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackpool","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Blackpool","White","3140","2880","29200","27570"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","White","470","420","26740","27370"
"In post","2021","Heterosexual / straight","Bradford","Asian","470","430","25750","25560"
"In post","2021","Heterosexual / straight","Bradford","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bradford","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bradford","Mixed","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Bradford","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bradford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bradford","White","1230","1080","29310","27510"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","White","370","350","28900","26910"
"In post","2021","Heterosexual / straight","Brent","Asian","100","90","30200","31060"
"In post","2021","Heterosexual / straight","Brent","Black","110","100","29530","31060"
"In post","2021","Heterosexual / straight","Brent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","White","120","110","34580","31060"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","White","510","460","27460","27570"
"In post","2021","Heterosexual / straight","Brighton and Hove","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","White","360","320","31490","27570"
"In post","2021","Heterosexual / straight","Bristol, City of","Asian","130","120","33860","29220"
"In post","2021","Heterosexual / straight","Bristol, City of","Black","100","100","29980","27850"
"In post","2021","Heterosexual / straight","Bristol, City of","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bristol, City of","Mixed","100","90","32340","29180"
"In post","2021","Heterosexual / straight","Bristol, City of","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bristol, City of","Undeclared","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Bristol, City of","Unknown","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Bristol, City of","White","3950","3680","37060","31860"
"In post","2021","Heterosexual / straight","Bromley","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bromley","Black","90","90","29500","31060"
"In post","2021","Heterosexual / straight","Bromley","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bromley","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bromley","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bromley","White","180","160","28880","30330"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Asian","80","70","31250","27570"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Black","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","White","1070","1020","32420","29750"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","White","110","100","29940","27570"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Asian","120","110","26990","27570"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","White","520","460","27440","27570"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Asian","70","70","34030","29000"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Black","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Mixed","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","White","2180","2070","34320","31610"
"In post","2021","Heterosexual / straight","Camden and City of London","Asian","450","430","32210","29570"
"In post","2021","Heterosexual / straight","Camden and City of London","Black","360","350","30070","28670"
"In post","2021","Heterosexual / straight","Camden and City of London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Camden and City of London","Mixed","70","70","36320","29570"
"In post","2021","Heterosexual / straight","Camden and City of London","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Camden and City of London","Undeclared","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Camden and City of London","Unknown","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Camden and City of London","White","1160","1110","42950","36160"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Asian","210","190","30220","25560"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Black","90","80","28050","25560"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Chinese","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Mixed","150","140","32460","27570"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Other ethnicity","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Undeclared","70","70","33260","30480"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Unknown","70","60","29640","27490"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","White","7440","6960","34540","28850"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","White","50","50","20870","20310"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","White","310","300","30370","27570"
"In post","2021","Heterosexual / straight","Central Hampshire","Asian","50","50","32730","29430"
"In post","2021","Heterosexual / straight","Central Hampshire","Black","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Mixed","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","White","2890","2780","35940","33300"
"In post","2021","Heterosexual / straight","Central Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","White","1230","1150","35180","28850"
"In post","2021","Heterosexual / straight","Cheshire East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","White","410","380","31120","27570"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","White","320","300","25750","26470"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","White","810","740","30040","27570"
"In post","2021","Heterosexual / straight","City of Edinburgh","Asian","110","100","34980","31920"
