"Status","Year","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","West Yorkshire","10650","9850","31970","27570"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","160","150","31150","29290"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","360","350","31090","29290"
"In post","2021","LGBO","Cheshire","190","180","30650","27570"
"In post","2021","LGBO","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"In post","2021","LGBO","Cumbria","70","60","28130","25790"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","480","460","30580","27570"
"In post","2021","LGBO","Devon","260","250","27200","26520"
"In post","2021","LGBO","Dorset and Somerset","170","160","28320","27570"
"In post","2021","LGBO","East Anglia","390","380","28250","27150"
"In post","2021","LGBO","East Wales","860","840","31770","27570"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","160","160","26990","26300"
"In post","2021","LGBO","Eastern Scotland","760","750","34300","30580"
"In post","2021","LGBO","Essex","200","190","30350","29290"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","1020","990","33230","29180"
"In post","2021","LGBO","Greater Manchester","980","960","30790","27570"
"In post","2021","LGBO","Hampshire and Isle of Wight","500","490","30300","27570"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","140","140","28470","24920"
"In post","2021","LGBO","Highlands and Islands","30","30","[c]","[c]"
"In post","2021","LGBO","Inner London - East","790","770","42240","36160"
"In post","2021","LGBO","Inner London - West","3620","3570","47160","42640"
"In post","2021","LGBO","Kent","340","330","30280","29290"
"In post","2021","LGBO","Lancashire","460","440","27410","27010"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","230","220","27690","27570"
"In post","2021","LGBO","Lincolnshire","80","80","27340","27570"
"In post","2021","LGBO","Merseyside","600","570","28590","25560"
"In post","2021","LGBO","North Eastern Scotland","60","60","33630","28410"
"In post","2021","LGBO","North Yorkshire","190","180","33010","28890"
"In post","2021","LGBO","Northern Ireland","100","90","26250","25310"
"In post","2021","LGBO","Northumberland and Tyne and Wear","700","670","28290","25560"
"In post","2021","LGBO","Outer London - East and North East","120","110","31700","31060"
"In post","2021","LGBO","Outer London - South","300","290","39300","35070"
"In post","2021","LGBO","Outer London - West and North West","280","270","33880","31060"
"In post","2021","LGBO","Overseas","170","170","51520","53000"
"In post","2021","LGBO","Shropshire and Staffordshire","310","300","28010","26670"
"In post","2021","LGBO","South Yorkshire","390","370","31400","27570"
"In post","2021","LGBO","Southern Scotland","150","140","30940","27570"
"In post","2021","LGBO","Surrey, East and West Sussex","450","430","29230","27570"
"In post","2021","LGBO","Tees Valley and Durham","300","280","28370","26810"
"In post","2021","LGBO","Unknown","70","60","32570","27570"
"In post","2021","LGBO","West Central Scotland","640","610","30380","27570"
"In post","2021","LGBO","West Midlands","560","530","30880","27570"
"In post","2021","LGBO","West Wales and The Valleys","460","440","28300","25440"
"In post","2021","LGBO","West Yorkshire","720","690","30950","27570"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","420","390","33150","30630"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","890","850","33460","31810"
"In post","2021","Undeclared","Cheshire","320","300","31320","30480"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","160","140","27340","26670"
"In post","2021","Undeclared","Cumbria","170","160","30340","26740"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","1120","1020","31600","27570"
"In post","2021","Undeclared","Devon","690","620","30720","27570"
"In post","2021","Undeclared","Dorset and Somerset","560","520","30310","27570"
"In post","2021","Undeclared","East Anglia","1220","1140","30640","27570"
"In post","2021","Undeclared","East Wales","1760","1630","33470","28750"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","490","450","28650","27370"
"In post","2021","Undeclared","Eastern Scotland","2030","1880","31530","27570"
"In post","2021","Undeclared","Essex","550","500","30670","28200"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","3100","2920","38170","36030"
"In post","2021","Undeclared","Greater Manchester","1600","1480","30970","27570"
"In post","2021","Undeclared","Hampshire and Isle of Wight","1530","1430","32970","31040"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","360","340","28570","26850"
"In post","2021","Undeclared","Highlands and Islands","210","180","28440","27470"
"In post","2021","Undeclared","Inner London - East","1520","1430","42230","36260"
"In post","2021","Undeclared","Inner London - West","4990","4850","47000","42550"
"In post","2021","Undeclared","Kent","910","830","30140","27370"
"In post","2021","Undeclared","Lancashire","1090","970","28330","27570"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","590","540","27650","26780"
"In post","2021","Undeclared","Lincolnshire","300","280","29250","26780"
"In post","2021","Undeclared","Merseyside","1440","1290","29210","26370"
"In post","2021","Undeclared","North Eastern Scotland","210","190","34990","27570"
"In post","2021","Undeclared","North Yorkshire","420","390","32430","30040"
"In post","2021","Undeclared","Northern Ireland","230","210","28130","25560"
"In post","2021","Undeclared","Northumberland and Tyne and Wear","1450","1290","28740","25560"
"In post","2021","Undeclared","Outer London - East and North East","330","300","30620","30780"
"In post","2021","Undeclared","Outer London - South","1160","1090","37670","33820"
"In post","2021","Undeclared","Outer London - West and North West","1030","940","33980","31060"
"In post","2021","Undeclared","Overseas","370","370","47650","41800"
"In post","2021","Undeclared","Shropshire and Staffordshire","700","640","29960","27570"
"In post","2021","Undeclared","South Yorkshire","850","780","31330","27570"
"In post","2021","Undeclared","Southern Scotland","460","410","27440","25880"
"In post","2021","Undeclared","Surrey, East and West Sussex","890","800","31390","28350"
"In post","2021","Undeclared","Tees Valley and Durham","710","640","28610","27130"
"In post","2021","Undeclared","Unknown","120","110","32440","27570"
"In post","2021","Undeclared","West Central Scotland","1630","1480","29310","26670"
"In post","2021","Undeclared","West Midlands","1440","1310","30660","27570"
"In post","2021","Undeclared","West Wales and The Valleys","2390","2050","27580","21590"
"In post","2021","Undeclared","West Yorkshire","1290","1170","31060","27570"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","750","690","32310","29290"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","1720","1610","33100","29920"
"In post","2021","Unknown","Cheshire","690","630","29520","27570"
"In post","2021","Unknown","Cornwall and Isles of Scilly","320","280","25940","25260"
"In post","2021","Unknown","Cumbria","610","540","25740","21050"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","2810","2590","28930","27130"
"In post","2021","Unknown","Devon","3180","2940","34400","32730"
"In post","2021","Unknown","Dorset and Somerset","890","800","29800","27570"
"In post","2021","Unknown","East Anglia","2210","2010","30070","27570"
"In post","2021","Unknown","East Wales","4520","4170","29450","25560"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","820","740","27110","26750"
"In post","2021","Unknown","Eastern Scotland","6060","5650","32570","28410"
"In post","2021","Unknown","Essex","1070","970","30480","29050"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","3790","3540","35140","31370"
"In post","2021","Unknown","Greater Manchester","4650","4310","29120","25880"
"In post","2021","Unknown","Hampshire and Isle of Wight","2450","2200","31840","27570"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","670","620","26900","25400"
"In post","2021","Unknown","Highlands and Islands","580","550","29370","27570"
"In post","2021","Unknown","Inner London - East","4020","3790","41490","34940"
"In post","2021","Unknown","Inner London - West","13360","13000","45680","39960"
"In post","2021","Unknown","Kent","1300","1210","29590","29120"
"In post","2021","Unknown","Lancashire","3410","3050","27160","26590"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","1280","1150","26110","24440"
"In post","2021","Unknown","Lincolnshire","340","310","28230","27570"
"In post","2021","Unknown","Merseyside","4120","3670","27280","24920"
"In post","2021","Unknown","North Eastern Scotland","520","490","33270","30650"
"In post","2021","Unknown","North Yorkshire","800","740","32290","27570"
"In post","2021","Unknown","Northern Ireland","870","810","26290","22490"
"In post","2021","Unknown","Northumberland and Tyne and Wear","5940","5200","26390","21440"
"In post","2021","Unknown","Outer London - East and North East","940","860","29840","31060"
"In post","2021","Unknown","Outer London - South","1660","1580","35540","31180"
"In post","2021","Unknown","Outer London - West and North West","1520","1410","35090","31060"
"In post","2021","Unknown","Overseas","720","710","50960","49370"
"In post","2021","Unknown","Shropshire and Staffordshire","1460","1330","29050","26750"
"In post","2021","Unknown","South Yorkshire","1550","1400","31280","27570"
"In post","2021","Unknown","Southern Scotland","2030","1830","27700","25560"
"In post","2021","Unknown","Surrey, East and West Sussex","1500","1350","29790","27570"
"In post","2021","Unknown","Tees Valley and Durham","1890","1690","26720","25380"
"In post","2021","Unknown","Unknown","2550","2520","36780","32700"
"In post","2021","Unknown","West Central Scotland","4440","4090","29890","26670"
"In post","2021","Unknown","West Midlands","4490","4090","29930","27570"
"In post","2021","Unknown","West Wales and The Valleys","2350","2090","26430","22350"
"In post","2021","Unknown","West Yorkshire","4590","4260","30250","27380"
"In post","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","3380","3200","33660","29430"
"In post","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","6750","6410","33580","29860"
"In post","2022","Heterosexual / straight","Cheshire","3120","2940","32550","30210"
"In post","2022","Heterosexual / straight","Cornwall and Isles of Scilly","1250","1150","28050","26840"
"In post","2022","Heterosexual / straight","Cumbria","1430","1310","29870","26680"
"In post","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","9050","8430","32600","27570"
"In post","2022","Heterosexual / straight","Devon","6520","6020","32740","27570"
"In post","2022","Heterosexual / straight","Dorset and Somerset","3850","3600","30650","27570"
"In post","2022","Heterosexual / straight","East Anglia","9050","8460","30560","27570"
"In post","2022","Heterosexual / straight","East Wales","14060","13230","34660","30450"
"In post","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","3480","3190","28740","27130"
"In post","2022","Heterosexual / straight","Eastern Scotland","12220","11570","36870","31540"
"In post","2022","Heterosexual / straight","Essex","3630","3350","31520","29290"
"In post","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","20800","19800","36680","33300"
"In post","2022","Heterosexual / straight","Greater Manchester","13860","13090","32760","27570"
"In post","2022","Heterosexual / straight","Hampshire and Isle of Wight","10440","9630","32450","28170"
"In post","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","2980","2790","29400","27240"
"In post","2022","Heterosexual / straight","Highlands and Islands","1250","1180","29720","27570"
"In post","2022","Heterosexual / straight","Inner London - East","12100","11630","42720","37610"
"In post","2022","Heterosexual / straight","Inner London - West","39460","38330","48130","43810"
"In post","2022","Heterosexual / straight","Kent","6050","5670","29920","28310"
"In post","2022","Heterosexual / straight","Lancashire","10000","9160","29700","27570"
"In post","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","4340","4000","28570","26850"
"In post","2022","Heterosexual / straight","Lincolnshire","2310","2180","28870","26930"
"In post","2022","Heterosexual / straight","Merseyside","14550","13470","30030","26820"
"In post","2022","Heterosexual / straight","North Eastern Scotland","1160","1090","38550","31540"
"In post","2022","Heterosexual / straight","North Yorkshire","3300","3130","33210","29780"
"In post","2022","Heterosexual / straight","Northern Ireland","2910","2760","30280","26820"
"In post","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","15140","13790","30760","27570"
"In post","2022","Heterosexual / straight","Outer London - East and North East","2730","2570","31850","31060"
"In post","2022","Heterosexual / straight","Outer London - South","8180","7770","39010","35070"
"In post","2022","Heterosexual / straight","Outer London - West and North West","6260","5850","33410","31060"
"In post","2022","Heterosexual / straight","Overseas","2490","2480","49420","47870"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","6430","6020","31240","27570"
"In post","2022","Heterosexual / straight","South Yorkshire","7590","6940","32310","27570"
"In post","2022","Heterosexual / straight","Southern Scotland","3700","3380","31160","27570"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","5920","5450","31720","28140"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","6970","6370","29290","27130"
"In post","2022","Heterosexual / straight","Unknown","870","820","34210","30650"
"In post","2022","Heterosexual / straight","West Central Scotland","12510","11660","32560","27570"
"In post","2022","Heterosexual / straight","West Midlands","13320","12430","31780","27570"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","11660","10710","29890","27130"
"In post","2022","Heterosexual / straight","West Yorkshire","12220","11390","33170","28200"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","180","170","32000","29290"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","370","360","32410","29290"
"In post","2022","LGBO","Cheshire","220","210","31860","28840"
"In post","2022","LGBO","Cornwall and Isles of Scilly","60","60","27430","27570"
"In post","2022","LGBO","Cumbria","80","80","29200","26610"
"In post","2022","LGBO","Derbyshire and Nottinghamshire","610","590","31180","27570"
"In post","2022","LGBO","Devon","390","380","30060","27570"
"In post","2022","LGBO","Dorset and Somerset","190","190","29300","27570"
"In post","2022","LGBO","East Anglia","450","430","28940","27570"
"In post","2022","LGBO","East Wales","1020","1000","32640","29430"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","190","180","27490","26940"
"In post","2022","LGBO","Eastern Scotland","990","970","34940","30910"
"In post","2022","LGBO","Essex","200","190","31060","29290"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","1120","1090","33600","29830"
"In post","2022","LGBO","Greater Manchester","1210","1180","31960","27570"
"In post","2022","LGBO","Hampshire and Isle of Wight","530","510","30910","27720"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","170","160","28650","25700"
"In post","2022","LGBO","Highlands and Islands","40","40","[c]","[c]"
"In post","2022","LGBO","Inner London - East","920","910","43540","37930"
"In post","2022","LGBO","Inner London - West","3890","3840","47490","43360"
"In post","2022","LGBO","Kent","350","340","31000","29290"
"In post","2022","LGBO","Lancashire","550","520","28310","27130"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","250","240","27810","26820"
"In post","2022","LGBO","Lincolnshire","90","90","28160","27570"
"In post","2022","LGBO","Merseyside","790","760","29240","26590"
"In post","2022","LGBO","North Eastern Scotland","80","80","34400","30200"
"In post","2022","LGBO","North Yorkshire","220","210","31980","29180"
"In post","2022","LGBO","Northern Ireland","130","120","28500","26590"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","920","890","29990","27570"
"In post","2022","LGBO","Outer London - East and North East","130","120","31990","31060"
"In post","2022","LGBO","Outer London - South","340","330","40930","36020"
"In post","2022","LGBO","Outer London - West and North West","310","300","33060","31060"
"In post","2022","LGBO","Overseas","180","180","50930","52430"
"In post","2022","LGBO","Shropshire and Staffordshire","350","340","29130","26760"
"In post","2022","LGBO","South Yorkshire","460","440","32380","29360"
"In post","2022","LGBO","Southern Scotland","170","160","30530","27570"
"In post","2022","LGBO","Surrey, East and West Sussex","500","480","30550","27570"
"In post","2022","LGBO","Tees Valley and Durham","370","360","29230","27570"
"In post","2022","LGBO","Unknown","70","70","34170","30130"
"In post","2022","LGBO","West Central Scotland","840","820","31240","27570"
"In post","2022","LGBO","West Midlands","700","670","31700","27570"
"In post","2022","LGBO","West Wales and The Valleys","570","540","28660","26780"
"In post","2022","LGBO","West Yorkshire","840","820","32650","28920"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","400","370","33660","30730"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","890","840","34720","33000"
"In post","2022","Undeclared","Cheshire","360","340","31780","30140"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","180","160","28120","26930"
"In post","2022","Undeclared","Cumbria","170","160","30710","26780"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","1140","1040","32900","29710"
"In post","2022","Undeclared","Devon","1000","920","34440","32730"
"In post","2022","Undeclared","Dorset and Somerset","540","500","30900","27570"
"In post","2022","Undeclared","East Anglia","1270","1180","31420","28590"
"In post","2022","Undeclared","East Wales","1750","1640","34850","30380"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","480","440","28900","27380"
"In post","2022","Undeclared","Eastern Scotland","1050","980","36140","31540"
"In post","2022","Undeclared","Essex","490","450","31200","28920"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","2850","2680","38110","35560"
"In post","2022","Undeclared","Greater Manchester","1650","1530","32090","27570"
"In post","2022","Undeclared","Hampshire and Isle of Wight","1430","1330","33430","31040"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","380","350","29760","27570"
"In post","2022","Undeclared","Highlands and Islands","140","120","31160","28980"
"In post","2022","Undeclared","Inner London - East","1640","1560","42990","37930"
"In post","2022","Undeclared","Inner London - West","5600","5440","47770","43840"
"In post","2022","Undeclared","Kent","850","780","30460","28200"
"In post","2022","Undeclared","Lancashire","1110","1000","29300","27570"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","570","520","29050","27130"
"In post","2022","Undeclared","Lincolnshire","290","280","29670","27380"
"In post","2022","Undeclared","Merseyside","1480","1350","30070","27000"
"In post","2022","Undeclared","North Eastern Scotland","130","130","40630","32670"
"In post","2022","Undeclared","North Yorkshire","450","420","33380","30240"
"In post","2022","Undeclared","Northern Ireland","230","220","29810","26820"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","1520","1360","30560","26820"
"In post","2022","Undeclared","Outer London - East and North East","320","290","31040","31060"
"In post","2022","Undeclared","Outer London - South","1180","1110","39090","35070"
"In post","2022","Undeclared","Outer London - West and North West","1000","910","34620","31060"
"In post","2022","Undeclared","Overseas","350","350","46660","41960"
"In post","2022","Undeclared","Shropshire and Staffordshire","750","690","31650","27570"
"In post","2022","Undeclared","South Yorkshire","840","780","31920","27570"
"In post","2022","Undeclared","Southern Scotland","310","280","30360","27570"
"In post","2022","Undeclared","Surrey, East and West Sussex","910","820","32580","28750"
"In post","2022","Undeclared","Tees Valley and Durham","740","660","29660","27550"
"In post","2022","Undeclared","Unknown","120","110","33580","29290"
"In post","2022","Undeclared","West Central Scotland","1370","1250","30990","27570"
"In post","2022","Undeclared","West Midlands","1510","1370","31240","27570"
"In post","2022","Undeclared","West Wales and The Valleys","2300","1980","28140","24630"
"In post","2022","Undeclared","West Yorkshire","1560","1430","33620","28970"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","750","690","33360","29290"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","1530","1440","33090","29290"
"In post","2022","Unknown","Cheshire","690","630","29540","27470"
"In post","2022","Unknown","Cornwall and Isles of Scilly","280","250","26470","24090"
"In post","2022","Unknown","Cumbria","630","570","25740","21300"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","2920","2690","29720","27130"
"In post","2022","Unknown","Devon","1400","1250","27750","25850"
"In post","2022","Unknown","Dorset and Somerset","880","800","29920","27570"
"In post","2022","Unknown","East Anglia","2150","1960","30260","27570"
"In post","2022","Unknown","East Wales","4030","3740","31180","26820"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","800","730","27420","26750"
"In post","2022","Unknown","Eastern Scotland","6730","6290","33520","30040"
"In post","2022","Unknown","Essex","1000","910","30390","28070"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","5400","5110","36970","33370"
"In post","2022","Unknown","Greater Manchester","4900","4580","30670","27570"
"In post","2022","Unknown","Hampshire and Isle of Wight","3160","2890","35320","30810"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","670","610","27710","25210"
"In post","2022","Unknown","Highlands and Islands","580","540","30210","27570"
"In post","2022","Unknown","Inner London - East","4390","4140","40710","35230"
"In post","2022","Unknown","Inner London - West","11830","11530","46140","40630"
"In post","2022","Unknown","Kent","1510","1410","29850","28140"
"In post","2022","Unknown","Lancashire","3120","2810","27930","27120"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","1110","1000","26610","25120"
"In post","2022","Unknown","Lincolnshire","320","290","28340","27120"
"In post","2022","Unknown","Merseyside","4400","4000","27930","25120"
"In post","2022","Unknown","North Eastern Scotland","570","530","32540","29900"
"In post","2022","Unknown","North Yorkshire","690","650","31260","27570"
"In post","2022","Unknown","Northern Ireland","1000","940","27850","24880"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","5670","5040","28030","24880"
"In post","2022","Unknown","Outer London - East and North East","890","810","30350","31060"
"In post","2022","Unknown","Outer London - South","2110","2030","38050","34260"
"In post","2022","Unknown","Outer London - West and North West","1560","1470","34920","31060"
"In post","2022","Unknown","Overseas","660","660","50450","51500"
"In post","2022","Unknown","Shropshire and Staffordshire","1390","1260","30560","27130"
"In post","2022","Unknown","South Yorkshire","1590","1450","31730","27570"
"In post","2022","Unknown","Southern Scotland","2060","1870","28600","26120"
"In post","2022","Unknown","Surrey, East and West Sussex","1440","1290","30680","27570"
"In post","2022","Unknown","Tees Valley and Durham","1780","1600","27430","26030"
"In post","2022","Unknown","Unknown","2260","2230","36800","32700"
"In post","2022","Unknown","West Central Scotland","5130","4760","30890","27230"
"In post","2022","Unknown","West Midlands","4540","4160","30200","27570"
"In post","2022","Unknown","West Wales and The Valleys","2520","2260","26900","23170"
"In post","2022","Unknown","West Yorkshire","4530","4200","31060","27570"
"Leaver CS","2021","Heterosexual / straight","Bedfordshire and Hertfordshire","170","160","30090","26030"
"Leaver CS","2021","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","380","350","32810","29290"
"Leaver CS","2021","Heterosexual / straight","Cheshire","100","80","28310","26000"
"Leaver CS","2021","Heterosexual / straight","Cornwall and Isles of Scilly","60","50","27160","22500"
"Leaver CS","2021","Heterosexual / straight","Cumbria","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","310","270","27650","24500"
"Leaver CS","2021","Heterosexual / straight","Devon","230","200","26070","21580"
"Leaver CS","2021","Heterosexual / straight","Dorset and Somerset","230","210","29490","27260"
"Leaver CS","2021","Heterosexual / straight","East Anglia","470","430","30560","26670"
"Leaver CS","2021","Heterosexual / straight","East Wales","440","390","34110","27570"
"Leaver CS","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","170","150","28600","26930"
"Leaver CS","2021","Heterosexual / straight","Eastern Scotland","320","290","34790","29120"
"Leaver CS","2021","Heterosexual / straight","Essex","160","150","29820","25590"
"Leaver CS","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","910","840","35070","31140"
"Leaver CS","2021","Heterosexual / straight","Greater Manchester","450","400","30570","25880"
"Leaver CS","2021","Heterosexual / straight","Hampshire and Isle of Wight","530","470","29490","26890"
"Leaver CS","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","160","140","24530","21760"
"Leaver CS","2021","Heterosexual / straight","Highlands and Islands","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inner London - East","520","490","42090","35070"
"Leaver CS","2021","Heterosexual / straight","Inner London - West","1330","1250","45720","39340"
"Leaver CS","2021","Heterosexual / straight","Kent","280","250","27120","25210"
"Leaver CS","2021","Heterosexual / straight","Lancashire","330","280","27840","22350"
"Leaver CS","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","260","230","27180","22370"
"Leaver CS","2021","Heterosexual / straight","Lincolnshire","170","160","29240","27680"
"Leaver CS","2021","Heterosexual / straight","Merseyside","380","320","27190","24110"
"Leaver CS","2021","Heterosexual / straight","North Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Yorkshire","140","120","34050","27270"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","70","60","27330","21430"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","350","300","26340","21010"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","100","90","29250","30330"
"Leaver CS","2021","Heterosexual / straight","Outer London - South","230","200","34780","29080"
"Leaver CS","2021","Heterosexual / straight","Outer London - West and North West","290","270","33440","30380"
"Leaver CS","2021","Heterosexual / straight","Overseas","70","70","42050","36960"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","260","230","28930","26670"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","300","260","28610","24700"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","70","60","30460","27570"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","260","220","27880","25090"
