"Status","Year","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","East Midlands (England)","7830","7290","28190","25210"
"In post","2022","Ministry of Justice","East of England","7190","6730","29190","27700"
"In post","2022","Ministry of Justice","London","15560","14960","37110","34100"
"In post","2022","Ministry of Justice","North East (England)","4990","4620","29130","27120"
"In post","2022","Ministry of Justice","North West (England)","10970","10190","28870","25830"
"In post","2022","Ministry of Justice","Scotland","620","580","27820","25120"
"In post","2022","Ministry of Justice","South East (England)","10380","9750","30250","29100"
"In post","2022","Ministry of Justice","South West (England)","5750","5320","28740","26140"
"In post","2022","Ministry of Justice","Unknown","120","100","28000","24620"
"In post","2022","Ministry of Justice","Wales","4410","4160","28890","25700"
"In post","2022","Ministry of Justice","West Midlands (England)","9810","9160","28080","25120"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","9280","8610","29540","27120"
"In post","2022","National Crime Agency","East Midlands (England)","190","180","38490","36740"
"In post","2022","National Crime Agency","East of England","170","170","38420","36740"
"In post","2022","National Crime Agency","London","1620","1580","44700","40170"
"In post","2022","National Crime Agency","North East (England)","110","100","38080","36410"
"In post","2022","National Crime Agency","North West (England)","1310","1280","37190","36410"
"In post","2022","National Crime Agency","Northern Ireland","120","120","40080","36740"
"In post","2022","National Crime Agency","Overseas","130","130","62920","61710"
"In post","2022","National Crime Agency","Scotland","60","60","38560","36410"
"In post","2022","National Crime Agency","South East (England)","470","460","40410","39840"
"In post","2022","National Crime Agency","South West (England)","470","450","37120","36410"
"In post","2022","National Crime Agency","Unknown","50","50","[c]","[c]"
"In post","2022","National Crime Agency","Wales","70","70","39660","36410"
"In post","2022","National Crime Agency","West Midlands (England)","510","500","38240","36740"
"In post","2022","National Crime Agency","Yorkshire and The Humber","270","270","38280","36410"
"In post","2022","Northern Ireland Office","London","90","80","51790","47580"
"In post","2022","Northern Ireland Office","Northern Ireland","90","90","41380","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","200","190","47260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","100","100","60200","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","270","270","51800","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","50","50","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","480","460","41120","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","130","130","63580","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","310","300","46650","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","150","140","55270","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","110","100","63150","70500"
"In post","2022","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","London","740","730","48610","43170"
"In post","2022","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Scotland","580","570","36270","31720"
"In post","2022","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","290","280","44330","40190"
"In post","2022","Office of Rail and Road","London","210","200","55810","55430"
"In post","2022","Office of Rail and Road","North West (England)","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Scotland","80","80","48520","49860"
"In post","2022","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Scotland","25290","24050","37310","33070"
"In post","2022","Scottish Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","London","570","550","35690","33260"
"In post","2022","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","470","470","53170","49000"
"In post","2022","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","340","330","45480","39840"
"In post","2022","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","South East (England)","2490","2040","29780","24250"
"In post","2022","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Wales","3010","2860","35760","31700"
"In post","2022","UK Supreme Court","London","50","50","38660","31960"
"In post","2022","Water Services Regulation Authority","London","80","80","65430","63240"
"In post","2022","Water Services Regulation Authority","West Midlands (England)","180","170","49710","43270"
"In post","2022","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Wales","5930","5600","41900","38160"
"In post","2022","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","200","190","51430","51250"
"Leaver CS","2021","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South East (England)","40","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2021","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","200","190","49410","43180"
"Leaver CS","2021","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","120","120","54570","38670"
"Leaver CS","2021","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","30","30","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","80","70","52540","46330"
"Leaver CS","2021","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","220","210","47890","40380"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South West (England)","90","90","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wales","90","80","33570","30110"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","80","80","[c]","[c]"
"Leaver CS","2021","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","160","150","46740","40940"
"Leaver CS","2021","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Yorkshire and The Humber","60","60","38410","36640"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East of England","50","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","150","140","38410","33120"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North West (England)","50","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South East (England)","100","90","32760","25330"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South West (England)","80","70","31790","26520"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","130","130","37430","31220"
"Leaver CS","2021","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","110","100","40470","34700"
"Leaver CS","2021","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","South East (England)","90","80","37010","31380"
"Leaver CS","2021","Department for Transport","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Wales","310","250","23610","21590"
"Leaver CS","2021","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","East Midlands (England)","250","210","25240","26120"
"Leaver CS","2021","Department for Work and Pensions","East of England","270","240","27190","27570"
"Leaver CS","2021","Department for Work and Pensions","London","500","470","33020","31060"
"Leaver CS","2021","Department for Work and Pensions","North East (England)","490","410","25400","21010"
"Leaver CS","2021","Department for Work and Pensions","North West (England)","890","760","26230","21010"
"Leaver CS","2021","Department for Work and Pensions","Scotland","380","310","25440","21010"
"Leaver CS","2021","Department for Work and Pensions","South East (England)","350","300","26620","27570"
"Leaver CS","2021","Department for Work and Pensions","South West (England)","290","240","24760","21010"
"Leaver CS","2021","Department for Work and Pensions","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Wales","240","190","25020","21010"
"Leaver CS","2021","Department for Work and Pensions","West Midlands (England)","330","260","25340","26120"
"Leaver CS","2021","Department for Work and Pensions","Yorkshire and The Humber","480","400","28970","27570"
"Leaver CS","2021","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East of England","160","140","35630","32900"
"Leaver CS","2021","Department of Health and Social Care","London","510","360","44090","38890"
"Leaver CS","2021","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North West (England)","50","50","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South West (England)","120","110","36370","28590"
"Leaver CS","2021","Department of Health and Social Care","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Yorkshire and The Humber","90","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","London","140","50","52180","56860"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","South East (England)","90","70","38540","32730"
"Leaver CS","2021","HM Land Registry","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","South West (England)","70","60","33280","31740"
"Leaver CS","2021","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","East Midlands (England)","410","350","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","East of England","380","320","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","London","640","560","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","North East (England)","680","530","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","North West (England)","510","410","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Northern Ireland","120","100","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Scotland","590","480","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","South East (England)","220","180","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","South West (England)","180","150","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","330","320","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Wales","540","450","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","West Midlands (England)","470","390","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Yorkshire and The Humber","640","530","[c]","[c]"
"Leaver CS","2021","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","London","100","90","[c]","[c]"
"Leaver CS","2021","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","East of England","70","50","23980","24210"
"Leaver CS","2021","Home Office","London","590","530","37520","30410"
"Leaver CS","2021","Home Office","North East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Home Office","North West (England)","230","190","24630","24110"
"Leaver CS","2021","Home Office","Northern Ireland","30","20","[c]","[c]"
"Leaver CS","2021","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Scotland","50","50","25240","24110"
"Leaver CS","2021","Home Office","South East (England)","110","90","26270","25990"
"Leaver CS","2021","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Wales","40","30","[c]","[c]"
"Leaver CS","2021","Home Office","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Home Office","Yorkshire and The Humber","110","90","25930","24210"
"Leaver CS","2021","Ministry of Defence","East Midlands (England)","180","170","29060","29930"
"Leaver CS","2021","Ministry of Defence","East of England","210","200","29780","26670"
"Leaver CS","2021","Ministry of Defence","London","150","140","41650","36860"
"Leaver CS","2021","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","110","100","28480","22000"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","90","90","39140","36960"
"Leaver CS","2021","Ministry of Defence","Scotland","210","200","31800","31720"
"Leaver CS","2021","Ministry of Defence","South East (England)","660","620","30120","27440"
"Leaver CS","2021","Ministry of Defence","South West (England)","1030","970","33660","31250"
"Leaver CS","2021","Ministry of Defence","Unknown","160","160","34930","32400"
"Leaver CS","2021","Ministry of Defence","Wales","90","80","27450","29670"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","130","110","32080","28280"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","140","130","29870","26670"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","80","70","44170","40170"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","60","50","39740","39020"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","590","530","21660","19510"
"Leaver CS","2021","Ministry of Justice","East of England","580","530","24240","20100"
"Leaver CS","2021","Ministry of Justice","London","940","890","33570","26410"
"Leaver CS","2021","Ministry of Justice","North East (England)","290","250","23460","19830"
"Leaver CS","2021","Ministry of Justice","North West (England)","650","570","23710","20100"
"Leaver CS","2021","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","South East (England)","800","740","24070","20650"
"Leaver CS","2021","Ministry of Justice","South West (England)","420","380","22090","19930"
"Leaver CS","2021","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Wales","320","290","23260","20100"
"Leaver CS","2021","Ministry of Justice","West Midlands (England)","630","570","22920","19930"
"Leaver CS","2021","Ministry of Justice","Yorkshire and The Humber","610","550","24130","20100"
"Leaver CS","2021","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","70","70","47490","41970"
"Leaver CS","2021","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","60","50","51170","45000"
"Leaver CS","2021","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Scotland","940","850","35270","30650"
"Leaver CS","2021","The National Archives","London","30","30","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
