"Status","Year","Responsibility_level","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Southampton","Hampshire and Isle of Wight","70","60","28130","28200"
"In post","2021","Unknown","Southend-on-Sea","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Staffordshire CC","Shropshire and Staffordshire","170","150","30120","30210"
"In post","2021","Unknown","Stoke-on-Trent","Shropshire and Staffordshire","90","80","29190","28200"
"In post","2021","Unknown","Suffolk","East Anglia","160","140","28950","28200"
"In post","2021","Unknown","Sunderland","Northumberland and Tyne and Wear","50","50","[c]","[c]"
"In post","2021","Unknown","Swansea","West Wales and The Valleys","180","170","29730","28750"
"In post","2021","Unknown","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Unknown","Telford and Wrekin","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Torbay","Devon","30","30","[c]","[c]"
"In post","2021","Unknown","Tower Hamlets","Inner London - East","70","60","33240","32090"
"In post","2021","Unknown","Tyneside","Northumberland and Tyne and Wear","270","250","28960","28200"
"In post","2021","Unknown","Unknown","Unknown","1910","1910","37270","33570"
"In post","2021","Unknown","Wakefield","West Yorkshire","90","90","31330","31000"
"In post","2021","Unknown","Walsall","West Midlands","60","60","28280","28200"
"In post","2021","Unknown","Wandsworth","Inner London - West","50","40","[c]","[c]"
"In post","2021","Unknown","Warrington","Cheshire","60","60","30010","30210"
"In post","2021","Unknown","Warwickshire","Herefordshire, Worcestershire and Warwickshire","120","110","28390","24800"
"In post","2021","Unknown","West Cumbria","Cumbria","190","180","40150","38860"
"In post","2021","Unknown","West Essex","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Kent","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","120","110","28720","28200"
"In post","2021","Unknown","West Surrey","Surrey, East and West Sussex","120","110","28680","28200"
"In post","2021","Unknown","West Sussex (North East)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Sussex (South West)","Surrey, East and West Sussex","50","50","30420","30210"
"In post","2021","Unknown","Westminster","Inner London - West","110","110","41980","41060"
"In post","2021","Unknown","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","36050","32690"
"In post","2021","Unknown","Wirral","Merseyside","60","50","28750","28200"
"In post","2021","Unknown","Wolverhampton","West Midlands","80","70","26240","23840"
"In post","2021","Unknown","Worcestershire","Herefordshire, Worcestershire and Warwickshire","160","150","29780","28320"
"In post","2021","Unknown","York","North Yorkshire","90","80","29630","28200"
"In post","2022","AA/AO","Aberdeen City and Aberdeenshire","North Eastern Scotland","530","490","26080","23620"
"In post","2022","AA/AO","Angus and Dundee City","Eastern Scotland","1070","990","21620","21260"
"In post","2022","AA/AO","Antrim and Newtownabbey","Northern Ireland","140","140","20890","20560"
"In post","2022","AA/AO","Ards and North Down","Northern Ireland","170","160","21560","20560"
"In post","2022","AA/AO","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Barking & Dagenham and Havering","Outer London - East and North East","100","90","24570","23770"
"In post","2022","AA/AO","Barnet","Outer London - West and North West","270","220","24060","23780"
"In post","2022","AA/AO","Barnsley, Doncaster and Rotherham","South Yorkshire","1440","1280","23400","21260"
"In post","2022","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","730","660","23350","21380"
"In post","2022","AA/AO","Bedford","Bedfordshire and Hertfordshire","290","280","26180","28140"
"In post","2022","AA/AO","Belfast","Northern Ireland","970","880","21400","21250"
"In post","2022","AA/AO","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","980","930","27800","25540"
"In post","2022","AA/AO","Bexley and Greenwich","Outer London - East and North East","900","860","28690","29020"
"In post","2022","AA/AO","Birmingham","West Midlands","3760","3400","21650","21250"
"In post","2022","AA/AO","Blackburn with Darwen","Lancashire","140","120","21350","21260"
"In post","2022","AA/AO","Blackpool","Lancashire","1830","1650","21130","21260"
"In post","2022","AA/AO","Bournemouth, Christchurch and Poole","Dorset and Somerset","190","170","21070","20970"
"In post","2022","AA/AO","Bradford","West Yorkshire","1370","1170","21290","21250"
"In post","2022","AA/AO","Breckland and South Norfolk","East Anglia","280","260","24340","23140"
"In post","2022","AA/AO","Brent","Outer London - West and North West","140","120","24240","24310"
"In post","2022","AA/AO","Bridgend and Neath Port Talbot","West Wales and The Valleys","280","240","21090","21260"
"In post","2022","AA/AO","Brighton and Hove","Surrey, East and West Sussex","140","120","21450","21260"
"In post","2022","AA/AO","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","1350","1230","21920","21270"
"In post","2022","AA/AO","Bromley","Outer London - South","120","110","23880","23720"
"In post","2022","AA/AO","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","540","510","25420","23380"
"In post","2022","AA/AO","Caithness and Sutherland, and Ross and Cromarty","Highlands and Islands","80","70","25720","24020"
"In post","2022","AA/AO","Calderdale and Kirklees","West Yorkshire","190","150","20990","21260"
"In post","2022","AA/AO","Cambridgeshire CC","East Anglia","1170","1090","25970","24210"
"In post","2022","AA/AO","Camden and City of London","Inner London - West","700","670","24310","23720"
"In post","2022","AA/AO","Cardiff and Vale of Glamorgan","East Wales","3030","2740","22090","21250"
"In post","2022","AA/AO","Causeway Coast and Glens","Northern Ireland","60","60","20620","20560"
"In post","2022","AA/AO","Central Bedfordshire","Bedfordshire and Hertfordshire","120","120","21050","21170"
"In post","2022","AA/AO","Central Hampshire","Hampshire and Isle of Wight","760","730","23430","21260"
"In post","2022","AA/AO","Central Valleys","West Wales and The Valleys","570","510","21650","21260"
"In post","2022","AA/AO","Cheshire East","Cheshire","500","450","22870","21300"
"In post","2022","AA/AO","Cheshire West and Chester","Cheshire","130","120","21100","21260"
"In post","2022","AA/AO","Chorley and West Lancashire","Lancashire","780","710","25540","24730"
"In post","2022","AA/AO","City of Edinburgh","Eastern Scotland","3020","2860","23090","22140"
"In post","2022","AA/AO","Clackmannanshire and Fife","Eastern Scotland","460","420","22980","21640"
"In post","2022","AA/AO","Conwy and Denbighshire","West Wales and The Valleys","120","110","22720","22960"
"In post","2022","AA/AO","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","720","650","21200","21260"
"In post","2022","AA/AO","Coventry","West Midlands","280","250","21330","21260"
"In post","2022","AA/AO","Croydon","Outer London - South","1630","1480","25010","25630"
"In post","2022","AA/AO","Darlington","Tees Valley and Durham","110","90","21590","21250"
"In post","2022","AA/AO","Derby","Derbyshire and Nottinghamshire","500","440","22070","21260"
"In post","2022","AA/AO","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Devon CC","Devon","1870","1660","22480","21260"
"In post","2022","AA/AO","Dorset","Dorset and Somerset","960","900","24150","22600"
"In post","2022","AA/AO","Dudley","West Midlands","490","410","21130","21260"
"In post","2022","AA/AO","Dumfries and Galloway","Southern Scotland","230","220","24490","24020"
"In post","2022","AA/AO","Durham","Tees Valley and Durham","3210","2830","23650","22010"
"In post","2022","AA/AO","Ealing","Outer London - West and North West","40","30","[c]","[c]"
"In post","2022","AA/AO","East Ayrshire and North Ayrshire mainland","Southern Scotland","330","300","22180","21260"
"In post","2022","AA/AO","East Cumbria","Cumbria","350","310","21830","21300"
"In post","2022","AA/AO","East Derbyshire","Derbyshire and Nottinghamshire","110","90","20820","21260"
"In post","2022","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","1410","1340","26680","23230"
"In post","2022","AA/AO","East Kent","Kent","1040","970","23050","23770"
"In post","2022","AA/AO","East Lancashire","Lancashire","140","110","20880","21260"
"In post","2022","AA/AO","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Merseyside","Merseyside","280","240","21180","21190"
"In post","2022","AA/AO","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","1000","930","25330","24610"
"In post","2022","AA/AO","East Surrey","Surrey, East and West Sussex","590","560","30380","31020"
"In post","2022","AA/AO","East Sussex CC","Surrey, East and West Sussex","910","810","22770","21260"
"In post","2022","AA/AO","Enfield","Outer London - East and North East","60","50","23940","23720"
"In post","2022","AA/AO","Essex Haven Gateway","Essex","200","190","23760","21760"
"In post","2022","AA/AO","Essex Thames Gateway","Essex","390","350","23870","24250"
"In post","2022","AA/AO","Falkirk","Eastern Scotland","840","720","22030","21260"
"In post","2022","AA/AO","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Flintshire and Wrexham","East Wales","1000","940","22580","21260"
"In post","2022","AA/AO","Glasgow City","West Central Scotland","4020","3670","21700","21260"
"In post","2022","AA/AO","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","410","370","23130","21300"
"In post","2022","AA/AO","Greater Manchester North East","Greater Manchester","350","310","23190","21260"
"In post","2022","AA/AO","Greater Manchester North West","Greater Manchester","1070","960","21880","21260"
"In post","2022","AA/AO","Greater Manchester South East","Greater Manchester","490","430","21120","21260"
"In post","2022","AA/AO","Greater Manchester South West","Greater Manchester","1740","1570","21290","21250"
"In post","2022","AA/AO","Gwent Valleys","West Wales and The Valleys","260","220","21650","21260"
"In post","2022","AA/AO","Gwynedd","West Wales and The Valleys","420","380","21540","21260"
"In post","2022","AA/AO","Hackney and Newham","Inner London - East","960","840","24910","25110"
"In post","2022","AA/AO","Haringey and Islington","Inner London - East","670","640","28720","26640"
"In post","2022","AA/AO","Harrow and Hillingdon","Outer London - West and North West","530","480","25250","25630"
"In post","2022","AA/AO","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","800","720","23660","21260"
"In post","2022","AA/AO","Heart of Essex","Essex","450","420","25420","23770"
"In post","2022","AA/AO","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","210","210","24770","21170"
"In post","2022","AA/AO","Hertfordshire CC","Bedfordshire and Hertfordshire","660","620","25610","24250"
"In post","2022","AA/AO","Hounslow and Richmond upon Thames","Outer London - West and North West","920","850","27290","25110"
"In post","2022","AA/AO","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","350","310","22360","21260"
"In post","2022","AA/AO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","460","440","22290","21280"
"In post","2022","AA/AO","Isle of Anglesey","West Wales and The Valleys","70","70","22350","21380"
"In post","2022","AA/AO","Isle of Wight","Hampshire and Isle of Wight","560","520","24870","24030"
"In post","2022","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","450","430","30520","30520"
"In post","2022","AA/AO","Kent Thames Gateway","Kent","910","860","27700","29260"
"In post","2022","AA/AO","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","850","760","23600","22040"
"In post","2022","AA/AO","Lambeth","Inner London - East","410","390","28530","26930"
"In post","2022","AA/AO","Lancaster and Wyre","Lancashire","470","430","23050","21260"
"In post","2022","AA/AO","Leeds","West Yorkshire","2680","2470","22410","21260"
"In post","2022","AA/AO","Leicester","Leicestershire, Rutland and Northamptonshire","1120","1000","21760","21260"
"In post","2022","AA/AO","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","880","820","23530","21860"
"In post","2022","AA/AO","Lewisham and Southwark","Inner London - East","230","200","26890","25110"
"In post","2022","AA/AO","Lincolnshire CC","Lincolnshire","1310","1230","22530","21260"
"In post","2022","AA/AO","Lisburn and Castlereagh","Northern Ireland","200","190","21540","21680"
"In post","2022","AA/AO","Liverpool","Merseyside","4420","3970","21770","21550"
"In post","2022","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","160","150","24910","24020"
"In post","2022","AA/AO","Luton","Bedfordshire and Hertfordshire","110","90","21030","21220"
"In post","2022","AA/AO","Manchester","Greater Manchester","1870","1730","22190","21260"
"In post","2022","AA/AO","Medway","Kent","640","600","25420","25110"
"In post","2022","AA/AO","Merton, Kingston upon Thames and Sutton","Outer London - South","110","100","23600","23720"
"In post","2022","AA/AO","Mid Kent","Kent","300","280","24560","23140"
"In post","2022","AA/AO","Mid Lancashire","Lancashire","2660","2340","22010","21260"
"In post","2022","AA/AO","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","790","770","25380","24490"
"In post","2022","AA/AO","Monmouthshire and Newport","East Wales","1110","990","21510","20970"
"In post","2022","AA/AO","Na h-Eileanan Siar","Highlands and Islands","80","70","21860","21260"
"In post","2022","AA/AO","Newry, Mourne and Down","Northern Ireland","70","60","20670","20560"
"In post","2022","AA/AO","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","290","250","21210","21260"
"In post","2022","AA/AO","North and West Norfolk","East Anglia","500","460","24480","21620"
"In post","2022","AA/AO","North Hampshire","Hampshire and Isle of Wight","270","250","21790","21170"
"In post","2022","AA/AO","North Lanarkshire","West Central Scotland","1370","1150","21690","21260"
"In post","2022","AA/AO","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","250","220","21530","21260"
"In post","2022","AA/AO","North Nottinghamshire","Derbyshire and Nottinghamshire","420","400","24290","23140"
"In post","2022","AA/AO","North Yorkshire CC","North Yorkshire","770","730","23410","21170"
"In post","2022","AA/AO","Northumberland","Northumberland, and Tyne and Wear","100","90","20870","21170"
"In post","2022","AA/AO","Norwich and East Norfolk","East Anglia","630","560","22600","21260"
"In post","2022","AA/AO","Nottingham","Derbyshire and Nottinghamshire","2150","1960","22060","21250"
"In post","2022","AA/AO","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Overseas","Overseas","70","70","22100","21830"
"In post","2022","AA/AO","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","960","900","24920","21830"
"In post","2022","AA/AO","Perth and Kinross, and Stirling","Eastern Scotland","510","480","24080","23330"
"In post","2022","AA/AO","Peterborough","East Anglia","630","550","21320","21680"
"In post","2022","AA/AO","Plymouth","Devon","1020","950","23480","22010"
"In post","2022","AA/AO","Portsmouth","Hampshire and Isle of Wight","1230","1100","23310","21250"
"In post","2022","AA/AO","Powys","East Wales","210","200","21550","21170"
"In post","2022","AA/AO","Redbridge and Waltham Forest","Outer London - East and North East","400","350","24400","25110"
"In post","2022","AA/AO","Sandwell","West Midlands","60","50","21010","21260"
"In post","2022","AA/AO","Scottish Borders","Southern Scotland","220","200","24840","25930"
"In post","2022","AA/AO","Sefton","Merseyside","1380","1200","21090","21680"
"In post","2022","AA/AO","Sheffield","South Yorkshire","1440","1260","21340","21680"
"In post","2022","AA/AO","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Shropshire","Shropshire and Staffordshire","450","420","23860","21860"
"In post","2022","AA/AO","Solihull","West Midlands","200","180","21400","21680"
"In post","2022","AA/AO","Somerset CC","Dorset and Somerset","530","480","21030","21170"
"In post","2022","AA/AO","South and West Derbyshire","Derbyshire and Nottinghamshire","330","300","24750","23140"
"In post","2022","AA/AO","South Ayrshire","Southern Scotland","90","80","21850","21260"
"In post","2022","AA/AO","South Hampshire","Hampshire and Isle of Wight","1380","980","20920","20350"
"In post","2022","AA/AO","South Lanarkshire","Southern Scotland","1450","1260","21670","21250"
"In post","2022","AA/AO","South Nottinghamshire","Derbyshire and Nottinghamshire","420","390","23690","21960"
"In post","2022","AA/AO","South Teesside","Tees Valley and Durham","420","370","21100","21260"
"In post","2022","AA/AO","South West Wales","West Wales and The Valleys","470","420","22130","21260"
"In post","2022","AA/AO","Southampton","Hampshire and Isle of Wight","250","210","21530","21410"
"In post","2022","AA/AO","Southend-on-Sea","Essex","210","170","22180","22080"
"In post","2022","AA/AO","Staffordshire CC","Shropshire and Staffordshire","1720","1610","23860","22180"
"In post","2022","AA/AO","Stoke-on-Trent","Shropshire and Staffordshire","580","510","21010","20970"
"In post","2022","AA/AO","Suffolk CC","East Anglia","1610","1500","23440","21680"
"In post","2022","AA/AO","Sunderland","Northumberland, and Tyne and Wear","2260","1810","21430","21260"
"In post","2022","AA/AO","Swansea","West Wales and The Valleys","5060","4360","21260","21840"
"In post","2022","AA/AO","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","21400","20970"
"In post","2022","AA/AO","Telford and Wrekin","Shropshire and Staffordshire","430","380","22250","21260"
"In post","2022","AA/AO","Thurrock","Essex","90","90","22110","21680"
"In post","2022","AA/AO","Torbay","Devon","140","120","21000","21260"
"In post","2022","AA/AO","Tower Hamlets","Inner London - East","390","360","24100","23720"
"In post","2022","AA/AO","Tyneside","Northumberland, and Tyne and Wear","6320","5460","21340","21260"
"In post","2022","AA/AO","Unknown","Unknown","200","180","22400","21260"
"In post","2022","AA/AO","Wakefield","West Yorkshire","730","670","25570","24730"
"In post","2022","AA/AO","Walsall","West Midlands","280","230","21000","21260"
"In post","2022","AA/AO","Wandsworth","Inner London - West","620","590","29610","30520"
"In post","2022","AA/AO","Warrington","Cheshire","730","660","23780","21860"
"In post","2022","AA/AO","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","420","370","21290","21260"
"In post","2022","AA/AO","West Cumbria","Cumbria","600","540","22540","21300"
"In post","2022","AA/AO","West Essex","Essex","70","70","21600","21680"
"In post","2022","AA/AO","West Kent","Kent","40","40","[c]","[c]"
"In post","2022","AA/AO","West Lothian","Eastern Scotland","140","130","23230","23020"
"In post","2022","AA/AO","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","470","430","22970","20970"
"In post","2022","AA/AO","West Surrey","Surrey, East and West Sussex","750","710","25140","24370"
"In post","2022","AA/AO","West Sussex (North East)","Surrey, East and West Sussex","120","110","22710","22610"
"In post","2022","AA/AO","West Sussex (South West)","Surrey, East and West Sussex","360","320","22240","21300"
"In post","2022","AA/AO","Westminster","Inner London - West","2240","2130","24680","24310"
"In post","2022","AA/AO","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","1210","1160","22560","21170"
"In post","2022","AA/AO","Wirral","Merseyside","1020","880","21340","21260"
"In post","2022","AA/AO","Wolverhampton","West Midlands","360","300","20850","21260"
"In post","2022","AA/AO","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","1100","1030","23940","21960"
"In post","2022","AA/AO","York","North Yorkshire","540","490","21880","21300"
"In post","2022","EO","Aberdeen City and Aberdeenshire","North Eastern Scotland","630","590","29630","27570"
"In post","2022","EO","Angus and Dundee City","Eastern Scotland","630","580","27640","27570"
"In post","2022","EO","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ards and North Down","Northern Ireland","30","30","[c]","[c]"
"In post","2022","EO","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Barking & Dagenham and Havering","Outer London - East and North East","420","380","31030","31060"
"In post","2022","EO","Barnet","Outer London - West and North West","480","440","29680","30780"
"In post","2022","EO","Barnsley, Doncaster and Rotherham","South Yorkshire","960","840","28410","27570"
"In post","2022","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","2400","2270","25220","25920"
"In post","2022","EO","Bedford","Bedfordshire and Hertfordshire","280","250","27630","27570"
"In post","2022","EO","Belfast","Northern Ireland","910","860","26850","26820"
"In post","2022","EO","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","770","720","31040","29290"
"In post","2022","EO","Bexley and Greenwich","Outer London - East and North East","550","510","32210","31060"
"In post","2022","EO","Birmingham","West Midlands","3700","3460","27160","27500"
"In post","2022","EO","Blackburn with Darwen","Lancashire","200","180","27580","27570"
"In post","2022","EO","Blackpool","Lancashire","1910","1740","27470","27570"
"In post","2022","EO","Bournemouth, Christchurch and Poole","Dorset and Somerset","320","290","27130","27570"
"In post","2022","EO","Bradford","West Yorkshire","840","750","27200","27570"
"In post","2022","EO","Breckland and South Norfolk","East Anglia","120","110","28640","27570"
"In post","2022","EO","Brent","Outer London - West and North West","280","260","30780","31060"
"In post","2022","EO","Bridgend and Neath Port Talbot","West Wales and The Valleys","290","260","28210","27570"
"In post","2022","EO","Brighton and Hove","Surrey, East and West Sussex","270","240","27660","27570"
"In post","2022","EO","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","1400","1280","26930","27000"
"In post","2022","EO","Bromley","Outer London - South","230","210","31100","31060"
"In post","2022","EO","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","490","460","28850","28350"
"In post","2022","EO","Caithness and Sutherland, and Ross and Cromarty","Highlands and Islands","80","70","30030","28980"
"In post","2022","EO","Calderdale and Kirklees","West Yorkshire","590","530","27380","27570"
"In post","2022","EO","Cambridgeshire CC","East Anglia","740","710","28540","27380"
"In post","2022","EO","Camden and City of London","Inner London - West","450","430","29660","28930"
"In post","2022","EO","Cardiff and Vale of Glamorgan","East Wales","2980","2800","27250","26820"
"In post","2022","EO","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Central Bedfordshire","Bedfordshire and Hertfordshire","130","130","28050","27110"
"In post","2022","EO","Central Hampshire","Hampshire and Isle of Wight","730","690","27440","26670"
"In post","2022","EO","Central Valleys","West Wales and The Valleys","1150","1070","27670","27570"
"In post","2022","EO","Cheshire East","Cheshire","290","270","27380","27570"
"In post","2022","EO","Cheshire West and Chester","Cheshire","180","160","27170","27570"
"In post","2022","EO","Chorley and West Lancashire","Lancashire","300","270","29820","27570"
"In post","2022","EO","City of Edinburgh","Eastern Scotland","2770","2640","29070","27940"
"In post","2022","EO","Clackmannanshire and Fife","Eastern Scotland","530","490","30030","27570"
"In post","2022","EO","Conwy and Denbighshire","West Wales and The Valleys","200","180","27820","27570"
"In post","2022","EO","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","590","540","27320","27570"
"In post","2022","EO","Coventry","West Midlands","540","500","27090","27130"
"In post","2022","EO","Croydon","Outer London - South","2780","2630","29940","29370"
"In post","2022","EO","Darlington","Tees Valley and Durham","220","210","26220","26000"
"In post","2022","EO","Derby","Derbyshire and Nottinghamshire","290","260","27710","27570"
"In post","2022","EO","Devon CC","Devon","1260","1140","27290","27570"
"In post","2022","EO","Dorset","Dorset and Somerset","590","550","27950","27130"
"In post","2022","EO","Dudley","West Midlands","440","390","27360","27570"
"In post","2022","EO","Dumfries and Galloway","Southern Scotland","220","200","31020","30040"
"In post","2022","EO","Durham","Tees Valley and Durham","1310","1190","27670","27130"
"In post","2022","EO","Ealing","Outer London - West and North West","320","300","31120","31060"
"In post","2022","EO","East Ayrshire and North Ayrshire mainland","Southern Scotland","480","450","25890","27570"
"In post","2022","EO","East Cumbria","Cumbria","320","290","25580","25640"
"In post","2022","EO","East Derbyshire","Derbyshire and Nottinghamshire","180","150","27320","27570"
"In post","2022","EO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","560","530","31430","29420"
"In post","2022","EO","East Kent","Kent","2410","2210","27380","27170"
"In post","2022","EO","East Lancashire","Lancashire","240","210","27350","27570"
"In post","2022","EO","East Lothian and Midlothian","Eastern Scotland","80","70","27320","27570"
"In post","2022","EO","East Merseyside","Merseyside","490","440","27600","27570"
"In post","2022","EO","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","610","570","28540","26930"
"In post","2022","EO","East Surrey","Surrey, East and West Sussex","210","200","31950","29320"
"In post","2022","EO","East Sussex CC","Surrey, East and West Sussex","690","620","27460","27570"
"In post","2022","EO","Enfield","Outer London - East and North East","230","210","30980","31060"
"In post","2022","EO","Essex Haven Gateway","Essex","440","410","29040","29290"
"In post","2022","EO","Essex Thames Gateway","Essex","370","330","29660","29290"
"In post","2022","EO","Falkirk","Eastern Scotland","760","690","29860","27570"
"In post","2022","EO","Flintshire and Wrexham","East Wales","680","640","28300","27570"
"In post","2022","EO","Glasgow City","West Central Scotland","3670","3420","27690","27570"
"In post","2022","EO","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","550","490","27500","27570"
"In post","2022","EO","Greater Manchester North East","Greater Manchester","530","500","27660","27570"
"In post","2022","EO","Greater Manchester North West","Greater Manchester","670","600","27480","27570"
"In post","2022","EO","Greater Manchester South East","Greater Manchester","350","320","27350","27570"
"In post","2022","EO","Greater Manchester South West","Greater Manchester","1870","1780","26510","26820"
"In post","2022","EO","Gwent Valleys","West Wales and The Valleys","450","420","27650","27570"
"In post","2022","EO","Gwynedd","West Wales and The Valleys","190","180","27610","27570"
"In post","2022","EO","Hackney and Newham","Inner London - East","1960","1850","31240","31060"
"In post","2022","EO","Haringey and Islington","Inner London - East","500","470","31380","31060"
"In post","2022","EO","Harrow and Hillingdon","Outer London - West and North West","1900","1730","29470","29080"
"In post","2022","EO","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","510","460","28080","27570"
"In post","2022","EO","Heart of Essex","Essex","320","310","29260","29290"
"In post","2022","EO","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","150","140","27910","27570"
"In post","2022","EO","Hertfordshire CC","Bedfordshire and Hertfordshire","900","840","29970","29290"
"In post","2022","EO","Hounslow and Richmond upon Thames","Outer London - West and North West","960","920","30090","29250"
"In post","2022","EO","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","500","450","29160","27570"
"In post","2022","EO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","410","380","29020","27570"
"In post","2022","EO","Isle of Anglesey","West Wales and The Valleys","120","110","26830","27370"
"In post","2022","EO","Isle of Wight","Hampshire and Isle of Wight","210","190","28270","27570"
"In post","2022","EO","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","250","240","32400","31060"
"In post","2022","EO","Kent Thames Gateway","Kent","380","360","30330","29290"
"In post","2022","EO","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","700","620","27460","27570"
"In post","2022","EO","Lambeth","Inner London - East","1110","1070","33300","32260"
"In post","2022","EO","Lancaster and Wyre","Lancashire","370","340","27540","27380"
"In post","2022","EO","Leeds","West Yorkshire","3520","3310","26970","26820"
"In post","2022","EO","Leicester","Leicestershire, Rutland and Northamptonshire","720","660","27360","27570"
"In post","2022","EO","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","580","530","27970","27380"
"In post","2022","EO","Lewisham and Southwark","Inner London - East","530","510","30170","31060"
"In post","2022","EO","Lincolnshire CC","Lincolnshire","750","700","27720","27570"
"In post","2022","EO","Lisburn and Castlereagh","Northern Ireland","130","130","26650","25850"
"In post","2022","EO","Liverpool","Merseyside","3570","3320","26150","26160"
"In post","2022","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","120","120","29530","28980"
"In post","2022","EO","Luton","Bedfordshire and Hertfordshire","300","280","27970","27570"
"In post","2022","EO","Manchester","Greater Manchester","2580","2450","26830","26820"
"In post","2022","EO","Medway","Kent","410","390","30910","29290"
"In post","2022","EO","Merton, Kingston upon Thames and Sutton","Outer London - South","380","360","31910","31060"
"In post","2022","EO","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mid Kent","Kent","270","250","29450","29290"
"In post","2022","EO","Mid Lancashire","Lancashire","1410","1290","27460","27570"
"In post","2022","EO","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","550","520","28590","27570"
"In post","2022","EO","Monmouthshire and Newport","East Wales","1310","1210","25980","24880"
"In post","2022","EO","Na h-Eileanan Siar","Highlands and Islands","40","40","[c]","[c]"
"In post","2022","EO","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
