"Status","Year","Region_ITL2","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northumberland, and Tyne and Wear","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Health and Safety Executive","Female","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Health and Safety Executive","Male","40","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","HM Courts and Tribunals Service","Female","280","240","25530","20970"
"In post","2022","Northumberland, and Tyne and Wear","HM Courts and Tribunals Service","Male","110","110","27120","20970"
"In post","2022","Northumberland, and Tyne and Wear","HM Prison and Probation Service","Female","450","420","28940","28200"
"In post","2022","Northumberland, and Tyne and Wear","HM Prison and Probation Service","Male","150","140","32160","29060"
"In post","2022","Northumberland, and Tyne and Wear","HM Revenue and Customs (excl. agencies)","Female","6110","5210","28800","26590"
"In post","2022","Northumberland, and Tyne and Wear","HM Revenue and Customs (excl. agencies)","Male","4540","4350","31760","26820"
"In post","2022","Northumberland, and Tyne and Wear","Home Office","Female","210","200","28100","25040"
"In post","2022","Northumberland, and Tyne and Wear","Home Office","Male","180","180","28940","25310"
"In post","2022","Northumberland, and Tyne and Wear","Legal Aid Agency","Female","150","130","26000","25120"
"In post","2022","Northumberland, and Tyne and Wear","Legal Aid Agency","Male","100","100","25900","25120"
"In post","2022","Northumberland, and Tyne and Wear","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Ministry of Defence (excl. agencies)","Female","90","80","24410","21830"
"In post","2022","Northumberland, and Tyne and Wear","Ministry of Defence (excl. agencies)","Male","110","110","26620","21170"
"In post","2022","Northumberland, and Tyne and Wear","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Ministry of Justice (excl. agencies)","Male","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","National Crime Agency","Female","40","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","National Crime Agency","Male","60","60","39260","36410"
"In post","2022","Northumberland, and Tyne and Wear","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Rural Payments Agency","Female","240","220","26790","24920"
"In post","2022","Northumberland, and Tyne and Wear","Rural Payments Agency","Male","210","200","25090","21300"
"In post","2022","Northumberland, and Tyne and Wear","The Insolvency Service","Female","40","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","UK Health Security Agency","Female","60","60","43170","39030"
"In post","2022","Northumberland, and Tyne and Wear","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Valuation Office Agency","Female","100","90","35490","32890"
"In post","2022","Northumberland, and Tyne and Wear","Valuation Office Agency","Male","100","90","35620","31900"
"In post","2022","Outer London - East and North East","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Work and Pensions (excl. agencies)","Female","1330","1170","30160","31060"
"In post","2022","Outer London - East and North East","Department for Work and Pensions (excl. agencies)","Male","650","630","30510","31060"
"In post","2022","Outer London - East and North East","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Driver and Vehicle Standards Agency","Female","30","30","[c]","[c]"
"In post","2022","Outer London - East and North East","Driver and Vehicle Standards Agency","Male","110","100","31840","30780"
"In post","2022","Outer London - East and North East","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","HM Courts and Tribunals Service","Female","190","160","27020","23770"
"In post","2022","Outer London - East and North East","HM Courts and Tribunals Service","Male","70","60","26870","23720"
"In post","2022","Outer London - East and North East","HM Prison and Probation Service","Female","740","710","31080","29400"
"In post","2022","Outer London - East and North East","HM Prison and Probation Service","Male","670","650","34180","33490"
"In post","2022","Outer London - East and North East","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Ministry of Defence (excl. agencies)","Female","50","50","31890","24840"
"In post","2022","Outer London - East and North East","Ministry of Defence (excl. agencies)","Male","70","70","34120","33950"
"In post","2022","Outer London - East and North East","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department for Education (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2022","Outer London - South","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department for Work and Pensions (excl. agencies)","Female","580","540","30890","31060"
"In post","2022","Outer London - South","Department for Work and Pensions (excl. agencies)","Male","250","240","31220","31060"
"In post","2022","Outer London - South","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Driver and Vehicle Standards Agency","Male","50","50","[c]","[c]"
"In post","2022","Outer London - South","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","HM Courts and Tribunals Service","Female","330","300","28580","23720"
"In post","2022","Outer London - South","HM Courts and Tribunals Service","Male","120","120","27680","23720"
"In post","2022","Outer London - South","HM Land Registry","Female","220","200","40260","37290"
"In post","2022","Outer London - South","HM Land Registry","Male","190","180","42800","37290"
"In post","2022","Outer London - South","HM Prison and Probation Service","Female","690","660","35340","31740"
"In post","2022","Outer London - South","HM Prison and Probation Service","Male","300","290","39800","33900"
"In post","2022","Outer London - South","HM Revenue and Customs (excl. agencies)","Female","1320","1230","41240","37930"
"In post","2022","Outer London - South","HM Revenue and Customs (excl. agencies)","Male","1470","1420","43730","37930"
"In post","2022","Outer London - South","Home Office","Female","3170","2940","37400","35050"
"In post","2022","Outer London - South","Home Office","Male","2430","2400","41220","35290"
"In post","2022","Outer London - South","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Ministry of Justice (excl. agencies)","Female","50","50","[c]","[c]"
"In post","2022","Outer London - South","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","National Crime Agency","Male","70","70","42550","40620"
"In post","2022","Outer London - South","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","The Insolvency Service","Female","40","30","[c]","[c]"
"In post","2022","Outer London - South","The Insolvency Service","Male","30","30","[c]","[c]"
"In post","2022","Outer London - South","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Valuation Office Agency","Female","110","100","37890","34720"
"In post","2022","Outer London - South","Valuation Office Agency","Male","110","100","38960","34720"
"In post","2022","Outer London - South","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Animal and Plant Health Agency","Female","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Animal and Plant Health Agency","Male","50","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Defence Equipment and Support","Female","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Defence Equipment and Support","Male","130","130","23680","20700"
"In post","2022","Outer London - West and North West","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","60","60","43320","40310"
"In post","2022","Outer London - West and North West","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Work and Pensions (excl. agencies)","Female","1100","990","30840","31060"
"In post","2022","Outer London - West and North West","Department for Work and Pensions (excl. agencies)","Male","510","490","31180","31060"
"In post","2022","Outer London - West and North West","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Driver and Vehicle Standards Agency","Male","100","100","33010","30780"
"In post","2022","Outer London - West and North West","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","HM Courts and Tribunals Service","Female","300","270","27490","23770"
"In post","2022","Outer London - West and North West","HM Courts and Tribunals Service","Male","110","110","27810","23720"
"In post","2022","Outer London - West and North West","HM Prison and Probation Service","Female","610","580","32570","31390"
"In post","2022","Outer London - West and North West","HM Prison and Probation Service","Male","520","500","34440","33890"
"In post","2022","Outer London - West and North West","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Home Office","Female","1380","1240","31600","29080"
"In post","2022","Outer London - West and North West","Home Office","Male","1560","1470","32620","29080"
"In post","2022","Outer London - West and North West","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Ministry of Defence (excl. agencies)","Female","200","180","31190","29250"
"In post","2022","Outer London - West and North West","Ministry of Defence (excl. agencies)","Male","290","280","33680","29250"
"In post","2022","Outer London - West and North West","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","The National Archives","Female","300","290","35390","33910"
"In post","2022","Outer London - West and North West","The National Archives","Male","270","260","36030","32070"
"In post","2022","Outer London - West and North West","UK Health Security Agency","Female","780","720","41130","35300"
"In post","2022","Outer London - West and North West","UK Health Security Agency","Male","390","360","46470","40070"
"In post","2022","Outer London - West and North West","Valuation Office Agency","Female","70","60","35540","30620"
"In post","2022","Outer London - West and North West","Valuation Office Agency","Male","80","80","38920","34630"
"In post","2022","Overseas","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Defence Equipment and Support","Male","60","60","42710","41450"
"In post","2022","Overseas","Department for International Trade","Female","50","50","54900","53750"
"In post","2022","Overseas","Department for International Trade","Male","120","120","55570","53410"
"In post","2022","Overseas","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","FCDO Services","Male","120","120","40500","40330"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","Female","920","920","52390","53470"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","Male","1160","1160","52510","53610"
"In post","2022","Overseas","Home Office","Female","130","120","31050","27370"
"In post","2022","Overseas","Home Office","Male","180","180","30120","27370"
"In post","2022","Overseas","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence (excl. agencies)","Female","320","320","41740","40120"
"In post","2022","Overseas","Ministry of Defence (excl. agencies)","Male","370","370","42800","40580"
"In post","2022","Overseas","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","National Crime Agency","Male","110","110","63790","61330"
"In post","2022","Overseas","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Animal and Plant Health Agency","Female","70","60","27390","24920"
"In post","2022","Shropshire and Staffordshire","Animal and Plant Health Agency","Male","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Crown Prosecution Service","Female","50","50","41210","38470"
"In post","2022","Shropshire and Staffordshire","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Defence Electronics and Components Agency","Male","50","50","26230","26210"
"In post","2022","Shropshire and Staffordshire","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Defence Equipment and Support","Male","40","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Work and Pensions (excl. agencies)","Female","990","840","26700","27570"
"In post","2022","Shropshire and Staffordshire","Department for Work and Pensions (excl. agencies)","Male","470","440","27060","27570"
"In post","2022","Shropshire and Staffordshire","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","Female","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","Male","150","140","29200","26830"
"In post","2022","Shropshire and Staffordshire","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","HM Courts and Tribunals Service","Female","480","430","23760","20970"
"In post","2022","Shropshire and Staffordshire","HM Courts and Tribunals Service","Male","160","160","22800","20970"
"In post","2022","Shropshire and Staffordshire","HM Land Registry","Female","220","200","29110","27130"
"In post","2022","Shropshire and Staffordshire","HM Land Registry","Male","130","120","29700","27130"
"In post","2022","Shropshire and Staffordshire","HM Prison and Probation Service","Female","1420","1320","28560","25700"
"In post","2022","Shropshire and Staffordshire","HM Prison and Probation Service","Male","1410","1340","30310","28200"
"In post","2022","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","Female","430","390","39300","40180"
"In post","2022","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","Male","380","370","44840","40520"
"In post","2022","Shropshire and Staffordshire","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","Female","890","840","32800","29670"
"In post","2022","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","Male","860","850","33280","29930"
"In post","2022","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","Female","120","120","28870","25120"
