"Status","Year","Region_ITL3","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cambridgeshire CC","East of England","Department for Environment, Food and Rural Affairs","110","100","29830","26580"
"In post","2022","Cambridgeshire CC","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","East of England","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"In post","2022","Cambridgeshire CC","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","East of England","Department for Work and Pensions","210","200","28520","27570"
"In post","2022","Cambridgeshire CC","East of England","Department of Health and Social Care","230","220","41320","32900"
"In post","2022","Cambridgeshire CC","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","East of England","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2022","Cambridgeshire CC","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","East of England","Ministry of Defence","1340","1300","35390","33300"
"In post","2022","Cambridgeshire CC","East of England","Ministry of Justice","1340","1260","29740","28710"
"In post","2022","Cambridgeshire CC","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","London","Cabinet Office","70","70","56280","54700"
"In post","2022","Camden and City of London","London","Chancellor's other departments","210","200","65470","57250"
"In post","2022","Camden and City of London","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","London","Department for Work and Pensions","100","90","31180","31060"
"In post","2022","Camden and City of London","London","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","London","HM Treasury","160","160","56820","52360"
"In post","2022","Camden and City of London","London","Home Office","300","280","35750","31520"
"In post","2022","Camden and City of London","London","Ministry of Defence","140","140","35870","33680"
"In post","2022","Camden and City of London","London","Ministry of Justice","1000","960","29550","24310"
"In post","2022","Camden and City of London","London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","London","Water Services Regulation Authority","80","80","65430","63240"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Attorney General's Departments","230","210","40350","38180"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Cabinet Office","50","50","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department for Business, Energy and Industrial Strategy","1320","1230","31280","27070"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department for Environment, Food and Rural Affairs","100","100","29360","24920"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department for Transport","60","60","32700","26780"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department for Work and Pensions","480","440","30530","27570"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Estyn","70","60","49520","38160"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Food Standards Agency","60","50","41390","37350"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","HM Revenue and Customs","4490","4200","30350","26820"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Home Office","390","370","29520","25690"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Ministry of Defence","260","250","26760","22750"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Ministry of Justice","1260","1190","30360","25700"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","Welsh Government","3050","2890","44310","38160"
"In post","2022","Causeway Coast and Glens","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Northern Ireland","Ministry of Defence","70","70","20940","20560"
"In post","2022","Central Bedfordshire","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","Ministry of Defence","360","350","31020","28670"
"In post","2022","Central Bedfordshire","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","East of England","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Cabinet Office","40","40","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Department for Environment, Food and Rural Affairs","50","50","32660","29180"
"In post","2022","Central Hampshire","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Department for Work and Pensions","120","110","27270","27570"
"In post","2022","Central Hampshire","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","South East (England)","Ministry of Defence","3580","3460","37710","35480"
"In post","2022","Central Hampshire","South East (England)","Ministry of Justice","400","380","30680","30210"
"In post","2022","Central Hampshire","South East (England)","National Crime Agency","70","70","37950","36410"
"In post","2022","Central Hampshire","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Department for Work and Pensions","1520","1380","26500","27570"
"In post","2022","Central Valleys","Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Ministry of Justice","200","190","29160","26310"
"In post","2022","Central Valleys","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Wales","Welsh Government","900","860","41670","38160"
"In post","2022","Cheshire East","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Department for Environment, Food and Rural Affairs","220","210","31730","26520"
"In post","2022","Cheshire East","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Department for Work and Pensions","180","160","30040","27570"
"In post","2022","Cheshire East","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Ministry of Defence","360","330","27850","22330"
"In post","2022","Cheshire East","North West (England)","Ministry of Justice","420","390","29640","27120"
"In post","2022","Cheshire East","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Work and Pensions","240","220","25710","27570"
"In post","2022","Cheshire West and Chester","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Ministry of Justice","200","180","27880","25120"
"In post","2022","Cheshire West and Chester","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Work and Pensions","110","100","27770","27570"
"In post","2022","Chorley and West Lancashire","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Ministry of Justice","1220","1130","29520","27120"
"In post","2022","Chorley and West Lancashire","North West (England)","National Crime Agency","70","70","37480","36410"
"In post","2022","Chorley and West Lancashire","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Competition and Markets Authority","50","50","58200","55860"
"In post","2022","City of Edinburgh","Scotland","Department for Business, Energy and Industrial Strategy","160","150","30270","24500"
"In post","2022","City of Edinburgh","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Work and Pensions","330","300","29540","27570"
"In post","2022","City of Edinburgh","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","HM Revenue and Customs","2310","2190","30430","26820"
"In post","2022","City of Edinburgh","Scotland","Home Office","200","180","28290","25310"
"In post","2022","City of Edinburgh","Scotland","Ministry of Defence","220","210","28250","22330"
"In post","2022","City of Edinburgh","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Office of the Secretary of State for Scotland","80","80","48520","49860"
"In post","2022","City of Edinburgh","Scotland","Scottish Government","10180","9750","41480","36360"
"In post","2022","City of Edinburgh","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Department for Work and Pensions","330","290","26630","27570"
"In post","2022","Clackmannanshire and Fife","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Ministry of Defence","400","380","33090","33000"
"In post","2022","Clackmannanshire and Fife","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Scottish Government","590","550","31570","30450"
"In post","2022","Conwy and Denbighshire","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Work and Pensions","150","130","27490","27570"
"In post","2022","Conwy and Denbighshire","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Ministry of Justice","120","110","28780","25440"
"In post","2022","Conwy and Denbighshire","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Welsh Government","430","400","39990","38160"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Environment, Food and Rural Affairs","110","100","33190","30220"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Transport","60","60","30150","26840"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Work and Pensions","860","770","25650","27570"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Ministry of Defence","440","420","26050","22200"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Ministry of Justice","170","150","28160","24800"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Department for Education","1380","1340","40280","36570"
"In post","2022","Coventry","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Department for Work and Pensions","390","350","25700","27570"
"In post","2022","Coventry","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","HM Land Registry","270","240","31320","27130"
"In post","2022","Coventry","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Ministry of Justice","150","130","28320","24800"
"In post","2022","Coventry","West Midlands (England)","National Crime Agency","40","30","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Office of Qualifications and Examinations Regulation","280","270","44370","40190"
"In post","2022","Croydon","London","Attorney General's Departments","60","50","36280","31180"
"In post","2022","Croydon","London","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Department for Business, Energy and Industrial Strategy","70","60","34210","28010"
"In post","2022","Croydon","London","Department for Education","50","50","45090","40230"
"In post","2022","Croydon","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Department for Work and Pensions","260","250","30760","31060"
"In post","2022","Croydon","London","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","HM Land Registry","410","390","41440","37290"
"In post","2022","Croydon","London","HM Revenue and Customs","3000","2850","42270","37930"
"In post","2022","Croydon","London","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Home Office","5600","5330","39040","35070"
"In post","2022","Croydon","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Ministry of Justice","1040","1010","36620","31740"
"In post","2022","Croydon","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Education","810","780","38130","36500"
"In post","2022","Darlington","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for International Trade","30","30","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Transport","40","30","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Work and Pensions","90","80","26810","27570"
"In post","2022","Darlington","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","HM Treasury","120","110","42240","34550"
"In post","2022","Darlington","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Ministry of Justice","130","130","27760","23170"
"In post","2022","Darlington","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Department for Transport","60","60","41220","29080"
"In post","2022","Derby","East Midlands (England)","Department for Work and Pensions","630","550","24300","21260"
"In post","2022","Derby","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Ministry of Defence","60","60","36030","39070"
"In post","2022","Derby","East Midlands (England)","Ministry of Justice","350","310","27500","24800"
"In post","2022","Derby","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Northern Ireland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Attorney General's Departments","110","100","39890","38000"
"In post","2022","Devon CC","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Business, Energy and Industrial Strategy","1810","1720","40230","39650"
"In post","2022","Devon CC","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Environment, Food and Rural Affairs","560","520","30340","25880"
"In post","2022","Devon CC","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Transport","50","40","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Work and Pensions","1280","1080","25600","27570"
"In post","2022","Devon CC","South West (England)","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","HM Revenue and Customs","60","60","38320","34000"
"In post","2022","Devon CC","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Ministry of Defence","380","360","25360","22330"
"In post","2022","Devon CC","South West (England)","Ministry of Justice","1230","1140","28820","26310"
"In post","2022","Devon CC","South West (England)","National Crime Agency","50","50","38630","36410"
"In post","2022","Devon CC","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Environment, Food and Rural Affairs","160","160","34080","30220"
"In post","2022","Dorset","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Work and Pensions","90","80","27720","27570"
"In post","2022","Dorset","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","HM Land Registry","290","260","29700","27130"
"In post","2022","Dorset","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Ministry of Defence","610","590","29280","26670"
"In post","2022","Dorset","South West (England)","Ministry of Justice","990","930","28860","27260"
"In post","2022","Dorset","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
