"Status","Year","Region_ITL3","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Brent","AA/AO","London","160","140","23490","23500"
"In post","2021","Brent","EO","London","270","260","30670","31060"
"In post","2021","Brent","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","SEO/HEO","London","90","90","40700","37380"
"In post","2021","Brent","Unknown","London","60","60","32640","29210"
"In post","2021","Bridgend and Neath Port Talbot","AA/AO","Wales","270","230","20500","21010"
"In post","2021","Bridgend and Neath Port Talbot","EO","Wales","290","260","27980","27570"
"In post","2021","Bridgend and Neath Port Talbot","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","SEO/HEO","Wales","80","80","36560","34290"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Wales","60","60","33630","31420"
"In post","2021","Brighton and Hove","AA/AO","South East (England)","160","140","20510","20650"
"In post","2021","Brighton and Hove","EO","South East (England)","270","240","27590","27570"
"In post","2021","Brighton and Hove","G6/G7","South East (England)","70","60","59430","60350"
"In post","2021","Brighton and Hove","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","South East (England)","70","70","36430","35290"
"In post","2021","Brighton and Hove","Unknown","South East (England)","90","80","28790","25340"
"In post","2021","Bristol, City of","AA/AO","South West (England)","1330","1220","21520","21010"
"In post","2021","Bristol, City of","EO","South West (England)","1430","1310","26650","27250"
"In post","2021","Bristol, City of","G6/G7","South West (England)","1430","1340","56600","53830"
"In post","2021","Bristol, City of","SCS","South West (England)","90","80","92100","84000"
"In post","2021","Bristol, City of","SEO/HEO","South West (England)","2170","2040","35400","34390"
"In post","2021","Bristol, City of","Unknown","South West (England)","160","150","28840","28200"
"In post","2021","Bromley","AA/AO","London","140","130","22290","22120"
"In post","2021","Bromley","EO","London","240","220","31060","31060"
"In post","2021","Bromley","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","SEO/HEO","London","50","50","39600","38450"
"In post","2021","Bromley","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","South East (England)","570","540","25280","23130"
"In post","2021","Buckinghamshire CC","EO","South East (England)","490","470","28760","28350"
"In post","2021","Buckinghamshire CC","G6/G7","South East (England)","70","70","64150","59540"
"In post","2021","Buckinghamshire CC","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","South East (England)","450","430","38730","36800"
"In post","2021","Buckinghamshire CC","Unknown","South East (England)","90","90","29700","31310"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","Scotland","80","70","23780","22920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","Scotland","90","90","29660","28120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Scotland","30","30","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","AA/AO","Yorkshire and The Humber","230","190","20570","21010"
"In post","2021","Calderdale and Kirklees","EO","Yorkshire and The Humber","610","550","27310","27570"
"In post","2021","Calderdale and Kirklees","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","Yorkshire and The Humber","90","80","34150","32850"
"In post","2021","Calderdale and Kirklees","Unknown","Yorkshire and The Humber","110","100","28530","28200"
"In post","2021","Cambridgeshire CC","AA/AO","East of England","1140","1060","25360","23490"
"In post","2021","Cambridgeshire CC","EO","East of England","710","670","27980","27570"
"In post","2021","Cambridgeshire CC","G6/G7","East of England","310","290","60520","57110"
"In post","2021","Cambridgeshire CC","SCS","East of England","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","East of England","1080","1040","37200","35480"
"In post","2021","Cambridgeshire CC","Unknown","East of England","100","90","30530","30210"
"In post","2021","Camden and City of London","AA/AO","London","860","810","23580","23270"
"In post","2021","Camden and City of London","EO","London","930","880","29720","29570"
"In post","2021","Camden and City of London","G6/G7","London","600","570","67710","60070"
"In post","2021","Camden and City of London","SCS","London","40","40","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","London","1190","1160","38710","36750"
"In post","2021","Camden and City of London","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Wales","3400","3050","21330","20880"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Wales","3320","3110","26860","26930"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Wales","1350","1290","59620","60830"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Wales","190","180","90280","82200"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Wales","3520","3350","36750","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Wales","290","270","31110","30210"
"In post","2021","Causeway Coast and Glens","AA/AO","Northern Ireland","70","70","20410","20310"
"In post","2021","Causeway Coast and Glens","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","East of England","140","140","20780","20920"
"In post","2021","Central Bedfordshire","EO","East of England","130","120","28060","27390"
"In post","2021","Central Bedfordshire","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","East of England","140","140","37110","36300"
"In post","2021","Central Bedfordshire","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","South East (England)","810","780","23220","20920"
"In post","2021","Central Hampshire","EO","South East (England)","720","680","27210","26670"
"In post","2021","Central Hampshire","G6/G7","South East (England)","950","910","53350","53500"
"In post","2021","Central Hampshire","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SEO/HEO","South East (England)","1650","1600","35810","35390"
"In post","2021","Central Hampshire","Unknown","South East (England)","40","40","[c]","[c]"
"In post","2021","Central Valleys","AA/AO","Wales","360","320","21620","21010"
"In post","2021","Central Valleys","EO","Wales","550","500","27760","27570"
"In post","2021","Central Valleys","G6/G7","Wales","170","170","62270","60830"
"In post","2021","Central Valleys","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","SEO/HEO","Wales","520","500","40030","37410"
"In post","2021","Central Valleys","Unknown","Wales","90","80","29500","28750"
"In post","2021","Cheshire East","AA/AO","North West (England)","290","260","23870","21710"
"In post","2021","Cheshire East","EO","North West (England)","240","220","27510","27570"
"In post","2021","Cheshire East","G6/G7","North West (England)","40","40","[c]","[c]"
"In post","2021","Cheshire East","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","SEO/HEO","North West (England)","130","120","38860","37410"
"In post","2021","Cheshire East","Unknown","North West (England)","50","50","29630","30150"
"In post","2021","Cheshire West and Chester","AA/AO","North West (England)","160","150","20670","21010"
"In post","2021","Cheshire West and Chester","EO","North West (England)","180","160","27190","27570"
"In post","2021","Cheshire West and Chester","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","SEO/HEO","North West (England)","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","North West (England)","80","70","28740","28200"
"In post","2021","Chorley and West Lancashire","AA/AO","North West (England)","730","670","25550","25300"
"In post","2021","Chorley and West Lancashire","EO","North West (England)","320","290","29650","27570"
"In post","2021","Chorley and West Lancashire","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SEO/HEO","North West (England)","210","200","39500","38160"
"In post","2021","Chorley and West Lancashire","Unknown","North West (England)","50","50","32280","33360"
"In post","2021","City of Edinburgh","AA/AO","Scotland","3150","2980","22180","21480"
"In post","2021","City of Edinburgh","EO","Scotland","2630","2500","28470","28130"
"In post","2021","City of Edinburgh","G6/G7","Scotland","2290","2190","61730","61010"
"In post","2021","City of Edinburgh","SCS","Scotland","210","200","90920","83230"
"In post","2021","City of Edinburgh","SEO/HEO","Scotland","4520","4320","38400","37580"
"In post","2021","City of Edinburgh","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","AA/AO","Scotland","470","430","22350","21010"
"In post","2021","Clackmannanshire and Fife","EO","Scotland","550","510","29470","27570"
"In post","2021","Clackmannanshire and Fife","G6/G7","Scotland","40","40","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SEO/HEO","Scotland","260","250","38090","37730"
"In post","2021","Clackmannanshire and Fife","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","AA/AO","Wales","130","110","22020","23250"
"In post","2021","Conwy and Denbighshire","EO","Wales","170","160","27720","27570"
"In post","2021","Conwy and Denbighshire","G6/G7","Wales","70","70","61550","60830"
"In post","2021","Conwy and Denbighshire","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","SEO/HEO","Wales","240","230","40300","37410"
"In post","2021","Conwy and Denbighshire","Unknown","Wales","70","70","30100","28200"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","South West (England)","710","640","20860","21010"
"In post","2021","Cornwall and Isles of Scilly","EO","South West (England)","620","570","27220","27570"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","South West (England)","50","40","58500","54990"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","South West (England)","210","200","35630","34160"
"In post","2021","Cornwall and Isles of Scilly","Unknown","South West (England)","50","40","29330","28200"
"In post","2021","Coventry","AA/AO","West Midlands (England)","290","260","20920","21010"
"In post","2021","Coventry","EO","West Midlands (England)","580","540","27010","27130"
"In post","2021","Coventry","G6/G7","West Midlands (England)","540","530","54700","50630"
"In post","2021","Coventry","SCS","West Midlands (England)","50","50","90900","85180"
"In post","2021","Coventry","SEO/HEO","West Midlands (England)","900","860","35060","36370"
"In post","2021","Coventry","Unknown","West Midlands (England)","60","60","29850","30210"
"In post","2021","Croydon","AA/AO","London","1740","1580","24510","25630"
"In post","2021","Croydon","EO","London","2600","2450","29660","29370"
"In post","2021","Croydon","G6/G7","London","1590","1540","63460","61000"
"In post","2021","Croydon","SCS","London","80","70","91460","82690"
"In post","2021","Croydon","SEO/HEO","London","3520","3400","39250","37380"
"In post","2021","Croydon","Unknown","London","100","90","35410","34100"
"In post","2021","Darlington","AA/AO","North East (England)","100","90","21000","21000"
"In post","2021","Darlington","EO","North East (England)","190","170","26370","26000"
"In post","2021","Darlington","G6/G7","North East (England)","190","190","54080","50630"
"In post","2021","Darlington","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","SEO/HEO","North East (England)","430","410","34540","36500"
"In post","2021","Darlington","Unknown","North East (England)","50","50","[c]","[c]"
"In post","2021","Derby","AA/AO","East Midlands (England)","490","420","21470","21010"
"In post","2021","Derby","EO","East Midlands (England)","300","270","27480","27570"
"In post","2021","Derby","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SEO/HEO","East Midlands (England)","60","50","35330","34290"
"In post","2021","Derby","Unknown","East Midlands (England)","140","130","30130","29930"
"In post","2021","Derry City and Strabane","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","AA/AO","South West (England)","1950","1720","22200","21010"
"In post","2021","Devon CC","EO","South West (England)","1330","1210","26930","27570"
"In post","2021","Devon CC","G6/G7","South West (England)","680","640","53650","49960"
"In post","2021","Devon CC","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","SEO/HEO","South West (England)","1520","1440","37130","37420"
"In post","2021","Devon CC","Unknown","South West (England)","80","80","32470","31420"
"In post","2021","Dorset CC","AA/AO","South West (England)","990","940","23860","22350"
"In post","2021","Dorset CC","EO","South West (England)","560","520","28090","27130"
"In post","2021","Dorset CC","G6/G7","South West (England)","60","60","61970","60520"
"In post","2021","Dorset CC","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","SEO/HEO","South West (England)","460","440","37100","35950"
"In post","2021","Dorset CC","Unknown","South West (England)","60","50","28640","30210"
"In post","2021","Dudley","AA/AO","West Midlands (England)","530","440","20750","21010"
"In post","2021","Dudley","EO","West Midlands (England)","480","420","27300","27570"
"In post","2021","Dudley","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","SEO/HEO","West Midlands (England)","80","70","34500","34290"
"In post","2021","Dudley","Unknown","West Midlands (England)","50","50","29550","28200"
"In post","2021","Dumfries and Galloway","AA/AO","Scotland","250","230","23780","22920"
"In post","2021","Dumfries and Galloway","EO","Scotland","220","200","30370","29190"
"In post","2021","Dumfries and Galloway","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","SEO/HEO","Scotland","90","80","38720","37530"
"In post","2021","Durham CC","AA/AO","North East (England)","3340","2940","23210","21430"
"In post","2021","Durham CC","EO","North East (England)","1250","1130","27690","27130"
"In post","2021","Durham CC","G6/G7","North East (England)","110","100","59670","56750"
"In post","2021","Durham CC","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","SEO/HEO","North East (England)","750","710","37130","36410"
"In post","2021","Durham CC","Unknown","North East (England)","140","130","30430","30880"
"In post","2021","Ealing","AA/AO","London","70","60","24880","25110"
"In post","2021","Ealing","EO","London","350","330","31200","31060"
"In post","2021","Ealing","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","SEO/HEO","London","50","40","[c]","[c]"
"In post","2021","Ealing","Unknown","London","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","AA/AO","Scotland","300","250","21870","21010"
"In post","2021","East Ayrshire and North Ayrshire mainland","EO","Scotland","470","430","25690","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","SEO/HEO","Scotland","170","170","34410","33180"
"In post","2021","East Cumbria","AA/AO","North West (England)","340","310","21450","21050"
"In post","2021","East Cumbria","EO","North West (England)","300","280","25240","25740"
"In post","2021","East Cumbria","G6/G7","North West (England)","60","50","53310","51470"
"In post","2021","East Cumbria","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","SEO/HEO","North West (England)","180","170","34470","33300"
"In post","2021","East Cumbria","Unknown","North West (England)","60","50","29900","28200"
"In post","2021","East Derbyshire","AA/AO","East Midlands (England)","100","90","20350","20300"
"In post","2021","East Derbyshire","EO","East Midlands (England)","200","180","27320","27570"
"In post","2021","East Derbyshire","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","SEO/HEO","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","Scotland","1370","1300","26510","22430"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","Scotland","620","590","30790","28210"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","Scotland","50","40","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","Scotland","320","310","40440","39500"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Scotland","70","70","39680","41960"
"In post","2021","East Kent","AA/AO","South East (England)","1010","930","22620","21440"
"In post","2021","East Kent","EO","South East (England)","2380","2150","27420","27370"
"In post","2021","East Kent","G6/G7","South East (England)","100","100","56720","52580"
"In post","2021","East Kent","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","SEO/HEO","South East (England)","630","610","34730","33370"
"In post","2021","East Kent","Unknown","South East (England)","110","100","28990","25620"
"In post","2021","East Lancashire","AA/AO","North West (England)","160","130","20320","21010"
"In post","2021","East Lancashire","EO","North West (England)","210","190","27280","27570"
"In post","2021","East Lancashire","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","SEO/HEO","North West (England)","30","30","[c]","[c]"
"In post","2021","East Lancashire","Unknown","North West (England)","80","70","28160","27090"
"In post","2021","East Lothian and Midlothian","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","EO","Scotland","80","70","27370","27570"
"In post","2021","East Lothian and Midlothian","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","AA/AO","North West (England)","280","240","20690","20320"
"In post","2021","East Merseyside","EO","North West (England)","520","460","27490","27570"
"In post","2021","East Merseyside","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","SEO/HEO","North West (England)","110","100","35170","34240"
"In post","2021","East Merseyside","Unknown","North West (England)","100","90","29510","28200"
"In post","2021","East Riding of Yorkshire","AA/AO","Yorkshire and The Humber","1000","930","25270","24440"
"In post","2021","East Riding of Yorkshire","EO","Yorkshire and The Humber","600","580","28510","27160"
"In post","2021","East Riding of Yorkshire","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","SEO/HEO","Yorkshire and The Humber","220","220","39380","37270"
"In post","2021","East Riding of Yorkshire","Unknown","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","East Surrey","AA/AO","South East (England)","550","520","30380","33050"
"In post","2021","East Surrey","EO","South East (England)","230","210","31570","29290"
"In post","2021","East Surrey","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","SEO/HEO","South East (England)","150","140","42440","41500"
"In post","2021","East Surrey","Unknown","South East (England)","40","40","[c]","[c]"
"In post","2021","East Sussex CC","AA/AO","South East (England)","930","820","22480","21010"
"In post","2021","East Sussex CC","EO","South East (England)","740","670","27360","27570"
"In post","2021","East Sussex CC","G6/G7","South East (England)","40","40","[c]","[c]"
"In post","2021","East Sussex CC","SEO/HEO","South East (England)","220","210","36210","34170"
"In post","2021","East Sussex CC","Unknown","South East (England)","60","60","29820","30210"
"In post","2021","Enfield","AA/AO","London","70","60","23160","23130"
"In post","2021","Enfield","EO","London","250","230","30950","31060"
"In post","2021","Enfield","SEO/HEO","London","[c]","[c]","[c]","[c]"
