"Status","Year","Function_of_post","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","London","HM Revenue and Customs","200","190","49590","41950"
"In post","2021","Human Resources","London","HM Treasury","70","60","48960","52500"
"In post","2021","Human Resources","London","Ministry of Defence","270","270","47350","44500"
"In post","2021","Human Resources","London","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Ministry of Justice","350","340","46340","41070"
"In post","2021","Human Resources","London","National Crime Agency","50","50","47620","42630"
"In post","2021","Human Resources","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Human Resources","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Cabinet Office","340","320","26930","23850"
"In post","2021","Human Resources","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","HM Revenue and Customs","190","170","28670","25560"
"In post","2021","Human Resources","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Cabinet Office","110","100","38400","37300"
"In post","2021","Human Resources","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Department for Work and Pensions","80","70","37380","31710"
"In post","2021","Human Resources","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","HM Revenue and Customs","450","420","34360","31810"
"In post","2021","Human Resources","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Ministry of Defence","360","320","25940","22080"
"In post","2021","Human Resources","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Ministry of Justice","80","80","37920","33290"
"In post","2021","Human Resources","North West (England)","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Foreign, Commonwealth and Development Office","70","70","38250","33930"
"In post","2021","Human Resources","Scotland","HM Revenue and Customs","200","180","29200","25560"
"In post","2021","Human Resources","Scotland","Ministry of Defence","450","420","24280","21580"
"In post","2021","Human Resources","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Scottish Government","310","290","34150","33650"
"In post","2021","Human Resources","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Department for Transport","40","40","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2021","Human Resources","South East (England)","HM Revenue and Customs","100","80","27220","25560"
"In post","2021","Human Resources","South East (England)","Ministry of Defence","210","200","31780","26670"
"In post","2021","Human Resources","South East (England)","Ministry of Justice","80","80","43030","43250"
"In post","2021","Human Resources","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","United Kingdom Statistics Authority","60","50","37960","36030"
"In post","2021","Human Resources","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Department for Business, Energy and Industrial Strategy","70","70","38880","33690"
"In post","2021","Human Resources","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Department for Environment, Food and Rural Affairs","70","60","38580","36970"
"In post","2021","Human Resources","South West (England)","Department for Transport","40","40","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Ministry of Defence","720","660","34970","31700"
"In post","2021","Human Resources","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Ministry of Justice","60","50","41630","43250"
"In post","2021","Human Resources","South West (England)","National Crime Agency","60","60","31090","28840"
"In post","2021","Human Resources","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Department for Business, Energy and Industrial Strategy","160","150","35180","30450"
"In post","2021","Human Resources","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Department for Transport","200","190","33080","31380"
"In post","2021","Human Resources","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","ESTYN","[c]","[c]","[c]","[c]"
