"Status","Year","Ethnicity","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","London","70","70","32640","33120"
"Leaver CS","2022","Undeclared","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Wales","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","London","90","80","44950","44820"
"Leaver CS","2022","Undeclared","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","London","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","London","90","80","48200","43700"
"Leaver CS","2022","Undeclared","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","South East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","London","70","60","39930","35340"
"Leaver CS","2022","Undeclared","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","South East (England)","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","South West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Yorkshire and The Humber","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","London","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","South East (England)","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","East Midlands (England)","170","160","22050","20970"
"Leaver CS","2022","Unknown","20-29","East of England","120","110","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","London","1030","880","29660","28500"
"Leaver CS","2022","Unknown","20-29","North East (England)","170","160","24630","21300"
"Leaver CS","2022","Unknown","20-29","North West (England)","300","290","23660","21260"
"Leaver CS","2022","Unknown","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Scotland","280","270","25430","23780"
"Leaver CS","2022","Unknown","20-29","South East (England)","270","260","23120","21680"
"Leaver CS","2022","Unknown","20-29","South West (England)","250","240","23180","21130"
"Leaver CS","2022","Unknown","20-29","Unknown","190","160","26370","21840"
"Leaver CS","2022","Unknown","20-29","Wales","120","120","24010","21680"
"Leaver CS","2022","Unknown","20-29","West Midlands (England)","220","220","22930","21050"
"Leaver CS","2022","Unknown","20-29","Yorkshire and The Humber","260","230","23770","21260"
"Leaver CS","2022","Unknown","30-39","East Midlands (England)","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","East of England","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","London","520","430","43430","40250"
"Leaver CS","2022","Unknown","30-39","North East (England)","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","North West (England)","180","170","28740","27570"
"Leaver CS","2022","Unknown","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Scotland","190","180","29510","27570"
"Leaver CS","2022","Unknown","30-39","South East (England)","150","140","29910","27570"
"Leaver CS","2022","Unknown","30-39","South West (England)","160","150","30830","27570"
"Leaver CS","2022","Unknown","30-39","Unknown","170","130","33240","30780"
"Leaver CS","2022","Unknown","30-39","Wales","90","90","29190","27570"
"Leaver CS","2022","Unknown","30-39","West Midlands (England)","120","110","28860","27570"
"Leaver CS","2022","Unknown","30-39","Yorkshire and The Humber","170","150","31420","27570"
"Leaver CS","2022","Unknown","40-49","East Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","East of England","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","London","320","270","52310","51320"
"Leaver CS","2022","Unknown","40-49","North East (England)","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","North West (England)","110","100","30460","27570"
"Leaver CS","2022","Unknown","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Scotland","120","110","33790","27570"
"Leaver CS","2022","Unknown","40-49","South East (England)","100","100","30600","26470"
"Leaver CS","2022","Unknown","40-49","South West (England)","100","90","35270","31770"
"Leaver CS","2022","Unknown","40-49","Unknown","100","80","37030","32700"
"Leaver CS","2022","Unknown","40-49","Wales","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","West Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Yorkshire and The Humber","120","90","40570","27570"
"Leaver CS","2022","Unknown","50-59","East Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","East of England","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","London","230","190","53640","44910"
"Leaver CS","2022","Unknown","50-59","North East (England)","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","North West (England)","120","110","33190","26130"
"Leaver CS","2022","Unknown","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Scotland","200","190","34710","30390"
"Leaver CS","2022","Unknown","50-59","South East (England)","100","90","34860","26470"
"Leaver CS","2022","Unknown","50-59","South West (England)","90","80","38210","27570"
"Leaver CS","2022","Unknown","50-59","Unknown","110","90","47100","36990"
"Leaver CS","2022","Unknown","50-59","Wales","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","West Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Yorkshire and The Humber","100","80","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","London","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","North East (England)","50","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","North West (England)","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scotland","150","120","36950","35000"
"Leaver CS","2022","Unknown","60-64","South East (England)","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Unknown","60","60","44820","39040"
"Leaver CS","2022","Unknown","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Yorkshire and The Humber","40","30","[c]","[c]"
