"Status","Year","Region_ITL3","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Belfast","Legal","Northern Ireland","40","30","[c]","[c]"
"In post","2022","Belfast","No function","Northern Ireland","1940","1830","30270","26820"
"In post","2022","Belfast","Project Delivery","Northern Ireland","80","80","42230","40180"
"In post","2022","Belfast","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Unknown","Northern Ireland","450","410","25330","24880"
"In post","2022","Berkshire","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","130","120","31880","31020"
"In post","2022","Berkshire","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","140","130","41270","39650"
"In post","2022","Berkshire","Finance","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2022","Berkshire","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","160","150","28330","24920"
"In post","2022","Berkshire","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","Berkshire","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Legal","Berkshire, Buckinghamshire and Oxfordshire","130","120","43110","40000"
"In post","2022","Berkshire","No function","Berkshire, Buckinghamshire and Oxfordshire","1150","1080","32360","29290"
"In post","2022","Berkshire","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","90","80","44560","40440"
"In post","2022","Berkshire","Property","Berkshire, Buckinghamshire and Oxfordshire","60","60","36960","33300"
"In post","2022","Berkshire","Security","Berkshire, Buckinghamshire and Oxfordshire","620","610","35210","35200"
"In post","2022","Berkshire","Unknown","Berkshire, Buckinghamshire and Oxfordshire","300","290","32630","28650"
"In post","2022","Bexley and Greenwich","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Counter Fraud","Outer London - East and North East","30","30","[c]","[c]"
"In post","2022","Bexley and Greenwich","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","No function","Outer London - East and North East","1600","1530","31940","31060"
"In post","2022","Bexley and Greenwich","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Security","Outer London - East and North East","40","40","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","Outer London - East and North East","70","60","33190","27180"
"In post","2022","Birmingham","Analysis","West Midlands","50","50","42550","39000"
"In post","2022","Birmingham","Commercial","West Midlands","70","70","51410","40800"
"In post","2022","Birmingham","Communications","West Midlands","530","520","29490","26820"
"In post","2022","Birmingham","Counter Fraud","West Midlands","980","910","32210","28920"
"In post","2022","Birmingham","Debt","West Midlands","480","430","22820","21250"
"In post","2022","Birmingham","Digital, Data & Technology","West Midlands","360","350","41210","36280"
"In post","2022","Birmingham","Finance","West Midlands","230","220","35770","31990"
"In post","2022","Birmingham","Human Resources","West Midlands","210","200","42430","37610"
"In post","2022","Birmingham","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Legal","West Midlands","550","520","40240","38000"
"In post","2022","Birmingham","No function","West Midlands","8590","8010","30100","27570"
"In post","2022","Birmingham","Project Delivery","West Midlands","350","340","41570","40180"
"In post","2022","Birmingham","Property","West Midlands","320","300","38820","33370"
"In post","2022","Birmingham","Security","West Midlands","60","60","30960","27700"
"In post","2022","Birmingham","Unknown","West Midlands","240","230","28690","25310"
"In post","2022","Blackburn with Darwen","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Counter Fraud","Lancashire","30","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Legal","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","No function","Lancashire","420","380","26970","27570"
"In post","2022","Blackburn with Darwen","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Commercial","Lancashire","40","30","[c]","[c]"
"In post","2022","Blackpool","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Counter Fraud","Lancashire","60","50","30780","27570"
"In post","2022","Blackpool","Debt","Lancashire","40","40","[c]","[c]"
"In post","2022","Blackpool","Digital, Data & Technology","Lancashire","850","820","42640","37590"
"In post","2022","Blackpool","Finance","Lancashire","380","360","36060","35310"
"In post","2022","Blackpool","Human Resources","Lancashire","150","140","37180","34290"
"In post","2022","Blackpool","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","No function","Lancashire","3630","3310","25290","27570"
"In post","2022","Blackpool","Project Delivery","Lancashire","310","280","33730","32170"
"In post","2022","Blackpool","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","Lancashire","60","60","35290","32000"
"In post","2022","Bournemouth, Christchurch and Poole","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","No function","Dorset and Somerset","560","500","28140","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","Dorset and Somerset","160","150","26640","25260"
"In post","2022","Bradford","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","West Yorkshire","60","50","29640","27570"
"In post","2022","Bradford","Debt","West Yorkshire","530","460","22910","21260"
"In post","2022","Bradford","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Finance","West Yorkshire","240","190","23450","22080"
"In post","2022","Bradford","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","No function","West Yorkshire","1840","1640","26590","26590"
"In post","2022","Bradford","Project Delivery","West Yorkshire","50","40","[c]","[c]"
"In post","2022","Bradford","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","No function","East Anglia","480","450","29150","27120"
"In post","2022","Breckland and South Norfolk","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Security","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Brent","No function","Outer London - West and North West","460","420","30610","31060"
"In post","2022","Brent","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","Outer London - West and North West","150","140","37140","31130"
"In post","2022","Brent","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","No function","West Wales and The Valleys","700","620","27330","27570"
"In post","2022","Bridgend and Neath Port Talbot","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Counter Fraud","Surrey, East and West Sussex","50","40","[c]","[c]"
"In post","2022","Brighton and Hove","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Legal","Surrey, East and West Sussex","120","110","41420","30110"
"In post","2022","Brighton and Hove","No function","Surrey, East and West Sussex","540","480","30670","27570"
"In post","2022","Brighton and Hove","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Brighton and Hove","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","39430","36700"
"In post","2022","Bristol, City of","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","46890","39390"
"In post","2022","Bristol, City of","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","39220","35980"
"In post","2022","Bristol, City of","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","450","420","35860","33080"
"In post","2022","Bristol, City of","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","460","450","42940","40520"
"In post","2022","Bristol, City of","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","200","190","41000","36970"
"In post","2022","Bristol, City of","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","27130","24920"
"In post","2022","Bristol, City of","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","190","180","40320","37590"
"In post","2022","Bristol, City of","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","230","220","44020","48080"
"In post","2022","Bristol, City of","No function","Gloucestershire, Wiltshire and Bath/Bristol area","4380","4070","32850","28550"
"In post","2022","Bristol, City of","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","39890","33680"
"In post","2022","Bristol, City of","Property","Gloucestershire, Wiltshire and Bath/Bristol area","200","190","39040","36050"
"In post","2022","Bristol, City of","Security","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2022","Bristol, City of","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2022","Bromley","Counter Fraud","Outer London - South","70","60","32960","31880"
"In post","2022","Bromley","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","No function","Outer London - South","460","430","31440","31060"
"In post","2022","Bromley","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Commercial","Berkshire, Buckinghamshire and Oxfordshire","70","60","40020","40000"
"In post","2022","Buckinghamshire","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","Buckinghamshire","Finance","Berkshire, Buckinghamshire and Oxfordshire","140","140","39100","35300"
"In post","2022","Buckinghamshire","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","50","50","35790","28670"
"In post","2022","Buckinghamshire","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","No function","Berkshire, Buckinghamshire and Oxfordshire","900","840","31130","28930"
"In post","2022","Buckinghamshire","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","80","80","39900","35300"
"In post","2022","Buckinghamshire","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Unknown","Berkshire, Buckinghamshire and Oxfordshire","340","320","32670","28670"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","No function","Highlands and Islands","60","50","27050","27570"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","Highlands and Islands","110","110","31130","30040"
"In post","2022","Calderdale and Kirklees","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Counter Fraud","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","No function","West Yorkshire","960","860","27830","27570"
"In post","2022","Calderdale and Kirklees","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Commercial","East Anglia","50","50","37320","34800"
"In post","2022","Cambridgeshire CC","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Digital, Data & Technology","East Anglia","130","130","32810","33000"
"In post","2022","Cambridgeshire CC","Finance","East Anglia","60","60","36480","33300"
"In post","2022","Cambridgeshire CC","Grants Management","East Anglia","50","50","[c]","[c]"
"In post","2022","Cambridgeshire CC","Human Resources","East Anglia","80","70","37080","33300"
"In post","2022","Cambridgeshire CC","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","No function","East Anglia","1930","1810","31890","28700"
"In post","2022","Cambridgeshire CC","Project Delivery","East Anglia","160","150","40600","40000"
"In post","2022","Cambridgeshire CC","Property","East Anglia","220","210","37060","33300"
"In post","2022","Cambridgeshire CC","Security","East Anglia","480","470","36510","33300"
"In post","2022","Cambridgeshire CC","Unknown","East Anglia","260","260","32050","28800"
"In post","2022","Camden and City of London","Analysis","Inner London - West","230","210","68370","65350"
"In post","2022","Camden and City of London","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Digital, Data & Technology","Inner London - West","110","110","53030","54700"
"In post","2022","Camden and City of London","Finance","Inner London - West","40","40","[c]","[c]"
"In post","2022","Camden and City of London","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","No function","Inner London - West","1190","1130","31710","26970"
"In post","2022","Camden and City of London","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","Security","Inner London - West","40","40","[c]","[c]"
"In post","2022","Camden and City of London","Unknown","Inner London - West","370","360","35150","31520"
"In post","2022","Cardiff and Vale of Glamorgan","Analysis","East Wales","40","40","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Communications","East Wales","780","750","30410","26820"
"In post","2022","Cardiff and Vale of Glamorgan","Counter Fraud","East Wales","610","560","30980","27570"
"In post","2022","Cardiff and Vale of Glamorgan","Debt","East Wales","390","370","24030","21250"
"In post","2022","Cardiff and Vale of Glamorgan","Digital, Data & Technology","East Wales","380","370","38940","37300"
"In post","2022","Cardiff and Vale of Glamorgan","Finance","East Wales","140","130","34650","31990"
"In post","2022","Cardiff and Vale of Glamorgan","Human Resources","East Wales","200","190","37570","33120"
"In post","2022","Cardiff and Vale of Glamorgan","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","Legal","East Wales","270","250","39970","36880"
"In post","2022","Cardiff and Vale of Glamorgan","No function","East Wales","4990","4650","29790","26820"
"In post","2022","Cardiff and Vale of Glamorgan","Project Delivery","East Wales","230","220","45250","40180"
"In post","2022","Cardiff and Vale of Glamorgan","Property","East Wales","180","170","34810","31900"
"In post","2022","Cardiff and Vale of Glamorgan","Security","East Wales","70","70","27400","24630"
"In post","2022","Cardiff and Vale of Glamorgan","Unknown","East Wales","3620","3430","41880","38160"
"In post","2022","Causeway Coast and Glens","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Security","Northern Ireland","60","60","20750","20560"
"In post","2022","Causeway Coast and Glens","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Digital, Data & Technology","Bedfordshire and Hertfordshire","60","60","33460","35980"
"In post","2022","Central Bedfordshire","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","No function","Bedfordshire and Hertfordshire","70","70","32170","27570"
"In post","2022","Central Bedfordshire","Project Delivery","Bedfordshire and Hertfordshire","60","60","36160","34830"
"In post","2022","Central Bedfordshire","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Security","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"In post","2022","Central Bedfordshire","Unknown","Bedfordshire and Hertfordshire","150","150","30070","26670"
"In post","2022","Central Hampshire","Analysis","Hampshire and Isle of Wight","400","380","41420","38960"
"In post","2022","Central Hampshire","Commercial","Hampshire and Isle of Wight","180","170","41760","38070"
"In post","2022","Central Hampshire","Communications","Hampshire and Isle of Wight","70","70","32610","30390"
"In post","2022","Central Hampshire","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","Digital, Data & Technology","Hampshire and Isle of Wight","180","170","32100","33000"
"In post","2022","Central Hampshire","Finance","Hampshire and Isle of Wight","210","200","38330","33300"
"In post","2022","Central Hampshire","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","Human Resources","Hampshire and Isle of Wight","60","60","34860","32860"
"In post","2022","Central Hampshire","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","No function","Hampshire and Isle of Wight","1370","1310","37630","34130"
"In post","2022","Central Hampshire","Project Delivery","Hampshire and Isle of Wight","680","660","43160","40580"
"In post","2022","Central Hampshire","Property","Hampshire and Isle of Wight","140","140","37680","33960"
"In post","2022","Central Hampshire","Security","Hampshire and Isle of Wight","100","100","29330","26350"
"In post","2022","Central Hampshire","Unknown","Hampshire and Isle of Wight","920","890","30930","26670"
"In post","2022","Central Valleys","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Counter Fraud","West Wales and The Valleys","240","230","26080","27570"
"In post","2022","Central Valleys","Debt","West Wales and The Valleys","70","60","22100","21260"
"In post","2022","Central Valleys","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","No function","West Wales and The Valleys","1440","1320","27390","27570"
"In post","2022","Central Valleys","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Unknown","West Wales and The Valleys","850","810","41330","38160"
"In post","2022","Cheshire East","Analysis","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","Digital, Data & Technology","Cheshire","100","90","33540","30880"
"In post","2022","Cheshire East","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","Grants Management","Cheshire","110","110","24140","21300"
"In post","2022","Cheshire East","Human Resources","Cheshire","180","160","26970","21600"
"In post","2022","Cheshire East","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","Legal","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","No function","Cheshire","680","630","31360","27570"
