"Status","Year","Region_ITL2","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Lincolnshire","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","AA/AO","Undeclared","50","50","23260","21260"
"In post","2022","Lincolnshire","AA/AO","Unknown","80","70","22000","20970"
"In post","2022","Lincolnshire","AA/AO","White","1160","1080","22510","21260"
"In post","2022","Lincolnshire","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Lincolnshire","EO","Unknown","40","40","[c]","[c]"
"In post","2022","Lincolnshire","EO","White","650","610","27830","27570"
"In post","2022","Lincolnshire","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","G6/G7","White","100","90","59560","55650"
"In post","2022","Lincolnshire","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Undeclared","40","40","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","SEO/HEO","White","520","500","36680","35310"
"In post","2022","Lincolnshire","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","White","180","170","30610","28200"
"In post","2022","Merseyside","AA/AO","Asian","80","70","21420","21680"
"In post","2022","Merseyside","AA/AO","Black","50","50","21480","21260"
"In post","2022","Merseyside","AA/AO","Mixed","110","100","21580","21260"
"In post","2022","Merseyside","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","AA/AO","Undeclared","210","180","21470","21260"
"In post","2022","Merseyside","AA/AO","Unknown","1180","1060","21500","21250"
"In post","2022","Merseyside","AA/AO","White","5470","4830","21570","21260"
"In post","2022","Merseyside","EO","Asian","70","70","26290","26590"
"In post","2022","Merseyside","EO","Black","60","60","26720","27570"
"In post","2022","Merseyside","EO","Mixed","90","80","26400","26590"
"In post","2022","Merseyside","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","EO","Undeclared","220","200","26920","27370"
"In post","2022","Merseyside","EO","Unknown","770","750","26290","26590"
"In post","2022","Merseyside","EO","White","5450","4990","26540","26820"
"In post","2022","Merseyside","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","G6/G7","Undeclared","60","60","56470","55210"
"In post","2022","Merseyside","G6/G7","Unknown","160","150","58940","55210"
"In post","2022","Merseyside","G6/G7","White","1310","1270","57010","55210"
"In post","2022","Merseyside","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SCS","White","70","60","87620","78760"
"In post","2022","Merseyside","SEO/HEO","Asian","60","60","37860","35980"
"In post","2022","Merseyside","SEO/HEO","Black","40","30","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Mixed","50","50","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","SEO/HEO","Undeclared","160","150","37310","35910"
"In post","2022","Merseyside","SEO/HEO","Unknown","520","510","34550","33370"
"In post","2022","Merseyside","SEO/HEO","White","4120","3950","35400","33370"
"In post","2022","Merseyside","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Unknown","Unknown","230","210","26900","24800"
"In post","2022","Merseyside","Unknown","White","540","510","29680","28200"
"In post","2022","North Eastern Scotland","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","AA/AO","Unknown","170","150","25030","23710"
"In post","2022","North Eastern Scotland","AA/AO","White","330","310","26580","23280"
"In post","2022","North Eastern Scotland","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","EO","Unknown","140","130","31100","30450"
"In post","2022","North Eastern Scotland","EO","White","440","410","29090","27570"
"In post","2022","North Eastern Scotland","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","G6/G7","White","110","100","67560","62170"
"In post","2022","North Eastern Scotland","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SEO/HEO","Unknown","100","100","44020","39620"
"In post","2022","North Eastern Scotland","SEO/HEO","White","470","450","44750","39010"
"In post","2022","North Yorkshire","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","AA/AO","Undeclared","60","50","23550","21420"
"In post","2022","North Yorkshire","AA/AO","Unknown","190","180","23210","21300"
"In post","2022","North Yorkshire","AA/AO","White","1020","950","22690","21170"
"In post","2022","North Yorkshire","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","North Yorkshire","EO","Unknown","130","130","26530","26350"
"In post","2022","North Yorkshire","EO","White","830","780","27220","26670"
"In post","2022","North Yorkshire","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","G6/G7","Unknown","80","70","58260","55610"
"In post","2022","North Yorkshire","G6/G7","White","480","460","56730","53430"
"In post","2022","North Yorkshire","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","SEO/HEO","Undeclared","70","70","35840","35310"
"In post","2022","North Yorkshire","SEO/HEO","Unknown","140","140","34310","33300"
"In post","2022","North Yorkshire","SEO/HEO","White","1170","1130","35580","35480"
"In post","2022","North Yorkshire","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","White","190","170","29800","28200"
"In post","2022","Northern Ireland","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Unknown","360","340","21230","21250"
"In post","2022","Northern Ireland","AA/AO","White","1240","1150","21310","21250"
"In post","2022","Northern Ireland","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Unknown","230","220","26280","26590"
"In post","2022","Northern Ireland","EO","White","840","790","27110","26820"
"In post","2022","Northern Ireland","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","White","260","250","57530","55210"
"In post","2022","Northern Ireland","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Unknown","180","180","35360","33370"
"In post","2022","Northern Ireland","SEO/HEO","White","960","930","35900","33370"
"In post","2022","Northern Ireland","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","AA/AO","Asian","170","150","21270","21260"
"In post","2022","Northumberland, and Tyne and Wear","AA/AO","Black","60","50","21230","21260"
"In post","2022","Northumberland, and Tyne and Wear","AA/AO","Mixed","70","60","21220","21260"
"In post","2022","Northumberland, and Tyne and Wear","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","AA/AO","Undeclared","310","260","21470","21260"
"In post","2022","Northumberland, and Tyne and Wear","AA/AO","Unknown","1590","1380","21390","21250"
"In post","2022","Northumberland, and Tyne and Wear","AA/AO","White","6480","5450","21350","21260"
"In post","2022","Northumberland, and Tyne and Wear","EO","Asian","120","120","26690","26820"
"In post","2022","Northumberland, and Tyne and Wear","EO","Black","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","EO","Mixed","40","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","EO","Undeclared","180","160","27000","27330"
"In post","2022","Northumberland, and Tyne and Wear","EO","Unknown","890","850","26500","26820"
"In post","2022","Northumberland, and Tyne and Wear","EO","White","4700","4260","27060","27570"
"In post","2022","Northumberland, and Tyne and Wear","G6/G7","Asian","40","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","G6/G7","Undeclared","100","90","57640","55210"
"In post","2022","Northumberland, and Tyne and Wear","G6/G7","Unknown","220","210","58000","55210"
"In post","2022","Northumberland, and Tyne and Wear","G6/G7","White","1780","1730","56310","55210"
"In post","2022","Northumberland, and Tyne and Wear","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SCS","White","80","80","87490","77990"
"In post","2022","Northumberland, and Tyne and Wear","SEO/HEO","Asian","120","120","36470","35310"
"In post","2022","Northumberland, and Tyne and Wear","SEO/HEO","Black","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SEO/HEO","Mixed","50","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","SEO/HEO","Undeclared","220","210","36620","34930"
"In post","2022","Northumberland, and Tyne and Wear","SEO/HEO","Unknown","810","780","34990","33370"
"In post","2022","Northumberland, and Tyne and Wear","SEO/HEO","White","4530","4310","35490","33370"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Unknown","80","80","28240","27000"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","White","480","450","29560","28200"
"In post","2022","Outer London - East and North East","AA/AO","Asian","250","220","25000","25110"
"In post","2022","Outer London - East and North East","AA/AO","Black","230","220","27000","25110"
"In post","2022","Outer London - East and North East","AA/AO","Mixed","40","40","[c]","[c]"
"In post","2022","Outer London - East and North East","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","AA/AO","Undeclared","60","50","25090","25110"
"In post","2022","Outer London - East and North East","AA/AO","Unknown","250","240","27990","29020"
"In post","2022","Outer London - East and North East","AA/AO","White","610","560","27670","25110"
"In post","2022","Outer London - East and North East","EO","Asian","470","430","30860","31060"
"In post","2022","Outer London - East and North East","EO","Black","340","330","31220","31060"
"In post","2022","Outer London - East and North East","EO","Mixed","40","40","[c]","[c]"
"In post","2022","Outer London - East and North East","EO","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Outer London - East and North East","EO","Undeclared","120","110","31150","31060"
"In post","2022","Outer London - East and North East","EO","Unknown","150","150","31290","31060"
"In post","2022","Outer London - East and North East","EO","White","580","540","31790","31060"
"In post","2022","Outer London - East and North East","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","G6/G7","White","40","40","[c]","[c]"
"In post","2022","Outer London - East and North East","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SEO/HEO","Asian","60","50","39200","37850"
"In post","2022","Outer London - East and North East","SEO/HEO","Black","50","50","38970","37130"
"In post","2022","Outer London - East and North East","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2022","Outer London - East and North East","SEO/HEO","White","220","220","40700","39600"
"In post","2022","Outer London - East and North East","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Black","110","100","34350","34100"
"In post","2022","Outer London - East and North East","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Unknown","50","50","32240","27980"
"In post","2022","Outer London - East and North East","Unknown","White","150","140","34130","33950"
"In post","2022","Outer London - South","AA/AO","Asian","430","380","25120","25630"
"In post","2022","Outer London - South","AA/AO","Black","340","310","25000","25630"
"In post","2022","Outer London - South","AA/AO","Mixed","60","50","24880","25330"
"In post","2022","Outer London - South","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","AA/AO","Undeclared","90","80","25260","25630"
"In post","2022","Outer London - South","AA/AO","Unknown","260","250","24670","25330"
"In post","2022","Outer London - South","AA/AO","White","660","600","24610","25330"
"In post","2022","Outer London - South","EO","Asian","590","550","29920","29370"
"In post","2022","Outer London - South","EO","Black","670","640","30090","30320"
"In post","2022","Outer London - South","EO","Mixed","130","120","29920","30110"
"In post","2022","Outer London - South","EO","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Outer London - South","EO","Undeclared","190","170","30650","30600"
"In post","2022","Outer London - South","EO","Unknown","490","470","30090","30170"
"In post","2022","Outer London - South","EO","White","1280","1210","30490","30600"
"In post","2022","Outer London - South","G6/G7","Asian","200","190","62110","61680"
"In post","2022","Outer London - South","G6/G7","Black","110","100","62700","60940"
"In post","2022","Outer London - South","G6/G7","Mixed","60","50","62250","61050"
"In post","2022","Outer London - South","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","G6/G7","Undeclared","100","100","64280","62370"
"In post","2022","Outer London - South","G6/G7","Unknown","260","260","64340","62120"
"In post","2022","Outer London - South","G6/G7","White","1180","1140","64760","62120"
"In post","2022","Outer London - South","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","SCS","White","80","70","86240","82020"
"In post","2022","Outer London - South","SEO/HEO","Asian","660","640","39280","37930"
"In post","2022","Outer London - South","SEO/HEO","Black","510","500","39100","37930"
"In post","2022","Outer London - South","SEO/HEO","Mixed","150","140","39480","37930"
"In post","2022","Outer London - South","SEO/HEO","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Outer London - South","SEO/HEO","Undeclared","240","230","39950","38470"
"In post","2022","Outer London - South","SEO/HEO","Unknown","590","570","39060","37930"
"In post","2022","Outer London - South","SEO/HEO","White","2060","1970","40360","40630"
"In post","2022","Outer London - South","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Black","100","90","33020","32090"
"In post","2022","Outer London - South","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Unknown","60","50","32130","28690"
"In post","2022","Outer London - South","Unknown","White","130","120","34140","34100"
"In post","2022","Outer London - West and North West","AA/AO","Asian","590","520","25040","25110"
"In post","2022","Outer London - West and North West","AA/AO","Black","190","170","26030","25110"
"In post","2022","Outer London - West and North West","AA/AO","Mixed","60","60","25700","25110"
"In post","2022","Outer London - West and North West","AA/AO","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Outer London - West and North West","AA/AO","Undeclared","90","80","25400","25110"
"In post","2022","Outer London - West and North West","AA/AO","Unknown","260","250","27170","25630"
"In post","2022","Outer London - West and North West","AA/AO","White","660","600","26450","25110"
"In post","2022","Outer London - West and North West","EO","Asian","1360","1240","29710","29730"
"In post","2022","Outer London - West and North West","EO","Black","440","420","30110","31060"
"In post","2022","Outer London - West and North West","EO","Mixed","130","120","30300","31060"
"In post","2022","Outer London - West and North West","EO","Other ethnicity","60","60","29940","30780"
"In post","2022","Outer London - West and North West","EO","Undeclared","260","230","29990","30410"
"In post","2022","Outer London - West and North West","EO","Unknown","370","360","29550","28650"
"In post","2022","Outer London - West and North West","EO","White","1320","1220","29990","30130"
"In post","2022","Outer London - West and North West","G6/G7","Asian","100","100","61550","57680"
"In post","2022","Outer London - West and North West","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","G6/G7","Undeclared","50","50","61930","60250"
"In post","2022","Outer London - West and North West","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","G6/G7","White","370","360","59630","57680"
