"Status","Year","Function_of_post","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","40-49","Wiltshire","40","40","[c]","[c]"
"In post","2021","Security","40-49","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","40-49","York","100","90","31660","33300"
"In post","2021","Security","50-59","Aberdeen City and Aberdeenshire","30","30","[c]","[c]"
"In post","2021","Security","50-59","Antrim and Newtownabbey","30","30","[c]","[c]"
"In post","2021","Security","50-59","Ards and North Down","50","50","[c]","[c]"
"In post","2021","Security","50-59","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","31420","27750"
"In post","2021","Security","50-59","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Berkshire","130","130","40080","41070"
"In post","2021","Security","50-59","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Causeway Coast and Glens","30","30","[c]","[c]"
"In post","2021","Security","50-59","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Central Hampshire","40","30","[c]","[c]"
"In post","2021","Security","50-59","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2021","Security","50-59","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Devon CC","40","40","[c]","[c]"
"In post","2021","Security","50-59","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","410","400","33910","39070"
"In post","2021","Security","50-59","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Essex Haven Gateway","100","90","48110","43920"
"In post","2021","Security","50-59","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Gloucestershire","30","30","[c]","[c]"
"In post","2021","Security","50-59","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Herefordshire, County of","40","40","[c]","[c]"
"In post","2021","Security","50-59","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Lisburn and Castlereagh","30","30","[c]","[c]"
"In post","2021","Security","50-59","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Milton Keynes","100","100","38120","34350"
"In post","2021","Security","50-59","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","North and West Norfolk","30","30","[c]","[c]"
"In post","2021","Security","50-59","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","North Yorkshire CC","110","100","33140","39070"
"In post","2021","Security","50-59","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Overseas","50","50","[c]","[c]"
"In post","2021","Security","50-59","Oxfordshire","60","60","28670","21210"
"In post","2021","Security","50-59","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Plymouth","120","120","31630","39070"
"In post","2021","Security","50-59","Portsmouth","160","160","31090","26670"
"In post","2021","Security","50-59","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Somerset","30","30","[c]","[c]"
"In post","2021","Security","50-59","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","South Hampshire","60","60","24530","19950"
"In post","2021","Security","50-59","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Telford and Wrekin","40","40","[c]","[c]"
"In post","2021","Security","50-59","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","Westminster","250","250","41460","36590"
"In post","2021","Security","50-59","Wiltshire","120","120","29520","26670"
"In post","2021","Security","50-59","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","50-59","York","140","130","30280","33300"
"In post","2021","Security","60-64","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","70","50","28090","21600"
"In post","2021","Security","60-64","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Milton Keynes","40","30","[c]","[c]"
"In post","2021","Security","60-64","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Plymouth","40","30","[c]","[c]"
"In post","2021","Security","60-64","Portsmouth","40","40","[c]","[c]"
"In post","2021","Security","60-64","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Security","60-64","Westminster","60","60","43170","39090"
"In post","2021","Security","60-64","Wiltshire","40","40","[c]","[c]"
"In post","2021","Security","60-64","York","40","30","[c]","[c]"
"In post","2021","Security","65+","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","65+","York","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","City of Edinburgh","40","40","[c]","[c]"
"In post","2021","Unknown","16-19","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Sunderland","[c]","[c]","[c]","[c]"
