"Status","Year","Sex","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Yorkshire and The Humber","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","Female","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Yorkshire and The Humber","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","Yorkshire and The Humber","Unknown","340","270","27440","24250"
"Leaver CS","2022","Female","Yorkshire and The Humber","White","1280","1060","29780","27570"
"Leaver CS","2022","Male","East Midlands (England)","Asian","80","70","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","East Midlands (England)","Unknown","190","180","25840","23430"
"Leaver CS","2022","Male","East Midlands (England)","White","640","600","31890","27570"
"Leaver CS","2022","Male","East of England","Asian","50","50","[c]","[c]"
"Leaver CS","2022","Male","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East of England","Undeclared","70","60","33090","27900"
"Leaver CS","2022","Male","East of England","Unknown","200","180","28970","26530"
"Leaver CS","2022","Male","East of England","White","920","860","32430","27570"
"Leaver CS","2022","Male","London","Asian","480","440","39290","31830"
"Leaver CS","2022","Male","London","Black","270","260","35380","31060"
"Leaver CS","2022","Male","London","Mixed","130","120","40300","33610"
"Leaver CS","2022","Male","London","Other ethnicity","60","60","[c]","[c]"
"Leaver CS","2022","Male","London","Undeclared","230","210","45990","40790"
"Leaver CS","2022","Male","London","Unknown","1040","890","42090","34710"
"Leaver CS","2022","Male","London","White","2100","1910","46630","40220"
"Leaver CS","2022","Male","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Male","North East (England)","Unknown","240","220","27510","24250"
"Leaver CS","2022","Male","North East (England)","White","710","640","28200","21680"
"Leaver CS","2022","Male","North West (England)","Asian","100","90","28200","25040"
"Leaver CS","2022","Male","North West (England)","Black","40","40","[c]","[c]"
"Leaver CS","2022","Male","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North West (England)","Undeclared","90","80","30930","26120"
"Leaver CS","2022","Male","North West (England)","Unknown","420","400","29910","25120"
"Leaver CS","2022","Male","North West (England)","White","1410","1280","30280","26520"
"Leaver CS","2022","Male","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","White","100","90","28310","22130"
"Leaver CS","2022","Male","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","White","60","50","[c]","[c]"
"Leaver CS","2022","Male","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scotland","Undeclared","80","80","33400","31080"
"Leaver CS","2022","Male","Scotland","Unknown","530","490","32560","28990"
"Leaver CS","2022","Male","Scotland","White","1190","1100","34150","27570"
"Leaver CS","2022","Male","South East (England)","Asian","70","70","32800","28320"
"Leaver CS","2022","Male","South East (England)","Black","40","40","[c]","[c]"
"Leaver CS","2022","Male","South East (England)","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","Male","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South East (England)","Undeclared","130","110","33380","29530"
"Leaver CS","2022","Male","South East (England)","Unknown","360","340","29100","25960"
"Leaver CS","2022","Male","South East (England)","White","1650","1530","31890","27570"
"Leaver CS","2022","Male","South West (England)","Asian","50","40","[c]","[c]"
"Leaver CS","2022","Male","South West (England)","Black","30","30","[c]","[c]"
"Leaver CS","2022","Male","South West (England)","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Male","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South West (England)","Undeclared","140","130","36040","35340"
"Leaver CS","2022","Male","South West (England)","Unknown","360","360","29680","26590"
"Leaver CS","2022","Male","South West (England)","White","1540","1450","34710","32210"
"Leaver CS","2022","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","380","330","36720","32700"
"Leaver CS","2022","Male","Unknown","White","190","170","30710","26350"
"Leaver CS","2022","Male","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wales","Undeclared","80","80","29660","26780"
"Leaver CS","2022","Male","Wales","Unknown","210","200","29620","26130"
"Leaver CS","2022","Male","Wales","White","730","670","34890","27570"
"Leaver CS","2022","Male","West Midlands (England)","Asian","110","100","29620","27570"
"Leaver CS","2022","Male","West Midlands (England)","Black","40","40","[c]","[c]"
"Leaver CS","2022","Male","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Midlands (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","West Midlands (England)","Unknown","260","250","28310","25000"
"Leaver CS","2022","Male","West Midlands (England)","White","740","690","32350","27570"
"Leaver CS","2022","Male","Yorkshire and The Humber","Asian","100","90","27520","25600"
"Leaver CS","2022","Male","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Yorkshire and The Humber","Undeclared","70","60","31810","27570"
"Leaver CS","2022","Male","Yorkshire and The Humber","Unknown","400","350","33080","27570"
"Leaver CS","2022","Male","Yorkshire and The Humber","White","1020","920","32200","27570"
"Leaver CS","2022","Unknown","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","White","80","80","26870","23740"
"Leaver Dept.","2021","Female","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East of England","White","80","80","32280","28940"
"Leaver Dept.","2021","Female","London","Asian","320","300","39820","34670"
"Leaver Dept.","2021","Female","London","Black","220","210","36300","33260"
"Leaver Dept.","2021","Female","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","London","Mixed","120","110","42910","38700"
"Leaver Dept.","2021","Female","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","London","Undeclared","90","80","41740","37840"
"Leaver Dept.","2021","Female","London","Unknown","780","670","42990","38750"
"Leaver Dept.","2021","Female","London","White","1360","1270","47250","42170"
"Leaver Dept.","2021","Female","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","North East (England)","White","290","270","26350","23850"
"Leaver Dept.","2021","Female","North West (England)","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North West (England)","Unknown","130","120","26560","24250"
"Leaver Dept.","2021","Female","North West (England)","White","380","360","30590","27570"
"Leaver Dept.","2021","Female","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","White","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","White","250","240","30200","27570"
"Leaver Dept.","2021","Female","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","South East (England)","White","170","160","31900","29270"
"Leaver Dept.","2021","Female","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South West (England)","Unknown","80","70","35470","30770"
"Leaver Dept.","2021","Female","South West (England)","White","290","270","33720","29670"
"Leaver Dept.","2021","Female","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","220","220","33340","32000"
"Leaver Dept.","2021","Female","Unknown","White","130","130","36660","32000"
"Leaver Dept.","2021","Female","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Wales","White","230","220","30300","27570"
"Leaver Dept.","2021","Female","West Midlands (England)","Asian","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands (England)","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands (England)","White","140","140","29330","25770"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","Unknown","100","80","33770","32430"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","White","200","190","34220","30110"
"Leaver Dept.","2021","Male","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","East Midlands (England)","White","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East of England","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","London","Asian","220","210","38920","34550"
"Leaver Dept.","2021","Male","London","Black","90","90","37280","33960"
"Leaver Dept.","2021","Male","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","London","Mixed","90","90","41740","35070"
"Leaver Dept.","2021","Male","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","London","Undeclared","110","100","43450","38480"
"Leaver Dept.","2021","Male","London","Unknown","680","590","43490","38750"
"Leaver Dept.","2021","Male","London","White","1170","1100","46620","41550"
"Leaver Dept.","2021","Male","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North East (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","North East (England)","White","150","150","27990","26890"
"Leaver Dept.","2021","Male","North West (England)","Asian","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North West (England)","Unknown","130","120","29530","25190"
"Leaver Dept.","2021","Male","North West (England)","White","270","260","30210","27570"
"Leaver Dept.","2021","Male","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","White","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","White","170","160","30050","27570"
"Leaver Dept.","2021","Male","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South East (England)","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South East (England)","White","120","120","36250","30250"
"Leaver Dept.","2021","Male","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South West (England)","Unknown","80","80","35510","32710"
"Leaver Dept.","2021","Male","South West (England)","White","280","270","35290","32290"
"Leaver Dept.","2021","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","200","200","34660","32000"
"Leaver Dept.","2021","Male","Unknown","White","90","90","39750","32000"
"Leaver Dept.","2021","Male","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Wales","White","170","170","33330","29550"
"Leaver Dept.","2021","Male","West Midlands (England)","Asian","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands (England)","White","90","90","30990","26560"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","White","150","140","33960","31430"
"Leaver Dept.","2021","Unknown","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Black","30","30","[c]","[c]"
