"Status","Year","Function_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","No function","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Cabinet Office","430","430","39760","32000"
"Leaver Dept.","2021","No function","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Department for Business, Energy and Industrial Strategy","230","210","44420","40050"
"Leaver Dept.","2021","No function","Male","Department for Digital, Culture, Media and Sport","70","70","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Department for Environment, Food and Rural Affairs","180","170","38370","34680"
"Leaver Dept.","2021","No function","Male","Department for International Trade","110","110","44760","38600"
"Leaver Dept.","2021","No function","Male","Department for Transport","60","60","27640","21590"
"Leaver Dept.","2021","No function","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","HM Treasury","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Ministry of Housing, Communities and Local Government","120","120","38320","33210"
"Leaver Dept.","2021","No function","Male","Ministry of Justice","360","360","27870","22570"
"Leaver Dept.","2021","No function","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","United Kingdom Statistics Authority","60","50","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Ministry of Defence","140","130","37950","32950"
"Leaver Dept.","2021","Project Delivery","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Ministry of Defence","160","160","37270","33300"
"Leaver Dept.","2021","Project Delivery","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Education","140","140","43830","40510"
"Leaver Dept.","2021","Unknown","Female","Department for Transport","90","80","45830","42460"
"Leaver Dept.","2021","Unknown","Female","Department for Work and Pensions","800","750","29810","27570"
"Leaver Dept.","2021","Unknown","Female","Department of Health and Social Care","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Foreign, Commonwealth and Development Office","130","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","HM Revenue and Customs","870","830","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Home Office","640","600","36500","30820"
"Leaver Dept.","2021","Unknown","Female","Ministry of Defence","140","140","32840","30020"
"Leaver Dept.","2021","Unknown","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Education","90","90","39460","35950"
"Leaver Dept.","2021","Unknown","Male","Department for Transport","110","110","44620","42460"
"Leaver Dept.","2021","Unknown","Male","Department for Work and Pensions","550","550","30500","27570"
"Leaver Dept.","2021","Unknown","Male","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Foreign, Commonwealth and Development Office","130","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","HM Revenue and Customs","750","740","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Home Office","430","420","34640","28670"
"Leaver Dept.","2021","Unknown","Male","Ministry of Defence","160","160","39190","37640"
"Leaver Dept.","2021","Unknown","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","UK Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","UK Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department of Health and Social Care","140","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department of Health and Social Care","120","50","51510","53860"
"Leaver Dept.","2022","Commercial","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department of Health and Social Care","120","60","42890","37830"
"Leaver Dept.","2022","Communications","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department of Health and Social Care","90","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
