"Status","Year","Disability","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Scotland","Female","200","160","28480","26900"
"Leaver CS","2022","Declared disabled","Scotland","Male","180","160","31100","27570"
"Leaver CS","2022","Declared disabled","South East (England)","Female","240","200","27730","27570"
"Leaver CS","2022","Declared disabled","South East (England)","Male","210","190","30420","27570"
"Leaver CS","2022","Declared disabled","South West (England)","Female","210","180","29410","26750"
"Leaver CS","2022","Declared disabled","South West (England)","Male","220","200","32950","29000"
"Leaver CS","2022","Declared disabled","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wales","Female","130","100","29050","27570"
"Leaver CS","2022","Declared disabled","Wales","Male","110","100","30470","24880"
"Leaver CS","2022","Declared disabled","West Midlands (England)","Female","190","160","27370","27570"
"Leaver CS","2022","Declared disabled","West Midlands (England)","Male","110","100","26730","26670"
"Leaver CS","2022","Declared disabled","Yorkshire and The Humber","Female","220","180","27900","27000"
"Leaver CS","2022","Declared disabled","Yorkshire and The Humber","Male","140","120","29200","26310"
"Leaver CS","2022","Declared non-disabled","East Midlands (England)","Female","750","660","27570","26780"
"Leaver CS","2022","Declared non-disabled","East Midlands (England)","Male","590","550","31580","27570"
"Leaver CS","2022","Declared non-disabled","East of England","Female","910","800","30230","27570"
"Leaver CS","2022","Declared non-disabled","East of England","Male","810","750","31530","27570"
"Leaver CS","2022","Declared non-disabled","London","Female","3050","2740","40340","33480"
"Leaver CS","2022","Declared non-disabled","London","Male","2450","2260","44200","37230"
"Leaver CS","2022","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","North East (England)","Female","970","780","27250","22010"
"Leaver CS","2022","Declared non-disabled","North East (England)","Male","590","540","28450","21430"
"Leaver CS","2022","Declared non-disabled","North West (England)","Female","1630","1360","28290","25190"
"Leaver CS","2022","Declared non-disabled","North West (England)","Male","1230","1130","30490","26500"
"Leaver CS","2022","Declared non-disabled","Northern Ireland","Female","70","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland","Male","70","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Male","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scotland","Female","1070","900","30080","27570"
"Leaver CS","2022","Declared non-disabled","Scotland","Male","910","840","33830","27570"
"Leaver CS","2022","Declared non-disabled","South East (England)","Female","1430","1250","30060","27570"
"Leaver CS","2022","Declared non-disabled","South East (England)","Male","1440","1350","32480","27570"
"Leaver CS","2022","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","South West (England)","Female","1270","1110","30640","27570"
"Leaver CS","2022","Declared non-disabled","South West (England)","Male","1420","1350","34550","32180"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","250","200","25490","21840"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","180","160","31430","26470"
"Leaver CS","2022","Declared non-disabled","Wales","Female","730","610","28880","23830"
"Leaver CS","2022","Declared non-disabled","Wales","Male","610","560","35110","28850"
"Leaver CS","2022","Declared non-disabled","West Midlands (England)","Female","940","800","30610","27570"
"Leaver CS","2022","Declared non-disabled","West Midlands (England)","Male","730","680","31750","27570"
"Leaver CS","2022","Declared non-disabled","Yorkshire and The Humber","Female","1150","970","29430","27570"
"Leaver CS","2022","Declared non-disabled","Yorkshire and The Humber","Male","940","870","31750","27570"
"Leaver CS","2022","Undeclared","East Midlands (England)","Female","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Male","70","70","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Female","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Male","90","80","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Female","210","190","41030","35590"
"Leaver CS","2022","Undeclared","London","Male","200","190","43530","40150"
"Leaver CS","2022","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Female","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Male","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Female","120","100","25080","22080"
"Leaver CS","2022","Undeclared","North West (England)","Male","130","110","27310","21680"
"Leaver CS","2022","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Female","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Male","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Female","150","130","28230","26470"
"Leaver CS","2022","Undeclared","South East (England)","Male","170","150","30450","27570"
"Leaver CS","2022","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Female","70","50","29960","28380"
"Leaver CS","2022","Undeclared","South West (England)","Male","140","120","34000","33370"
"Leaver CS","2022","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Female","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Male","80","70","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Female","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Male","70","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Female","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Male","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Female","290","260","25740","21260"
"Leaver CS","2022","Unknown","East Midlands (England)","Male","220","200","27580","25740"
"Leaver CS","2022","Unknown","East of England","Female","240","210","34070","27570"
"Leaver CS","2022","Unknown","East of England","Male","260","240","34080","29290"
"Leaver CS","2022","Unknown","London","Female","1590","1330","39460","32310"
"Leaver CS","2022","Unknown","London","Male","1340","1140","43570","36330"
"Leaver CS","2022","Unknown","North East (England)","Female","320","270","30270","22600"
"Leaver CS","2022","Unknown","North East (England)","Male","270","250","29230","24880"
"Leaver CS","2022","Unknown","North West (England)","Female","490","430","29640","25000"
"Leaver CS","2022","Unknown","North West (England)","Male","490","460","31070","26180"
"Leaver CS","2022","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Female","580","510","30940","27050"
"Leaver CS","2022","Unknown","Scotland","Male","710","650","33890","30690"
"Leaver CS","2022","Unknown","South East (England)","Female","440","390","27850","23170"
"Leaver CS","2022","Unknown","South East (England)","Male","490","450","29500","25000"
"Leaver CS","2022","Unknown","South West (England)","Female","350","320","31710","26350"
"Leaver CS","2022","Unknown","South West (England)","Male","400","390","31820","27570"
"Leaver CS","2022","Unknown","Unknown","Female","320","230","31030","21840"
"Leaver CS","2022","Unknown","Unknown","Male","390","340","36810","32980"
"Leaver CS","2022","Unknown","Wales","Female","220","190","27210","22490"
"Leaver CS","2022","Unknown","Wales","Male","270","260","30550","26130"
"Leaver CS","2022","Unknown","West Midlands (England)","Female","320","290","30750","25000"
"Leaver CS","2022","Unknown","West Midlands (England)","Male","310","300","32670","26130"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Female","430","340","28840","26170"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Male","450","380","33920","27570"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Female","220","200","41750","36700"
"Leaver Dept.","2021","Declared disabled","London","Male","190","180","43060","37280"
"Leaver Dept.","2021","Declared disabled","North East (England)","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Female","90","90","26030","21950"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Male","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Female","90","80","32020","29290"
"Leaver Dept.","2021","Declared non-disabled","East of England","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Female","1740","1620","44800","39250"
"Leaver Dept.","2021","Declared non-disabled","London","Male","1350","1270","44860","39600"
"Leaver Dept.","2021","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Female","250","230","25850","22730"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Male","130","130","28180","25550"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Female","370","350","29610","26890"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Male","290","280","29090","27570"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Overseas","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland","Female","230","220","30330","27570"
"Leaver Dept.","2021","Declared non-disabled","Scotland","Male","150","150","29980","27570"
"Leaver Dept.","2021","Declared non-disabled","South East (England)","Female","150","140","30840","28650"
"Leaver Dept.","2021","Declared non-disabled","South East (England)","Male","100","100","36630","29290"
"Leaver Dept.","2021","Declared non-disabled","South West (England)","Female","270","260","34170","29450"
"Leaver Dept.","2021","Declared non-disabled","South West (England)","Male","270","270","35130","32330"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","130","130","37020","32000"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","110","100","39850","32000"
"Leaver Dept.","2021","Declared non-disabled","Wales","Female","210","190","30250","27570"
"Leaver Dept.","2021","Declared non-disabled","Wales","Male","150","150","33150","27570"
"Leaver Dept.","2021","Declared non-disabled","West Midlands (England)","Female","200","190","27300","24110"
"Leaver Dept.","2021","Declared non-disabled","West Midlands (England)","Male","140","140","28290","24300"
"Leaver Dept.","2021","Declared non-disabled","Yorkshire and The Humber","Female","200","190","33570","28270"
"Leaver Dept.","2021","Declared non-disabled","Yorkshire and The Humber","Male","160","150","34280","31210"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Female","160","150","44590","42410"
"Leaver Dept.","2021","Undeclared","London","Male","130","120","43000","39120"
"Leaver Dept.","2021","Undeclared","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Female","820","700","42780","38540"
"Leaver Dept.","2021","Unknown","London","Male","720","630","43800","38820"
"Leaver Dept.","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","Female","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","Male","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Female","130","130","27100","24250"
"Leaver Dept.","2021","Unknown","North West (England)","Male","140","130","31010","25190"
"Leaver Dept.","2021","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Female","90","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Male","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Female","70","70","33790","30230"
"Leaver Dept.","2021","Unknown","South West (England)","Male","80","80","37610","36490"
"Leaver Dept.","2021","Unknown","Unknown","Female","210","210","33410","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","190","190","34740","32000"
"Leaver Dept.","2021","Unknown","Wales","Female","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Male","80","80","36120","30950"
"Leaver Dept.","2021","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Female","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Female","100","80","32870","31840"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Male","80","70","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Female","440","400","40900","36650"
"Leaver Dept.","2022","Declared disabled","London","Male","280","260","44390","37850"
"Leaver Dept.","2022","Declared disabled","North East (England)","Female","60","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","Female","140","130","30830","27570"
"Leaver Dept.","2022","Declared disabled","North West (England)","Male","70","70","32840","27570"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","Female","70","60","27180","27570"
"Leaver Dept.","2022","Declared disabled","Scotland","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","Female","90","80","33490","29990"
"Leaver Dept.","2022","Declared disabled","South West (England)","Male","70","60","34260","30530"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","West Midlands (England)","Female","70","70","31970","27570"
"Leaver Dept.","2022","Declared disabled","West Midlands (England)","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Yorkshire and The Humber","Female","80","70","34260","31860"
"Leaver Dept.","2022","Declared disabled","Yorkshire and The Humber","Male","60","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","East Midlands (England)","Female","270","260","31940","27570"
"Leaver Dept.","2022","Declared non-disabled","East Midlands (England)","Male","140","130","31680","27570"
"Leaver Dept.","2022","Declared non-disabled","East of England","Female","270","240","35020","30460"
"Leaver Dept.","2022","Declared non-disabled","East of England","Male","170","170","37760","29290"
"Leaver Dept.","2022","Declared non-disabled","London","Female","3620","3340","43040","38020"
"Leaver Dept.","2022","Declared non-disabled","London","Male","2380","2230","45610","40070"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","North East (England)","Female","400","380","30320","27570"
"Leaver Dept.","2022","Declared non-disabled","North East (England)","Male","250","250","33310","27570"
"Leaver Dept.","2022","Declared non-disabled","North West (England)","Female","790","750","31110","27570"
"Leaver Dept.","2022","Declared non-disabled","North West (England)","Male","560","550","32270","27570"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scotland","Female","510","490","29410","27570"
"Leaver Dept.","2022","Declared non-disabled","Scotland","Male","330","330","29640","27570"
"Leaver Dept.","2022","Declared non-disabled","South East (England)","Female","410","360","36930","30460"
"Leaver Dept.","2022","Declared non-disabled","South East (England)","Male","260","250","37920","31940"
"Leaver Dept.","2022","Declared non-disabled","South West (England)","Female","900","840","33970","29270"
"Leaver Dept.","2022","Declared non-disabled","South West (England)","Male","580","570","37560","32780"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Female","160","150","36400","31990"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Male","120","120","40340","33730"
"Leaver Dept.","2022","Declared non-disabled","Wales","Female","250","240","32190","27570"
"Leaver Dept.","2022","Declared non-disabled","Wales","Male","200","200","35380","30480"
"Leaver Dept.","2022","Declared non-disabled","West Midlands (England)","Female","530","490","32110","27570"
"Leaver Dept.","2022","Declared non-disabled","West Midlands (England)","Male","340","330","32510","27570"
"Leaver Dept.","2022","Declared non-disabled","Yorkshire and The Humber","Female","510","470","35220","31000"
"Leaver Dept.","2022","Declared non-disabled","Yorkshire and The Humber","Male","410","390","37620","32000"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Female","190","180","39740","36560"
"Leaver Dept.","2022","Undeclared","London","Male","160","150","43660","40220"
"Leaver Dept.","2022","Undeclared","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Female","70","70","36190","28820"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Female","100","90","43790","36330"
"Leaver Dept.","2022","Unknown","East of England","Male","60","50","45880","34530"
"Leaver Dept.","2022","Unknown","London","Female","1830","1340","43730","36330"
"Leaver Dept.","2022","Unknown","London","Male","1380","1020","45830","40050"
"Leaver Dept.","2022","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Female","130","120","34640","27570"
"Leaver Dept.","2022","Unknown","North East (England)","Male","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Female","250","230","31920","28710"
"Leaver Dept.","2022","Unknown","North West (England)","Male","180","180","38590","30470"
"Leaver Dept.","2022","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Female","150","140","33450","27570"
"Leaver Dept.","2022","Unknown","Scotland","Male","100","100","33530","30820"
"Leaver Dept.","2022","Unknown","South East (England)","Female","150","130","45280","40030"
"Leaver Dept.","2022","Unknown","South East (England)","Male","120","120","46540","41090"
"Leaver Dept.","2022","Unknown","South West (England)","Female","230","210","40630","37450"
"Leaver Dept.","2022","Unknown","South West (England)","Male","190","180","46610","40760"
"Leaver Dept.","2022","Unknown","Unknown","Female","240","120","35900","32000"
"Leaver Dept.","2022","Unknown","Unknown","Male","170","100","38030","32000"
"Leaver Dept.","2022","Unknown","Wales","Female","90","90","33870","29540"
"Leaver Dept.","2022","Unknown","Wales","Male","80","80","35010","29540"
"Leaver Dept.","2022","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Female","170","160","37780","28840"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Male","110","110","37880","29360"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Female","320","140","37840","30120"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Male","250","120","41860","33270"
"New entrant CS","2021","Declared disabled","East Midlands (England)","Female","110","110","26250","27570"
"New entrant CS","2021","Declared disabled","East Midlands (England)","Male","90","90","26170","26350"
"New entrant CS","2021","Declared disabled","East of England","Female","160","150","25940","27570"
"New entrant CS","2021","Declared disabled","East of England","Male","100","100","26490","27570"
"New entrant CS","2021","Declared disabled","London","Female","620","600","32510","31060"
