"Status","Year","Region_ITL3","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Department for Transport","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","EO","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","240","240","35910","33270"
"Leaver CS","2022","Unknown","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","210","180","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Ministry of Justice","AA/AO","80","70","[c]","[c]"
"Leaver CS","2022","Wakefield","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Ministry of Justice","AA/AO","80","80","[c]","[c]"
"Leaver CS","2022","Wandsworth","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Ministry of Justice","AA/AO","50","50","[c]","[c]"
"Leaver CS","2022","Warrington","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Department for Work and Pensions","EO","40","30","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Department for Work and Pensions","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","West Lothian","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Department for Work and Pensions","EO","40","40","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Ministry of Justice","AA/AO","110","100","19910","20100"
"Leaver CS","2022","West Northamptonshire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Environment, Food and Rural Affairs","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Justice","AA/AO","80","70","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Ministry of Justice","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","West Surrey","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Department for Work and Pensions","EO","30","30","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Home Office","EO","40","30","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Attorney General's Departments","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Westminster","Attorney General's Departments","EO","60","60","28340","27350"
"Leaver CS","2022","Westminster","Attorney General's Departments","G6/G7","190","170","58800","55000"
"Leaver CS","2022","Westminster","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Attorney General's Departments","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Westminster","Cabinet Office","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Westminster","Cabinet Office","EO","30","30","[c]","[c]"
"Leaver CS","2022","Westminster","Cabinet Office","G6/G7","130","130","63430","60640"
"Leaver CS","2022","Westminster","Cabinet Office","SCS","40","40","[c]","[c]"
"Leaver CS","2022","Westminster","Cabinet Office","SEO/HEO","120","120","35790","35590"
"Leaver CS","2022","Westminster","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Business, Energy and Industrial Strategy","G6/G7","140","130","56920","53600"
"Leaver CS","2022","Westminster","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Business, Energy and Industrial Strategy","SEO/HEO","130","120","37040","38290"
"Leaver CS","2022","Westminster","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Digital, Culture, Media and Sport","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Digital, Culture, Media and Sport","SEO/HEO","60","60","35540","34020"
"Leaver CS","2022","Westminster","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Education","EO","50","50","27800","28500"
"Leaver CS","2022","Westminster","Department for Education","G6/G7","50","50","59340","56610"
"Leaver CS","2022","Westminster","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Education","SEO/HEO","60","60","38330","36850"
"Leaver CS","2022","Westminster","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Environment, Food and Rural Affairs","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Environment, Food and Rural Affairs","SEO/HEO","140","130","[c]","[c]"
"Leaver CS","2022","Westminster","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for International Trade","EO","80","80","[c]","[c]"
"Leaver CS","2022","Westminster","Department for International Trade","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Westminster","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for International Trade","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Levelling Up, Housing and Communities","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Levelling Up, Housing and Communities","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Transport","G6/G7","60","60","59890","57990"
"Leaver CS","2022","Westminster","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Transport","SEO/HEO","90","90","39220","36880"
