"Status","Year","Region_ITL2","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Inner London - East","Unknown","Male","2060","2000","42830","37610"
"In post","2022","Inner London - West","Heterosexual / straight","Female","21870","20930","47000","42470"
"In post","2022","Inner London - West","Heterosexual / straight","Male","17580","17390","49540","45200"
"In post","2022","Inner London - West","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","LGBO","Female","1670","1640","45410","40650"
"In post","2022","Inner London - West","LGBO","Male","2220","2200","49050","46710"
"In post","2022","Inner London - West","Undeclared","Female","2830","2710","46140","41750"
"In post","2022","Inner London - West","Undeclared","Male","2770","2730","49440","46070"
"In post","2022","Inner London - West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Unknown","Female","6320","6080","44860","40050"
"In post","2022","Inner London - West","Unknown","Male","5510","5450","47600","41750"
"In post","2022","Kent","Heterosexual / straight","Female","3120","2850","29200","27370"
"In post","2022","Kent","Heterosexual / straight","Male","2930","2830","30690","29290"
"In post","2022","Kent","LGBO","Female","200","190","30980","29290"
"In post","2022","Kent","LGBO","Male","160","150","31010","29290"
"In post","2022","Kent","Undeclared","Female","390","350","29680","28580"
"In post","2022","Kent","Undeclared","Male","460","430","31130","27430"
"In post","2022","Kent","Unknown","Female","690","630","28670","26210"
"In post","2022","Kent","Unknown","Male","820","780","30860","29090"
"In post","2022","Lancashire","Heterosexual / straight","Female","5970","5310","28950","27570"
"In post","2022","Lancashire","Heterosexual / straight","Male","4030","3850","30800","27570"
"In post","2022","Lancashire","LGBO","Female","310","290","27830","26900"
"In post","2022","Lancashire","LGBO","Male","240","230","28940","27570"
"In post","2022","Lancashire","Undeclared","Female","620","540","28710","27570"
"In post","2022","Lancashire","Undeclared","Male","490","470","30000","27570"
"In post","2022","Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","Female","1750","1510","26970","26120"
"In post","2022","Lancashire","Unknown","Male","1370","1300","29150","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Female","2580","2290","27770","25530"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Male","1750","1700","29750","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Female","150","150","27930","25830"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Male","100","100","27630","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Female","320","280","27570","25700"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Male","260","240","30900","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Female","650","560","26140","24620"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Male","460","440","27260","26580"
"In post","2022","Lincolnshire","Heterosexual / straight","Female","1200","1110","27530","26100"
"In post","2022","Lincolnshire","Heterosexual / straight","Male","1110","1070","30330","27570"
"In post","2022","Lincolnshire","LGBO","Female","50","50","28110","27120"
"In post","2022","Lincolnshire","LGBO","Male","40","40","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Female","160","140","27880","26670"
"In post","2022","Lincolnshire","Undeclared","Male","140","130","31680","29200"
"In post","2022","Lincolnshire","Unknown","Female","160","140","28550","27380"
"In post","2022","Lincolnshire","Unknown","Male","160","150","28130","27120"
"In post","2022","Merseyside","Heterosexual / straight","Female","8980","8070","29250","26590"
"In post","2022","Merseyside","Heterosexual / straight","Male","5580","5400","31280","27570"
"In post","2022","Merseyside","LGBO","Female","370","350","27970","25310"
"In post","2022","Merseyside","LGBO","Male","420","410","30340","27570"
"In post","2022","Merseyside","Undeclared","Female","820","710","28740","26370"
"In post","2022","Merseyside","Undeclared","Male","670","640","31700","27570"
"In post","2022","Merseyside","Unknown","Female","2640","2310","27200","24880"
"In post","2022","Merseyside","Unknown","Male","1760","1690","29040","26590"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Female","590","540","34290","30040"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Male","570","550","42980","35000"
"In post","2022","North Eastern Scotland","LGBO","Female","40","40","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Male","30","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Female","60","50","34210","27570"
"In post","2022","North Eastern Scotland","Undeclared","Male","80","80","45380","36540"
"In post","2022","North Eastern Scotland","Unknown","Female","280","250","29890","27570"
"In post","2022","North Eastern Scotland","Unknown","Male","290","270","35140","32040"
"In post","2022","North Yorkshire","Heterosexual / straight","Female","1740","1610","32740","29180"
"In post","2022","North Yorkshire","Heterosexual / straight","Male","1560","1520","33730","30790"
"In post","2022","North Yorkshire","LGBO","Female","120","120","32110","28800"
"In post","2022","North Yorkshire","LGBO","Male","90","90","31810","29180"
"In post","2022","North Yorkshire","Undeclared","Female","200","180","32320","27570"
"In post","2022","North Yorkshire","Undeclared","Male","250","240","34210","31660"
"In post","2022","North Yorkshire","Unknown","Female","350","310","31610","27570"
"In post","2022","North Yorkshire","Unknown","Male","350","340","30910","26750"
"In post","2022","Northern Ireland","Heterosexual / straight","Female","1370","1260","30800","26820"
"In post","2022","Northern Ireland","Heterosexual / straight","Male","1540","1500","29830","26590"
"In post","2022","Northern Ireland","LGBO","Female","60","50","28240","26820"
"In post","2022","Northern Ireland","LGBO","Male","70","70","28700","26590"
"In post","2022","Northern Ireland","Undeclared","Female","90","80","29790","26820"
"In post","2022","Northern Ireland","Undeclared","Male","140","130","29820","27370"
"In post","2022","Northern Ireland","Unknown","Female","470","420","28030","24890"
"In post","2022","Northern Ireland","Unknown","Male","530","520","27700","24880"
"In post","2022","Northumberland, and Tyne and Wear","Heterosexual / straight","Female","9030","7890","29400","26820"
"In post","2022","Northumberland, and Tyne and Wear","Heterosexual / straight","Male","6110","5900","32760","27570"
"In post","2022","Northumberland, and Tyne and Wear","LGBO","Female","450","430","28930","26820"
"In post","2022","Northumberland, and Tyne and Wear","LGBO","Male","480","460","30980","27570"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Female","780","660","28650","26130"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Male","740","700","32580","27570"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Female","3240","2710","26580","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Male","2430","2320","29970","26820"
"In post","2022","Outer London - East and North East","Heterosexual / straight","Female","1640","1510","31080","31060"
"In post","2022","Outer London - East and North East","Heterosexual / straight","Male","1090","1060","33020","31060"
"In post","2022","Outer London - East and North East","LGBO","Female","80","70","31480","31060"
"In post","2022","Outer London - East and North East","LGBO","Male","50","50","32790","31060"
"In post","2022","Outer London - East and North East","Undeclared","Female","200","170","29890","30740"
"In post","2022","Outer London - East and North East","Undeclared","Male","130","120","32840","31060"
"In post","2022","Outer London - East and North East","Unknown","Female","520","460","29470","30330"
"In post","2022","Outer London - East and North East","Unknown","Male","360","350","31620","31060"
"In post","2022","Outer London - South","Heterosexual / straight","Female","4750","4400","37440","33440"
"In post","2022","Outer London - South","Heterosexual / straight","Male","3430","3370","41180","37600"
"In post","2022","Outer London - South","LGBO","Female","150","150","38910","33770"
"In post","2022","Outer London - South","LGBO","Male","190","190","42570","37610"
"In post","2022","Outer London - South","Undeclared","Female","630","580","36590","31740"
"In post","2022","Outer London - South","Undeclared","Male","550","530","42000","37610"
"In post","2022","Outer London - South","Unknown","Female","1170","1100","36620","31880"
"In post","2022","Outer London - South","Unknown","Male","950","930","39810","35490"
"In post","2022","Outer London - West and North West","Heterosexual / straight","Female","3420","3130","33020","31060"
"In post","2022","Outer London - West and North West","Heterosexual / straight","Male","2840","2720","33880","31060"
"In post","2022","Outer London - West and North West","LGBO","Female","170","160","32030","31060"
"In post","2022","Outer London - West and North West","LGBO","Male","140","140","34320","31060"
"In post","2022","Outer London - West and North West","Undeclared","Female","530","470","33180","31060"
"In post","2022","Outer London - West and North West","Undeclared","Male","470","430","36250","31090"
"In post","2022","Outer London - West and North West","Unknown","Female","870","790","35030","31060"
"In post","2022","Outer London - West and North West","Unknown","Male","700","670","34780","31060"
"In post","2022","Overseas","Heterosexual / straight","Female","990","980","49310","49370"
"In post","2022","Overseas","Heterosexual / straight","Male","1500","1500","49500","46990"
"In post","2022","Overseas","LGBO","Female","60","60","46430","44890"
"In post","2022","Overseas","LGBO","Male","120","120","53120","53470"
"In post","2022","Overseas","Undeclared","Female","140","130","45290","40580"
"In post","2022","Overseas","Undeclared","Male","220","220","47490","42340"
"In post","2022","Overseas","Unknown","Female","320","320","49870","46600"
"In post","2022","Overseas","Unknown","Male","340","340","51000","52430"
"In post","2022","Shropshire and Staffordshire","Heterosexual / straight","Female","3600","3290","30270","27570"
"In post","2022","Shropshire and Staffordshire","Heterosexual / straight","Male","2830","2730","32480","28760"
"In post","2022","Shropshire and Staffordshire","LGBO","Female","200","190","28240","26350"
"In post","2022","Shropshire and Staffordshire","LGBO","Male","150","150","30310","27260"
"In post","2022","Shropshire and Staffordshire","Undeclared","Female","370","330","30580","27570"
"In post","2022","Shropshire and Staffordshire","Undeclared","Male","380","360","32690","29670"
"In post","2022","Shropshire and Staffordshire","Unknown","Female","760","680","29350","26820"
"In post","2022","Shropshire and Staffordshire","Unknown","Male","620","590","32050","27570"
"In post","2022","South Yorkshire","Heterosexual / straight","Female","4480","3940","31220","27570"
"In post","2022","South Yorkshire","Heterosexual / straight","Male","3110","3000","33900","29730"
"In post","2022","South Yorkshire","LGBO","Female","230","220","32680","28700"
"In post","2022","South Yorkshire","LGBO","Male","230","220","32080","29360"
"In post","2022","South Yorkshire","Undeclared","Female","460","410","30980","27570"
"In post","2022","South Yorkshire","Undeclared","Male","380","370","33040","30980"
"In post","2022","South Yorkshire","Unknown","Female","870","760","30140","27570"
"In post","2022","South Yorkshire","Unknown","Male","720","690","33660","28800"
"In post","2022","Southern Scotland","Heterosexual / straight","Female","2230","1970","30500","27570"
"In post","2022","Southern Scotland","Heterosexual / straight","Male","1470","1410","32160","27570"
"In post","2022","Southern Scotland","LGBO","Female","80","80","30000","27570"
"In post","2022","Southern Scotland","LGBO","Male","90","80","31020","27290"
"In post","2022","Southern Scotland","Undeclared","Female","150","130","28820","26860"
"In post","2022","Southern Scotland","Undeclared","Male","160","140","31870","28250"
"In post","2022","Southern Scotland","Unknown","Female","1190","1040","27990","25930"
"In post","2022","Southern Scotland","Unknown","Male","870","830","29450","26820"
"In post","2022","Surrey, East and West Sussex","Heterosexual / straight","Female","3470","3110","30850","27570"
"In post","2022","Surrey, East and West Sussex","Heterosexual / straight","Male","2450","2340","32940","29290"
"In post","2022","Surrey, East and West Sussex","LGBO","Female","290","280","30750","27570"
"In post","2022","Surrey, East and West Sussex","LGBO","Male","210","200","30260","27570"
"In post","2022","Surrey, East and West Sussex","Undeclared","Female","500","440","31910","28350"
"In post","2022","Surrey, East and West Sussex","Undeclared","Male","400","380","33410","30780"
"In post","2022","Surrey, East and West Sussex","Unknown","Female","770","670","30030","27570"
"In post","2022","Surrey, East and West Sussex","Unknown","Male","680","630","31430","28140"
"In post","2022","Tees Valley and Durham","Heterosexual / straight","Female","4210","3750","28800","27120"
"In post","2022","Tees Valley and Durham","Heterosexual / straight","Male","2760","2620","30030","27570"
"In post","2022","Tees Valley and Durham","LGBO","Female","230","220","28660","27570"
"In post","2022","Tees Valley and Durham","LGBO","Male","140","130","30190","27570"
"In post","2022","Tees Valley and Durham","Undeclared","Female","420","360","28510","26610"
"In post","2022","Tees Valley and Durham","Undeclared","Male","320","300","31150","27570"
"In post","2022","Tees Valley and Durham","Unknown","Female","980","850","26400","23140"
"In post","2022","Tees Valley and Durham","Unknown","Male","800","750","28690","27130"
"In post","2022","Unknown","Heterosexual / straight","Female","480","450","32970","30330"
"In post","2022","Unknown","Heterosexual / straight","Male","380","380","35780","31060"
"In post","2022","Unknown","LGBO","Female","40","30","[c]","[c]"
"In post","2022","Unknown","LGBO","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Female","70","60","32330","27570"
"In post","2022","Unknown","Undeclared","Male","50","50","35230","31370"
"In post","2022","Unknown","Unknown","Female","440","430","33080","29250"
"In post","2022","Unknown","Unknown","Male","1810","1800","37710","33570"
"In post","2022","West Central Scotland","Heterosexual / straight","Female","6890","6260","31720","27570"
"In post","2022","West Central Scotland","Heterosexual / straight","Male","5610","5400","33590","30040"
"In post","2022","West Central Scotland","LGBO","Female","390","380","31370","27570"
"In post","2022","West Central Scotland","LGBO","Male","450","440","31140","27570"
"In post","2022","West Central Scotland","Undeclared","Female","760","660","29310","26750"
"In post","2022","West Central Scotland","Undeclared","Male","610","590","33100","28550"
"In post","2022","West Central Scotland","Unknown","Female","2570","2300","30050","26900"
"In post","2022","West Central Scotland","Unknown","Male","2560","2460","31740","27570"
"In post","2022","West Midlands","Heterosexual / straight","Female","8000","7250","30860","27570"
"In post","2022","West Midlands","Heterosexual / straight","Male","5320","5180","33170","27570"
"In post","2022","West Midlands","LGBO","Female","350","330","31250","27570"
"In post","2022","West Midlands","LGBO","Male","350","340","32140","27570"
"In post","2022","West Midlands","Undeclared","Female","900","790","30160","27570"
"In post","2022","West Midlands","Undeclared","Male","610","580","32820","27570"
"In post","2022","West Midlands","Unknown","Female","2660","2360","29130","26820"
"In post","2022","West Midlands","Unknown","Male","1880","1810","31720","27570"
"In post","2022","West Wales and The Valleys","Heterosexual / straight","Female","7240","6440","28730","26780"
"In post","2022","West Wales and The Valleys","Heterosexual / straight","Male","4410","4260","31790","27570"
"In post","2022","West Wales and The Valleys","LGBO","Female","290","270","27870","26130"
"In post","2022","West Wales and The Valleys","LGBO","Male","280","270","29470","27570"
"In post","2022","West Wales and The Valleys","Undeclared","Female","1390","1120","26320","21840"
"In post","2022","West Wales and The Valleys","Undeclared","Male","910","860","30930","26780"
"In post","2022","West Wales and The Valleys","Unknown","Female","1510","1300","25920","21840"
"In post","2022","West Wales and The Valleys","Unknown","Male","1010","960","28340","26210"
"In post","2022","West Yorkshire","Heterosexual / straight","Female","6980","6320","32560","27570"
"In post","2022","West Yorkshire","Heterosexual / straight","Male","5250","5080","33980","29340"
"In post","2022","West Yorkshire","LGBO","Female","480","450","31500","27570"
"In post","2022","West Yorkshire","LGBO","Male","370","360","34130","28970"
"In post","2022","West Yorkshire","Undeclared","Female","860","760","32350","27570"
"In post","2022","West Yorkshire","Undeclared","Male","700","670","35160","31650"
"In post","2022","West Yorkshire","Unknown","Female","2290","2050","30480","27560"
"In post","2022","West Yorkshire","Unknown","Male","2240","2160","31660","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Heterosexual / straight","Female","80","70","26240","24180"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Heterosexual / straight","Male","90","80","32110","27070"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Female","160","130","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Male","100","90","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Female","170","150","32360","26340"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Male","210","190","33140","29930"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","120","100","26460","21330"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","140","120","31130","28670"
"Leaver CS","2021","Cheshire","Heterosexual / straight","Female","60","50","[c]","[c]"
"Leaver CS","2021","Cheshire","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver CS","2021","Cheshire","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Male","40","30","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Female","30","30","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Heterosexual / straight","Male","30","30","[c]","[c]"
"Leaver CS","2021","Cumbria","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Female","180","150","26780","24130"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Male","130","120","28950","25500"
"Leaver CS","2021","Derbyshire and Nottinghamshire","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Female","140","110","25600","21170"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Male","130","120","[c]","[c]"
"Leaver CS","2021","Devon","Heterosexual / straight","Female","100","80","24990","21100"
"Leaver CS","2021","Devon","Heterosexual / straight","Male","130","120","27030","24230"
"Leaver CS","2021","Devon","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","Female","140","120","27370","22350"
"Leaver CS","2021","Devon","Unknown","Male","180","160","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Heterosexual / straight","Female","100","90","26520","26000"
"Leaver CS","2021","Dorset and Somerset","Heterosexual / straight","Male","130","120","31850","30830"
"Leaver CS","2021","Dorset and Somerset","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Unknown","Male","50","50","[c]","[c]"
"Leaver CS","2021","East Anglia","Heterosexual / straight","Female","230","200","28050","23700"
"Leaver CS","2021","East Anglia","Heterosexual / straight","Male","240","230","33620","27570"
"Leaver CS","2021","East Anglia","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Undeclared","Female","40","30","[c]","[c]"
"Leaver CS","2021","East Anglia","Undeclared","Male","40","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Unknown","Female","240","200","28130","26890"
"Leaver CS","2021","East Anglia","Unknown","Male","190","170","33390","27570"
"Leaver CS","2021","East Wales","Heterosexual / straight","Female","220","190","32040","25950"
"Leaver CS","2021","East Wales","Heterosexual / straight","Male","220","210","36620","28940"
"Leaver CS","2021","East Wales","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","Female","360","300","27270","21140"
"Leaver CS","2021","East Wales","Unknown","Male","300","270","30300","26120"
"Leaver CS","2021","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Female","70","60","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Male","100","90","30480","26930"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Female","150","120","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Male","110","100","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Heterosexual / straight","Female","150","130","32810","27150"
"Leaver CS","2021","Eastern Scotland","Heterosexual / straight","Male","180","170","36420","33610"
"Leaver CS","2021","Eastern Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Undeclared","Female","50","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Undeclared","Male","50","50","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Unknown","Female","370","310","33630","27150"
"Leaver CS","2021","Eastern Scotland","Unknown","Male","300","280","36530","33620"
"Leaver CS","2021","Essex","Heterosexual / straight","Female","100","90","28950","25090"
"Leaver CS","2021","Essex","Heterosexual / straight","Male","60","60","[c]","[c]"
"Leaver CS","2021","Essex","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Unknown","Female","80","70","[c]","[c]"
"Leaver CS","2021","Essex","Unknown","Male","60","50","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Female","410","360","31090","26670"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Male","500","480","38270","34420"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Female","60","50","30750","27570"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Male","80","70","37350","36360"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","150","130","32780","27570"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","160","150","36480","30840"
"Leaver CS","2021","Greater Manchester","Heterosexual / straight","Female","250","230","30140","24690"
"Leaver CS","2021","Greater Manchester","Heterosexual / straight","Male","190","180","31150","26370"
"Leaver CS","2021","Greater Manchester","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Unknown","Female","240","200","27500","25860"
"Leaver CS","2021","Greater Manchester","Unknown","Male","180","160","29280","26500"
"Leaver CS","2021","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Heterosexual / straight","Female","220","190","27330","24460"
"Leaver CS","2021","Hampshire and Isle of Wight","Heterosexual / straight","Male","310","280","30990","28650"
"Leaver CS","2021","Hampshire and Isle of Wight","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Undeclared","Female","40","30","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Undeclared","Male","50","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","Female","110","80","26220","21300"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","Male","110","90","32790","27570"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Female","80","70","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Male","80","70","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Male","[c]","[c]","[c]","[c]"
