"Status","Year","Profession_of_post","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","Walsall","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wandsworth","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Warrington","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Warwickshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Security","Warwickshire CC","Security","60","60","27090","20740"
"In post","2022","Security","West Cumbria","Security","50","50","32040","26750"
"In post","2022","Security","West Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Surrey","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Sussex (North East)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Sussex (South West)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Security","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Security","Westminster","Finance","80","80","45110","39960"
"In post","2022","Security","Westminster","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Security","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2022","Security","Westminster","Project Delivery","30","30","[c]","[c]"
"In post","2022","Security","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2022","Security","Westminster","Security","760","760","42100","39090"
"In post","2022","Security","Westminster","Unknown","80","80","36700","35050"
"In post","2022","Security","Wiltshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wiltshire","Security","310","310","29850","26670"
"In post","2022","Security","Worcestershire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Security","York","Security","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Barking & Dagenham and Havering","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Barnet","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Cardiff and Vale of Glamorgan","Unknown","70","70","43530","41980"
"In post","2022","Social Research","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Croydon","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Darlington","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Devon CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Dorset","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Durham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Essex Haven Gateway","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Greater Manchester South West","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Hackney and Newham","Analysis","30","30","[c]","[c]"
"In post","2022","Social Research","Haringey and Islington","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Lambeth","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Leeds","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Leicestershire CC and Rutland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Liverpool","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Merton, Kingston upon Thames and Sutton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Monmouthshire and Newport","Analysis","350","340","38940","38340"
"In post","2022","Social Research","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Sefton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Sheffield","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South and West Derbyshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South Hampshire","Analysis","230","220","38930","38340"
"In post","2022","Social Research","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Staffordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Torbay","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Tower Hamlets","Analysis","70","60","52720","59050"
"In post","2022","Social Research","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Walsall","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Warwickshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Surrey","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Westminster","Analysis","260","250","44740","41340"
"In post","2022","Social Research","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Westminster","Unknown","120","120","48280","43950"
"In post","2022","Social Research","Wolverhampton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Worcestershire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","York","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Ards and North Down","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Barnet","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Barnsley, Doncaster and Rotherham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","70","70","38730","36000"
"In post","2022","Statistics","Berkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Birmingham","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Bristol, City of","Analysis","80","80","40280","39460"
"In post","2022","Statistics","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Buckinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Calderdale and Kirklees","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Cambridgeshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Cardiff and Vale of Glamorgan","Unknown","90","80","40570","38160"
"In post","2022","Statistics","Central Hampshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","City of Edinburgh","Analysis","30","30","[c]","[c]"
"In post","2022","Statistics","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Coventry","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Croydon","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Croydon","Unknown","50","50","37100","35350"
"In post","2022","Statistics","Darlington","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Darlington","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Lothian and Midlothian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Riding of Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Sussex CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Flintshire and Wrexham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Glasgow City","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Greater Manchester North East","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Greater Manchester South West","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Hackney and Newham","Analysis","70","70","47060","43810"
"In post","2022","Statistics","Hertfordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Hertfordshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Kent Thames Gateway","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Leeds","Analysis","70","70","41450","36310"
"In post","2022","Statistics","Lincolnshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Liverpool","Analysis","40","30","[c]","[c]"
"In post","2022","Statistics","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Luton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Manchester","Analysis","100","90","38440","33370"
"In post","2022","Statistics","Medway","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Merton, Kingston upon Thames and Sutton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Monmouthshire and Newport","Analysis","350","340","42400","38340"
"In post","2022","Statistics","North Yorkshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Norwich and East Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Portsmouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Sefton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Sheffield","Analysis","50","40","[c]","[c]"
"In post","2022","Statistics","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South and West Derbyshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South Hampshire","Analysis","140","140","42420","38340"
"In post","2022","Statistics","South Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Southend-on-Sea","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Staffordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Stoke-on-Trent","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Tower Hamlets","Analysis","130","130","49570","44710"
"In post","2022","Statistics","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Tower Hamlets","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Tyneside","Analysis","100","90","43110","37710"
"In post","2022","Statistics","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","West Surrey","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","West Sussex (South West)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Westminster","Analysis","620","600","47690","42980"
"In post","2022","Statistics","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Westminster","Unknown","70","70","37850","35490"
"In post","2022","Statistics","Wiltshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Wirral","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Wolverhampton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","York","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Angus and Dundee City","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Angus and Dundee City","No function","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Belfast","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Belfast","Counter Fraud","70","60","41560","40180"
"In post","2022","Tax","Belfast","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Belfast","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Belfast","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Belfast","No function","740","710","32720","33080"
"In post","2022","Tax","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Berkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Berkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Berkshire","No function","110","100","41190","35980"
"In post","2022","Tax","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Birmingham","Communications","220","210","29280","26820"
"In post","2022","Tax","Birmingham","Counter Fraud","170","160","40480","33430"
"In post","2022","Tax","Birmingham","Debt","80","70","21890","21250"
"In post","2022","Tax","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Birmingham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Birmingham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Birmingham","No function","880","840","37940","33370"
"In post","2022","Tax","Birmingham","Project Delivery","40","40","[c]","[c]"
"In post","2022","Tax","Bradford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bradford","Debt","50","50","21250","21250"
"In post","2022","Tax","Bradford","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bradford","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bradford","No function","210","190","30660","26820"
"In post","2022","Tax","Bradford","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bristol, City of","Counter Fraud","120","110","48570","54160"
"In post","2022","Tax","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Bristol, City of","No function","390","370","41610","33510"
"In post","2022","Tax","Bristol, City of","Project Delivery","40","30","[c]","[c]"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Communications","470","450","28930","26820"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Counter Fraud","100","90","40140","33430"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Debt","30","30","[c]","[c]"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","No function","1060","1020","33500","33080"
"In post","2022","Tax","Cardiff and Vale of Glamorgan","Project Delivery","40","30","[c]","[c]"
"In post","2022","Tax","Central Valleys","No function","[c]","[c]","[c]","[c]"
"In post","2022","Tax","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Tax","City of Edinburgh","Counter Fraud","130","110","34000","28920"
"In post","2022","Tax","City of Edinburgh","Debt","230","230","21580","21250"
"In post","2022","Tax","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","City of Edinburgh","No function","650","620","35170","33370"
"In post","2022","Tax","City of Edinburgh","Project Delivery","40","30","[c]","[c]"
"In post","2022","Tax","Croydon","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Croydon","Counter Fraud","140","140","46590","40910"
"In post","2022","Tax","Croydon","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Croydon","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Croydon","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Croydon","No function","710","670","43720","37940"
"In post","2022","Tax","Croydon","Project Delivery","40","40","[c]","[c]"
"In post","2022","Tax","Darlington","No function","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Durham","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Durham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Durham","No function","60","50","29920","26820"
"In post","2022","Tax","East Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","East Kent","No function","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Glasgow City","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Tax","Glasgow City","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Glasgow City","No function","570","530","36390","33370"
"In post","2022","Tax","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Greater Manchester South West","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Greater Manchester South West","Communications","270","260","28840","26820"
"In post","2022","Tax","Greater Manchester South West","Counter Fraud","170","160","43510","40180"
"In post","2022","Tax","Greater Manchester South West","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Greater Manchester South West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Greater Manchester South West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Greater Manchester South West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Greater Manchester South West","No function","800","770","32270","33080"
"In post","2022","Tax","Greater Manchester South West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Hackney and Newham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Hackney and Newham","Counter Fraud","210","200","45580","40910"
"In post","2022","Tax","Hackney and Newham","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Hackney and Newham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Hackney and Newham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Hackney and Newham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Hackney and Newham","Legal","40","40","[c]","[c]"
"In post","2022","Tax","Hackney and Newham","No function","1010","970","42950","37930"
"In post","2022","Tax","Hackney and Newham","Project Delivery","90","80","40680","38470"
"In post","2022","Tax","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Leeds","Communications","430","420","28750","26820"
"In post","2022","Tax","Leeds","Counter Fraud","180","170","39650","33370"
"In post","2022","Tax","Leeds","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Leeds","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Leeds","Legal","50","50","42750","33370"
"In post","2022","Tax","Leeds","No function","740","710","35500","33370"
"In post","2022","Tax","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Leicester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Leicester","No function","60","60","33840","33370"
"In post","2022","Tax","Leicester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Liverpool","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Liverpool","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Liverpool","Counter Fraud","80","70","45910","40520"
"In post","2022","Tax","Liverpool","Debt","60","60","22850","21250"
"In post","2022","Tax","Liverpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Liverpool","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Liverpool","No function","1220","1170","31400","26820"
"In post","2022","Tax","Liverpool","Project Delivery","50","50","[c]","[c]"
"In post","2022","Tax","Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Manchester","Communications","100","100","27250","26820"
"In post","2022","Tax","Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Manchester","Legal","60","50","39090","35980"
"In post","2022","Tax","Manchester","No function","480","460","36260","33370"
"In post","2022","Tax","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Mid Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Mid Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Mid Lancashire","No function","100","90","28720","21250"
"In post","2022","Tax","Mid Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"In post","2022","Tax","North Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","North Lanarkshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","North Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","North Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Nottingham","Communications","280","270","28850","26820"
"In post","2022","Tax","Nottingham","Counter Fraud","130","130","42360","40180"
"In post","2022","Tax","Nottingham","Debt","90","80","21510","21250"
"In post","2022","Tax","Nottingham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Nottingham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Nottingham","No function","920","880","36970","33370"
"In post","2022","Tax","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Portsmouth","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Tax","Portsmouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Portsmouth","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Portsmouth","No function","270","240","32260","33080"
"In post","2022","Tax","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Sefton","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Sefton","Counter Fraud","60","50","38160","33370"
"In post","2022","Tax","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Sefton","No function","210","190","36570","33370"
"In post","2022","Tax","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","South Lanarkshire","Counter Fraud","60","50","34140","28920"
"In post","2022","Tax","South Lanarkshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","South Lanarkshire","No function","280","260","31650","33080"
"In post","2022","Tax","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Southend-on-Sea","No function","70","60","32850","28920"
"In post","2022","Tax","Southend-on-Sea","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Suffolk CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Suffolk CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Suffolk CC","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Suffolk CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Suffolk CC","No function","80","80","39670","35910"
"In post","2022","Tax","Suffolk CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Sunderland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Sunderland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Sunderland","No function","340","310","27080","21250"
"In post","2022","Tax","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Telford and Wrekin","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Telford and Wrekin","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Telford and Wrekin","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Telford and Wrekin","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Telford and Wrekin","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Telford and Wrekin","No function","40","40","[c]","[c]"
"In post","2022","Tax","Telford and Wrekin","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Tower Hamlets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Tower Hamlets","No function","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
