"Status","Year","Responsibility_level","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","EO","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Department for Work and Pensions","170","160","27890","27570"
"Leaver Dept.","2021","EO","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Home Office","70","60","26370","25400"
"Leaver Dept.","2021","EO","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Department for Work and Pensions","120","120","28010","27570"
"Leaver Dept.","2021","EO","50-59","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Cabinet Office","50","50","54640","54700"
"Leaver Dept.","2021","G6/G7","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Department for Business, Energy and Industrial Strategy","50","50","53540","53380"
"Leaver Dept.","2021","G6/G7","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","20-29","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Cabinet Office","160","150","57290","54750"
"Leaver Dept.","2021","G6/G7","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Department for Business, Energy and Industrial Strategy","100","100","55930","53600"
"Leaver Dept.","2021","G6/G7","30-39","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Department for Education","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Foreign, Commonwealth and Development Office","70","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","HM Treasury","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Home Office","60","60","58750","57460"
"Leaver Dept.","2021","G6/G7","30-39","Ministry of Defence","60","60","54960","54540"
"Leaver Dept.","2021","G6/G7","30-39","Ministry of Housing, Communities and Local Government","70","70","54890","52300"
"Leaver Dept.","2021","G6/G7","30-39","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Cabinet Office","70","60","58770","57790"
"Leaver Dept.","2021","G6/G7","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Home Office","60","60","62020","61080"
"Leaver Dept.","2021","G6/G7","40-49","Ministry of Defence","50","50","57310","56730"
"Leaver Dept.","2021","G6/G7","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","50-59","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","50-59","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Cabinet Office","570","570","32340","32000"
"Leaver Dept.","2021","SEO/HEO","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Department for Business, Energy and Industrial Strategy","130","120","34560","33570"
"Leaver Dept.","2021","SEO/HEO","20-29","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Department for Education","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Department for Environment, Food and Rural Affairs","140","140","34450","33510"
"Leaver Dept.","2021","SEO/HEO","20-29","Department for International Trade","80","80","33930","32120"
"Leaver Dept.","2021","SEO/HEO","20-29","Department for Transport","60","60","36480","34710"
"Leaver Dept.","2021","SEO/HEO","20-29","Department for Work and Pensions","70","60","34420","32110"
"Leaver Dept.","2021","SEO/HEO","20-29","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Home Office","150","150","36500","35070"
"Leaver Dept.","2021","SEO/HEO","20-29","Ministry of Defence","150","150","32620","31950"
"Leaver Dept.","2021","SEO/HEO","20-29","Ministry of Housing, Communities and Local Government","90","90","33800","33210"
"Leaver Dept.","2021","SEO/HEO","20-29","Ministry of Justice","110","110","33600","32550"
"Leaver Dept.","2021","SEO/HEO","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
