"Status","Year","Region_ITL2","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","AA/AO","80","70","21780","20800"
"In post","2021","Cheshire","National Crime Agency","EO","620","610","32030","32770"
"In post","2021","Cheshire","National Crime Agency","G6/G7","50","50","61810","60610"
"In post","2021","Cheshire","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","SEO/HEO","440","430","41590","40210"
"In post","2021","Cheshire","Rural Payments Agency","AA/AO","50","40","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","EO","40","40","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","AA/AO","330","280","20880","21010"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","EO","440","400","27530","27570"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","SEO/HEO","60","50","33880","33180"
"In post","2021","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","AA/AO","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Prison and Probation Service","Unknown","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","AA/AO","290","270","20760","20920"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","EO","100","100","26450","26670"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","SEO/HEO","60","60","35330","33300"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Animal and Plant Health Agency","AA/AO","100","100","21080","21050"
"In post","2021","Cumbria","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Defence Equipment and Support","EO","70","70","21260","20460"
"In post","2021","Cumbria","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions (excl. agencies)","AA/AO","60","50","20850","21010"
"In post","2021","Cumbria","Department for Work and Pensions (excl. agencies)","EO","180","150","27460","27570"
"In post","2021","Cumbria","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Courts and Tribunals Service","AA/AO","50","40","[c]","[c]"
"In post","2021","Cumbria","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Prison and Probation Service","AA/AO","150","140","24490","23240"
"In post","2021","Cumbria","HM Prison and Probation Service","EO","40","40","[c]","[c]"
"In post","2021","Cumbria","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Prison and Probation Service","Unknown","90","80","29580","28200"
"In post","2021","Cumbria","Ministry of Defence (excl. agencies)","AA/AO","100","90","25460","22810"
"In post","2021","Cumbria","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Rural Payments Agency","AA/AO","440","390","20990","21050"
"In post","2021","Cumbria","Rural Payments Agency","EO","170","150","25430","25190"
"In post","2021","Cumbria","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Rural Payments Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Rural Payments Agency","SEO/HEO","130","120","33040","31240"
"In post","2021","Cumbria","Submarine Delivery Agency","Unknown","150","150","42610","41000"
"In post","2021","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","EO","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","AA/AO","70","70","21320","21950"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","EO","60","50","26840","26220"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","G6/G7","100","90","54350","55610"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
