"Status","Year","Region_ITL2","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","No function","80","70","22440","22470"
"Leaver Dept.","2022","Inner London - East","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","No function","300","290","28480","27900"
"Leaver Dept.","2022","Inner London - East","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","No function","590","540","58990","54880"
"Leaver Dept.","2022","Inner London - East","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","No function","120","100","102520","97280"
"Leaver Dept.","2022","Inner London - East","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Communications","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Human Resources","60","60","35230","32650"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","No function","770","710","36480","36330"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","No function","90","90","23420","23610"
"Leaver Dept.","2022","Inner London - West","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Human Resources","50","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","No function","440","370","28450","27850"
"Leaver Dept.","2022","Inner London - West","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","EO","Unknown","100","70","29530","28670"
"Leaver Dept.","2022","Inner London - West","G6/G7","Analysis","140","70","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Commercial","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Communications","70","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Digital, Data & Technology","50","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Finance","50","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Legal","80","70","59590","58850"
"Leaver Dept.","2022","Inner London - West","G6/G7","No function","1030","890","57170","54700"
"Leaver Dept.","2022","Inner London - West","G6/G7","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","G6/G7","Unknown","280","180","61500","57740"
"Leaver Dept.","2022","Inner London - West","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","No function","200","160","84230","75920"
"Leaver Dept.","2022","Inner London - West","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SCS","Unknown","60","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Analysis","160","150","36610","35010"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Commercial","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Communications","110","100","38130","37910"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Digital, Data & Technology","100","60","39750","40050"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Finance","100","60","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Human Resources","80","80","34680","34550"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","No function","1750","1610","35510","34550"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","SEO/HEO","Unknown","410","290","39350","39960"
"Leaver Dept.","2022","Inner London - West","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","AA/AO","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Kent","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","EO","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Kent","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","SEO/HEO","No function","40","30","[c]","[c]"
"Leaver Dept.","2022","Kent","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","AA/AO","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","AA/AO","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Lancashire","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","EO","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","AA/AO","No function","60","60","20800","20980"
"Leaver Dept.","2022","Merseyside","AA/AO","Unknown","90","80","21470","21680"
"Leaver Dept.","2022","Merseyside","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","EO","No function","100","100","27000","27570"
"Leaver Dept.","2022","Merseyside","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","EO","Unknown","150","140","25230","24890"
"Leaver Dept.","2022","Merseyside","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","SEO/HEO","No function","90","90","34710","32310"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
