"Status","Year","Ethnicity","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Female","North West (England)","80","70","30180","25310"
"In post","2021","Chinese","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Scotland","30","30","[c]","[c]"
"In post","2021","Chinese","Female","South East (England)","60","50","31470","29290"
"In post","2021","Chinese","Female","South West (England)","30","30","[c]","[c]"
"In post","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Wales","40","40","[c]","[c]"
"In post","2021","Chinese","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Chinese","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","London","250","240","41840","36360"
"In post","2021","Chinese","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","North West (England)","70","70","27980","25560"
"In post","2021","Chinese","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","South East (England)","40","40","[c]","[c]"
"In post","2021","Chinese","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Female","East Midlands (England)","200","180","29260","27570"
"In post","2021","Mixed","Female","East of England","240","220","29680","27710"
"In post","2021","Mixed","Female","London","2050","1960","39720","34760"
"In post","2021","Mixed","Female","North East (England)","120","100","29100","27540"
"In post","2021","Mixed","Female","North West (England)","460","420","28050","25560"
"In post","2021","Mixed","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Female","Overseas","50","50","[c]","[c]"
"In post","2021","Mixed","Female","Scotland","140","130","34590","29040"
"In post","2021","Mixed","Female","South East (England)","350","320","29780","27570"
"In post","2021","Mixed","Female","South West (England)","310","280","31480","27570"
"In post","2021","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Female","Wales","230","210","30100","27570"
"In post","2021","Mixed","Female","West Midlands (England)","340","310","28420","26670"
"In post","2021","Mixed","Female","Yorkshire and The Humber","300","270","30550","27570"
"In post","2021","Mixed","Male","East Midlands (England)","140","140","31050","27570"
"In post","2021","Mixed","Male","East of England","180","170","31950","29290"
"In post","2021","Mixed","Male","London","1360","1340","42530","37270"
"In post","2021","Mixed","Male","North East (England)","110","100","29520","27180"
"In post","2021","Mixed","Male","North West (England)","300","290","31320","27570"
"In post","2021","Mixed","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Male","Overseas","50","50","51740","53000"
"In post","2021","Mixed","Male","Scotland","120","120","35400","30080"
"In post","2021","Mixed","Male","South East (England)","320","310","33180","29920"
"In post","2021","Mixed","Male","South West (England)","310","290","34740","31810"
"In post","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Male","Wales","150","150","31790","27680"
"In post","2021","Mixed","Male","West Midlands (England)","190","190","29640","27570"
"In post","2021","Mixed","Male","Yorkshire and The Humber","210","200","32350","27570"
"In post","2021","Mixed","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Female","East of England","70","70","32170","29290"
"In post","2021","Other ethnicity","Female","London","760","710","40270","34020"
"In post","2021","Other ethnicity","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","North West (England)","80","70","29570","27470"
"In post","2021","Other ethnicity","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","Scotland","50","50","33830","28150"
"In post","2021","Other ethnicity","Female","South East (England)","110","100","28300","26670"
"In post","2021","Other ethnicity","Female","South West (England)","80","70","29880","27130"
"In post","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","Wales","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Female","West Midlands (England)","80","80","29420","27570"
"In post","2021","Other ethnicity","Female","Yorkshire and The Humber","60","50","31600","27570"
"In post","2021","Other ethnicity","Male","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Male","East of England","50","50","37060","31320"
"In post","2021","Other ethnicity","Male","London","510","500","43660","36650"
"In post","2021","Other ethnicity","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","North West (England)","90","90","32890","27570"
"In post","2021","Other ethnicity","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Scotland","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Male","South East (England)","100","100","32430","31000"
"In post","2021","Other ethnicity","Male","South West (England)","100","100","36360","33000"
"In post","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Wales","60","50","34200","28850"
"In post","2021","Other ethnicity","Male","West Midlands (England)","70","70","30950","27570"
"In post","2021","Other ethnicity","Male","Yorkshire and The Humber","60","60","34130","27570"
"In post","2021","Undeclared","Female","East Midlands (England)","410","360","29320","27570"
"In post","2021","Undeclared","Female","East of England","420","370","29820","27570"
"In post","2021","Undeclared","Female","London","2150","1990","39180","33600"
"In post","2021","Undeclared","Female","North East (England)","430","360","27250","25220"
"In post","2021","Undeclared","Female","North West (England)","1020","890","28810","27380"
"In post","2021","Undeclared","Female","Northern Ireland","40","30","[c]","[c]"
"In post","2021","Undeclared","Female","Overseas","60","60","[c]","[c]"
"In post","2021","Undeclared","Female","Scotland","630","560","30350","27570"
"In post","2021","Undeclared","Female","South East (England)","860","760","30750","27570"
"In post","2021","Undeclared","Female","South West (England)","810","730","32890","30180"
"In post","2021","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Wales","510","450","29890","26780"
"In post","2021","Undeclared","Female","West Midlands (England)","620","540","29120","27570"
"In post","2021","Undeclared","Female","Yorkshire and The Humber","590","510","30260","27570"
"In post","2021","Undeclared","Male","East Midlands (England)","510","490","30890","27590"
"In post","2021","Undeclared","Male","East of England","670","640","32410","29870"
"In post","2021","Undeclared","Male","London","2520","2450","44520","39870"
"In post","2021","Undeclared","Male","North East (England)","610","580","30390","27570"
"In post","2021","Undeclared","Male","North West (England)","1200","1150","31760","27570"
"In post","2021","Undeclared","Male","Northern Ireland","60","60","29070","25710"
"In post","2021","Undeclared","Male","Overseas","140","140","48960","42030"
"In post","2021","Undeclared","Male","Scotland","1000","950","34100","32140"
"In post","2021","Undeclared","Male","South East (England)","1410","1350","34420","32030"
"In post","2021","Undeclared","Male","South West (England)","1650","1600","38420","37320"
"In post","2021","Undeclared","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","Male","Wales","740","710","33490","29550"
"In post","2021","Undeclared","Male","West Midlands (England)","640","610","31380","27570"
"In post","2021","Undeclared","Male","Yorkshire and The Humber","810","780","31790","27680"
"In post","2021","Unknown","Female","East Midlands (England)","1360","1240","26830","25260"
"In post","2021","Unknown","Female","East of England","1000","920","29020","26300"
"In post","2021","Unknown","Female","London","8170","7880","41560","35050"
"In post","2021","Unknown","Female","North East (England)","2380","2070","24840","21440"
"In post","2021","Unknown","Female","North West (England)","3690","3370","27150","24620"
"In post","2021","Unknown","Female","Northern Ireland","280","260","25820","21440"
"In post","2021","Unknown","Female","Overseas","290","290","50070","46620"
"In post","2021","Unknown","Female","Scotland","5120","4670","29220","25870"
"In post","2021","Unknown","Female","South East (England)","1960","1760","29200","26700"
"In post","2021","Unknown","Female","South West (England)","1840","1660","30380","26780"
"In post","2021","Unknown","Female","Unknown","470","470","34080","32000"
"In post","2021","Unknown","Female","Wales","2300","2090","26810","23050"
"In post","2021","Unknown","Female","West Midlands (England)","1920","1770","27870","25560"
"In post","2021","Unknown","Female","Yorkshire and The Humber","2350","2170","30040","25790"
"In post","2021","Unknown","Male","East Midlands (England)","1340","1300","28360","25560"
"In post","2021","Unknown","Male","East of England","1080","1050","29460","27570"
"In post","2021","Unknown","Male","London","7390","7310","44290","36800"
"In post","2021","Unknown","Male","North East (England)","1970","1900","27620","25560"
"In post","2021","Unknown","Male","North West (England)","3570","3480","28790","25560"
"In post","2021","Unknown","Male","Northern Ireland","360","360","26120","23370"
"In post","2021","Unknown","Male","Overseas","280","280","53470","53000"
"In post","2021","Unknown","Male","Scotland","5020","4810","30870","28130"
"In post","2021","Unknown","Male","South East (England)","2270","2190","31100","28650"
"In post","2021","Unknown","Male","South West (England)","2340","2280","33160","29000"
"In post","2021","Unknown","Male","Unknown","1970","1960","37720","33570"
"In post","2021","Unknown","Male","Wales","2170","2110","29930","25560"
"In post","2021","Unknown","Male","West Midlands (England)","1680","1640","29640","25790"
"In post","2021","Unknown","Male","Yorkshire and The Humber","2500","2450","29820","25560"
"In post","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","Female","East Midlands (England)","8740","7820","29210","27380"
"In post","2021","White","Female","East of England","9370","8420","29690","27570"
"In post","2021","White","Female","London","26900","25360","46090","40920"
"In post","2021","White","Female","North East (England)","14790","12680","27600","25560"
"In post","2021","White","Female","North West (England)","27250","24230","28900","27130"
"In post","2021","White","Female","Northern Ireland","1420","1280","28930","25560"
"In post","2021","White","Female","Overseas","980","980","50170","51500"
"In post","2021","White","Female","Scotland","19270","17290","31760","27570"
"In post","2021","White","Female","South East (England)","16710","15060","30280","27570"
"In post","2021","White","Female","South West (England)","17730","15990","32190","27610"
"In post","2021","White","Female","Unknown","530","490","33180","27570"
"In post","2021","White","Female","Wales","17240","15260","29900","27130"
"In post","2021","White","Female","West Midlands (England)","11440","10200","30040","27570"
"In post","2021","White","Female","Yorkshire and The Humber","15320","13560","30820","27570"
"In post","2021","White","Male","East Midlands (England)","6370","6140","31560","27570"
"In post","2021","White","Male","East of England","7760","7460","32360","29810"
"In post","2021","White","Male","London","25990","25470","48140","42540"
"In post","2021","White","Male","North East (England)","9580","9120","29910","27570"
"In post","2021","White","Male","North West (England)","18230","17540","31110","27570"
"In post","2021","White","Male","Northern Ireland","1620","1570","27920","24890"
"In post","2021","White","Male","Overseas","1640","1640","50410","49760"
"In post","2021","White","Male","Scotland","15400","14860","33940","29350"
"In post","2021","White","Male","South East (England)","15340","14720","33080","30380"
"In post","2021","White","Male","South West (England)","18670","18150","36600","33300"
"In post","2021","White","Male","Unknown","440","420","34370","27570"
"In post","2021","White","Male","Wales","11950","11530","33080","27770"
"In post","2021","White","Male","West Midlands (England)","8190","7920","32600","28130"
"In post","2021","White","Male","Yorkshire and The Humber","11520","11080","32990","29180"
"In post","2021","White","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","East Midlands (England)","1090","950","27990","26590"
"In post","2022","Asian","Female","East of England","700","620","30500","27570"
"In post","2022","Asian","Female","London","8820","8170","37630","32960"
"In post","2022","Asian","Female","North East (England)","300","270","28300","26590"
"In post","2022","Asian","Female","North West (England)","1440","1270","28100","26590"
"In post","2022","Asian","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Overseas","70","70","43670","34770"
"In post","2022","Asian","Female","Scotland","400","360","30350","27230"
"In post","2022","Asian","Female","South East (England)","880","790","29920","28350"
"In post","2022","Asian","Female","South West (England)","440","400","33560","28900"
"In post","2022","Asian","Female","Unknown","120","100","29000","27780"
"In post","2022","Asian","Female","Wales","290","270","31090","27570"
"In post","2022","Asian","Female","West Midlands (England)","2720","2460","28310","26820"
"In post","2022","Asian","Female","Yorkshire and The Humber","1440","1270","28210","26820"
"In post","2022","Asian","Male","East Midlands (England)","860","820","28890","27130"
"In post","2022","Asian","Male","East of England","480","460","32730","28140"
"In post","2022","Asian","Male","London","5980","5860","39110","34260"
"In post","2022","Asian","Male","North East (England)","290","280","31230","27570"
"In post","2022","Asian","Male","North West (England)","1800","1740","29660","27570"
"In post","2022","Asian","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Overseas","100","100","46280","40490"
"In post","2022","Asian","Male","Scotland","340","330","34970","28950"
"In post","2022","Asian","Male","South East (England)","660","640","31730","28660"
"In post","2022","Asian","Male","South West (England)","460","450","36160","33300"
"In post","2022","Asian","Male","Unknown","50","50","31200","31060"
"In post","2022","Asian","Male","Wales","300","290","31410","26820"
"In post","2022","Asian","Male","West Midlands (England)","2140","2090","29540","27570"
"In post","2022","Asian","Male","Yorkshire and The Humber","1490","1450","29770","27570"
"In post","2022","Black","Female","East Midlands (England)","380","350","27800","26590"
"In post","2022","Black","Female","East of England","410","380","30500","29290"
"In post","2022","Black","Female","London","7070","6770","34930","31060"
"In post","2022","Black","Female","North East (England)","90","80","26710","21300"
"In post","2022","Black","Female","North West (England)","510","480","28910","26820"
"In post","2022","Black","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Overseas","30","30","[c]","[c]"
"In post","2022","Black","Female","Scotland","170","160","29070","27230"
"In post","2022","Black","Female","South East (England)","520","490","30280","28480"
"In post","2022","Black","Female","South West (England)","280","270","32030","28700"
"In post","2022","Black","Female","Unknown","40","40","[c]","[c]"
"In post","2022","Black","Female","Wales","120","120","29590","27570"
"In post","2022","Black","Female","West Midlands (England)","950","880","28520","27570"
"In post","2022","Black","Female","Yorkshire and The Humber","350","330","29450","27570"
"In post","2022","Black","Male","East Midlands (England)","230","230","29310","27380"
"In post","2022","Black","Male","East of England","230","230","31850","29290"
"In post","2022","Black","Male","London","3420","3370","36110","32350"
"In post","2022","Black","Male","North East (England)","80","80","30970","27570"
"In post","2022","Black","Male","North West (England)","430","420","30630","27570"
"In post","2022","Black","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Overseas","40","40","[c]","[c]"
"In post","2022","Black","Male","Scotland","140","140","34250","27570"
"In post","2022","Black","Male","South East (England)","400","390","31540","29290"
"In post","2022","Black","Male","South West (England)","300","290","33680","33080"
"In post","2022","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Wales","110","110","31630","27570"
"In post","2022","Black","Male","West Midlands (England)","480","460","30260","27570"
"In post","2022","Black","Male","Yorkshire and The Humber","270","260","30030","27380"
"In post","2022","Black","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","East Midlands (England)","250","230","28890","26820"
"In post","2022","Mixed","Female","East of England","250","230","30350","28170"
"In post","2022","Mixed","Female","London","2160","2060","40810","35490"
"In post","2022","Mixed","Female","North East (England)","140","130","29570","27570"
"In post","2022","Mixed","Female","North West (England)","540","500","29270","26820"
"In post","2022","Mixed","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Overseas","60","60","46050","40170"
"In post","2022","Mixed","Female","Scotland","180","170","35440","30040"
"In post","2022","Mixed","Female","South East (England)","410","380","30530","27570"
"In post","2022","Mixed","Female","South West (England)","350","320","32630","29230"
"In post","2022","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Wales","260","240","30820","27570"
"In post","2022","Mixed","Female","West Midlands (England)","430","390","29410","27570"
"In post","2022","Mixed","Female","Yorkshire and The Humber","330","300","31370","27570"
"In post","2022","Mixed","Male","East Midlands (England)","170","160","31580","27350"
"In post","2022","Mixed","Male","East of England","190","190","33060","29290"
"In post","2022","Mixed","Male","London","1430","1420","43050","37930"
"In post","2022","Mixed","Male","North East (England)","120","110","29920","27570"
"In post","2022","Mixed","Male","North West (England)","350","340","31690","27570"
"In post","2022","Mixed","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Overseas","60","60","53560","52410"
"In post","2022","Mixed","Male","Scotland","140","140","36060","30860"
"In post","2022","Mixed","Male","South East (England)","360","350","33580","30450"
"In post","2022","Mixed","Male","South West (England)","320","310","35010","32080"
"In post","2022","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Wales","170","170","33010","29430"
"In post","2022","Mixed","Male","West Midlands (England)","220","210","30580","27570"
"In post","2022","Mixed","Male","Yorkshire and The Humber","230","220","32400","27570"
"In post","2022","Mixed","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Female","East of England","70","60","30370","28560"
"In post","2022","Other ethnicity","Female","London","760","720","39510","34100"
"In post","2022","Other ethnicity","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","North West (England)","90","80","30440","27570"
"In post","2022","Other ethnicity","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Scotland","60","60","32580","28920"
"In post","2022","Other ethnicity","Female","South East (England)","90","90","30900","27570"
"In post","2022","Other ethnicity","Female","South West (England)","60","60","33330","27810"
"In post","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Wales","50","50","30100","27570"
"In post","2022","Other ethnicity","Female","West Midlands (England)","90","80","29730","26820"
"In post","2022","Other ethnicity","Female","Yorkshire and The Humber","60","50","31950","27570"
"In post","2022","Other ethnicity","Male","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","Other ethnicity","Male","East of England","50","50","36480","31650"
"In post","2022","Other ethnicity","Male","London","550","540","42540","36650"
"In post","2022","Other ethnicity","Male","North East (England)","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Male","North West (England)","90","90","33150","27570"
"In post","2022","Other ethnicity","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Scotland","50","50","[c]","[c]"
"In post","2022","Other ethnicity","Male","South East (England)","90","90","32930","30930"
"In post","2022","Other ethnicity","Male","South West (England)","90","90","36230","32980"
"In post","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Wales","60","60","34160","30120"
"In post","2022","Other ethnicity","Male","West Midlands (England)","70","70","32440","27570"
"In post","2022","Other ethnicity","Male","Yorkshire and The Humber","70","60","33310","27750"
"In post","2022","Undeclared","Female","East Midlands (England)","410","370","30900","27570"
"In post","2022","Undeclared","Female","East of England","420","370","30710","28550"
"In post","2022","Undeclared","Female","London","1990","1850","39380","34020"
"In post","2022","Undeclared","Female","North East (England)","410","350","28830","26670"
"In post","2022","Undeclared","Female","North West (England)","990","860","29800","27570"
"In post","2022","Undeclared","Female","Northern Ireland","30","30","[c]","[c]"
"In post","2022","Undeclared","Female","Overseas","80","80","46060","44130"
"In post","2022","Undeclared","Female","Scotland","630","560","31960","27570"
"In post","2022","Undeclared","Female","South East (England)","830","740","32000","28670"
"In post","2022","Undeclared","Female","South West (England)","760","690","33400","30980"
"In post","2022","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Wales","500","450","30890","27130"
"In post","2022","Undeclared","Female","West Midlands (England)","610","530","29690","27570"
"In post","2022","Undeclared","Female","Yorkshire and The Humber","600","530","30720","27570"
"In post","2022","Undeclared","Male","East Midlands (England)","530","500","32060","29080"
"In post","2022","Undeclared","Male","East of England","640","610","32830","30820"
"In post","2022","Undeclared","Male","London","2440","2380","45170","40650"
"In post","2022","Undeclared","Male","North East (England)","650","620","32650","27570"
"In post","2022","Undeclared","Male","North West (England)","1240","1180","33060","28840"
"In post","2022","Undeclared","Male","Northern Ireland","60","60","31950","27570"
"In post","2022","Undeclared","Male","Overseas","160","160","48280","42110"
"In post","2022","Undeclared","Male","Scotland","950","900","35430","33370"
"In post","2022","Undeclared","Male","South East (England)","1340","1280","35100","32780"
"In post","2022","Undeclared","Male","South West (England)","1590","1530","38570","37410"
"In post","2022","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Wales","760","730","34970","31650"
"In post","2022","Undeclared","Male","West Midlands (England)","670","640","32560","28040"
"In post","2022","Undeclared","Male","Yorkshire and The Humber","860","820","32900","29270"
"In post","2022","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","East Midlands (England)","1500","1370","28010","26310"
"In post","2022","Unknown","Female","East of England","1170","1060","29210","26310"
"In post","2022","Unknown","Female","London","8930","8630","41970","35490"
"In post","2022","Unknown","Female","North East (England)","2490","2200","26570","22600"
"In post","2022","Unknown","Female","North West (England)","4520","4170","28240","25000"
"In post","2022","Unknown","Female","Northern Ireland","360","330","27870","24880"
"In post","2022","Unknown","Female","Overseas","270","270","48150","46600"
"In post","2022","Unknown","Female","Scotland","5470","5040","30700","27080"
"In post","2022","Unknown","Female","South East (England)","2200","1990","29880","26820"
"In post","2022","Unknown","Female","South West (England)","2010","1840","30420","26740"
"In post","2022","Unknown","Female","Unknown","420","410","33750","30330"
"In post","2022","Unknown","Female","Wales","2330","2120","27700","23880"
"In post","2022","Unknown","Female","West Midlands (England)","2290","2120","29120","26290"
"In post","2022","Unknown","Female","Yorkshire and The Humber","2690","2500","31060","26820"
"In post","2022","Unknown","Male","East Midlands (England)","1370","1330","29450","26590"
"In post","2022","Unknown","Male","East of England","1130","1090","30370","27120"
"In post","2022","Unknown","Male","London","7850","7750","44580","38050"
"In post","2022","Unknown","Male","North East (England)","2110","2050","29690","26820"
"In post","2022","Unknown","Male","North West (England)","4030","3930","30120","26820"
"In post","2022","Unknown","Male","Northern Ireland","450","440","27670","24880"
"In post","2022","Unknown","Male","Overseas","250","250","50560","52430"
"In post","2022","Unknown","Male","Scotland","5300","5090","32100","28990"
"In post","2022","Unknown","Male","South East (England)","2380","2260","31750","28140"
"In post","2022","Unknown","Male","South West (England)","2380","2320","33630","29230"
"In post","2022","Unknown","Male","Unknown","1800","1790","37840","33570"
"In post","2022","Unknown","Male","Wales","2190","2130","31240","26820"
"In post","2022","Unknown","Male","West Midlands (England)","1880","1810","30970","26820"
"In post","2022","Unknown","Male","Yorkshire and The Humber","2770","2710","31370","26820"
"In post","2022","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","East Midlands (England)","9390","8460","30260","27570"
"In post","2022","White","Female","East of England","9460","8530","30440","27570"
"In post","2022","White","Female","London","27430","25930","46590","41950"
"In post","2022","White","Female","North East (England)","15880","13820","28890","26820"
"In post","2022","White","Female","North West (England)","28840","25890","29850","27570"
"In post","2022","White","Female","Northern Ireland","1560","1430","30460","26820"
"In post","2022","White","Female","Overseas","980","980","50160","51500"
