"Status","Year","Sex","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Project Delivery","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Westminster","80","80","50260","43140"
"New entrant CS","2022","Male","Project Delivery","Wiltshire","60","60","34480","33000"
"New entrant CS","2022","Male","Project Delivery","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Durham","60","60","23510","21750"
"New entrant CS","2022","Male","Property","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Manchester","30","30","[c]","[c]"
"New entrant CS","2022","Male","Property","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Plymouth","40","40","[c]","[c]"
"New entrant CS","2022","Male","Property","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Westminster","40","40","[c]","[c]"
"New entrant CS","2022","Male","Property","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Berkshire","60","60","27330","25540"
"New entrant CS","2022","Male","Security","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","80","70","25160","23540"
"New entrant CS","2022","Male","Security","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Greater Manchester North East","[c]","[c]","[c]","[c]"
