"Status","Year","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cumbria","Female","Heterosexual / straight","750","650","27090","25150"
"In post","2021","Cumbria","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Cumbria","Female","Undeclared","80","70","27870","25190"
"In post","2021","Cumbria","Female","Unknown","380","320","25140","21050"
"In post","2021","Cumbria","Male","Heterosexual / straight","540","530","30980","27570"
"In post","2021","Cumbria","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Cumbria","Male","Undeclared","100","90","32350","27570"
"In post","2021","Cumbria","Male","Unknown","230","220","26750","21550"
"In post","2021","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","4540","4090","30700","27570"
"In post","2021","Derbyshire and Nottinghamshire","Female","LGBO","270","260","30270","27570"
"In post","2021","Derbyshire and Nottinghamshire","Female","Undeclared","630","550","30330","27570"
"In post","2021","Derbyshire and Nottinghamshire","Female","Unknown","1490","1330","28320","26700"
"In post","2021","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","3340","3220","32890","28130"
"In post","2021","Derbyshire and Nottinghamshire","Male","LGBO","210","210","30980","27570"
"In post","2021","Derbyshire and Nottinghamshire","Male","Undeclared","500","470","33180","30950"
"In post","2021","Derbyshire and Nottinghamshire","Male","Unknown","1320","1260","29610","27150"
"In post","2021","Devon","Female","Heterosexual / straight","2480","2160","28270","27000"
"In post","2021","Devon","Female","LGBO","140","130","26920","25930"
"In post","2021","Devon","Female","Undeclared","320","280","28810","26930"
"In post","2021","Devon","Female","Unknown","1410","1230","31510","27570"
"In post","2021","Devon","Male","Heterosexual / straight","2410","2320","30890","27570"
"In post","2021","Devon","Male","LGBO","120","120","27520","27130"
"In post","2021","Devon","Male","Undeclared","360","340","32430","29730"
"In post","2021","Devon","Male","Unknown","1770","1710","36690","35030"
"In post","2021","Dorset and Somerset","Female","Heterosexual / straight","1740","1560","28260","27130"
"In post","2021","Dorset and Somerset","Female","LGBO","90","90","28400","27470"
"In post","2021","Dorset and Somerset","Female","Undeclared","250","220","29110","27570"
"In post","2021","Dorset and Somerset","Female","Unknown","430","360","28290","27540"
"In post","2021","Dorset and Somerset","Male","Heterosexual / straight","1860","1800","30790","28400"
"In post","2021","Dorset and Somerset","Male","LGBO","80","80","28230","27570"
"In post","2021","Dorset and Somerset","Male","Undeclared","310","300","31280","31430"
"In post","2021","Dorset and Somerset","Male","Unknown","460","440","31200","27620"
"In post","2021","East Anglia","Female","Heterosexual / straight","4520","4080","28940","27140"
"In post","2021","East Anglia","Female","LGBO","200","190","27890","25880"
"In post","2021","East Anglia","Female","Undeclared","570","520","29300","27130"
"In post","2021","East Anglia","Female","Unknown","1070","930","28980","27500"
"In post","2021","East Anglia","Male","Heterosexual / straight","4120","3990","31500","28400"
"In post","2021","East Anglia","Male","LGBO","190","180","28650","27570"
"In post","2021","East Anglia","Male","Undeclared","650","620","31820","31170"
"In post","2021","East Anglia","Male","Unknown","1130","1080","31100","28920"
"In post","2021","East Wales","Female","Heterosexual / straight","7470","6810","32560","28130"
"In post","2021","East Wales","Female","LGBO","390","380","30340","27570"
"In post","2021","East Wales","Female","Undeclared","790","710","32660","27570"
"In post","2021","East Wales","Female","Unknown","2330","2060","27700","25560"
"In post","2021","East Wales","Male","Heterosexual / straight","5760","5600","34750","29890"
"In post","2021","East Wales","Male","LGBO","470","460","32940","28430"
"In post","2021","East Wales","Male","Undeclared","960","920","34140","30020"
"In post","2021","East Wales","Male","Unknown","2170","2100","31310","27570"
"In post","2021","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","1600","1390","26890","26670"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","LGBO","90","80","26670","25790"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Undeclared","240","210","26900","27130"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Unknown","400","350","25860","26120"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","1640","1570","29060","27130"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","LGBO","80","70","27360","27130"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Undeclared","260","240","30250","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Unknown","410","390","28330","27380"
"In post","2021","Eastern Scotland","Female","Heterosexual / straight","6210","5720","35110","29190"
"In post","2021","Eastern Scotland","Female","LGBO","350","340","32990","30080"
"In post","2021","Eastern Scotland","Female","Undeclared","1170","1060","30560","27570"
"In post","2021","Eastern Scotland","Female","Unknown","2990","2710","31730","27570"
"In post","2021","Eastern Scotland","Male","Heterosexual / straight","4780","4650","36650","32140"
"In post","2021","Eastern Scotland","Male","LGBO","410","400","35430","30650"
"In post","2021","Eastern Scotland","Male","Undeclared","860","830","32850","29350"
"In post","2021","Eastern Scotland","Male","Unknown","3080","2950","33380","30650"
"In post","2021","Essex","Female","Heterosexual / straight","2170","1950","29670","29290"
"In post","2021","Essex","Female","LGBO","120","110","29710","29290"
"In post","2021","Essex","Female","Undeclared","310","270","28500","27370"
"In post","2021","Essex","Female","Unknown","630","550","29980","27530"
"In post","2021","Essex","Male","Heterosexual / straight","1600","1520","32610","29290"
"In post","2021","Essex","Male","LGBO","80","80","31270","29290"
"In post","2021","Essex","Male","Undeclared","240","230","33440","29290"
"In post","2021","Essex","Male","Unknown","440","420","31190","29290"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","10100","9310","34060","30990"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","490","470","31670","28300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","1350","1230","35080","33280"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","1720","1530","33260","28550"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","11300","11070","38880","36440"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","530","520","34680","31380"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","1750","1690","40560","39070"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","2080","2010","36700","32010"
"In post","2021","Greater Manchester","Female","Heterosexual / straight","7080","6500","31020","27570"
"In post","2021","Greater Manchester","Female","LGBO","410","400","30560","27570"
"In post","2021","Greater Manchester","Female","Undeclared","870","780","29330","27300"
"In post","2021","Greater Manchester","Female","Unknown","2390","2140","27930","25560"
"In post","2021","Greater Manchester","Male","Heterosexual / straight","5410","5260","32460","27570"
"In post","2021","Greater Manchester","Male","LGBO","570","550","30970","27570"
"In post","2021","Greater Manchester","Male","Undeclared","730","700","32930","28220"
"In post","2021","Greater Manchester","Male","Unknown","2250","2170","30370","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Heterosexual / straight","5460","4890","30460","27570"
"In post","2021","Hampshire and Isle of Wight","Female","LGBO","250","240","29050","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Undeclared","690","620","30600","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Unknown","1190","1020","29720","26670"
"In post","2021","Hampshire and Isle of Wight","Male","Heterosexual / straight","5410","5160","33840","30980"
"In post","2021","Hampshire and Isle of Wight","Male","LGBO","250","240","31530","27730"
"In post","2021","Hampshire and Isle of Wight","Male","Undeclared","840","810","34890","33300"
"In post","2021","Hampshire and Isle of Wight","Male","Unknown","1250","1180","33860","29960"
"In post","2021","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","1510","1370","27410","26120"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","90","90","28730","24440"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","190","170","26860","24440"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","370","320","25970","24920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","1300","1270","29100","26830"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","60","50","28060","25660"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","170","170","30440","29730"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","310","300","28010","26350"
"In post","2021","Highlands and Islands","Female","Heterosexual / straight","640","580","27640","27570"
"In post","2021","Highlands and Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Undeclared","120","100","28050","27570"
"In post","2021","Highlands and Islands","Female","Unknown","230","210","28490","27570"
"In post","2021","Highlands and Islands","Male","Heterosexual / straight","490","480","29840","27570"
"In post","2021","Highlands and Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Undeclared","90","80","28970","26780"
"In post","2021","Highlands and Islands","Male","Unknown","350","340","29950","28120"
"In post","2021","Inner London - East","Female","Heterosexual / straight","6270","5890","40530","34550"
"In post","2021","Inner London - East","Female","LGBO","340","330","38760","34550"
"In post","2021","Inner London - East","Female","Undeclared","900","840","40570","34010"
"In post","2021","Inner London - East","Female","Unknown","2140","1960","39600","32260"
"In post","2021","Inner London - East","Male","Heterosexual / straight","4610","4500","44490","38500"
"In post","2021","Inner London - East","Male","LGBO","450","440","44830","37310"
"In post","2021","Inner London - East","Male","Undeclared","620","590","44640","39800"
"In post","2021","Inner London - East","Male","Unknown","1880","1830","43650","36230"
"In post","2021","Inner London - West","Female","Heterosexual / straight","21400","20490","46350","41800"
"In post","2021","Inner London - West","Female","LGBO","1440","1410","44980","40050"
"In post","2021","Inner London - West","Female","Undeclared","2370","2270","45370","40960"
"In post","2021","Inner London - West","Female","Unknown","7100","6810","44500","38600"
"In post","2021","Inner London - West","Male","Heterosexual / straight","17760","17570","48840","44080"
"In post","2021","Inner London - West","Male","LGBO","2170","2150","48580","45200"
"In post","2021","Inner London - West","Male","Undeclared","2630","2590","48470","44680"
"In post","2021","Inner London - West","Male","Unknown","6250","6180","47030","40600"
"In post","2021","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Female","Heterosexual / straight","3000","2730","28710","27370"
"In post","2021","Kent","Female","LGBO","180","180","29800","29290"
"In post","2021","Kent","Female","Undeclared","430","380","29120","27370"
"In post","2021","Kent","Female","Unknown","610","550","28190","26330"
"In post","2021","Kent","Male","Heterosexual / straight","2980","2870","30360","29290"
"In post","2021","Kent","Male","LGBO","160","150","30850","29290"
"In post","2021","Kent","Male","Undeclared","480","450","31060","27370"
"In post","2021","Kent","Male","Unknown","690","660","30830","29830"
"In post","2021","Lancashire","Female","Heterosexual / straight","5510","4880","28170","27570"
"In post","2021","Lancashire","Female","LGBO","250","240","27400","26500"
"In post","2021","Lancashire","Female","Undeclared","620","530","28020","27570"
"In post","2021","Lancashire","Female","Unknown","1890","1610","26200","25300"
"In post","2021","Lancashire","Male","Heterosexual / straight","3640","3480","29490","27570"
"In post","2021","Lancashire","Male","LGBO","210","200","27420","27570"
"In post","2021","Lancashire","Male","Undeclared","470","450","28730","27380"
"In post","2021","Lancashire","Male","Unknown","1520","1440","28340","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","2450","2160","27010","25220"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","LGBO","130","120","27720","26700"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","330","290","26240","24620"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","Unknown","730","630","25640","23240"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","1700","1650","28860","27130"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","LGBO","100","90","27660","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","260","240","29470","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","Unknown","550","520","26740","26350"
"In post","2021","Lincolnshire","Female","Heterosexual / straight","1080","990","26400","25030"
"In post","2021","Lincolnshire","Female","LGBO","50","40","[c]","[c]"
"In post","2021","Lincolnshire","Female","Undeclared","160","140","27560","26240"
"In post","2021","Lincolnshire","Female","Unknown","170","150","28050","27570"
"In post","2021","Lincolnshire","Male","Heterosexual / straight","1030","1010","29610","27570"
"In post","2021","Lincolnshire","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Lincolnshire","Male","Undeclared","140","140","31150","28210"
"In post","2021","Lincolnshire","Male","Unknown","170","160","28410","27570"
"In post","2021","Merseyside","Female","Heterosexual / straight","8170","7240","28230","25560"
"In post","2021","Merseyside","Female","LGBO","280","260","27190","25040"
"In post","2021","Merseyside","Female","Undeclared","780","670","28040","25560"
"In post","2021","Merseyside","Female","Unknown","2450","2090","26550","23470"
"In post","2021","Merseyside","Male","Heterosexual / straight","5170","4980","30350","26410"
"In post","2021","Merseyside","Male","LGBO","320","310","29810","26370"
"In post","2021","Merseyside","Male","Undeclared","660","620","30610","27240"
"In post","2021","Merseyside","Male","Unknown","1660","1580","28370","25560"
"In post","2021","North Eastern Scotland","Female","Heterosexual / straight","550","500","34160","29190"
"In post","2021","North Eastern Scotland","Female","LGBO","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Female","Undeclared","110","90","29230","22820"
"In post","2021","North Eastern Scotland","Female","Unknown","240","220","30010","27570"
"In post","2021","North Eastern Scotland","Male","Heterosexual / straight","520","510","42030","33650"
"In post","2021","North Eastern Scotland","Male","LGBO","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Male","Undeclared","100","100","41150","32060"
"In post","2021","North Eastern Scotland","Male","Unknown","280","270","36010","33650"
"In post","2021","North Yorkshire","Female","Heterosexual / straight","1780","1650","33780","29290"
"In post","2021","North Yorkshire","Female","LGBO","100","100","33270","29030"
"In post","2021","North Yorkshire","Female","Undeclared","180","160","30820","27570"
"In post","2021","North Yorkshire","Female","Unknown","400","360","32490","27570"
"In post","2021","North Yorkshire","Male","Heterosexual / straight","1540","1510","34140","30280"
"In post","2021","North Yorkshire","Male","LGBO","80","80","32690","28430"
"In post","2021","North Yorkshire","Male","Undeclared","240","230","33620","31420"
"In post","2021","North Yorkshire","Male","Unknown","400","390","32090","27570"
"In post","2021","Northern Ireland","Female","Heterosexual / straight","1220","1110","29200","25560"
"In post","2021","Northern Ireland","Female","LGBO","50","40","[c]","[c]"
"In post","2021","Northern Ireland","Female","Undeclared","90","80","27940","25560"
"In post","2021","Northern Ireland","Female","Unknown","400","360","26260","21730"
"In post","2021","Northern Ireland","Male","Heterosexual / straight","1400","1360","28070","25040"
"In post","2021","Northern Ireland","Male","LGBO","50","50","25860","22330"
"In post","2021","Northern Ireland","Male","Undeclared","140","140","28250","25560"
"In post","2021","Northern Ireland","Male","Unknown","470","460","26320","23870"
"In post","2021","Northumberland and Tyne and Wear","Female","Heterosexual / straight","8080","6960","28130","25560"
"In post","2021","Northumberland and Tyne and Wear","Female","LGBO","330","310","27610","25560"
"In post","2021","Northumberland and Tyne and Wear","Female","Undeclared","760","640","27190","21950"
"In post","2021","Northumberland and Tyne and Wear","Female","Unknown","3500","2890","25180","21440"
"In post","2021","Northumberland and Tyne and Wear","Male","Heterosexual / straight","5200","5000","30640","27570"
"In post","2021","Northumberland and Tyne and Wear","Male","LGBO","370","360","28910","26980"
"In post","2021","Northumberland and Tyne and Wear","Male","Undeclared","680","650","30460","27290"
"In post","2021","Northumberland and Tyne and Wear","Male","Unknown","2440","2320","28120","25560"
"In post","2021","Outer London - East and North East","Female","Heterosexual / straight","1440","1320","30230","31060"
"In post","2021","Outer London - East and North East","Female","LGBO","80","70","31890","31060"
"In post","2021","Outer London - East and North East","Female","Undeclared","200","170","29080","30330"
"In post","2021","Outer London - East and North East","Female","Unknown","560","490","28940","30330"
"In post","2021","Outer London - East and North East","Male","Heterosexual / straight","960","940","31960","31060"
"In post","2021","Outer London - East and North East","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Outer London - East and North East","Male","Undeclared","140","130","32800","31060"
"In post","2021","Outer London - East and North East","Male","Unknown","380","370","31160","31060"
"In post","2021","Outer London - South","Female","Heterosexual / straight","4410","4070","36420","31170"
"In post","2021","Outer London - South","Female","LGBO","130","130","38240","31060"
"In post","2021","Outer London - South","Female","Undeclared","640","580","35210","31060"
"In post","2021","Outer London - South","Female","Unknown","900","840","33880","31060"
"In post","2021","Outer London - South","Male","Heterosexual / straight","3210","3150","39850","35280"
"In post","2021","Outer London - South","Male","LGBO","170","160","40150","36160"
"In post","2021","Outer London - South","Male","Undeclared","520","510","40700","36420"
"In post","2021","Outer London - South","Male","Unknown","760","740","37510","33650"
"In post","2021","Outer London - West and North West","Female","Heterosexual / straight","3370","3090","32250","31060"
"In post","2021","Outer London - West and North West","Female","LGBO","150","140","32290","31060"
"In post","2021","Outer London - West and North West","Female","Undeclared","550","490","32440","30840"
"In post","2021","Outer London - West and North West","Female","Unknown","890","810","34800","31060"
"In post","2021","Outer London - West and North West","Male","Heterosexual / straight","2870","2710","33190","31060"
"In post","2021","Outer London - West and North West","Male","LGBO","140","130","35570","31060"
"In post","2021","Outer London - West and North West","Male","Undeclared","480","450","35760","31060"
"In post","2021","Outer London - West and North West","Male","Unknown","630","610","35500","31750"
"In post","2021","Overseas","Female","Heterosexual / straight","950","940","49570","50940"
"In post","2021","Overseas","Female","LGBO","50","50","47100","41460"
"In post","2021","Overseas","Female","Undeclared","140","140","45590","40330"
"In post","2021","Overseas","Female","Unknown","360","360","49730","46620"
"In post","2021","Overseas","Male","Heterosexual / straight","1550","1550","50130","49640"
"In post","2021","Overseas","Male","LGBO","120","120","53650","54040"
"In post","2021","Overseas","Male","Undeclared","230","230","48910","42110"
"In post","2021","Overseas","Male","Unknown","360","360","52180","52430"
"In post","2021","Shropshire and Staffordshire","Female","Heterosexual / straight","3230","2930","29210","27380"
"In post","2021","Shropshire and Staffordshire","Female","LGBO","180","170","27100","25790"
"In post","2021","Shropshire and Staffordshire","Female","Undeclared","340","300","28800","27130"
"In post","2021","Shropshire and Staffordshire","Female","Unknown","790","700","28100","26300"
"In post","2021","Shropshire and Staffordshire","Male","Heterosexual / straight","2610","2540","31350","27570"
"In post","2021","Shropshire and Staffordshire","Male","LGBO","140","130","29160","27470"
"In post","2021","Shropshire and Staffordshire","Male","Undeclared","360","340","31070","28110"
"In post","2021","Shropshire and Staffordshire","Male","Unknown","670","640","30180","26950"
"In post","2021","South Yorkshire","Female","Heterosexual / straight","4200","3680","30360","27570"
"In post","2021","South Yorkshire","Female","LGBO","200","190","31890","27570"
"In post","2021","South Yorkshire","Female","Undeclared","470","410","30280","27570"
"In post","2021","South Yorkshire","Female","Unknown","850","730","29850","27570"
"In post","2021","South Yorkshire","Male","Heterosexual / straight","2940","2840","32900","27570"
"In post","2021","South Yorkshire","Male","LGBO","190","180","30880","27570"
"In post","2021","South Yorkshire","Male","Undeclared","380","370","32620","30070"
"In post","2021","South Yorkshire","Male","Unknown","700","670","33020","28200"
"In post","2021","Southern Scotland","Female","Heterosexual / straight","2020","1770","29910","27570"
"In post","2021","Southern Scotland","Female","LGBO","70","60","30940","27570"
"In post","2021","Southern Scotland","Female","Undeclared","260","220","26540","22820"
"In post","2021","Southern Scotland","Female","Unknown","1150","990","26980","24110"
"In post","2021","Southern Scotland","Male","Heterosexual / straight","1360","1300","31800","27570"
"In post","2021","Southern Scotland","Male","LGBO","80","80","30950","26160"
"In post","2021","Southern Scotland","Male","Undeclared","200","190","28640","26780"
"In post","2021","Southern Scotland","Male","Unknown","880","840","28630","25560"
"In post","2021","Surrey, East and West Sussex","Female","Heterosexual / straight","3170","2830","29800","27570"
"In post","2021","Surrey, East and West Sussex","Female","LGBO","250","240","29640","27570"
"In post","2021","Surrey, East and West Sussex","Female","Undeclared","480","420","30640","27570"
"In post","2021","Surrey, East and West Sussex","Female","Unknown","800","690","29200","27570"
"In post","2021","Surrey, East and West Sussex","Male","Heterosexual / straight","2300","2190","31970","28400"
"In post","2021","Surrey, East and West Sussex","Male","LGBO","200","190","28700","27570"
"In post","2021","Surrey, East and West Sussex","Male","Undeclared","410","380","32270","29410"
"In post","2021","Surrey, East and West Sussex","Male","Unknown","700","660","30470","28130"
"In post","2021","Tees Valley and Durham","Female","Heterosexual / straight","3780","3320","27550","25830"
"In post","2021","Tees Valley and Durham","Female","LGBO","170","160","28140","26810"
"In post","2021","Tees Valley and Durham","Female","Undeclared","410","350","27590","25310"
"In post","2021","Tees Valley and Durham","Female","Unknown","1020","870","25310","22350"
"In post","2021","Tees Valley and Durham","Male","Heterosexual / straight","2570","2440","29020","27130"
"In post","2021","Tees Valley and Durham","Male","LGBO","120","120","28690","26560"
"In post","2021","Tees Valley and Durham","Male","Undeclared","300","290","29960","27570"
"In post","2021","Tees Valley and Durham","Male","Unknown","870","810","28380","27150"
"In post","2021","Unknown","Female","Heterosexual / straight","560","520","32640","27570"
"In post","2021","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Undeclared","70","60","31870","27570"
"In post","2021","Unknown","Female","Unknown","550","520","33680","30780"
"In post","2021","Unknown","Male","Heterosexual / straight","440","430","34470","28120"
"In post","2021","Unknown","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Unknown","Male","Undeclared","50","50","33130","28010"
"In post","2021","Unknown","Male","Unknown","2000","2000","37630","33570"
"In post","2021","West Central Scotland","Female","Heterosexual / straight","6100","5460","30160","27150"
"In post","2021","West Central Scotland","Female","LGBO","290","280","30820","27570"
"In post","2021","West Central Scotland","Female","Undeclared","980","850","27760","25560"
"In post","2021","West Central Scotland","Female","Unknown","2130","1870","28800","25560"
"In post","2021","West Central Scotland","Male","Heterosexual / straight","5110","4910","32310","27570"
"In post","2021","West Central Scotland","Male","LGBO","340","330","30000","27570"
"In post","2021","West Central Scotland","Male","Undeclared","660","630","31610","27570"
"In post","2021","West Central Scotland","Male","Unknown","2310","2220","30890","27570"
"In post","2021","West Midlands","Female","Heterosexual / straight","7050","6330","30310","27570"
"In post","2021","West Midlands","Female","LGBO","270","250","30650","27570"
"In post","2021","West Midlands","Female","Undeclared","850","750","29660","27570"
"In post","2021","West Midlands","Female","Unknown","2650","2320","28700","26140"
"In post","2021","West Midlands","Male","Heterosexual / straight","4660","4530","32460","27570"
"In post","2021","West Midlands","Male","LGBO","290","280","31090","27570"
"In post","2021","West Midlands","Male","Undeclared","590","560","32100","27570"
"In post","2021","West Midlands","Male","Unknown","1840","1780","31700","27570"
"In post","2021","West Wales and The Valleys","Female","Heterosexual / straight","6540","5780","28150","26470"
"In post","2021","West Wales and The Valleys","Female","LGBO","240","220","27280","24240"
"In post","2021","West Wales and The Valleys","Female","Undeclared","1480","1180","25910","21590"
"In post","2021","West Wales and The Valleys","Female","Unknown","1430","1220","25410","21590"
"In post","2021","West Wales and The Valleys","Male","Heterosexual / straight","3980","3840","31530","27570"
"In post","2021","West Wales and The Valleys","Male","LGBO","230","220","29370","26350"
"In post","2021","West Wales and The Valleys","Male","Undeclared","910","870","30280","26780"
"In post","2021","West Wales and The Valleys","Male","Unknown","920","870","28020","26130"
"In post","2021","West Yorkshire","Female","Heterosexual / straight","6060","5430","31160","27570"
"In post","2021","West Yorkshire","Female","LGBO","390","380","30030","27570"
"In post","2021","West Yorkshire","Female","Undeclared","720","620","29830","27570"
"In post","2021","West Yorkshire","Female","Unknown","2390","2120","30140","27570"
"In post","2021","West Yorkshire","Male","Heterosexual / straight","4580","4430","33030","28130"
"In post","2021","West Yorkshire","Male","LGBO","320","320","32070","27570"
"In post","2021","West Yorkshire","Male","Undeclared","580","550","32580","28420"
"In post","2021","West Yorkshire","Male","Unknown","2210","2130","30370","26300"
"In post","2022","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","1980","1830","32810","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","LGBO","100","90","30590","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","Undeclared","200","180","32940","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","Unknown","420","370","33210","29290"
