"Status","Year","Sex","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","EO","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Calderdale and Kirklees","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Cambridgeshire CC","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Cardiff and Vale of Glamorgan","130","130","26320","26590"
"New entrant CS","2022","Male","EO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Central Hampshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Central Valleys","70","70","27430","27570"
"New entrant CS","2022","Male","EO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","City of Edinburgh","190","190","27310","27230"
"New entrant CS","2022","Male","EO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Croydon","160","160","29790","30600"
"New entrant CS","2022","Male","EO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Devon CC","60","60","24980","24510"
"New entrant CS","2022","Male","EO","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Kent","90","80","27710","24920"
"New entrant CS","2022","Male","EO","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Glasgow City","310","310","26340","27230"
"New entrant CS","2022","Male","EO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Greater Manchester South West","180","180","26060","26590"
"New entrant CS","2022","Male","EO","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Hackney and Newham","120","110","30770","30750"
"New entrant CS","2022","Male","EO","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Harrow and Hillingdon","80","70","29570","28650"
"New entrant CS","2022","Male","EO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Hertfordshire CC","50","50","29200","29290"
"New entrant CS","2022","Male","EO","Hounslow and Richmond upon Thames","70","70","28540","28650"
"New entrant CS","2022","Male","EO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Lambeth","90","80","31210","31060"
"New entrant CS","2022","Male","EO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Leeds","310","300","26500","26590"
"New entrant CS","2022","Male","EO","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Lewisham and Southwark","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Lincolnshire CC","50","50","[c]","[c]"
"New entrant CS","2022","Male","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Liverpool","180","180","26410","26590"
"New entrant CS","2022","Male","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Manchester","220","210","27140","26590"
"New entrant CS","2022","Male","EO","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Merton, Kingston upon Thames and Sutton","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Monmouthshire and Newport","90","90","25550","24030"
"New entrant CS","2022","Male","EO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","North Lanarkshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Nottingham","210","210","26580","26590"
"New entrant CS","2022","Male","EO","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Redbridge and Waltham Forest","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Sefton","120","120","25960","26370"
"New entrant CS","2022","Male","EO","Sheffield","110","100","26540","25240"
"New entrant CS","2022","Male","EO","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Shropshire","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Solihull","50","50","26880","27570"
"New entrant CS","2022","Male","EO","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","South Hampshire","50","50","25020","23880"
"New entrant CS","2022","Male","EO","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Staffordshire CC","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Suffolk CC","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Sunderland","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Swansea","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Tower Hamlets","100","100","27470","27140"
"New entrant CS","2022","Male","EO","Tyneside","290","290","26430","26590"
"New entrant CS","2022","Male","EO","Unknown","60","50","27410","27500"
"New entrant CS","2022","Male","EO","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Warrington","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Warwickshire CC","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","West Sussex (North East)","70","60","28060","25770"
"New entrant CS","2022","Male","EO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Westminster","600","580","27680","27680"
"New entrant CS","2022","Male","EO","Wiltshire","60","60","25890","26130"
"New entrant CS","2022","Male","EO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","York","50","50","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","57640","56000"
"New entrant CS","2022","Male","G6/G7","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Birmingham","60","60","56820","52080"
"New entrant CS","2022","Male","G6/G7","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Bristol, City of","60","60","53350","49860"
"New entrant CS","2022","Male","G6/G7","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Central Hampshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","City of Edinburgh","100","100","57080","55980"
"New entrant CS","2022","Male","G6/G7","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Croydon","40","40","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Essex Thames Gateway","[c]","[c]","[c]","[c]"
