"Status","Year","Region_ITL3","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Sefton","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Education","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Work and Pensions","Heterosexual / straight","110","100","28580","21260"
"Leaver CS","2022","Sheffield","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Home Office","Heterosexual / straight","90","80","28760","24890"
"Leaver CS","2022","Sheffield","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Ministry of Justice","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Sheffield","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Defence","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Ministry of Defence","Heterosexual / straight","80","70","31920","32910"
"Leaver CS","2022","Somerset CC","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Department for Work and Pensions","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Ministry of Justice","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Ministry of Defence","Heterosexual / straight","60","50","31310","28080"
"Leaver CS","2022","South Hampshire","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","UK Statistics Authority","Heterosexual / straight","210","150","24410","20350"
"Leaver CS","2022","South Hampshire","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","UK Statistics Authority","Unknown","80","60","26900","22610"
"Leaver CS","2022","South Lanarkshire","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","HM Revenue and Customs","Unknown","210","170","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Justice","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Department for Work and Pensions","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","South Teesside","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Work and Pensions","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
