"Status","Year","Responsibility_level","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Unknown","140","100","31410","28640"
"In post","2022","Unknown","65+","White","400","300","32330","28240"
"Leaver CS","2021","AA/AO","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","White","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","20-29","Asian","190","180","21530","21010"
"Leaver CS","2021","AA/AO","20-29","Black","80","70","22770","22680"
"Leaver CS","2021","AA/AO","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","20-29","Mixed","70","70","21950","21010"
"Leaver CS","2021","AA/AO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","20-29","Undeclared","110","100","19280","19130"
"Leaver CS","2021","AA/AO","20-29","Unknown","1120","1070","21020","21010"
"Leaver CS","2021","AA/AO","20-29","White","1530","1490","21090","21010"
"Leaver CS","2021","AA/AO","30-39","Asian","90","80","21220","21010"
"Leaver CS","2021","AA/AO","30-39","Black","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","30-39","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","30-39","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","30-39","Unknown","540","500","21620","21010"
"Leaver CS","2021","AA/AO","30-39","White","880","780","21480","21010"
"Leaver CS","2021","AA/AO","40-49","Asian","80","60","[c]","[c]"
"Leaver CS","2021","AA/AO","40-49","Black","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","40-49","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","40-49","Unknown","370","340","21200","21010"
"Leaver CS","2021","AA/AO","40-49","White","780","670","21100","21010"
"Leaver CS","2021","AA/AO","50-59","Asian","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","50-59","Black","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","50-59","Undeclared","120","100","22460","21010"
"Leaver CS","2021","AA/AO","50-59","Unknown","400","350","21180","21010"
"Leaver CS","2021","AA/AO","50-59","White","1650","1410","21550","21010"
"Leaver CS","2021","AA/AO","60-64","Asian","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","60-64","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","60-64","Unknown","220","180","21230","21010"
"Leaver CS","2021","AA/AO","60-64","White","1250","990","21480","21010"
"Leaver CS","2021","AA/AO","65+","Asian","70","50","[c]","[c]"
"Leaver CS","2021","AA/AO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","65+","Undeclared","70","50","21110","20950"
"Leaver CS","2021","AA/AO","65+","Unknown","190","140","21150","21010"
"Leaver CS","2021","AA/AO","65+","White","1380","1010","20630","20570"
"Leaver CS","2021","AA/AO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","20-29","Asian","110","110","27300","27570"
"Leaver CS","2021","EO","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","20-29","Mixed","30","30","[c]","[c]"
"Leaver CS","2021","EO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","20-29","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","EO","20-29","Unknown","460","430","25500","26950"
"Leaver CS","2021","EO","20-29","White","430","410","25530","26000"
"Leaver CS","2021","EO","30-39","Asian","60","60","27390","27570"
"Leaver CS","2021","EO","30-39","Black","30","30","[c]","[c]"
"Leaver CS","2021","EO","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","30-39","Unknown","270","250","28390","27570"
"Leaver CS","2021","EO","30-39","White","410","380","27110","27570"
"Leaver CS","2021","EO","40-49","Asian","30","30","[c]","[c]"
"Leaver CS","2021","EO","40-49","Black","30","30","[c]","[c]"
"Leaver CS","2021","EO","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","40-49","Unknown","180","170","27790","27570"
"Leaver CS","2021","EO","40-49","White","410","370","27620","27570"
"Leaver CS","2021","EO","50-59","Asian","40","30","[c]","[c]"
"Leaver CS","2021","EO","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","50-59","Undeclared","100","90","28810","27570"
"Leaver CS","2021","EO","50-59","Unknown","260","240","28420","27570"
"Leaver CS","2021","EO","50-59","White","1080","960","27890","27570"
"Leaver CS","2021","EO","60-64","Asian","40","30","[c]","[c]"
"Leaver CS","2021","EO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","60-64","Undeclared","90","70","29110","27570"
"Leaver CS","2021","EO","60-64","Unknown","110","90","27720","27140"
"Leaver CS","2021","EO","60-64","White","870","690","27740","27570"
"Leaver CS","2021","EO","65+","Asian","30","20","[c]","[c]"
"Leaver CS","2021","EO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","65+","Undeclared","50","30","[c]","[c]"
"Leaver CS","2021","EO","65+","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","EO","65+","White","690","480","27390","27570"
"Leaver CS","2021","EO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","20-29","White","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","30-39","Unknown","130","120","57810","55060"
"Leaver CS","2021","G6/G7","30-39","White","270","260","57250","54700"
"Leaver CS","2021","G6/G7","40-49","Asian","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","40-49","Unknown","110","100","61320","59370"
"Leaver CS","2021","G6/G7","40-49","White","230","210","60750","57430"
"Leaver CS","2021","G6/G7","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","50-59","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","50-59","Unknown","120","110","64210","60080"
"Leaver CS","2021","G6/G7","50-59","White","530","490","61760","59500"
"Leaver CS","2021","G6/G7","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","60-64","Unknown","80","70","62740","60260"
"Leaver CS","2021","G6/G7","60-64","White","410","350","62600","60830"
"Leaver CS","2021","G6/G7","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","65+","White","150","100","62830","61190"
"Leaver CS","2021","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","40-49","White","70","60","94640","89890"
"Leaver CS","2021","SCS","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","50-59","White","110","100","103270","99940"
"Leaver CS","2021","SCS","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","60-64","White","100","80","95600","93000"
"Leaver CS","2021","SCS","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Asian","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","20-29","Unknown","270","250","33230","32470"
"Leaver CS","2021","SEO/HEO","20-29","White","370","360","34220","33330"
"Leaver CS","2021","SEO/HEO","30-39","Asian","70","70","36800","36800"
"Leaver CS","2021","SEO/HEO","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","30-39","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","30-39","Unknown","200","190","35600","35310"
"Leaver CS","2021","SEO/HEO","30-39","White","490","460","36810","36960"
"Leaver CS","2021","SEO/HEO","40-49","Asian","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","40-49","Unknown","140","130","36720","36800"
"Leaver CS","2021","SEO/HEO","40-49","White","410","380","37120","37240"
"Leaver CS","2021","SEO/HEO","50-59","Asian","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","50-59","Undeclared","100","100","38350","37280"
"Leaver CS","2021","SEO/HEO","50-59","Unknown","190","180","38010","37910"
"Leaver CS","2021","SEO/HEO","50-59","White","1080","1020","38220","37460"
"Leaver CS","2021","SEO/HEO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","60-64","Undeclared","110","100","38360","37940"
"Leaver CS","2021","SEO/HEO","60-64","Unknown","140","120","37930","36870"
"Leaver CS","2021","SEO/HEO","60-64","White","850","730","38440","36960"
"Leaver CS","2021","SEO/HEO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","65+","Unknown","70","60","41690","39270"
"Leaver CS","2021","SEO/HEO","65+","White","480","360","37910","36380"
"Leaver CS","2021","SEO/HEO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Unknown","180","180","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","White","100","100","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","White","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","White","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Unknown","130","130","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","White","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","White","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Chinese","[c]","[c]","[c]","[c]"
