"Status","Year","Organisation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Prison and Probation Service","No function","Oxfordshire","110","110","24240","24020"
"New entrant CS","2021","HM Prison and Probation Service","No function","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","South and West Derbyshire","50","40","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Staffordshire CC","230","220","22770","22850"
"New entrant CS","2021","HM Prison and Probation Service","No function","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Suffolk","140","140","25040","24470"
"New entrant CS","2021","HM Prison and Probation Service","No function","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Wakefield","70","70","21970","20600"
"New entrant CS","2021","HM Prison and Probation Service","No function","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Wandsworth","110","110","28910","30220"
"New entrant CS","2021","HM Prison and Probation Service","No function","Warrington","70","70","22040","22850"
"New entrant CS","2021","HM Prison and Probation Service","No function","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","West Northamptonshire","70","70","21790","22850"
"New entrant CS","2021","HM Prison and Probation Service","No function","West Surrey","90","90","24990","22920"
"New entrant CS","2021","HM Prison and Probation Service","No function","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Wiltshire","60","60","23240","22920"
"New entrant CS","2021","HM Prison and Probation Service","No function","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","No function","Worcestershire","140","130","22650","22850"
"New entrant CS","2021","HM Prison and Probation Service","No function","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Security","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Manchester","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Analysis","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Commercial","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Commercial","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Greater Manchester South West","170","170","26870","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Leeds","80","80","27090","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Nottingham","130","130","26550","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Tyneside","320","320","26370","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Counter Fraud","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","Birmingham","100","90","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","Bradford","60","50","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","City of Edinburgh","270","260","20380","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","Croydon","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","Liverpool","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","Nottingham","40","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","South Lanarkshire","110","110","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Debt","Tyneside","320","310","20380","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Bristol, City of","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Southend-on-Sea","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Telford and Wrekin","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Belfast","210","200","21240","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Birmingham","120","120","22280","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Bristol, City of","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Cardiff and Vale of Glamorgan","260","250","21070","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","City of Edinburgh","100","100","20950","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Croydon","90","90","31960","29570"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Greater Manchester South West","290","280","20580","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Leeds","240","230","20800","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Liverpool","130","120","20530","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Manchester","50","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","North Lanarkshire","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Portsmouth","90","80","20200","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Sefton","70","70","20930","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","South Lanarkshire","90","90","20950","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Sunderland","140","140","21400","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Tyneside","100","100","21010","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","No function","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Sefton","[c]","[c]","[c]","[c]"
