"Status","Year","Ethnicity","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","South East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Department of Health and Social Care","50","40","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Department of Health and Social Care","120","100","40740","38310"
"Leaver Dept.","2022","Mixed","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
