"Status","Year","Region_ITL2","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","South Yorkshire","HM Prison and Probation Service","40-49","60","50","[c]","[c]"
"New entrant CS","2022","South Yorkshire","HM Prison and Probation Service","50-59","70","70","30160","28200"
"New entrant CS","2022","South Yorkshire","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Home Office","20-29","80","80","25190","24880"
"New entrant CS","2022","South Yorkshire","Home Office","30-39","40","40","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Home Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Home Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Institute for Apprenticeships and Technical Education","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Public Health England","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Standards and Testing Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","UK Health Security Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Accountant in Bankruptcy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Accountant in Bankruptcy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Accountant in Bankruptcy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Cabinet Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Crown Office and Procurator Fiscal Service","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Department for Work and Pensions (excl. agencies)","20-29","50","50","25090","27570"
"New entrant CS","2022","Southern Scotland","Department for Work and Pensions (excl. agencies)","30-39","60","60","25950","27570"
"New entrant CS","2022","Southern Scotland","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Department for Work and Pensions (excl. agencies)","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Food Standards Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","HM Revenue and Customs (excl. agencies)","20-29","110","100","21250","21250"
"New entrant CS","2022","Southern Scotland","HM Revenue and Customs (excl. agencies)","30-39","60","60","22360","21250"
"New entrant CS","2022","Southern Scotland","HM Revenue and Customs (excl. agencies)","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Southern Scotland","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Home Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Home Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Home Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Prison Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Prison Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Prison Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Public Pensions Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Public Pensions Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Public Pensions Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Public Pensions Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Public Pensions Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scottish Public Pensions Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Social Security Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Social Security Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Social Security Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Social Security Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Social Security Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Social Security Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","20-29","80","80","26960","24370"
"New entrant CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Transport (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","20-29","60","60","24020","21260"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","20-29","210","210","25950","24970"
"New entrant CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","30-39","160","150","27910","26720"
"New entrant CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","40-49","110","110","29550","26310"
"New entrant CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","50-59","120","100","29850","27720"
"New entrant CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Home Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Home Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Home Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Home Office","50-59","30","20","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Public Health England","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Public Health England","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Public Health England","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Public Health England","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","UK Health Security Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","UK Health Security Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Vehicle Certification Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Veterinary Medicines Directorate","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Veterinary Medicines Directorate","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Wilton Park","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","Wilton Park","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","30-39","50","50","25800","27570"
"New entrant CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
