"Status","Year","Region_ITL3","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Monmouthshire and Newport","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","UK Statistics Authority","Declared non-disabled","80","70","32630","29540"
"Leaver CS","2022","Monmouthshire and Newport","UK Statistics Authority","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","UK Statistics Authority","Unknown","70","60","26810","23630"
"Leaver CS","2022","Monmouthshire and Newport","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Department for Work and Pensions","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","HM Revenue and Customs","Declared non-disabled","80","60","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","HM Revenue and Customs","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Department for Work and Pensions","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Justice","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Ministry of Defence","Declared non-disabled","90","90","29510","27560"
"Leaver CS","2022","North Yorkshire CC","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Levelling Up, Housing and Communities","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Work and Pensions","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","Declared non-disabled","100","100","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Levelling Up, Housing and Communities","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","Declared non-disabled","50","50","25170","27570"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
