"Status","Year","Function_of_post","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","SEO/HEO","20-29","700","690","33700","33000"
"In post","2022","Human Resources","SEO/HEO","30-39","1200","1150","35740","34550"
"In post","2022","Human Resources","SEO/HEO","40-49","1220","1170","36710","36360"
"In post","2022","Human Resources","SEO/HEO","50-59","1360","1310","37280","36620"
"In post","2022","Human Resources","SEO/HEO","60-64","320","270","37380","36460"
"In post","2022","Human Resources","SEO/HEO","65+","60","40","38410","38530"
"In post","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","30-39","40","40","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","40-49","60","60","58500","58470"
"In post","2022","Internal Audit","G6/G7","50-59","100","100","60350","59310"
"In post","2022","Internal Audit","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","20-29","40","40","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","30-39","80","80","38500","39200"
"In post","2022","Internal Audit","SEO/HEO","40-49","110","100","40860","40690"
"In post","2022","Internal Audit","SEO/HEO","50-59","170","160","42280","42060"
"In post","2022","Internal Audit","SEO/HEO","60-64","50","40","42070","43160"
"In post","2022","Internal Audit","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","16-19","30","30","[c]","[c]"
"In post","2022","Legal","AA/AO","20-29","480","480","22500","22200"
"In post","2022","Legal","AA/AO","30-39","210","190","22760","22200"
"In post","2022","Legal","AA/AO","40-49","310","270","22830","22200"
"In post","2022","Legal","AA/AO","50-59","420","380","22930","22200"
"In post","2022","Legal","AA/AO","60-64","130","110","23260","23720"
"In post","2022","Legal","AA/AO","65+","40","30","[c]","[c]"
"In post","2022","Legal","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","20-29","600","600","27420","26970"
"In post","2022","Legal","EO","30-39","360","340","27510","27050"
"In post","2022","Legal","EO","40-49","410","370","28030","28430"
"In post","2022","Legal","EO","50-59","590","540","28710","28430"
"In post","2022","Legal","EO","60-64","130","100","28750","28430"
"In post","2022","Legal","EO","65+","40","30","[c]","[c]"
"In post","2022","Legal","G6/G7","20-29","230","220","52320","50500"
"In post","2022","Legal","G6/G7","30-39","1660","1590","56490","53050"
"In post","2022","Legal","G6/G7","40-49","1990","1810","59760","58840"
"In post","2022","Legal","G6/G7","50-59","1660","1550","61900","60960"
"In post","2022","Legal","G6/G7","60-64","340","280","62640","62150"
"In post","2022","Legal","G6/G7","65+","120","80","63770","62340"
"In post","2022","Legal","SCS","30-39","50","40","[c]","[c]"
"In post","2022","Legal","SCS","40-49","170","170","84630","80270"
"In post","2022","Legal","SCS","50-59","210","200","91950","84650"
"In post","2022","Legal","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","20-29","390","390","38390","38180"
"In post","2022","Legal","SEO/HEO","30-39","610","590","40260","40000"
"In post","2022","Legal","SEO/HEO","40-49","490","460","39730","38180"
"In post","2022","Legal","SEO/HEO","50-59","580","550","39010","36240"
"In post","2022","Legal","SEO/HEO","60-64","110","100","40240","36240"
"In post","2022","Legal","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","No function","AA/AO","16-19","600","560","21450","21250"
"In post","2022","No function","AA/AO","20-29","18820","18330","23090","21260"
"In post","2022","No function","AA/AO","30-39","18130","16580","23450","21520"
"In post","2022","No function","AA/AO","40-49","17830","15860","23030","21260"
"In post","2022","No function","AA/AO","50-59","25390","22500","23060","21260"
"In post","2022","No function","AA/AO","60-64","9710","7620","22470","21260"
"In post","2022","No function","AA/AO","65+","3320","2460","22270","21260"
"In post","2022","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","EO","16-19","80","80","26120","25520"
"In post","2022","No function","EO","20-29","11930","11780","28040","27570"
"In post","2022","No function","EO","30-39","15420","14620","28420","27570"
"In post","2022","No function","EO","40-49","16670","15430","28290","27570"
"In post","2022","No function","EO","50-59","23760","21950","28550","27570"
"In post","2022","No function","EO","60-64","7040","5540","28510","27570"
"In post","2022","No function","EO","65+","1910","1380","28460","27570"
"In post","2022","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","G6/G7","20-29","2660","2640","54690","53420"
"In post","2022","No function","G6/G7","30-39","7240","7060","56920","54700"
"In post","2022","No function","G6/G7","40-49","6970","6720","58720","56590"
"In post","2022","No function","G6/G7","50-59","6310","6180","60640","58770"
"In post","2022","No function","G6/G7","60-64","1150","1010","62450","59660"
"In post","2022","No function","G6/G7","65+","340","260","63590","60880"
"In post","2022","No function","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2022","No function","SCS","30-39","630","610","78530","74340"
"In post","2022","No function","SCS","40-49","1390","1330","87200","79910"
"In post","2022","No function","SCS","50-59","1060","1030","96040","90310"
"In post","2022","No function","SCS","60-64","190","180","105190","96800"
"In post","2022","No function","SCS","65+","50","40","115350","107590"
"In post","2022","No function","SEO/HEO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","No function","SEO/HEO","20-29","12190","12130","34070","33250"
"In post","2022","No function","SEO/HEO","30-39","13590","13230","36420","35610"
"In post","2022","No function","SEO/HEO","40-49","12360","11880","37830","36740"
"In post","2022","No function","SEO/HEO","50-59","14550","13980","38500","37240"
"In post","2022","No function","SEO/HEO","60-64","3220","2640","38470","36480"
"In post","2022","No function","SEO/HEO","65+","840","620","39210","36720"
"In post","2022","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","20-29","3370","3300","25420","24090"
"In post","2022","No function","Unknown","30-39","4380","4050","29030","27980"
"In post","2022","No function","Unknown","40-49","4620","4260","32500","31420"
"In post","2022","No function","Unknown","50-59","4610","4310","31710","28300"
"In post","2022","No function","Unknown","60-64","1650","1420","30910","28200"
"In post","2022","No function","Unknown","65+","570","430","31150","28200"
"In post","2022","Project Delivery","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","20-29","120","110","21780","21300"
"In post","2022","Project Delivery","AA/AO","30-39","70","60","21680","21260"
"In post","2022","Project Delivery","AA/AO","40-49","110","90","22050","21300"
"In post","2022","Project Delivery","AA/AO","50-59","210","190","22070","21300"
"In post","2022","Project Delivery","AA/AO","60-64","80","60","22360","21280"
"In post","2022","Project Delivery","AA/AO","65+","40","30","[c]","[c]"
"In post","2022","Project Delivery","EO","16-19","90","90","18470","18030"
"In post","2022","Project Delivery","EO","20-29","1080","1070","24400","25500"
"In post","2022","Project Delivery","EO","30-39","570","530","24880","26000"
"In post","2022","Project Delivery","EO","40-49","520","480","25310","26340"
"In post","2022","Project Delivery","EO","50-59","810","760","25590","26200"
"In post","2022","Project Delivery","EO","60-64","280","240","25470","26040"
"In post","2022","Project Delivery","EO","65+","100","80","25420","25710"
"In post","2022","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","G6/G7","20-29","230","230","54410","54070"
"In post","2022","Project Delivery","G6/G7","30-39","1730","1700","55780","54540"
"In post","2022","Project Delivery","G6/G7","40-49","2250","2190","58270","56000"
"In post","2022","Project Delivery","G6/G7","50-59","2500","2460","59340","57000"
"In post","2022","Project Delivery","G6/G7","60-64","420","370","59890","57750"
"In post","2022","Project Delivery","G6/G7","65+","110","80","62610","60970"
"In post","2022","Project Delivery","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","30-39","60","60","83230","78410"
"In post","2022","Project Delivery","SCS","40-49","220","210","87910","80330"
"In post","2022","Project Delivery","SCS","50-59","270","270","95490","86780"
"In post","2022","Project Delivery","SCS","60-64","40","40","[c]","[c]"
"In post","2022","Project Delivery","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SEO/HEO","20-29","1980","1970","33940","33260"
"In post","2022","Project Delivery","SEO/HEO","30-39","3230","3130","36290","36670"
"In post","2022","Project Delivery","SEO/HEO","40-49","2840","2730","37140","37930"
"In post","2022","Project Delivery","SEO/HEO","50-59","3690","3570","37720","38280"
"In post","2022","Project Delivery","SEO/HEO","60-64","1040","900","38170","38480"
"In post","2022","Project Delivery","SEO/HEO","65+","280","220","38630","39600"
"In post","2022","Project Delivery","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","20-29","380","380","28640","27540"
"In post","2022","Project Delivery","Unknown","30-39","370","360","39340","39860"
"In post","2022","Project Delivery","Unknown","40-49","330","320","46190","43930"
"In post","2022","Project Delivery","Unknown","50-59","380","370","49860","46750"
"In post","2022","Project Delivery","Unknown","60-64","100","90","47100","43330"
"In post","2022","Project Delivery","Unknown","65+","40","40","[c]","[c]"
"In post","2022","Property","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","AA/AO","20-29","280","280","21830","22010"
"In post","2022","Property","AA/AO","30-39","260","240","22360","22010"
"In post","2022","Property","AA/AO","40-49","320","300","21870","22010"
"In post","2022","Property","AA/AO","50-59","570","540","21400","21810"
"In post","2022","Property","AA/AO","60-64","270","250","20630","21300"
"In post","2022","Property","AA/AO","65+","120","110","20140","18980"
"In post","2022","Property","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","EO","20-29","360","350","26330","26030"
"In post","2022","Property","EO","30-39","310","290","26420","26350"
"In post","2022","Property","EO","40-49","340","320","26840","26820"
"In post","2022","Property","EO","50-59","600","580","27280","27000"
"In post","2022","Property","EO","60-64","200","180","26830","27000"
"In post","2022","Property","EO","65+","90","80","26030","26930"
"In post","2022","Property","G6/G7","20-29","40","40","[c]","[c]"
"In post","2022","Property","G6/G7","30-39","280","270","56740","54700"
"In post","2022","Property","G6/G7","40-49","500","490","57700","56210"
"In post","2022","Property","G6/G7","50-59","720","710","59330","58090"
"In post","2022","Property","G6/G7","60-64","170","160","60020","58250"
"In post","2022","Property","G6/G7","65+","40","30","[c]","[c]"
"In post","2022","Property","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Property","SCS","40-49","40","30","[c]","[c]"
"In post","2022","Property","SCS","50-59","70","70","92130","82120"
"In post","2022","Property","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Property","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2022","Property","SEO/HEO","20-29","420","420","34600","33300"
"In post","2022","Property","SEO/HEO","30-39","700","680","36990","36450"
"In post","2022","Property","SEO/HEO","40-49","910","880","37350","36630"
"In post","2022","Property","SEO/HEO","50-59","1330","1300","38470","37340"
"In post","2022","Property","SEO/HEO","60-64","410","370","38770","38000"
"In post","2022","Property","SEO/HEO","65+","130","110","39250","37420"
"In post","2022","Property","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","AA/AO","20-29","830","830","25260","24900"
"In post","2022","Security","AA/AO","30-39","1030","1020","28710","26610"
"In post","2022","Security","AA/AO","40-49","1040","1030","28950","24840"
"In post","2022","Security","AA/AO","50-59","1940","1910","26880","21380"
"In post","2022","Security","AA/AO","60-64","610","550","24050","20560"
"In post","2022","Security","AA/AO","65+","190","170","23450","20560"
"In post","2022","Security","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","EO","20-29","300","300","27470","26670"
"In post","2022","Security","EO","30-39","260","260","31880","28700"
"In post","2022","Security","EO","40-49","310","300","32550","28950"
"In post","2022","Security","EO","50-59","510","500","34240","30370"
"In post","2022","Security","EO","60-64","100","80","30150","28920"
"In post","2022","Security","EO","65+","30","20","[c]","[c]"
"In post","2022","Security","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","G6/G7","30-39","160","150","58080","57400"
"In post","2022","Security","G6/G7","40-49","180","170","59780","58600"
"In post","2022","Security","G6/G7","50-59","200","200","59980","57550"
"In post","2022","Security","G6/G7","60-64","40","40","[c]","[c]"
"In post","2022","Security","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","40-49","40","30","[c]","[c]"
"In post","2022","Security","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","SEO/HEO","20-29","350","350","35940","35070"
"In post","2022","Security","SEO/HEO","30-39","590","590","37830","37000"
"In post","2022","Security","SEO/HEO","40-49","560","560","39010","37980"
"In post","2022","Security","SEO/HEO","50-59","900","890","40430","37660"
"In post","2022","Security","SEO/HEO","60-64","200","180","39320","36460"
"In post","2022","Security","SEO/HEO","65+","70","50","39450","37770"
"In post","2022","Security","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","30-39","30","30","[c]","[c]"
"In post","2022","Security","Unknown","40-49","60","60","34810","33950"
"In post","2022","Security","Unknown","50-59","60","60","33940","28320"
"In post","2022","Security","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","16-19","100","100","21750","21260"
"In post","2022","Unknown","AA/AO","20-29","3050","2960","22290","21680"
"In post","2022","Unknown","AA/AO","30-39","3220","2950","22280","21680"
"In post","2022","Unknown","AA/AO","40-49","3480","3180","22260","21680"
"In post","2022","Unknown","AA/AO","50-59","5740","5410","22110","21680"
"In post","2022","Unknown","AA/AO","60-64","2400","2150","22040","21680"
"In post","2022","Unknown","AA/AO","65+","1040","890","22290","21680"
"In post","2022","Unknown","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","20-29","3670","3640","26760","26350"
"In post","2022","Unknown","EO","30-39","5200","4940","26830","26250"
"In post","2022","Unknown","EO","40-49","5200","4890","27340","27020"
"In post","2022","Unknown","EO","50-59","6600","6180","28010","27370"
"In post","2022","Unknown","EO","60-64","1810","1520","28750","28650"
"In post","2022","Unknown","EO","65+","570","440","29510","29200"
"In post","2022","Unknown","G6/G7","20-29","480","480","57060","57430"
"In post","2022","Unknown","G6/G7","30-39","2510","2440","59850","57680"
"In post","2022","Unknown","G6/G7","40-49","3400","3260","62480","61440"
"In post","2022","Unknown","G6/G7","50-59","3120","3040","63610","62170"
"In post","2022","Unknown","G6/G7","60-64","530","480","65640","63180"
"In post","2022","Unknown","G6/G7","65+","130","110","66960","62960"
"In post","2022","Unknown","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","30-39","100","90","79960","77060"
"In post","2022","Unknown","SCS","40-49","410","400","85630","80140"
"In post","2022","Unknown","SCS","50-59","400","400","93390","83280"
"In post","2022","Unknown","SCS","60-64","80","70","98420","91260"
"In post","2022","Unknown","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","20-29","3140","3120","36250","35050"
"In post","2022","Unknown","SEO/HEO","30-39","6020","5840","37560","37450"
"In post","2022","Unknown","SEO/HEO","40-49","6480","6230","38490","38020"
"In post","2022","Unknown","SEO/HEO","50-59","6680","6520","38820","38020"
"In post","2022","Unknown","SEO/HEO","60-64","1520","1370","39180","38160"
"In post","2022","Unknown","SEO/HEO","65+","460","390","38930","37510"
"In post","2022","Unknown","Unknown","16-19","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","20-29","380","380","28150","28980"
"In post","2022","Unknown","Unknown","30-39","460","460","37470","34460"
"In post","2022","Unknown","Unknown","40-49","450","450","41110","35380"
"In post","2022","Unknown","Unknown","50-59","570","570","42230","37300"
"In post","2022","Unknown","Unknown","60-64","130","130","39510","35710"
"In post","2022","Unknown","Unknown","65+","30","30","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","20-29","100","100","21090","19130"
"Leaver CS","2021","Analysis","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","20-29","40","30","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","40-49","30","30","[c]","[c]"
