"Status","Year","Responsibility_level","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SCS","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Lambeth","40","40","[c]","[c]"
"In post","2022","SCS","40-49","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Leeds","50","50","83080","75500"
"In post","2022","SCS","40-49","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Manchester","30","30","[c]","[c]"
"In post","2022","SCS","40-49","Medway","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Overseas","130","130","82210","75330"
"In post","2022","SCS","40-49","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Sheffield","30","30","[c]","[c]"
"In post","2022","SCS","40-49","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Tower Hamlets","170","160","97000","95250"
"In post","2022","SCS","40-49","Tyneside","30","30","[c]","[c]"
"In post","2022","SCS","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Westminster","1650","1580","87430","79610"
"In post","2022","SCS","40-49","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","York","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","90","90","99220","93640"
"In post","2022","SCS","50-59","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Birmingham","50","40","[c]","[c]"
"In post","2022","SCS","50-59","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Bristol, City of","30","30","[c]","[c]"
"In post","2022","SCS","50-59","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Cardiff and Vale of Glamorgan","90","80","88920","81760"
"In post","2022","SCS","50-59","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","City of Edinburgh","110","110","91310","83230"
"In post","2022","SCS","50-59","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Croydon","40","40","[c]","[c]"
"In post","2022","SCS","50-59","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Derby","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Durham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Glasgow City","40","40","[c]","[c]"
"In post","2022","SCS","50-59","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Hackney and Newham","40","30","[c]","[c]"
"In post","2022","SCS","50-59","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Lambeth","40","40","[c]","[c]"
"In post","2022","SCS","50-59","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Leeds","70","70","89990","83970"
"In post","2022","SCS","50-59","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Manchester","40","40","[c]","[c]"
"In post","2022","SCS","50-59","Medway","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Monmouthshire and Newport","30","30","[c]","[c]"
"In post","2022","SCS","50-59","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Nottingham","40","40","[c]","[c]"
"In post","2022","SCS","50-59","Overseas","100","100","88580","79720"
"In post","2022","SCS","50-59","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Sheffield","40","40","[c]","[c]"
"In post","2022","SCS","50-59","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Tower Hamlets","140","130","100810","97750"
"In post","2022","SCS","50-59","Tyneside","50","50","85180","76900"
"In post","2022","SCS","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Westminster","1090","1070","97980","87910"
"In post","2022","SCS","50-59","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","York","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Durham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Westminster","170","160","102970","93000"
"In post","2022","SCS","60-64","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","York","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Westminster","30","30","[c]","[c]"
"In post","2022","SCS","65+","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Aberdeen City and Aberdeenshire","60","60","35370","31540"
"In post","2022","SEO/HEO","20-29","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Barnet","130","130","35550","32650"
"In post","2022","SEO/HEO","20-29","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","1170","1160","31820","31600"
"In post","2022","SEO/HEO","20-29","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Belfast","90","90","33750","33080"
"In post","2022","SEO/HEO","20-29","Berkshire","60","60","33860","32000"
"In post","2022","SEO/HEO","20-29","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Birmingham","510","510","33410","33080"
"In post","2022","SEO/HEO","20-29","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Blackpool","60","60","33930","31990"
"In post","2022","SEO/HEO","20-29","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Brent","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Bristol, City of","460","460","33120","33080"
"In post","2022","SEO/HEO","20-29","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Buckinghamshire","50","50","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Cambridgeshire CC","100","90","33950","33000"
"In post","2022","SEO/HEO","20-29","Camden and City of London","100","100","37810","35710"
"In post","2022","SEO/HEO","20-29","Cardiff and Vale of Glamorgan","430","420","34070","33190"
"In post","2022","SEO/HEO","20-29","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Central Hampshire","420","420","32400","29230"
"In post","2022","SEO/HEO","20-29","Central Valleys","40","30","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","City of Edinburgh","780","780","35250","33080"
"In post","2022","SEO/HEO","20-29","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Coventry","210","210","32770","31000"
"In post","2022","SEO/HEO","20-29","Croydon","570","570","37720","37610"
"In post","2022","SEO/HEO","20-29","Darlington","100","100","32230","30320"
"In post","2022","SEO/HEO","20-29","Derby","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Devon CC","130","130","33250","31580"
"In post","2022","SEO/HEO","20-29","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Dudley","[c]","[c]","[c]","[c]"
