"Status","Year","Responsibility_level","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Office and Procurator Fiscal Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Office and Procurator Fiscal Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Office and Procurator Fiscal Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Office and Procurator Fiscal Service","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Office and Procurator Fiscal Service","West Central Scotland","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Inner London - West","70","70","20930","20120"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Crown Prosecution Service","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Defence Science and Technology Laboratory","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Inner London - West","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","90","90","23050","24180"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","80","80","22010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Cheshire","100","100","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","80","80","21000","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Devon","160","140","21000","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","60","60","21120","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","East Anglia","60","60","21220","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","East Wales","100","100","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Eastern Scotland","220","220","21040","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Essex","100","100","24110","24180"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","21120","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Greater Manchester","290","280","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","80","80","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Inner London - East","190","180","25070","25110"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Inner London - West","60","60","24960","25110"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Kent","130","120","24150","24180"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Lancashire","720","720","21020","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","120","110","21180","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Merseyside","100","100","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","780","770","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","140","140","25140","25110"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Outer London - South","70","70","25100","25110"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","80","80","25180","25110"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","South Yorkshire","230","230","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","190","180","21340","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","180","180","21000","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Unknown","70","70","21690","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","West Central Scotland","150","150","21010","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","West Midlands","170","170","21000","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","180","180","21000","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions (excl. agencies)","West Yorkshire","250","240","21010","21010"
"New entrant CS","2021","AA/AO","Department of Health and Social Care (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Disclosure Scotland","West Central Scotland","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Licensing Agency","West Wales and The Valleys","260","230","19900","18060"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Driver and Vehicle Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Education and Skills Funding Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Education Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","ESTYN","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Forestry and Land Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Forestry and Land Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Forestry and Land Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Forestry and Land Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Forestry and Land Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Government Actuary's Department","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Government Internal Audit Agency","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Government Internal Audit Agency","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Government Legal Department","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Health and Safety Executive","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Health and Safety Executive","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Health and Safety Executive","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Health and Safety Executive","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Health and Safety Executive","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Health and Safety Executive","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","East Anglia","70","60","18660","18880"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","East Wales","60","60","18360","18880"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","18580","18880"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Greater Manchester","100","100","18730","19930"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Hampshire and Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Inner London - East","130","130","21600","22680"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Inner London - West","240","240","22270","22680"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Kent","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","70","70","18390","18880"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Merseyside","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Outer London - East and North East","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Outer London - South","70","70","20820","21300"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Outer London - West and North West","70","70","20970","21300"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Shropshire and Staffordshire","160","150","18820","18880"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Surrey, East and West Sussex","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","West Midlands","70","70","19440","19930"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Courts and Tribunals Service","West Yorkshire","60","50","18410","18880"
"New entrant CS","2021","AA/AO","HM Land Registry","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Devon","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","East Anglia","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Merseyside","50","50","22350","22350"
"New entrant CS","2021","AA/AO","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Shropshire and Staffordshire","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Tees Valley and Durham","60","60","22350","22350"
"New entrant CS","2021","AA/AO","HM Land Registry","West Midlands","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","West Wales and The Valleys","60","60","22350","22350"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Bedfordshire and Hertfordshire","140","130","24720","27850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","180","180","25210","27850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Cheshire","110","110","21880","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Derbyshire and Nottinghamshire","190","180","21970","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Devon","150","140","22500","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Dorset and Somerset","60","60","23630","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","East Anglia","300","300","23500","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","East Wales","210","210","21980","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","100","100","21630","20600"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Essex","60","60","24430","25850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","21980","20600"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Greater Manchester","80","80","22550","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Hampshire and Isle of Wight","80","80","23080","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","120","120","22330","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Inner London - East","130","130","29050","30220"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Inner London - West","190","190","28510","30220"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Kent","230","220","25200","27570"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Lancashire","140","140","21930","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","150","150","21960","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Lincolnshire","60","60","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Outer London - East and North East","130","130","27620","28720"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Outer London - West and North West","60","60","28770","30720"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Shropshire and Staffordshire","200","200","22460","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","South Yorkshire","120","110","21740","20800"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Surrey, East and West Sussex","220","220","25480","25850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","Tees Valley and Durham","170","170","22010","22850"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","West Midlands","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Prison and Probation Service","West Yorkshire","180","180","21540","20600"
