"Status","Year","Region_ITL1","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Midlands (England)","Unknown","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Crown Prosecution Service","60","60","41240","38090"
"In post","2021","West Midlands (England)","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Department for Education (excl. agencies)","70","70","34190","29780"
"In post","2021","West Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Department for Work and Pensions (excl. agencies)","460","420","26050","27570"
"In post","2021","West Midlands (England)","Unknown","Driver and Vehicle Standards Agency","70","70","26280","26470"
"In post","2021","West Midlands (England)","Unknown","Education and Skills Funding Agency","60","60","44050","38770"
"In post","2021","West Midlands (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","HM Courts and Tribunals Service","220","210","21600","19930"
"In post","2021","West Midlands (England)","Unknown","HM Land Registry","100","100","25190","22350"
"In post","2021","West Midlands (England)","Unknown","HM Prison and Probation Service","660","630","26260","24920"
"In post","2021","West Midlands (England)","Unknown","HM Revenue and Customs (excl. agencies)","890","840","28970","25560"
"In post","2021","West Midlands (England)","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Insolvency Service","150","140","27850","20880"
"In post","2021","West Midlands (England)","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Ministry of Defence (excl. agencies)","170","160","30560","24610"
"In post","2021","West Midlands (England)","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Ministry of Justice (excl. agencies)","50","50","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","National Crime Agency","50","50","40170","39780"
"In post","2021","West Midlands (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Office of the Public Guardian","140","130","21100","19930"
"In post","2021","West Midlands (England)","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Rural Payments Agency","90","80","25120","21050"
"In post","2021","West Midlands (England)","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Valuation Office Agency","50","40","31150","27020"
"In post","2021","West Midlands (England)","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","White","Animal and Plant Health Agency","220","210","29810","26460"
"In post","2021","West Midlands (England)","White","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Crown Prosecution Service","350","330","40570","38000"
"In post","2021","West Midlands (England)","White","Defence Electronics and Components Agency","50","50","[c]","[c]"
"In post","2021","West Midlands (England)","White","Defence Equipment and Support","190","180","26310","23080"
"In post","2021","West Midlands (England)","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","80","44460","41100"
"In post","2021","West Midlands (England)","White","Department for Education (excl. agencies)","240","230","43100","37100"
"In post","2021","West Midlands (England)","White","Department for Environment, Food and Rural Affairs (excl. agencies)","170","160","42390","37510"
"In post","2021","West Midlands (England)","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Department for Work and Pensions (excl. agencies)","4860","4210","26290","27570"
"In post","2021","West Midlands (England)","White","Driver and Vehicle Standards Agency","270","250","28870","26780"
"In post","2021","West Midlands (England)","White","Education and Skills Funding Agency","380","370","43050","37100"
"In post","2021","West Midlands (England)","White","Food Standards Agency","100","100","34110","30350"
"In post","2021","West Midlands (England)","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Health and Safety Executive","60","60","44020","44370"
"In post","2021","West Midlands (England)","White","HM Courts and Tribunals Service","1300","1170","23120","20100"
"In post","2021","West Midlands (England)","White","HM Land Registry","430","390","30720","27130"
"In post","2021","West Midlands (England)","White","HM Prison and Probation Service","3960","3760","29800","27530"
"In post","2021","West Midlands (England)","White","HM Revenue and Customs (excl. agencies)","1940","1790","35740","31810"
"In post","2021","West Midlands (England)","White","Home Office (incl. agencies)","600","550","28780","26070"
"In post","2021","West Midlands (England)","White","Insolvency Service","180","170","35100","32060"
"In post","2021","West Midlands (England)","White","Institute for Apprenticeships and Technical Education","60","60","44780","49960"
"In post","2021","West Midlands (England)","White","Legal Aid Agency","50","50","[c]","[c]"
"In post","2021","West Midlands (England)","White","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Ministry of Defence (excl. agencies)","1930","1870","30720","26670"
"In post","2021","West Midlands (England)","White","Ministry of Housing, Communities and Local Government (excl. agencies)","80","80","39470","36340"
"In post","2021","West Midlands (England)","White","Ministry of Justice (excl. agencies)","300","290","35950","31180"
"In post","2021","West Midlands (England)","White","National Crime Agency","360","350","38400","36740"
"In post","2021","West Midlands (England)","White","Office for Standards in Education, Children's Services and Skills","120","120","57860","51360"
"In post","2021","West Midlands (England)","White","Office of Qualifications and Examinations Regulation","200","200","47180","42000"
"In post","2021","West Midlands (England)","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","White","Office of the Public Guardian","310","280","24520","22570"
"In post","2021","West Midlands (England)","White","Public Health England","290","250","43120","37470"
"In post","2021","West Midlands (England)","White","Rural Payments Agency","60","50","26610","26320"
"In post","2021","West Midlands (England)","White","Standards and Testing Agency","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","White","Teaching Regulation Agency","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","White","Valuation Office Agency","140","130","34530","32100"
"In post","2021","West Midlands (England)","White","Water Services Regulation Authority","110","110","53460","50220"
"In post","2021","Yorkshire and The Humber","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Crown Prosecution Service","50","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Department for Education (excl. agencies)","60","60","34920","30200"
"In post","2021","Yorkshire and The Humber","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Department for Work and Pensions (excl. agencies)","760","690","26820","27570"
"In post","2021","Yorkshire and The Humber","Asian","Department of Health and Social Care (excl. agencies)","50","50","38140","35400"
"In post","2021","Yorkshire and The Humber","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","HM Courts and Tribunals Service","90","70","23920","20100"
"In post","2021","Yorkshire and The Humber","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","HM Prison and Probation Service","120","110","31350","30210"
"In post","2021","Yorkshire and The Humber","Asian","HM Revenue and Customs (excl. agencies)","620","570","26790","25560"
"In post","2021","Yorkshire and The Humber","Asian","Home Office (incl. agencies)","360","330","24980","24890"
"In post","2021","Yorkshire and The Humber","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Department for Work and Pensions (excl. agencies)","160","150","27640","27570"
"In post","2021","Yorkshire and The Humber","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","HM Prison and Probation Service","80","70","28240","26300"
"In post","2021","Yorkshire and The Humber","Black","HM Revenue and Customs (excl. agencies)","60","60","27080","25560"
"In post","2021","Yorkshire and The Humber","Black","Home Office (incl. agencies)","90","80","24530","24880"
"In post","2021","Yorkshire and The Humber","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Department for Work and Pensions (excl. agencies)","160","150","28340","27570"
"In post","2021","Yorkshire and The Humber","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","HM Prison and Probation Service","80","80","30550","26570"
"In post","2021","Yorkshire and The Humber","Mixed","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Home Office (incl. agencies)","60","50","28080","25040"
"In post","2021","Yorkshire and The Humber","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
