"Status","Year","Organisation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Rural Payments Agency","Oxfordshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Peterborough","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Sandwell","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Shropshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Somerset CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Somerset CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South and West Derbyshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South Hampshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South Teesside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Southampton","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Staffordshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Suffolk CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Tyneside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Tyneside","Grants Management","400","370","24490","21300"
"In post","2022","Rural Payments Agency","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Walsall","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Cumbria","Grants Management","510","450","23380","21300"
"In post","2022","Rural Payments Agency","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Surrey","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Westminster","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Wiltshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Worcestershire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Worcestershire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Worcestershire CC","Grants Management","160","150","25080","21300"
"In post","2022","Rural Payments Agency","Worcestershire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","York","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","York","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","York","Grants Management","160","150","26010","24920"
"In post","2022","Rural Payments Agency","York","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Aberdeen City and Aberdeenshire","No function","80","70","25000","23780"
"In post","2022","Scottish Courts and Tribunals Service","Angus and Dundee City","No function","70","60","24790","23780"
"In post","2022","Scottish Courts and Tribunals Service","Caithness and Sutherland, and Ross and Cromarty","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Digital, Data & Technology","80","70","36910","32000"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Finance","40","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Human Resources","30","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","No function","450","430","31340","30450"
"In post","2022","Scottish Courts and Tribunals Service","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Clackmannanshire and Fife","No function","80","70","25300","23780"
"In post","2022","Scottish Courts and Tribunals Service","Dumfries and Galloway","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","East Ayrshire and North Ayrshire mainland","No function","40","40","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Falkirk","No function","120","110","27330","25430"
"In post","2022","Scottish Courts and Tribunals Service","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Glasgow City","No function","220","190","25710","23780"
"In post","2022","Scottish Courts and Tribunals Service","Inverclyde, East Renfrewshire, and Renfrewshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Inverclyde, East Renfrewshire, and Renfrewshire","No function","80","70","25750","23780"
"In post","2022","Scottish Courts and Tribunals Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","No function","50","40","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Na h-Eileanan Siar","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","North Lanarkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","North Lanarkshire","No function","40","40","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Orkney Islands","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Perth and Kinross, and Stirling","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Perth and Kinross, and Stirling","No function","80","70","26110","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Shetland Islands","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","South Ayrshire","No function","40","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","South Lanarkshire","No function","250","240","26190","23780"
"In post","2022","Scottish Courts and Tribunals Service","West Lothian","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","City of Edinburgh","Unknown","70","60","43160","39520"
"In post","2022","Scottish Forestry","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Aberdeen City and Aberdeenshire","Unknown","370","340","37270","33070"
"In post","2022","Scottish Government (excl. agencies)","Angus and Dundee City","Unknown","40","40","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Caithness and Sutherland, and Ross and Cromarty","Unknown","40","40","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","City of Edinburgh","Unknown","6060","5830","45200","40130"
"In post","2022","Scottish Government (excl. agencies)","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Dumfries and Galloway","Unknown","30","30","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Falkirk","Unknown","50","50","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Glasgow City","Unknown","1680","1630","44370","40810"
"In post","2022","Scottish Government (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","90","90","34640","30790"
"In post","2022","Scottish Government (excl. agencies)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","70","60","30410","30040"
"In post","2022","Scottish Government (excl. agencies)","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Perth and Kinross, and Stirling","Unknown","120","110","36370","30040"
"In post","2022","Scottish Government (excl. agencies)","Scottish Borders","Unknown","60","50","34870","30040"
"In post","2022","Scottish Government (excl. agencies)","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","South Ayrshire","Unknown","60","50","34110","30040"
"In post","2022","Scottish Government (excl. agencies)","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","West Lothian","Unknown","40","40","[c]","[c]"
"In post","2022","Scottish Housing Regulator","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Glasgow City","Unknown","50","50","53610","54340"
"In post","2022","Scottish Prison Service","Aberdeen City and Aberdeenshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Aberdeen City and Aberdeenshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Aberdeen City and Aberdeenshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Aberdeen City and Aberdeenshire","No function","270","260","31710","32170"
"In post","2022","Scottish Prison Service","Aberdeen City and Aberdeenshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Commercial","40","30","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Human Resources","40","30","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","No function","580","530","35210","35000"
"In post","2022","Scottish Prison Service","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","City of Edinburgh","Property","50","50","37410","35000"
"In post","2022","Scottish Prison Service","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Clackmannanshire and Fife","No function","360","340","31820","35000"
"In post","2022","Scottish Prison Service","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Dumfries and Galloway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Dumfries and Galloway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Dumfries and Galloway","No function","140","130","32140","35000"
"In post","2022","Scottish Prison Service","Dumfries and Galloway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","No function","320","310","32290","35000"
"In post","2022","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Falkirk","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Falkirk","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Falkirk","Human Resources","60","60","36750","38220"
"In post","2022","Scottish Prison Service","Falkirk","No function","430","390","32200","35000"
"In post","2022","Scottish Prison Service","Falkirk","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Glasgow City","No function","590","550","32270","35000"
"In post","2022","Scottish Prison Service","Glasgow City","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","No function","180","160","31970","35000"
"In post","2022","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","No function","110","100","32630","35000"
"In post","2022","Scottish Prison Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","North Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","North Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","North Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","North Lanarkshire","No function","340","320","32110","35000"
"In post","2022","Scottish Prison Service","North Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Perth and Kinross, and Stirling","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Perth and Kinross, and Stirling","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Perth and Kinross, and Stirling","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Perth and Kinross, and Stirling","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Perth and Kinross, and Stirling","No function","620","580","32090","35000"
"In post","2022","Scottish Prison Service","Perth and Kinross, and Stirling","Property","40","40","[c]","[c]"
"In post","2022","Scottish Prison Service","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","West Lothian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Scottish Borders","Unknown","310","280","30290","25930"
"In post","2022","Serious Fraud Office","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Westminster","Counter Fraud","240","230","46740","40270"
"In post","2022","Serious Fraud Office","Westminster","Digital, Data & Technology","50","50","42900","40170"
"In post","2022","Serious Fraud Office","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Westminster","Legal","60","60","58930","55170"
"In post","2022","Serious Fraud Office","Westminster","No function","60","50","44270","38390"
"In post","2022","Serious Fraud Office","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Angus and Dundee City","Unknown","820","790","27670","27230"
"In post","2022","Social Security Scotland","City of Edinburgh","Unknown","40","30","[c]","[c]"
"In post","2022","Social Security Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Glasgow City","Unknown","1370","1330","32670","27940"
"In post","2022","Social Security Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Coventry","No function","50","50","40310","36870"
"In post","2022","Standards and Testing Agency","Darlington","No function","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Nottingham","No function","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Sheffield","No function","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Westminster","No function","40","40","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","City of Edinburgh","Unknown","230","220","31560","27230"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","130","130","40600","37530"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","60","60","36010","33160"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","50","50","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","1190","1150","41390","39860"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Caithness and Sutherland, and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Caithness and Sutherland, and Ross and Cromarty","Security","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Derby","Security","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Project Delivery","60","60","39860","40580"
"In post","2022","Submarine Delivery Agency","Lincolnshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Lincolnshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Oxfordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Plymouth","Project Delivery","130","130","34610","32710"
"In post","2022","Submarine Delivery Agency","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","West Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","West Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","West Cumbria","Project Delivery","140","140","43160","41180"
"In post","2022","Submarine Delivery Agency","West Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Wiltshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Wiltshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Coventry","No function","80","80","30420","26000"
"In post","2022","Teaching Regulation Agency","Nottingham","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Berkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Berkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Berkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Berkshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Birmingham","No function","260","240","26010","21130"
"In post","2022","The Insolvency Service","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
