"Status","Year","Sex","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","South East (England)","UK Statistics Authority","230","180","24280","19860"
"New entrant CS","2022","Female","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Defence Equipment and Support","290","280","28560","26000"
"New entrant CS","2022","Female","South West (England)","Defence Science and Technology Laboratory","170","160","28700","27010"
"New entrant CS","2022","Female","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Department for Education (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","180","180","35860","35900"
"New entrant CS","2022","Female","South West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Department for Work and Pensions (excl. agencies)","240","230","23280","21260"
"New entrant CS","2022","Female","South West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","HM Courts and Tribunals Service","100","100","21770","20970"
"New entrant CS","2022","Female","South West (England)","HM Land Registry","70","70","25780","22600"
"New entrant CS","2022","Female","South West (England)","HM Prison and Probation Service","780","720","25630","23170"
"New entrant CS","2022","Female","South West (England)","HM Revenue and Customs (excl. agencies)","60","60","33040","33080"
"New entrant CS","2022","Female","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Met Office","90","80","29790","24150"
"New entrant CS","2022","Female","South West (England)","Ministry of Defence (excl. agencies)","260","240","28690","26350"
"New entrant CS","2022","Female","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Submarine Delivery Agency","50","50","34020","30000"
"New entrant CS","2022","Female","South West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","UK Health Security Agency","170","160","29680","23780"
"New entrant CS","2022","Female","South West (England)","UK Hydrographic Office","40","40","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Valuation Office Agency","60","50","23540","21750"
"New entrant CS","2022","Female","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West (England)","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cabinet Office (excl. agencies)","80","80","34040","28000"
"New entrant CS","2022","Female","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department for Work and Pensions (excl. agencies)","50","50","31220","29290"
"New entrant CS","2022","Female","Unknown","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","HM Prison and Probation Service","200","180","[c]","[c]"
"New entrant CS","2022","Female","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Royal Fleet Auxiliary","30","30","[c]","[c]"
"New entrant CS","2022","Female","Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Animal and Plant Health Agency","40","40","[c]","[c]"
"New entrant CS","2022","Female","Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Companies House","90","80","26380","20100"
"New entrant CS","2022","Female","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Department for Work and Pensions (excl. agencies)","280","280","24610","27570"
"New entrant CS","2022","Female","Wales","Driver and Vehicle Licensing Agency","280","260","21280","21840"
"New entrant CS","2022","Female","Wales","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"New entrant CS","2022","Female","Wales","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","HM Courts and Tribunals Service","110","100","21600","20970"
"New entrant CS","2022","Female","Wales","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","Female","Wales","HM Prison and Probation Service","400","380","23860","23170"
"New entrant CS","2022","Female","Wales","HM Revenue and Customs (excl. agencies)","230","230","24820","21250"
"New entrant CS","2022","Female","Wales","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Intellectual Property Office","110","110","27410","24030"
"New entrant CS","2022","Female","Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wales","UK Statistics Authority","300","280","30650","30710"
