"Status","Year","Region_ITL1","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northern Ireland","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland Office","No function","50","50","40860","36720"
"In post","2022","Northern Ireland","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Education","No function","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for International Trade","No function","170","170","55380","53470"
"In post","2022","Overseas","Department for Transport","No function","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","No function","1430","1420","51820","52630"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Project Delivery","490","490","58020","56110"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Property","120","120","39980","40090"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Security","120","120","39910","34450"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Home Office","Unknown","300","300","30510","27370"
"In post","2022","Overseas","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Commercial","40","40","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Finance","30","30","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Project Delivery","110","110","43030","41320"
"In post","2022","Overseas","Ministry of Defence","Property","60","60","37550","34610"
"In post","2022","Overseas","Ministry of Defence","Security","40","40","[c]","[c]"
"In post","2022","Overseas","Ministry of Defence","Unknown","430","430","43950","41600"
"In post","2022","Overseas","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","National Crime Agency","No function","130","130","63040","61850"
"In post","2022","Overseas","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Commercial","50","50","65250","63550"
"In post","2022","Scotland","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Human Resources","40","40","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","No function","100","100","38850","32000"
"In post","2022","Scotland","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Security","80","70","35390","32000"
"In post","2022","Scotland","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","Project Delivery","30","30","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","70","70","34290","33050"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","No function","290","270","36230","30360"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Education","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","No function","150","150","33150","29180"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Levelling Up, Housing and Communities","No function","30","30","[c]","[c]"
"In post","2022","Scotland","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Transport","No function","430","410","32280","27930"
"In post","2022","Scotland","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Work and Pensions","Counter Fraud","880","790","25140","27570"
"In post","2022","Scotland","Department for Work and Pensions","Debt","150","130","22260","21260"
"In post","2022","Scotland","Department for Work and Pensions","Digital, Data & Technology","80","70","29380","27570"
"In post","2022","Scotland","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Work and Pensions","Human Resources","100","90","30760","27570"
"In post","2022","Scotland","Department for Work and Pensions","No function","7520","6650","26340","27570"
"In post","2022","Scotland","Department for Work and Pensions","Project Delivery","40","40","[c]","[c]"
"In post","2022","Scotland","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Work and Pensions","Unknown","60","60","31290","27570"
"In post","2022","Scotland","Department of Health and Social Care","No function","40","30","[c]","[c]"
"In post","2022","Scotland","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Commercial","50","50","38520","39410"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Digital, Data & Technology","210","200","41300","38500"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Finance","120","110","40380","38500"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Human Resources","60","60","38200","33930"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Project Delivery","360","340","43730","39630"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","HM Revenue and Customs","Counter Fraud","920","840","32590","28920"
"In post","2022","Scotland","HM Revenue and Customs","Debt","1200","1090","23320","21250"
"In post","2022","Scotland","HM Revenue and Customs","Digital, Data & Technology","160","150","39270","33370"
"In post","2022","Scotland","HM Revenue and Customs","Finance","660","560","25200","22080"
"In post","2022","Scotland","HM Revenue and Customs","Human Resources","200","190","30830","26820"
"In post","2022","Scotland","HM Revenue and Customs","Legal","60","60","35410","33370"
"In post","2022","Scotland","HM Revenue and Customs","No function","4140","3780","29460","26820"
"In post","2022","Scotland","HM Revenue and Customs","Project Delivery","360","350","41210","40180"
"In post","2022","Scotland","HM Revenue and Customs","Property","60","60","43350","44610"
"In post","2022","Scotland","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Home Office","Unknown","1170","1090","27760","25040"
"In post","2022","Scotland","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Defence","Commercial","160","150","35280","33300"
"In post","2022","Scotland","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Defence","Digital, Data & Technology","80","80","29380","26670"
"In post","2022","Scotland","Ministry of Defence","Finance","40","40","[c]","[c]"
"In post","2022","Scotland","Ministry of Defence","Human Resources","430","400","24470","21830"
"In post","2022","Scotland","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Defence","Project Delivery","620","600","32770","28320"
"In post","2022","Scotland","Ministry of Defence","Property","220","210","29780","27680"
"In post","2022","Scotland","Ministry of Defence","Security","1370","1320","30450","26750"
"In post","2022","Scotland","Ministry of Defence","Unknown","1170","1130","29250","22330"
"In post","2022","Scotland","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","No function","550","510","26060","21490"
"In post","2022","Scotland","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","National Crime Agency","No function","60","60","38640","36410"
"In post","2022","Scotland","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Analysis","60","60","39680","35000"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Gas and Electricity Markets","No function","410","410","33320","30950"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Office of the Secretary of State for Scotland","Unknown","70","70","48470","49860"
"In post","2022","Scotland","Scottish Government","Analysis","30","30","[c]","[c]"
"In post","2022","Scotland","Scottish Government","Commercial","110","100","32850","26900"
"In post","2022","Scotland","Scottish Government","Communications","40","40","[c]","[c]"
"In post","2022","Scotland","Scottish Government","Digital, Data & Technology","240","240","39460","36360"
"In post","2022","Scotland","Scottish Government","Finance","150","140","35880","32380"
"In post","2022","Scotland","Scottish Government","Human Resources","250","240","36130","35000"
"In post","2022","Scotland","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Scottish Government","Legal","790","750","53520","53490"
"In post","2022","Scotland","Scottish Government","No function","8050","7490","30550","30450"
"In post","2022","Scotland","Scottish Government","Project Delivery","30","30","[c]","[c]"
"In post","2022","Scotland","Scottish Government","Property","270","270","32520","30260"
"In post","2022","Scotland","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Scottish Government","Unknown","15300","14700","40100","35540"
"In post","2022","Scotland","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","UK Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","UK Statistics Authority","No function","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Attorney General's Departments","Legal","710","660","42580","36240"
"In post","2022","South East (England)","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Cabinet Office","Commercial","70","70","71080","68400"
"In post","2022","South East (England)","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Cabinet Office","No function","30","30","[c]","[c]"
"In post","2022","South East (England)","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Cabinet Office","Security","110","100","32390","33300"
"In post","2022","South East (England)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","80","70","36220","36110"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","No function","120","120","30310","26300"
"In post","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","30","30","[c]","[c]"
"In post","2022","South East (England)","Department for Education","No function","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Commercial","40","40","[c]","[c]"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","110","100","42070","39980"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Finance","50","50","[c]","[c]"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Grants Management","180","170","28650","25210"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Human Resources","40","40","[c]","[c]"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","No function","800","760","33360","29510"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Property","100","90","46550","42680"
"In post","2022","South East (England)","Department for Environment, Food and Rural Affairs","Unknown","160","160","41200","38750"
"In post","2022","South East (England)","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Levelling Up, Housing and Communities","No function","50","40","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Digital, Data & Technology","130","130","37570","33350"
"In post","2022","South East (England)","Department for Transport","Finance","60","50","34960","30730"
"In post","2022","South East (England)","Department for Transport","Human Resources","50","40","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","No function","1160","1110","35970","30730"
"In post","2022","South East (England)","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","Counter Fraud","790","700","27280","27570"
"In post","2022","South East (England)","Department for Work and Pensions","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","Human Resources","60","50","31340","27570"
"In post","2022","South East (England)","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","No function","5340","4810","27760","27570"
"In post","2022","South East (England)","Department for Work and Pensions","Project Delivery","150","110","23490","21260"
"In post","2022","South East (England)","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department for Work and Pensions","Unknown","50","50","33960","33650"
"In post","2022","South East (England)","Department of Health and Social Care","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department of Health and Social Care","No function","510","450","45660","40060"
"In post","2022","South East (England)","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Food Standards Agency","No function","80","70","41730","40350"
"In post","2022","South East (England)","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Commercial","90","80","40120","34520"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Digital, Data & Technology","110","110","43830","41610"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Finance","70","70","39480","32350"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Human Resources","40","40","[c]","[c]"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Legal","50","40","48370","53430"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","No function","230","220","30410","26050"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Project Delivery","100","90","37180","31390"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Property","190","190","36370","33390"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Security","240","230","34890","33390"
"In post","2022","South East (England)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","HM Revenue and Customs","Counter Fraud","410","380","33370","33080"
"In post","2022","South East (England)","HM Revenue and Customs","Debt","70","60","28800","28920"
"In post","2022","South East (England)","HM Revenue and Customs","Digital, Data & Technology","210","200","41000","40180"
"In post","2022","South East (England)","HM Revenue and Customs","Finance","240","220","33250","28920"
"In post","2022","South East (England)","HM Revenue and Customs","Human Resources","90","80","30150","28920"
"In post","2022","South East (England)","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","HM Revenue and Customs","Legal","30","30","[c]","[c]"
"In post","2022","South East (England)","HM Revenue and Customs","No function","1030","900","28660","26590"
