"Status","Year","Region_ITL1","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North West (England)","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","No function","200","200","31410","30640"
"New entrant CS","2021","North West (England)","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs","No function","210","200","21240","20140"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Home Office","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","No function","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Work and Pensions","Unknown","1000","990","24800","27570"
"New entrant CS","2021","Scotland","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Debt","380","370","20310","20140"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","No function","230","220","21000","20140"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office","Unknown","60","60","24750","24880"
"New entrant CS","2021","Scotland","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence","Project Delivery","50","50","29720","23230"
"New entrant CS","2021","Scotland","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence","Security","90","90","23100","19560"
"New entrant CS","2021","Scotland","Ministry of Defence","Unknown","80","80","26320","20920"
"New entrant CS","2021","Scotland","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice","No function","50","50","23530","21250"
"New entrant CS","2021","Scotland","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","No function","140","140","26840","23450"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Legal","120","110","26180","20850"
"New entrant CS","2021","Scotland","Scottish Government","No function","350","340","22040","20810"
"New entrant CS","2021","Scotland","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government","Property","80","80","26360","25280"
"New entrant CS","2021","Scotland","Scottish Government","Unknown","1410","1360","33170","30650"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Attorney General's Departments","Legal","120","120","32920","26970"
"New entrant CS","2021","South East (England)","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","No function","130","120","27140","24370"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport","Digital, Data & Technology","50","50","39380","35340"
"New entrant CS","2021","South East (England)","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport","No function","120","120","31200","26590"
"New entrant CS","2021","South East (England)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Work and Pensions","Unknown","2020","1980","26920","27570"
"New entrant CS","2021","South East (England)","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department of Health and Social Care","No function","100","90","35250","30460"
"New entrant CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs","No function","90","80","20200","20140"
"New entrant CS","2021","South East (England)","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Home Office","Unknown","270","260","25070","24880"
"New entrant CS","2021","South East (England)","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Commercial","50","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Finance","50","50","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Project Delivery","150","140","34500","33000"
"New entrant CS","2021","South East (England)","Ministry of Defence","Property","50","50","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence","Security","180","180","28310","25540"
"New entrant CS","2021","South East (England)","Ministry of Defence","Unknown","350","330","30460","26350"
"New entrant CS","2021","South East (England)","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Justice","No function","1150","1100","23940","22920"
"New entrant CS","2021","South East (England)","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","National Crime Agency","No function","70","70","31580","32770"
"New entrant CS","2021","South East (England)","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Analysis","80","70","28770","29540"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","No function","200","180","26780","24600"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Attorney General's Departments","Legal","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","60","60","31110","30930"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","No function","60","60","23130","20880"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","50","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","No function","170","170","28520","24920"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","No function","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Work and Pensions","Unknown","1140","1100","25630","27570"
"New entrant CS","2021","South West (England)","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department of Health and Social Care","No function","360","320","31690","28590"
"New entrant CS","2021","South West (England)","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Land Registry","Digital, Data & Technology","70","70","30990","27130"
"New entrant CS","2021","South West (England)","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Land Registry","No function","90","80","22350","22350"
"New entrant CS","2021","South West (England)","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","No function","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","Property","60","60","23000","20880"
"New entrant CS","2021","South West (England)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence","Commercial","70","70","33150","26670"
"New entrant CS","2021","South West (England)","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence","Digital, Data & Technology","50","50","32500","33000"
"New entrant CS","2021","South West (England)","Ministry of Defence","Finance","100","100","31160","25000"
"New entrant CS","2021","South West (England)","Ministry of Defence","Human Resources","90","80","28850","22000"
"New entrant CS","2021","South West (England)","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence","No function","150","150","29720","26480"
"New entrant CS","2021","South West (England)","Ministry of Defence","Project Delivery","700","680","32950","30000"
"New entrant CS","2021","South West (England)","Ministry of Defence","Property","60","60","31320","30000"
"New entrant CS","2021","South West (England)","Ministry of Defence","Security","100","100","24620","19560"
"New entrant CS","2021","South West (England)","Ministry of Defence","Unknown","300","280","29130","21590"
"New entrant CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
