"Status","Year","Function_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","White","HM Revenue and Customs","130","110","29330","24500"
"Leaver CS","2022","Property","White","Ministry of Defence","170","160","32630","33300"
"Leaver CS","2022","Property","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","White","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","White","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","White","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Ministry of Defence","100","100","28540","25610"
"Leaver CS","2022","Security","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Cabinet Office","40","30","[c]","[c]"
"Leaver CS","2022","Security","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Ministry of Defence","500","480","32400","29250"
"Leaver CS","2022","Security","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Work and Pensions","80","70","26970","27570"
"Leaver CS","2022","Unknown","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Revenue and Customs","280","240","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Home Office","180","150","30900","28650"
"Leaver CS","2022","Unknown","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Revenue and Customs","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Home Office","80","70","32290","28670"
"Leaver CS","2022","Unknown","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","HM Revenue and Customs","180","150","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Home Office","130","100","33000","29870"
"Leaver CS","2022","Unknown","Undeclared","Ministry of Defence","100","90","31150","27720"
"Leaver CS","2022","Unknown","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Work and Pensions","590","570","26040","27570"
"Leaver CS","2022","Unknown","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs","1260","1110","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Home Office","310","300","31100","27760"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","460","440","34520","32700"
"Leaver CS","2022","Unknown","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Scottish Government","260","240","35710","30360"
"Leaver CS","2022","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Department for Work and Pensions","530","480","26800","24250"
"Leaver CS","2022","Unknown","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Foreign, Commonwealth and Development Office","130","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","HM Revenue and Customs","2670","2190","[c]","[c]"
"Leaver CS","2022","Unknown","White","Home Office","1340","1130","32080","26160"
"Leaver CS","2022","Unknown","White","Ministry of Defence","1480","1380","29270","23290"
"Leaver CS","2022","Unknown","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Scottish Government","500","450","40390","36130"
"Leaver CS","2022","Unknown","White","Welsh Government","220","190","42940","37410"
"Leaver Dept.","2021","Analysis","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
