"Status","Year","Sexual_orientation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Internal Audit","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Westminster","140","140","52460","50890"
"In post","2022","Heterosexual / straight","Internal Audit","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Internal Audit","York","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Aberdeen City and Aberdeenshire","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Berkshire","90","80","41670","35020"
"In post","2022","Heterosexual / straight","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Birmingham","390","370","39890","38000"
"In post","2022","Heterosexual / straight","Legal","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Brighton and Hove","90","80","42140","35020"
"In post","2022","Heterosexual / straight","Legal","Bristol, City of","160","150","43150","48080"
"In post","2022","Heterosexual / straight","Legal","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Cardiff and Vale of Glamorgan","190","180","39790","38000"
"In post","2022","Heterosexual / straight","Legal","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","City of Edinburgh","160","150","55070","55680"
"In post","2022","Heterosexual / straight","Legal","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Croydon","90","80","50440","42100"
"In post","2022","Heterosexual / straight","Legal","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Devon CC","80","80","40010","38000"
"In post","2022","Heterosexual / straight","Legal","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","East Kent","80","70","36920","29700"
"In post","2022","Heterosexual / straight","Legal","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Flintshire and Wrexham","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Glasgow City","190","180","53080","53490"
"In post","2022","Heterosexual / straight","Legal","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Greater Manchester South West","100","90","44970","40660"
"In post","2022","Heterosexual / straight","Legal","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Hackney and Newham","220","210","53520","58600"
"In post","2022","Heterosexual / straight","Legal","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Heart of Essex","150","140","41740","40000"
"In post","2022","Heterosexual / straight","Legal","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Hertfordshire CC","140","120","42540","40000"
"In post","2022","Heterosexual / straight","Legal","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Inverclyde, East Renfrewshire, and Renfrewshire","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Kingston upon Hull, City of","60","50","42400","48080"
"In post","2022","Heterosexual / straight","Legal","Lambeth","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Leeds","410","390","42090","40520"
"In post","2022","Heterosexual / straight","Legal","Leicester","110","100","40690","48080"
"In post","2022","Heterosexual / straight","Legal","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Liverpool","240","230","37410","30480"
"In post","2022","Heterosexual / straight","Legal","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Manchester","340","320","40490","38000"
"In post","2022","Heterosexual / straight","Legal","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Mid Lancashire","180","170","37920","33310"
"In post","2022","Heterosexual / straight","Legal","Milton Keynes","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Monmouthshire and Newport","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","North Lanarkshire","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Norwich and East Norfolk","60","50","33280","25480"
"In post","2022","Heterosexual / straight","Legal","Nottingham","260","240","38000","33370"
"In post","2022","Heterosexual / straight","Legal","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Portsmouth","90","90","41470","34190"
"In post","2022","Heterosexual / straight","Legal","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Sheffield","80","80","34160","27890"
"In post","2022","Heterosexual / straight","Legal","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","South Hampshire","120","110","41920","37890"
"In post","2022","Heterosexual / straight","Legal","South Lanarkshire","60","60","54520","53490"
"In post","2022","Heterosexual / straight","Legal","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","South Teesside","60","50","38520","32520"
"In post","2022","Heterosexual / straight","Legal","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Stoke-on-Trent","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Sunderland","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Swansea","60","50","43210","48080"
"In post","2022","Heterosexual / straight","Legal","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Tower Hamlets","170","160","65300","62910"
"In post","2022","Heterosexual / straight","Legal","Tyneside","170","160","39180","34480"
"In post","2022","Heterosexual / straight","Legal","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","West Surrey","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Westminster","2820","2660","51070","51320"
"In post","2022","Heterosexual / straight","Legal","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal","York","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Aberdeen City and Aberdeenshire","560","520","39230","27570"
"In post","2022","Heterosexual / straight","No function","Angus and Dundee City","660","600","24790","21260"
"In post","2022","Heterosexual / straight","No function","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Ards and North Down","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Barking & Dagenham and Havering","440","410","31600","31060"
"In post","2022","Heterosexual / straight","No function","Barnet","990","910","36650","32090"
"In post","2022","Heterosexual / straight","No function","Barnsley, Doncaster and Rotherham","1790","1610","27900","27570"
"In post","2022","Heterosexual / straight","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","1060","980","32310","28840"
"In post","2022","Heterosexual / straight","No function","Bedford","450","420","30690","28140"
"In post","2022","Heterosexual / straight","No function","Belfast","1140","1080","32530","28920"
"In post","2022","Heterosexual / straight","No function","Berkshire","760","710","32480","29290"
"In post","2022","Heterosexual / straight","No function","Bexley and Greenwich","1050","1010","32360","31060"
"In post","2022","Heterosexual / straight","No function","Birmingham","5670","5310","30700","27570"
"In post","2022","Heterosexual / straight","No function","Blackburn with Darwen","300","270","27320","27570"
"In post","2022","Heterosexual / straight","No function","Blackpool","2440","2230","25310","27570"
"In post","2022","Heterosexual / straight","No function","Bournemouth, Christchurch and Poole","390","350","28420","27570"
"In post","2022","Heterosexual / straight","No function","Bradford","1150","1040","27320","27570"
"In post","2022","Heterosexual / straight","No function","Breckland and South Norfolk","360","340","29070","27120"
"In post","2022","Heterosexual / straight","No function","Brent","300","280","30780","31060"
"In post","2022","Heterosexual / straight","No function","Bridgend and Neath Port Talbot","520","470","27710","27570"
"In post","2022","Heterosexual / straight","No function","Brighton and Hove","320","290","31360","27570"
"In post","2022","Heterosexual / straight","No function","Bristol, City of","2960","2750","33430","29180"
"In post","2022","Heterosexual / straight","No function","Bromley","340","320","31150","31060"
"In post","2022","Heterosexual / straight","No function","Buckinghamshire","650","610","31620","29260"
"In post","2022","Heterosexual / straight","No function","Caithness and Sutherland, and Ross and Cromarty","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Calderdale and Kirklees","690","620","28200","27570"
"In post","2022","Heterosexual / straight","No function","Cambridgeshire CC","1350","1270","31840","28700"
"In post","2022","Heterosexual / straight","No function","Camden and City of London","780","740","31980","28310"
"In post","2022","Heterosexual / straight","No function","Cardiff and Vale of Glamorgan","3160","2940","30670","27380"
"In post","2022","Heterosexual / straight","No function","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Central Bedfordshire","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Central Hampshire","590","560","34520","31990"
"In post","2022","Heterosexual / straight","No function","Central Valleys","970","900","27580","27570"
"In post","2022","Heterosexual / straight","No function","Cheshire East","430","400","32110","27570"
"In post","2022","Heterosexual / straight","No function","Cheshire West and Chester","330","310","27760","27570"
"In post","2022","Heterosexual / straight","No function","Chorley and West Lancashire","950","880","30310","27570"
"In post","2022","Heterosexual / straight","No function","City of Edinburgh","2070","1980","32990","30840"
"In post","2022","Heterosexual / straight","No function","Clackmannanshire and Fife","410","370","29030","27570"
"In post","2022","Heterosexual / straight","No function","Conwy and Denbighshire","200","180","28540","27570"
"In post","2022","Heterosexual / straight","No function","Cornwall and Isles of Scilly","770","700","28020","27570"
"In post","2022","Heterosexual / straight","No function","Coventry","1140","1070","35720","30840"
"In post","2022","Heterosexual / straight","No function","Croydon","1780","1710","38410","34260"
"In post","2022","Heterosexual / straight","No function","Darlington","600","570","36380","31080"
"In post","2022","Heterosexual / straight","No function","Derby","660","590","26780","25120"
"In post","2022","Heterosexual / straight","No function","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Devon CC","2000","1800","28970","27380"
"In post","2022","Heterosexual / straight","No function","Dorset","930","860","29300","27380"
"In post","2022","Heterosexual / straight","No function","Dudley","570","490","26320","27570"
"In post","2022","Heterosexual / straight","No function","Dumfries and Galloway","180","160","29750","27570"
"In post","2022","Heterosexual / straight","No function","Durham","2790","2540","28390","27130"
"In post","2022","Heterosexual / straight","No function","Ealing","290","270","32760","31060"
"In post","2022","Heterosexual / straight","No function","East Ayrshire and North Ayrshire mainland","260","230","27000","27570"
"In post","2022","Heterosexual / straight","No function","East Cumbria","330","310","29870","26800"
"In post","2022","Heterosexual / straight","No function","East Derbyshire","250","220","27930","27570"
"In post","2022","Heterosexual / straight","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","360","320","27640","27570"
"In post","2022","Heterosexual / straight","No function","East Kent","850","800","29600","29290"
"In post","2022","Heterosexual / straight","No function","East Lancashire","340","310","26920","27570"
"In post","2022","Heterosexual / straight","No function","East Lothian and Midlothian","60","60","28640","27570"
"In post","2022","Heterosexual / straight","No function","East Merseyside","660","590","29020","27570"
"In post","2022","Heterosexual / straight","No function","East Riding of Yorkshire","1030","970","29600","27380"
"In post","2022","Heterosexual / straight","No function","East Surrey","680","640","33740","32800"
"In post","2022","Heterosexual / straight","No function","East Sussex CC","1190","1070","26770","27260"
"In post","2022","Heterosexual / straight","No function","Enfield","210","200","31890","31060"
"In post","2022","Heterosexual / straight","No function","Essex Haven Gateway","310","280","32720","29290"
"In post","2022","Heterosexual / straight","No function","Essex Thames Gateway","600","540","27890","26780"
"In post","2022","Heterosexual / straight","No function","Falkirk","890","780","26270","26900"
"In post","2022","Heterosexual / straight","No function","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","No function","Flintshire and Wrexham","1150","1100","26860","25700"
"In post","2022","Heterosexual / straight","No function","Glasgow City","3510","3230","29440","27570"
"In post","2022","Heterosexual / straight","No function","Gloucestershire CC","640","570","30420","27570"
"In post","2022","Heterosexual / straight","No function","Greater Manchester North East","770","720","28550","27570"
"In post","2022","Heterosexual / straight","No function","Greater Manchester North West","1350","1230","26080","25120"
"In post","2022","Heterosexual / straight","No function","Greater Manchester South East","640","590","25870","24090"
"In post","2022","Heterosexual / straight","No function","Greater Manchester South West","2050","1920","30230","26820"
"In post","2022","Heterosexual / straight","No function","Gwent Valleys","500","450","26950","27570"
"In post","2022","Heterosexual / straight","No function","Gwynedd","410","370","25050","21300"
