"Status","Year","Sexual_orientation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Central Hampshire","140","140","33240","33300"
"In post","2021","Heterosexual / straight","Commercial","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Croydon","80","70","47880","46600"
"In post","2021","Heterosexual / straight","Commercial","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Glasgow City","100","100","35540","33300"
"In post","2021","Heterosexual / straight","Commercial","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Greater Manchester South West","70","60","40660","38450"
"In post","2021","Heterosexual / straight","Commercial","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Leeds","120","110","42910","36820"
"In post","2021","Heterosexual / straight","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Liverpool","160","150","39240","34800"
"In post","2021","Heterosexual / straight","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Manchester","100","100","40650","36780"
"In post","2021","Heterosexual / straight","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Milton Keynes","70","60","43490","40330"
"In post","2021","Heterosexual / straight","Commercial","Monmouthshire and Newport","70","70","35460","32140"
"In post","2021","Heterosexual / straight","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Norwich and East Norfolk","80","80","39860","35570"
"In post","2021","Heterosexual / straight","Commercial","Nottingham","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Overseas","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Peterborough","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Portsmouth","80","70","33430","33300"
"In post","2021","Heterosexual / straight","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Sefton","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Sheffield","50","50","43920","39130"
"In post","2021","Heterosexual / straight","Commercial","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Somerset","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","South Lanarkshire","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Staffordshire CC","90","90","34550","31180"
"In post","2021","Heterosexual / straight","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Swansea","120","110","34760","31380"
"In post","2021","Heterosexual / straight","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Tower Hamlets","120","120","47080","43490"
"In post","2021","Heterosexual / straight","Commercial","Tyneside","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Westminster","690","670","55740","47590"
"In post","2021","Heterosexual / straight","Commercial","Wiltshire","240","230","34010","33300"
"In post","2021","Heterosexual / straight","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","York","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","60","60","38980","36240"
"In post","2021","Heterosexual / straight","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Birmingham","110","100","32310","31810"
"In post","2021","Heterosexual / straight","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Bristol, City of","70","60","39640","36960"
"In post","2021","Heterosexual / straight","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Cardiff and Vale of Glamorgan","460","440","29240","25560"
"In post","2021","Heterosexual / straight","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Central Hampshire","60","60","31070","29200"
"In post","2021","Heterosexual / straight","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","City of Edinburgh","100","90","32450","31810"
"In post","2021","Heterosexual / straight","Communications","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Greater Manchester South West","140","140","29400","25560"
"In post","2021","Heterosexual / straight","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Harrow and Hillingdon","140","140","24180","21800"
"In post","2021","Heterosexual / straight","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Lambeth","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Leeds","210","210","30870","25560"
"In post","2021","Heterosexual / straight","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Manchester","80","80","32920","30410"
"In post","2021","Heterosexual / straight","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Monmouthshire and Newport","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Nottingham","240","240","30450","25560"
"In post","2021","Heterosexual / straight","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
