"Status","Year","Responsibility_level","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SEO/HEO","Declared disabled","Ministry of Defence (excl. agencies)","60","60","37910","37640"
"Leaver CS","2021","SEO/HEO","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Defence Equipment and Support","170","160","35540","34590"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Defence Science and Technology Laboratory","50","50","30720","28650"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for Education (excl. agencies)","80","70","36810","36870"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department for Work and Pensions (excl. agencies)","260","220","35300","34290"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Health and Safety Executive","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","HM Courts and Tribunals Service","110","90","37180","36800"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","HM Land Registry","60","40","36050","33840"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","HM Prison and Probation Service","170","150","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","HM Revenue and Customs (excl. agencies)","670","590","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Home Office (incl. agencies)","170","150","37570","36620"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Maritime and Coastguard Agency","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Ministry of Defence (excl. agencies)","360","340","38140","36860"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Ministry of Justice (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Public Health England","190","170","36070","36330"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Scottish Government (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","United Kingdom Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Valuation Office Agency","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Welsh Government (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
