"Status","Year","Responsibility_level","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","AA/AO","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Department for Work and Pensions (excl. agencies)","480","440","21720","21010"
"In post","2021","AA/AO","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","HM Courts and Tribunals Service","180","160","20290","20010"
"In post","2021","AA/AO","Mixed","HM Land Registry","30","30","[c]","[c]"
"In post","2021","AA/AO","Mixed","HM Prison and Probation Service","460","450","27220","26300"
"In post","2021","AA/AO","Mixed","HM Revenue and Customs (excl. agencies)","180","160","20770","20140"
"In post","2021","AA/AO","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Home Office (incl. agencies)","160","140","22670","21430"
"In post","2021","AA/AO","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Ministry of Defence (excl. agencies)","120","120","23440","21580"
"In post","2021","AA/AO","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Department for Work and Pensions (excl. agencies)","120","110","22030","21010"
"In post","2021","AA/AO","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","HM Courts and Tribunals Service","60","50","20770","20650"
"In post","2021","AA/AO","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","HM Prison and Probation Service","120","110","28320","27680"
"In post","2021","AA/AO","Other ethnicity","HM Revenue and Customs (excl. agencies)","60","50","21510","20140"
"In post","2021","AA/AO","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Ministry of Defence (excl. agencies)","70","60","22610","20920"
"In post","2021","AA/AO","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
