"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","60","40","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Ministry of Defence (excl. agencies)","60","50","31250","21170"
"New entrant CS","2022","Unknown","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","UK Health Security Agency","70","70","45400","40420"
"New entrant CS","2022","Unknown","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Crown Prosecution Service","110","110","29700","24590"
"New entrant CS","2022","Unknown","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Animal and Plant Health Agency","70","70","25670","24370"
"New entrant CS","2022","Unknown","No function","Cabinet Office (excl. agencies)","630","630","28910","28000"
"New entrant CS","2022","Unknown","No function","Charity Commission","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Defence Equipment and Support","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","130","37590","33570"
"New entrant CS","2022","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Department for Education (excl. agencies)","260","250","32520","29360"
"New entrant CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","280","270","37990","33700"
"New entrant CS","2022","Unknown","No function","Department for International Trade","120","120","37590","31800"
"New entrant CS","2022","Unknown","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","100","100","33380","32000"
"New entrant CS","2022","Unknown","No function","Department for Transport (excl. agencies)","160","160","43240","42470"
"New entrant CS","2022","Unknown","No function","Department for Work and Pensions (excl. agencies)","730","710","25050","25110"
"New entrant CS","2022","Unknown","No function","Department of Health and Social Care (excl. agencies)","240","170","39710","32790"
"New entrant CS","2022","Unknown","No function","Driver and Vehicle Licensing Agency","210","190","19830","18310"
"New entrant CS","2022","Unknown","No function","Driver and Vehicle Standards Agency","300","290","25400","26130"
"New entrant CS","2022","Unknown","No function","Education and Skills Funding Agency","80","70","32090","29360"
"New entrant CS","2022","Unknown","No function","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Health and Safety Executive","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","No function","HM Courts and Tribunals Service","800","770","23330","20970"
"New entrant CS","2022","Unknown","No function","HM Land Registry","180","180","24680","22600"
"New entrant CS","2022","Unknown","No function","HM Prison and Probation Service","5560","5180","26580","24800"
"New entrant CS","2022","Unknown","No function","HM Revenue and Customs (excl. agencies)","1510","1470","24700","21250"
"New entrant CS","2022","Unknown","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Intellectual Property Office","60","60","24510","21810"
"New entrant CS","2022","Unknown","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Maritime and Coastguard Agency","120","120","29600","26840"
"New entrant CS","2022","Unknown","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Ministry of Justice (excl. agencies)","120","110","30870","28310"
"New entrant CS","2022","Unknown","No function","National Crime Agency","380","370","36080","34140"
"New entrant CS","2022","Unknown","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Office of the Public Guardian","130","120","21850","20970"
"New entrant CS","2022","Unknown","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Registers of Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Scottish Courts and Tribunals Service","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Scottish Prison Service","350","340","22550","21640"
"New entrant CS","2022","Unknown","No function","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","UK Health Security Agency","520","500","42660","36820"
"New entrant CS","2022","Unknown","No function","UK Hydrographic Office","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","No function","UK Statistics Authority","180","140","23250","19860"
"New entrant CS","2022","Unknown","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Defence Equipment and Support","250","250","30500","29000"
"New entrant CS","2022","Unknown","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","60","60","41440","40180"
"New entrant CS","2022","Unknown","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","70","60","38260","34000"
"New entrant CS","2022","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
