"Status","Year","Region_ITL3","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East Ayrshire and North Ayrshire mainland","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Cumbria","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Cumbria","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Cumbria","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Cumbria","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Derbyshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Lancashire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Lancashire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Lothian and Midlothian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Merseyside","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Merseyside","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Merseyside","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Merseyside","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Riding of Yorkshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Riding of Yorkshire","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Riding of Yorkshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Riding of Yorkshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Surrey","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Surrey","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Surrey","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Sussex CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Sussex CC","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Sussex CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Enfield","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Enfield","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Thames Gateway","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Thames Gateway","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Falkirk","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Flintshire and Wrexham","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Flintshire and Wrexham","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Flintshire and Wrexham","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Flintshire and Wrexham","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Flintshire and Wrexham","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Flintshire and Wrexham","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Unknown","Department for Work and Pensions","70","70","25660","27570"
"Leaver Dept.","2021","Glasgow City","Unknown","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Unknown","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester North East","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester North West","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester North West","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester North West","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South East","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South East","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South East","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South East","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","Unknown","HM Revenue and Customs","110","110","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gwent Valleys","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gwent Valleys","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gwent Valleys","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gwynedd","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gwynedd","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Haringey and Islington","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Haringey and Islington","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hartlepool and Stockton-on-Tees","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hartlepool and Stockton-on-Tees","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hartlepool and Stockton-on-Tees","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heart of Essex","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heart of Essex","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heart of Essex","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, County of","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, County of","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverclyde, East Renfrewshire and Renfrewshire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverclyde, East Renfrewshire and Renfrewshire","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
