"Status","Year","Region_ITL2","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Surrey, East and West Sussex","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","No function","100","90","32200","27570"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","No function","160","150","32390","27570"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","50-59","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","No function","80","70","33020","27570"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","65+","No function","80","50","28460","27570"
"Leaver CS","2022","Surrey, East and West Sussex","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","No function","100","100","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","30-39","No function","80","80","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","40-49","No function","50","50","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","50-59","No function","100","90","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","60-64","No function","90","60","30850","27570"
"Leaver CS","2022","Tees Valley and Durham","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","No function","70","50","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","No function","180","160","22430","21840"
"Leaver CS","2022","Unknown","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Unknown","70","70","27590","28980"
"Leaver CS","2022","Unknown","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","No function","160","130","24690","21840"
"Leaver CS","2022","Unknown","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Unknown","80","70","34950","32700"
"Leaver CS","2022","Unknown","40-49","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","No function","110","90","25580","21840"
"Leaver CS","2022","Unknown","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","No function","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","No function","70","50","24810","21840"
"Leaver CS","2022","Unknown","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Unknown","60","50","43320","38310"
"Leaver CS","2022","Unknown","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","No function","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","16-19","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","No function","100","100","24410","21820"
"Leaver CS","2022","West Central Scotland","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","20-29","Unknown","100","90","26640","26350"
"Leaver CS","2022","West Central Scotland","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","No function","70","70","28140","24250"
"Leaver CS","2022","West Central Scotland","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","30-39","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","No function","60","50","29090","26130"
"Leaver CS","2022","West Central Scotland","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","40-49","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","No function","100","90","29260","27570"
"Leaver CS","2022","West Central Scotland","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Security","40","40","[c]","[c]"
"Leaver CS","2022","West Central Scotland","50-59","Unknown","100","90","33870","27570"
"Leaver CS","2022","West Central Scotland","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","60-64","Legal","[c]","[c]","[c]","[c]"
