"Status","Year","Region_ITL1","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East Midlands (England)","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","Unknown","80","70","22650","21170"
"Leaver CS","2022","East Midlands (England)","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Property","40","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","No function","50","40","46900","40060"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","No function","60","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","410","360","24050","21260"
"Leaver CS","2022","East of England","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","No function","50","40","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","No function","1570","1440","28440","27570"
"Leaver CS","2022","East of England","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Unknown","120","100","26150","25220"
"Leaver CS","2022","East of England","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Unknown","120","110","23240","21260"
"Leaver CS","2022","East of England","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Property","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","No function","70","60","42970","40060"
"Leaver CS","2022","East of England","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Security","60","50","38110","39070"
"Leaver CS","2022","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","No function","90","80","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","160","140","27610","27570"
"Leaver CS","2022","East of England","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Commercial","60","30","[c]","[c]"
"Leaver CS","2022","London","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Communications","200","160","41520","37930"
"Leaver CS","2022","London","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Counter Fraud","50","40","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Digital, Data & Technology","240","210","46120","42450"
"Leaver CS","2022","London","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Unknown","70","70","54010","45790"
"Leaver CS","2022","London","Economics","Analysis","110","100","40300","34550"
"Leaver CS","2022","London","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Finance","140","100","47770","40450"
"Leaver CS","2022","London","Finance","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Human Resources","200","180","43690","39020"
"Leaver CS","2022","London","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","No function","90","90","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","No function","80","70","43180","39100"
"Leaver CS","2022","London","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Legal","260","250","58590","55000"
"Leaver CS","2022","London","Medicine","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","No function","90","70","82560","87080"
"Leaver CS","2022","London","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Legal","40","40","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","No function","3350","3130","35590","31060"
"Leaver CS","2022","London","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Unknown","360","290","33140","29080"
"Leaver CS","2022","London","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Legal","40","40","[c]","[c]"
"Leaver CS","2022","London","Other","No function","270","260","42500","31480"
"Leaver CS","2022","London","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Unknown","160","140","33800","28650"
"Leaver CS","2022","London","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","No function","880","740","45850","40220"
"Leaver CS","2022","London","Policy","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","London","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Unknown","160","160","49830","42900"
"Leaver CS","2022","London","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Project Delivery","110","100","50460","41600"
"Leaver CS","2022","London","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","London","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Property","50","40","[c]","[c]"
"Leaver CS","2022","London","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","No function","240","220","42580","40060"
"Leaver CS","2022","London","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Security","50","50","[c]","[c]"
"Leaver CS","2022","London","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Analysis","50","40","[c]","[c]"
"Leaver CS","2022","London","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Commercial","80","80","77270","70120"
"Leaver CS","2022","London","Unknown","Communications","60","60","47640","42120"
"Leaver CS","2022","London","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Digital, Data & Technology","120","110","53560","54700"
"Leaver CS","2022","London","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","London","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","No function","460","440","44170","40600"
"Leaver CS","2022","London","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Unknown","840","550","31770","31060"
"Leaver CS","2022","London","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Digital, Data & Technology","80","70","43340","40670"
"Leaver CS","2022","North East (England)","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","No function","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","No function","1110","960","26020","21260"
"Leaver CS","2022","North East (England)","Operational Delivery","Property","40","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Unknown","70","60","24550","21680"
"Leaver CS","2022","North East (England)","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Debt","30","20","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","920","750","25470","21260"
"Leaver CS","2022","North West (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Counter Fraud","30","20","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Digital, Data & Technology","130","120","43200","39540"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Finance","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Legal","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Grants Management","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","No function","2270","2000","26210","22580"
"Leaver CS","2022","North West (England)","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Unknown","330","260","24140","24880"
"Leaver CS","2022","North West (England)","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","No function","60","50","26320","27570"
"Leaver CS","2022","North West (England)","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Unknown","50","40","25430","22080"
"Leaver CS","2022","North West (England)","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","No function","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","No function","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
