"Status","Year","Region_ITL3","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Female","AA/AO","290","260","22740","22160"
"In post","2021","Aberdeen City and Aberdeenshire","Female","EO","320","290","28410","27570"
"In post","2021","Aberdeen City and Aberdeenshire","Female","G6/G7","60","50","62970","61010"
"In post","2021","Aberdeen City and Aberdeenshire","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Female","SEO/HEO","260","250","40830","36620"
"In post","2021","Aberdeen City and Aberdeenshire","Male","AA/AO","260","250","28160","25870"
"In post","2021","Aberdeen City and Aberdeenshire","Male","EO","280","270","30280","29190"
"In post","2021","Aberdeen City and Aberdeenshire","Male","G6/G7","70","70","69230","61850"
"In post","2021","Aberdeen City and Aberdeenshire","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Male","SEO/HEO","320","310","50250","41090"
"In post","2021","Angus and Dundee City","Female","AA/AO","640","560","21160","21010"
"In post","2021","Angus and Dundee City","Female","EO","330","290","27440","27570"
"In post","2021","Angus and Dundee City","Female","G6/G7","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Female","SEO/HEO","150","140","37120","35000"
"In post","2021","Angus and Dundee City","Male","AA/AO","470","450","21050","21010"
"In post","2021","Angus and Dundee City","Male","EO","160","150","27410","27570"
"In post","2021","Angus and Dundee City","Male","G6/G7","30","30","[c]","[c]"
"In post","2021","Angus and Dundee City","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Male","SEO/HEO","80","80","36390","33950"
"In post","2021","Antrim and Newtownabbey","Female","AA/AO","40","40","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Female","EO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Male","AA/AO","110","110","20640","20310"
"In post","2021","Antrim and Newtownabbey","Male","EO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Female","AA/AO","30","30","[c]","[c]"
"In post","2021","Ards and North Down","Female","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Male","AA/AO","140","140","21110","20310"
"In post","2021","Ards and North Down","Male","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","AA/AO","80","70","23040","22910"
"In post","2021","Barking & Dagenham and Havering","Female","EO","230","200","30990","31060"
"In post","2021","Barking & Dagenham and Havering","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","EO","150","150","30970","31060"
"In post","2021","Barking & Dagenham and Havering","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","AA/AO","200","170","23990","23530"
"In post","2021","Barnet","Female","EO","290","270","30080","31060"
"In post","2021","Barnet","Female","G6/G7","170","160","59670","55150"
"In post","2021","Barnet","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","SEO/HEO","350","330","38090","38930"
"In post","2021","Barnet","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Barnet","Male","AA/AO","80","70","23320","23530"
"In post","2021","Barnet","Male","EO","150","140","29970","30780"
"In post","2021","Barnet","Male","G6/G7","140","140","60490","58870"
"In post","2021","Barnet","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","SEO/HEO","220","220","40270","40470"
"In post","2021","Barnet","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","AA/AO","870","730","21660","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","EO","610","510","27540","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","SEO/HEO","180","170","36460","33650"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Unknown","170","150","29240","28200"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","AA/AO","640","610","25100","25300"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","EO","330","310","29720","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","SEO/HEO","130","120","39220","37280"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","AA/AO","440","390","22680","21130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","EO","1290","1170","24680","25500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","G6/G7","590","570","56360","54560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","SCS","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","SEO/HEO","2450","2290","35310","34010"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Unknown","550","510","37110","33310"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","AA/AO","320","310","23720","21130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","EO","1320","1300","24930","25750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","G6/G7","1330","1310","57860","55500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","SCS","110","110","101170","93990"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","SEO/HEO","3930","3860","37330","37970"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","980","970","43630","40430"
"In post","2021","Bedford","Female","AA/AO","160","140","24550","22160"
"In post","2021","Bedford","Female","EO","160","150","27420","27570"
"In post","2021","Bedford","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","SEO/HEO","70","70","37540","35510"
"In post","2021","Bedford","Female","Unknown","60","50","27250","23380"
"In post","2021","Bedford","Male","AA/AO","140","130","27430","28740"
"In post","2021","Bedford","Male","EO","120","120","28220","27570"
"In post","2021","Bedford","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","SEO/HEO","90","90","38520","37360"
"In post","2021","Bedford","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","AA/AO","510","430","20740","20140"
"In post","2021","Belfast","Female","EO","430","380","26340","25560"
"In post","2021","Belfast","Female","G6/G7","100","100","53860","52580"
"In post","2021","Belfast","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","SEO/HEO","390","370","34330","31810"
"In post","2021","Belfast","Male","AA/AO","500","470","20560","20140"
"In post","2021","Belfast","Male","EO","390","380","26220","25560"
"In post","2021","Belfast","Male","G6/G7","110","110","55600","52580"
"In post","2021","Belfast","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","SEO/HEO","370","360","34230","31810"
"In post","2021","Berkshire","Female","AA/AO","350","310","23250","22080"
"In post","2021","Berkshire","Female","EO","460","420","29530","29290"
"In post","2021","Berkshire","Female","G6/G7","130","120","56880","54650"
"In post","2021","Berkshire","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","SEO/HEO","300","280","36870","36520"
