"Status","Year","Region_ITL3","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Swindon","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","AA/AO","20-29","60","60","22610","22600"
"In post","2022","Telford and Wrekin","AA/AO","30-39","70","60","22540","22600"
"In post","2022","Telford and Wrekin","AA/AO","40-49","90","80","22110","21260"
"In post","2022","Telford and Wrekin","AA/AO","50-59","130","120","22050","21260"
"In post","2022","Telford and Wrekin","AA/AO","60-64","70","60","22430","21260"
"In post","2022","Telford and Wrekin","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","EO","20-29","70","70","26830","27130"
"In post","2022","Telford and Wrekin","EO","30-39","100","90","27110","27130"
"In post","2022","Telford and Wrekin","EO","40-49","120","110","27060","27570"
"In post","2022","Telford and Wrekin","EO","50-59","200","180","27310","27130"
"In post","2022","Telford and Wrekin","EO","60-64","50","40","26650","27570"
"In post","2022","Telford and Wrekin","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","G6/G7","30-39","50","50","[c]","[c]"
"In post","2022","Telford and Wrekin","G6/G7","40-49","90","90","58590","55210"
"In post","2022","Telford and Wrekin","G6/G7","50-59","130","130","59010","55210"
"In post","2022","Telford and Wrekin","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","SEO/HEO","20-29","60","60","35410","33370"
"In post","2022","Telford and Wrekin","SEO/HEO","30-39","90","90","37520","40180"
"In post","2022","Telford and Wrekin","SEO/HEO","40-49","170","160","37110","38200"
"In post","2022","Telford and Wrekin","SEO/HEO","50-59","250","240","36730","35980"
"In post","2022","Telford and Wrekin","SEO/HEO","60-64","60","40","37070","35840"
"In post","2022","Telford and Wrekin","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","AA/AO","20-29","40","40","[c]","[c]"
"In post","2022","Thurrock","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","EO","30-39","50","50","26510","25310"
"In post","2022","Thurrock","EO","40-49","50","50","27530","27370"
"In post","2022","Thurrock","EO","50-59","80","70","27450","27370"
"In post","2022","Thurrock","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","AA/AO","40-49","40","30","[c]","[c]"
"In post","2022","Torbay","AA/AO","50-59","50","40","20920","21260"
"In post","2022","Torbay","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","EO","50-59","50","40","[c]","[c]"
"In post","2022","Torbay","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","AA/AO","20-29","110","100","23380","23720"
"In post","2022","Tower Hamlets","AA/AO","30-39","50","40","[c]","[c]"
"In post","2022","Tower Hamlets","AA/AO","40-49","70","60","24200","24310"
"In post","2022","Tower Hamlets","AA/AO","50-59","100","90","24400","24310"
"In post","2022","Tower Hamlets","AA/AO","60-64","40","40","[c]","[c]"
"In post","2022","Tower Hamlets","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","EO","20-29","340","340","28050","27500"
"In post","2022","Tower Hamlets","EO","30-39","150","150","29030","28990"
"In post","2022","Tower Hamlets","EO","40-49","140","130","30060","30620"
"In post","2022","Tower Hamlets","EO","50-59","170","160","30210","30320"
"In post","2022","Tower Hamlets","EO","60-64","40","40","[c]","[c]"
"In post","2022","Tower Hamlets","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","G6/G7","20-29","210","210","55910","54700"
"In post","2022","Tower Hamlets","G6/G7","30-39","820","800","60420","58130"
"In post","2022","Tower Hamlets","G6/G7","40-49","720","690","62960","61430"
"In post","2022","Tower Hamlets","G6/G7","50-59","460","450","64030","63500"
"In post","2022","Tower Hamlets","G6/G7","60-64","90","80","64140","63500"
"In post","2022","Tower Hamlets","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","SCS","30-39","60","60","89210","88200"
"In post","2022","Tower Hamlets","SCS","40-49","170","160","97000","95250"
"In post","2022","Tower Hamlets","SCS","50-59","140","130","100810","97750"
"In post","2022","Tower Hamlets","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","SEO/HEO","20-29","540","540","36300","34550"
"In post","2022","Tower Hamlets","SEO/HEO","30-39","570","560","38770","39890"
"In post","2022","Tower Hamlets","SEO/HEO","40-49","430","420","40670","41010"
"In post","2022","Tower Hamlets","SEO/HEO","50-59","350","340","41100","41010"
"In post","2022","Tower Hamlets","SEO/HEO","60-64","90","80","42600","42270"
"In post","2022","Tower Hamlets","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","AA/AO","16-19","40","40","[c]","[c]"
"In post","2022","Tyneside","AA/AO","20-29","1020","990","21250","21260"
"In post","2022","Tyneside","AA/AO","30-39","1080","950","21290","21260"
"In post","2022","Tyneside","AA/AO","40-49","1340","1160","21340","21260"
"In post","2022","Tyneside","AA/AO","50-59","1800","1520","21420","21260"
"In post","2022","Tyneside","AA/AO","60-64","830","620","21350","21260"
"In post","2022","Tyneside","AA/AO","65+","230","170","21290","21260"
"In post","2022","Tyneside","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","EO","20-29","860","850","26520","26820"
"In post","2022","Tyneside","EO","30-39","1060","1010","26500","26820"
"In post","2022","Tyneside","EO","40-49","1010","940","26710","26820"
"In post","2022","Tyneside","EO","50-59","1040","940","27010","27570"
"In post","2022","Tyneside","EO","60-64","350","260","27440","27570"
"In post","2022","Tyneside","EO","65+","80","50","27460","27570"
"In post","2022","Tyneside","G6/G7","20-29","70","70","52660","52640"
"In post","2022","Tyneside","G6/G7","30-39","450","440","55490","54860"
"In post","2022","Tyneside","G6/G7","40-49","730","720","56670","55210"
"In post","2022","Tyneside","G6/G7","50-59","670","650","56690","55210"
"In post","2022","Tyneside","G6/G7","60-64","100","80","58050","55610"
"In post","2022","Tyneside","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","SCS","40-49","30","30","[c]","[c]"
"In post","2022","Tyneside","SCS","50-59","50","50","85180","76900"
"In post","2022","Tyneside","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","SEO/HEO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","SEO/HEO","20-29","720","710","33790","33080"
"In post","2022","Tyneside","SEO/HEO","30-39","1420","1380","35190","33370"
"In post","2022","Tyneside","SEO/HEO","40-49","1420","1370","35880","33370"
"In post","2022","Tyneside","SEO/HEO","50-59","1300","1240","36040","34310"
"In post","2022","Tyneside","SEO/HEO","60-64","270","220","36140","35360"
"In post","2022","Tyneside","SEO/HEO","65+","50","40","37840","35700"
"In post","2022","Tyneside","Unknown","20-29","80","70","24530","23170"
"In post","2022","Tyneside","Unknown","30-39","90","80","27350","24800"
"In post","2022","Tyneside","Unknown","40-49","100","90","31240","30210"
"In post","2022","Tyneside","Unknown","50-59","120","110","31130","28200"
"In post","2022","Tyneside","Unknown","60-64","40","30","[c]","[c]"
"In post","2022","Tyneside","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","20-29","30","30","[c]","[c]"
"In post","2022","Unknown","AA/AO","30-39","30","30","[c]","[c]"
"In post","2022","Unknown","AA/AO","40-49","40","40","[c]","[c]"
"In post","2022","Unknown","AA/AO","50-59","60","50","22640","21300"
"In post","2022","Unknown","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","20-29","100","100","27870","27570"
"In post","2022","Unknown","EO","30-39","90","80","27990","27570"
"In post","2022","Unknown","EO","40-49","90","80","28010","27570"
"In post","2022","Unknown","EO","50-59","120","110","28750","27570"
"In post","2022","Unknown","EO","60-64","40","30","[c]","[c]"
"In post","2022","Unknown","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","30-39","50","50","[c]","[c]"
"In post","2022","Unknown","G6/G7","40-49","50","40","[c]","[c]"
"In post","2022","Unknown","G6/G7","50-59","50","50","[c]","[c]"
"In post","2022","Unknown","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","20-29","280","280","31080","29250"
"In post","2022","Unknown","SEO/HEO","30-39","90","90","34940","33740"
"In post","2022","Unknown","SEO/HEO","40-49","90","80","37710","37300"
"In post","2022","Unknown","SEO/HEO","50-59","110","110","38890","37300"
"In post","2022","Unknown","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","16-19","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","20-29","380","380","28260","28980"
"In post","2022","Unknown","Unknown","30-39","410","410","37040","34460"
"In post","2022","Unknown","Unknown","40-49","390","390","40200","34460"
"In post","2022","Unknown","Unknown","50-59","520","520","41570","36970"
"In post","2022","Unknown","Unknown","60-64","130","130","38930","35540"
"In post","2022","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","AA/AO","20-29","160","160","23540","23140"
"In post","2022","Wakefield","AA/AO","30-39","150","140","25170","25380"
"In post","2022","Wakefield","AA/AO","40-49","130","130","26970","26940"
"In post","2022","Wakefield","AA/AO","50-59","210","180","26680","26610"
"In post","2022","Wakefield","AA/AO","60-64","60","40","25300","21860"
"In post","2022","Wakefield","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","EO","20-29","60","60","28360","27570"
"In post","2022","Wakefield","EO","30-39","80","70","29990","27570"
"In post","2022","Wakefield","EO","40-49","140","130","29690","27570"
"In post","2022","Wakefield","EO","50-59","180","170","29890","27570"
"In post","2022","Wakefield","EO","60-64","50","40","[c]","[c]"
"In post","2022","Wakefield","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SEO/HEO","30-39","60","60","36010","35600"
"In post","2022","Wakefield","SEO/HEO","40-49","90","90","38240","37450"
"In post","2022","Wakefield","SEO/HEO","50-59","110","110","41310","40080"
"In post","2022","Wakefield","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","Unknown","20-29","30","30","[c]","[c]"
"In post","2022","Wakefield","Unknown","30-39","40","40","[c]","[c]"
"In post","2022","Wakefield","Unknown","40-49","50","40","[c]","[c]"
"In post","2022","Wakefield","Unknown","50-59","50","40","[c]","[c]"
"In post","2022","Wakefield","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","AA/AO","30-39","50","40","21200","21260"
"In post","2022","Walsall","AA/AO","40-49","70","60","20940","21260"
"In post","2022","Walsall","AA/AO","50-59","90","70","20900","21260"
"In post","2022","Walsall","AA/AO","60-64","40","30","[c]","[c]"
"In post","2022","Walsall","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","EO","30-39","50","40","[c]","[c]"
"In post","2022","Walsall","EO","40-49","70","60","27510","27570"
"In post","2022","Walsall","EO","50-59","80","70","27110","27570"
"In post","2022","Walsall","EO","60-64","30","30","[c]","[c]"
"In post","2022","Walsall","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","AA/AO","20-29","130","130","30490","30520"
"In post","2022","Wandsworth","AA/AO","30-39","130","130","31290","31850"
"In post","2022","Wandsworth","AA/AO","40-49","120","110","30030","30520"
"In post","2022","Wandsworth","AA/AO","50-59","160","150","28430","26930"
"In post","2022","Wandsworth","AA/AO","60-64","60","50","27060","25620"
"In post","2022","Wandsworth","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","EO","20-29","40","40","[c]","[c]"
"In post","2022","Wandsworth","EO","30-39","50","50","[c]","[c]"
"In post","2022","Wandsworth","EO","40-49","40","40","[c]","[c]"
"In post","2022","Wandsworth","EO","50-59","50","50","[c]","[c]"
"In post","2022","Wandsworth","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SEO/HEO","50-59","40","40","[c]","[c]"
"In post","2022","Wandsworth","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","AA/AO","20-29","140","140","23610","23140"
"In post","2022","Warrington","AA/AO","30-39","130","120","23660","23140"
"In post","2022","Warrington","AA/AO","40-49","150","130","24410","21860"
"In post","2022","Warrington","AA/AO","50-59","210","190","23940","21260"
"In post","2022","Warrington","AA/AO","60-64","90","70","22990","21260"
"In post","2022","Warrington","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","EO","20-29","190","190","30590","30640"
"In post","2022","Warrington","EO","30-39","270","260","31710","30860"
"In post","2022","Warrington","EO","40-49","170","160","31130","30640"
"In post","2022","Warrington","EO","50-59","230","220","30650","28860"
"In post","2022","Warrington","EO","60-64","40","30","[c]","[c]"
"In post","2022","Warrington","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","G6/G7","30-39","40","30","[c]","[c]"
"In post","2022","Warrington","G6/G7","40-49","60","60","55640","55740"
"In post","2022","Warrington","G6/G7","50-59","70","70","58750","55740"
"In post","2022","Warrington","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","SEO/HEO","20-29","60","60","35380","36740"
"In post","2022","Warrington","SEO/HEO","30-39","190","180","39010","37720"
"In post","2022","Warrington","SEO/HEO","40-49","220","220","39770","38940"
"In post","2022","Warrington","SEO/HEO","50-59","240","230","41270","40600"
"In post","2022","Warrington","SEO/HEO","60-64","40","40","[c]","[c]"
"In post","2022","Warrington","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","AA/AO","20-29","50","40","[c]","[c]"
"In post","2022","Warwickshire CC","AA/AO","30-39","70","50","21160","21260"
"In post","2022","Warwickshire CC","AA/AO","40-49","70","60","21620","21260"
"In post","2022","Warwickshire CC","AA/AO","50-59","160","140","21520","21260"
"In post","2022","Warwickshire CC","AA/AO","60-64","60","50","20610","20970"
"In post","2022","Warwickshire CC","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","EO","20-29","40","40","[c]","[c]"
"In post","2022","Warwickshire CC","EO","30-39","90","90","25640","27230"
"In post","2022","Warwickshire CC","EO","40-49","100","100","25820","27310"
"In post","2022","Warwickshire CC","EO","50-59","170","160","26520","27570"
"In post","2022","Warwickshire CC","EO","60-64","40","40","[c]","[c]"
"In post","2022","Warwickshire CC","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","SEO/HEO","30-39","60","60","36800","34860"
"In post","2022","Warwickshire CC","SEO/HEO","40-49","60","60","37530","37280"
"In post","2022","Warwickshire CC","SEO/HEO","50-59","90","80","35890","34290"
"In post","2022","Warwickshire CC","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Unknown","20-29","30","30","[c]","[c]"
"In post","2022","Warwickshire CC","Unknown","30-39","30","30","[c]","[c]"
"In post","2022","Warwickshire CC","Unknown","40-49","40","40","[c]","[c]"
"In post","2022","Warwickshire CC","Unknown","50-59","40","30","[c]","[c]"
"In post","2022","Warwickshire CC","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","AA/AO","20-29","100","100","22340","21300"
"In post","2022","West Cumbria","AA/AO","30-39","120","100","22720","21300"
"In post","2022","West Cumbria","AA/AO","40-49","170","150","22340","21300"
"In post","2022","West Cumbria","AA/AO","50-59","150","130","23100","21300"
"In post","2022","West Cumbria","AA/AO","60-64","50","40","21790","21300"
"In post","2022","West Cumbria","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","EO","30-39","50","50","26360","25190"
"In post","2022","West Cumbria","EO","40-49","80","70","26970","26030"
"In post","2022","West Cumbria","EO","50-59","90","80","27950","27570"
"In post","2022","West Cumbria","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","G6/G7","65+","[c]","[c]","[c]","[c]"
